,Urban_DBT_C,Rural_DBT_C,Rural_Pres_Pa
2004-09-01 00:00:00,17.366,14.394,99254.0
2004-09-01 00:05:00,17.34,14.494,99247.99999999999
2004-09-01 00:10:00,17.48,14.41,99250.0
2004-09-01 00:15:00,17.34,14.38,99246.0
2004-09-01 00:20:00,17.294,14.324000000000002,99242.0
2004-09-01 00:25:00,17.278,14.162,99237.99999999999
2004-09-01 00:30:00,17.154,13.98,99240.0
2004-09-01 00:35:00,17.202,14.172,99242.0
2004-09-01 00:40:00,17.278,14.116,99236.0
2004-09-01 00:45:00,17.125999999999998,14.294,99226.0
2004-09-01 00:50:00,17.178,13.937999999999999,99224.0
2004-09-01 00:55:00,17.174,13.77,99222.0
2004-09-01 01:00:00,16.990000000000002,13.66,99220.0
2004-09-01 01:05:00,16.996000000000002,13.691999999999998,99214.0
2004-09-01 01:10:00,16.906,13.588,99214.0
2004-09-01 01:15:00,16.738,13.88,99210.0
2004-09-01 01:20:00,16.669999999999998,14.069999999999999,99204.0
2004-09-01 01:25:00,16.61,14.012,99206.0
2004-09-01 01:30:00,16.413999999999998,13.957999999999998,99200.0
2004-09-01 01:35:00,16.345999999999997,13.828,99196.0
2004-09-01 01:40:00,16.246,13.686000000000002,99196.0
2004-09-01 01:45:00,16.058,13.303999999999998,99192.0
2004-09-01 01:50:00,15.947999999999999,13.107999999999999,99190.0
2004-09-01 01:55:00,15.898,12.831999999999999,99190.0
2004-09-01 02:00:00,15.884,12.386,99190.0
2004-09-01 02:05:00,15.802000000000001,12.512,99192.0
2004-09-01 02:10:00,15.73,13.2,99194.0
2004-09-01 02:15:00,15.675999999999998,13.069999999999999,99202.00000000001
2004-09-01 02:20:00,15.606,12.874,99196.0
2004-09-01 02:25:00,15.565999999999999,13.124,99194.0
2004-09-01 02:30:00,15.536000000000001,13.063999999999998,99196.0
2004-09-01 02:35:00,15.538,12.608,99183.99999999999
2004-09-01 02:40:00,15.372,12.396,99183.99999999999
2004-09-01 02:45:00,15.3,11.968,99186.0
2004-09-01 02:50:00,15.298000000000002,11.966,99190.0
2004-09-01 02:55:00,15.256,11.912,99190.0
2004-09-01 03:00:00,15.202000000000002,11.514,99190.0
2004-09-01 03:05:00,15.180000000000001,11.996,99196.0
2004-09-01 03:10:00,15.144,12.142,99190.0
2004-09-01 03:15:00,15.180000000000001,11.559999999999999,99182.0
2004-09-01 03:20:00,15.124,11.132000000000001,99183.99999999999
2004-09-01 03:25:00,15.106,11.082,99187.99999999999
2004-09-01 03:30:00,15.209999999999999,11.364,99178.0
2004-09-01 03:35:00,15.169999999999998,11.75,99168.0
2004-09-01 03:40:00,15.202000000000002,11.718,99164.0
2004-09-01 03:45:00,15.524000000000001,11.379999999999999,99152.00000000001
2004-09-01 03:50:00,15.468,11.456,99147.99999999999
2004-09-01 03:55:00,15.352,11.514,99140.0
2004-09-01 04:00:00,15.35,11.58,99140.0
2004-09-01 04:05:00,15.378,11.069999999999999,99137.99999999999
2004-09-01 04:10:00,15.190000000000001,11.198,99137.99999999999
2004-09-01 04:15:00,15.035999999999998,11.714,99137.99999999999
2004-09-01 04:20:00,14.825999999999999,12.108,99140.0
2004-09-01 04:25:00,14.852,11.476,99136.0
2004-09-01 04:30:00,14.87,11.258,99137.99999999999
2004-09-01 04:35:00,14.8,11.272,99136.0
