cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,292.999,0.012,99549.366,0.000,0.000,0.000,2413257.665,299.900,299.900,282.922,291.258,99200.000,291.730,99386.395,
2004-06-01 00:10:00,292.842,0.012,99549.502,0.000,0.000,0.000,2413257.665,299.637,299.637,284.060,291.267,99200.000,291.592,99386.435,
2004-06-01 00:15:00,293.737,0.013,99549.455,0.000,0.000,0.000,2413257.665,299.166,299.166,285.402,291.275,99200.000,291.487,99386.463,
2004-06-01 00:20:00,292.787,0.013,99549.937,0.000,0.000,0.000,2413257.665,298.827,298.827,286.922,291.283,99200.000,291.213,99386.532,
2004-06-01 00:25:00,293.111,0.014,99549.939,0.000,0.000,0.000,2413257.665,298.592,298.592,288.446,291.292,99200.000,291.096,99386.568,
2004-06-01 00:30:00,292.576,0.013,99550.066,0.000,0.000,0.000,2413257.665,298.382,298.382,289.080,291.300,99200.000,290.968,99386.625,
2004-06-01 00:35:00,293.172,0.014,99549.905,0.000,0.000,0.000,2413257.665,298.199,298.199,290.007,291.308,99200.000,291.081,99386.633,
2004-06-01 00:40:00,292.666,0.013,99549.768,0.000,0.000,0.000,2413257.665,298.039,298.039,290.440,291.317,99200.000,291.312,99386.523,
2004-06-01 00:45:00,292.608,0.013,99549.604,0.000,0.000,0.000,2413257.665,297.904,297.904,290.804,291.325,99200.000,291.535,99386.444,
2004-06-01 00:50:00,291.921,0.012,99549.693,0.000,0.000,0.000,2413257.665,297.790,297.790,290.706,291.333,99200.000,291.555,99386.434,
2004-06-01 00:55:00,292.218,0.012,99549.604,0.000,0.000,0.000,2413257.665,297.628,297.628,290.764,291.342,99200.000,291.598,99386.421,
2004-06-01 01:00:00,292.067,0.012,99549.639,0.000,0.000,0.000,2413257.665,297.494,297.494,290.721,291.350,99200.000,291.584,99386.423,
2004-06-01 01:05:00,292.456,0.013,99549.539,0.000,0.000,0.000,2413257.665,297.358,297.358,290.910,291.350,99200.000,291.623,99386.412,
2004-06-01 01:10:00,292.103,0.012,99549.624,0.000,0.000,0.000,2413257.665,297.272,297.272,290.843,291.350,99200.000,291.593,99386.420,
2004-06-01 01:15:00,292.463,0.013,99549.537,0.000,0.000,0.000,2413257.665,297.178,297.178,291.048,291.350,99200.000,291.626,99386.412,
2004-06-01 01:20:00,292.043,0.012,99549.638,0.000,0.000,0.000,2413257.665,297.111,297.111,290.929,291.350,99200.000,291.590,99386.422,
2004-06-01 01:25:00,292.444,0.013,99549.542,0.000,0.000,0.000,2413257.665,297.026,297.026,291.127,291.350,99200.000,291.624,99386.413,
2004-06-01 01:30:00,292.000,0.012,99549.649,0.000,0.000,0.000,2413257.665,296.967,296.967,290.976,291.350,99200.000,291.586,99386.424,
2004-06-01 01:35:00,292.450,0.013,99549.542,0.000,0.000,0.000,2413257.665,296.887,296.887,291.182,291.350,99200.000,291.624,99386.414,
2004-06-01 01:40:00,291.973,0.012,99549.655,0.000,0.000,0.000,2413257.665,296.835,296.835,291.007,291.350,99200.000,291.584,99386.425,
