cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,295.530,0.011,99546.809,7.961,931606.881,0.000,2628123.225,29339.856,300.000,300.000,300.000,291.250,99200.000,293.846,99385.460,
2004-06-01 00:05:00,292.580,0.011,99549.400,0.051,0.000,0.000,2413257.665,29339.856,299.856,299.856,298.677,291.258,99200.000,291.763,99386.387,
2004-06-01 00:10:00,292.184,0.011,99549.585,0.051,0.000,0.000,2413257.665,29339.856,299.533,299.533,297.133,291.267,99200.000,291.631,99386.424,
2004-06-01 00:15:00,292.473,0.011,99549.482,0.051,0.000,0.000,2413257.665,29339.856,299.071,299.071,295.511,291.275,99200.000,291.690,99386.408,
2004-06-01 00:20:00,292.604,0.011,99549.418,0.051,0.000,0.000,2413257.665,29339.856,298.676,298.676,294.301,291.283,99200.000,291.735,99386.393,
2004-06-01 00:25:00,292.591,0.011,99549.415,0.051,0.000,0.000,2413257.665,29339.856,298.386,298.386,293.413,291.292,99200.000,291.743,99386.390,
2004-06-01 00:30:00,292.496,0.011,99549.444,0.051,0.000,0.000,2413257.665,29339.856,298.159,298.159,292.746,291.300,99200.000,291.728,99386.392,
2004-06-01 00:35:00,292.446,0.011,99549.463,0.051,0.000,0.000,2413257.665,29339.856,297.971,297.971,292.238,291.308,99200.000,291.717,99386.394,
2004-06-01 00:40:00,292.412,0.011,99549.473,0.051,0.000,0.000,2413257.665,29339.856,297.807,297.807,291.845,291.317,99200.000,291.712,99386.393,
2004-06-01 00:45:00,292.405,0.012,99549.473,0.051,0.000,0.000,2413257.665,29339.856,297.663,297.663,291.539,291.325,99200.000,291.712,99386.392,
2004-06-01 00:50:00,292.389,0.012,99549.474,0.051,0.000,0.000,2413257.665,29339.856,297.536,297.536,291.297,291.333,99200.000,291.713,99386.390,
2004-06-01 00:55:00,292.382,0.012,99549.474,0.051,0.000,0.000,2413257.665,29339.856,297.424,297.424,291.106,291.342,99200.000,291.714,99386.388,
2004-06-01 01:00:00,292.366,0.012,99549.475,0.051,0.000,0.000,2413257.665,29339.856,297.324,297.324,290.953,291.350,99200.000,291.715,99386.386,
2004-06-01 01:05:00,292.355,0.012,99549.480,0.051,0.000,0.000,2413257.665,29339.856,297.232,297.232,290.830,291.350,99200.000,291.712,99386.387,
2004-06-01 01:10:00,292.337,0.012,99549.487,0.051,0.000,0.000,2413257.665,29339.856,297.147,297.147,290.730,291.350,99200.000,291.708,99386.388,
2004-06-01 01:15:00,292.326,0.012,99549.492,0.051,0.000,0.000,2413257.665,29339.856,297.067,297.067,290.646,291.350,99200.000,291.704,99386.390,
2004-06-01 01:20:00,292.311,0.012,99549.498,0.051,0.000,0.000,2413257.665,29339.856,296.993,296.993,290.575,291.350,99200.000,291.701,99386.391,
2004-06-01 01:25:00,292.303,0.011,99549.502,0.051,0.000,0.000,2413257.665,29339.856,296.923,296.923,290.515,291.350,99200.000,291.698,99386.392,
2004-06-01 01:30:00,292.290,0.011,99549.507,0.051,0.000,0.000,2413257.665,29339.856,296.856,296.856,290.465,291.350,99200.000,291.695,99386.393,
2004-06-01 01:35:00,292.282,0.011,99549.511,0.051,0.000,0.000,2413257.665,29339.856,296.793,296.793,290.421,291.350,99200.000,291.692,99386.395,
2004-06-01 01:40:00,292.270,0.011,99549.516,0.051,0.000,0.000,2413257.665,29339.856,296.732,296.732,290.384,291.350,99200.000,291.689,99386.396,
2004-06-01 01:45:00,292.263,0.011,99549.520,0.051,0.000,0.000,2413257.665,29339.856,296.675,296.675,290.352,291.350,99200.000,291.687,99386.397,
2004-06-01 01:50:00,292.252,0.011,99549.524,0.051,0.000,0.000,2413257.665,29339.856,296.620,296.620,290.324,291.350,99200.000,291.684,99386.398,
2004-06-01 01:55:00,292.245,0.011,99549.527,0.051,0.000,0.000,2413257.665,29339.856,296.567,296.567,290.300,291.350,99200.000,291.682,99386.399,
2004-06-01 02:00:00,292.235,0.011,99549.531,0.051,0.000,0.000,2413257.665,29339.856,296.516,296.516,290.278,291.350,99200.000,291.679,99386.400,
2004-06-01 02:05:00,292.233,0.011,99549.529,0.051,0.000,0.000,2413257.665,29339.856,296.467,296.467,290.259,291.358,99208.333,291.682,99386.397,
2004-06-01 02:10:00,292.229,0.011,99549.525,0.051,0.000,0.000,2413257.665,29339.856,296.420,296.420,290.245,291.367,99216.667,291.685,99386.394,
2004-06-01 02:15:00,292.229,0.011,99549.521,0.051,0.000,0.000,2413257.665,29339.856,296.375,296.375,290.236,291.375,99225.000,291.690,99386.391,
2004-06-01 02:20:00,292.225,0.011,99549.517,0.051,0.000,0.000,2413257.665,29339.856,296.332,296.332,290.232,291.383,99233.333,291.694,99386.388,
2004-06-01 02:25:00,292.224,0.011,99549.513,0.051,0.000,0.000,2413257.665,29339.856,296.290,296.290,290.231,291.392,99241.667,291.698,99386.385,
2004-06-01 02:30:00,292.221,0.011,99549.509,0.051,0.000,0.000,2413257.665,29339.856,296.250,296.250,290.233,291.400,99250.000,291.702,99386.381,
2004-06-01 02:35:00,292.221,0.011,99549.504,0.051,0.000,0.000,2413257.665,29339.856,296.212,296.212,290.237,291.408,99258.333,291.706,99386.378,
2004-06-01 02:40:00,292.218,0.011,99549.501,0.051,0.000,0.000,2413257.665,29339.856,296.175,296.175,290.244,291.417,99266.667,291.710,99386.375,
2004-06-01 02:45:00,292.219,0.011,99549.496,0.051,0.000,0.000,2413257.665,29339.856,296.139,296.139,290.252,291.425,99275.000,291.715,99386.372,
2004-06-01 02:50:00,292.216,0.011,99549.491,0.051,0.000,0.000,2413257.665,29339.856,296.104,296.104,290.262,291.433,99283.333,291.719,99386.368,
2004-06-01 02:55:00,292.217,0.011,99549.486,0.051,0.000,0.000,2413257.665,29339.856,296.071,296.071,290.273,291.442,99291.667,291.724,99386.365,
2004-06-01 03:00:00,292.215,0.011,99549.482,0.051,0.000,0.000,2413257.665,29339.856,296.038,296.038,290.285,291.450,99300.000,291.728,99386.361,
2004-06-01 03:05:00,292.184,0.011,99549.526,0.051,0.000,0.000,2413257.665,29339.856,296.006,296.006,290.298,291.408,99308.333,291.692,99386.387,
2004-06-01 03:10:00,292.135,0.011,99549.582,0.051,0.000,0.000,2413257.665,29339.856,295.976,295.976,290.316,291.367,99316.667,291.645,99386.417,
2004-06-01 03:15:00,292.092,0.011,99549.637,0.051,0.000,0.000,2413257.665,29339.856,295.947,295.947,290.333,291.325,99325.000,291.599,99386.446,
2004-06-01 03:20:00,292.049,0.011,99549.691,0.051,0.000,0.000,2413257.665,29339.856,295.916,295.916,290.349,291.283,99333.333,291.554,99386.475,
2004-06-01 03:25:00,292.013,0.011,99549.742,0.051,0.000,0.000,2413257.665,29339.856,295.886,295.886,290.363,291.242,99341.667,291.510,99386.504,
2004-06-01 03:30:00,291.972,0.011,99549.795,0.051,0.000,0.000,2413257.665,29339.856,295.855,295.855,290.376,291.200,99350.000,291.466,99386.533,
2004-06-01 03:35:00,291.934,0.011,99549.848,0.051,0.000,0.000,2413257.665,29339.856,295.825,295.825,290.389,291.158,99358.333,291.422,99386.562,
2004-06-01 03:40:00,291.891,0.011,99549.901,0.051,0.000,0.000,2413257.665,29339.856,295.795,295.795,290.402,291.117,99366.667,291.377,99386.591,
2004-06-01 03:45:00,291.852,0.011,99549.954,0.051,0.000,0.000,2413257.665,29339.856,295.766,295.766,290.415,291.075,99375.000,291.333,99386.620,
2004-06-01 03:50:00,291.811,0.011,99550.007,0.051,0.000,0.000,2413257.665,29339.856,295.736,295.736,290.428,291.033,99383.333,291.288,99386.649,
2004-06-01 03:55:00,291.772,0.011,99550.060,0.051,0.000,0.000,2413257.665,29339.856,295.706,295.706,290.441,290.992,99391.667,291.243,99386.678,
2004-06-01 04:00:00,291.730,0.011,99550.114,0.051,0.000,0.000,2413257.665,29339.856,295.677,295.677,290.455,290.950,99400.000,291.198,99386.707,
2004-06-01 04:05:00,291.617,0.010,99550.283,0.051,0.000,0.000,2413257.665,29339.856,295.648,295.648,290.468,290.808,99400.000,291.059,99386.805,
2004-06-01 04:10:00,291.474,0.010,99550.474,0.051,0.000,0.000,2413257.665,29339.856,295.635,295.623,290.517,290.667,99400.000,290.897,99386.909,
2004-06-01 04:15:00,291.308,0.010,99550.669,0.051,0.000,0.000,2413257.665,29339.856,295.615,295.593,290.582,290.525,99400.000,290.736,99387.013,
2004-06-01 04:20:00,291.154,0.010,99550.857,0.051,0.000,0.000,2413257.665,29339.856,295.588,295.558,290.653,290.383,99400.000,290.580,99387.114,
2004-06-01 04:25:00,290.998,0.010,99551.044,0.051,0.000,0.000,2413257.665,29339.856,295.552,295.516,290.724,290.242,99400.000,290.427,99387.214,
2004-06-01 04:30:00,290.844,0.010,99551.232,0.051,0.000,0.000,2413257.665,29339.856,295.509,295.470,290.790,290.100,99400.000,290.272,99387.315,
2004-06-01 04:35:00,291.112,0.010,99551.262,0.051,0.000,0.000,2413257.665,29339.856,295.461,295.420,290.846,289.958,99400.000,290.210,99387.389,
2004-06-01 04:40:00,290.628,0.010,99551.518,0.051,0.000,0.000,2413257.665,29339.856,295.364,295.323,290.859,289.817,99400.000,290.049,99387.490,
2004-06-01 04:45:00,290.844,0.010,99551.598,0.051,0.000,0.000,2413257.665,29339.856,295.336,295.294,290.898,289.675,99400.000,289.949,99387.574,
2004-06-01 04:50:00,290.348,0.010,99551.881,0.051,0.000,0.000,2413257.665,29339.856,295.230,295.189,290.861,289.533,99400.000,289.749,99387.686,
2004-06-01 04:55:00,290.635,0.010,99551.932,0.082,0.000,0.000,2681397.405,46943.769,295.197,295.156,290.852,289.392,99400.000,289.668,99387.766,
2004-06-01 05:00:00,290.083,0.010,99552.229,0.082,0.000,0.000,2681397.405,46943.769,295.095,295.056,290.755,289.250,99400.000,289.465,99387.879,
2004-06-01 05:05:00,290.413,0.010,99552.206,0.082,0.000,0.000,2681397.405,46943.769,295.062,295.024,290.730,289.208,99408.333,289.443,99387.913,
2004-06-01 05:10:00,289.893,0.009,99552.431,0.082,0.000,0.000,2681397.405,46943.769,294.964,294.927,290.637,289.167,99416.667,289.299,99387.980,
2004-06-01 05:15:00,290.246,0.010,99552.390,0.082,0.000,0.000,2681397.405,46943.769,294.940,294.905,290.685,289.125,99425.000,289.295,99388.007,
2004-06-01 05:20:00,289.764,0.009,99552.599,0.082,0.000,0.000,2681397.405,46943.769,294.859,294.827,290.652,289.083,99433.333,289.161,99388.071,
2004-06-01 05:25:00,290.123,0.009,99552.549,0.082,0.000,0.000,2681397.405,46943.769,294.845,294.815,290.744,289.042,99441.667,289.164,99388.096,
2004-06-01 05:30:00,289.647,0.009,99552.757,0.082,0.000,0.000,2681397.405,46943.769,294.781,294.753,290.737,289.000,99450.000,289.032,99388.160,
2004-06-01 05:35:00,289.995,0.009,99552.710,0.082,0.000,0.000,2681397.405,46943.769,294.774,294.749,290.843,288.958,99458.333,289.034,99388.185,
2004-06-01 05:40:00,289.535,0.009,99552.913,0.082,0.000,0.000,2681397.405,46943.769,294.722,294.698,290.837,288.917,99466.667,288.904,99388.247,
2004-06-01 05:45:00,289.875,0.009,99552.865,0.082,0.000,0.000,2681397.405,46943.769,294.719,294.697,290.944,288.875,99475.000,288.908,99388.272,
2004-06-01 05:50:00,289.420,0.009,99553.068,0.082,0.000,0.000,2681397.405,46943.769,294.675,294.655,290.937,288.833,99483.333,288.777,99388.334,
2004-06-01 05:55:00,289.754,0.009,99553.021,32.549,3825263.321,0.000,3563655.107,41075.798,294.674,294.655,291.044,288.792,99491.667,288.781,99388.358,
2004-06-01 06:00:00,289.394,0.009,99553.165,30.545,3589196.254,0.000,3509208.662,41075.798,294.637,294.619,291.033,288.750,99500.000,288.695,99388.407,
2004-06-01 06:05:00,289.743,0.009,99553.081,32.947,3872144.845,0.000,3574467.849,41075.798,294.637,294.620,291.139,288.842,99508.333,288.731,99388.409,
2004-06-01 06:10:00,289.347,0.009,99553.229,31.210,3667571.963,0.000,3527285.215,41075.798,294.642,294.615,291.477,288.933,99516.667,288.645,99388.446,
2004-06-01 06:15:00,289.761,0.009,99553.116,34.014,3997848.739,0.000,3603460.161,41075.798,294.705,294.661,292.075,289.025,99525.000,288.699,99388.444,
2004-06-01 06:20:00,289.395,0.009,99553.247,32.456,3814341.606,0.000,3561136.126,41075.798,294.757,294.696,292.636,289.117,99533.333,288.627,99388.479,
2004-06-01 06:25:00,289.854,0.009,99553.119,35.486,4171252.433,0.000,3643453.943,41075.798,294.850,294.774,293.367,289.208,99541.667,288.692,99388.476,
2004-06-01 06:30:00,289.460,0.009,99553.263,33.760,3967909.714,0.000,3596555.033,41075.798,294.926,294.843,294.009,289.300,99550.000,288.611,99388.516,
2004-06-01 06:35:00,289.950,0.009,99553.131,36.964,4345263.148,0.000,3683587.727,41075.798,295.026,294.944,294.794,289.392,99558.333,288.675,99388.515,
