cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.0],TempProf_cur[2.0],TempProf_cur[3.0],TempProf_cur[4.0],TempProf_cur[5.0],TempProf_cur[6.0],TempProf_cur[7.0],TempProf_cur[8.0],TempProf_cur[9.0],TempProf_cur[10.0],TempProf_cur[11.0],TempProf_cur[12.0],TempProf_cur[13.0],TempProf_cur[14.0],TempProf_cur[15.0],TempProf_cur[16.0],TempProf_cur[17.0],TempProf_cur[18.0],TempProf_cur[19.0],TempProf_cur[20.0],TempProf_cur[21.0],TempProf_cur[22.0],TempProf_cur[23.0],TempProf_cur[24.0],TempProf_cur[25.0],TempProf_cur[26.0],TempProf_cur[27.0],TempProf_cur[28.0],TempProf_cur[29.0],TempProf_cur[30.0],TempProf_cur[31.0],TempProf_cur[32.0],TempProf_cur[33.0],TempProf_cur[34.0],TempProf_cur[35.0],TempProf_cur[36.0],TempProf_cur[37.0],TempProf_cur[38.0],TempProf_cur[39.0],TempProf_cur[40.0],TempProf_cur[41.0],TempProf_cur[42.0],TempProf_cur[43.0],TempProf_cur[44.0],TempProf_cur[45.0],TempProf_cur[46.0],TempProf_cur[47.0],TempProf_cur[48.0],TempProf_cur[49.0],TempProf_cur[50.0],PresProf_cur[1.0],PresProf_cur[2.0],PresProf_cur[3.0],PresProf_cur[4.0],PresProf_cur[5.0],PresProf_cur[6.0],PresProf_cur[7.0],PresProf_cur[8.0],PresProf_cur[9.0],PresProf_cur[10.0],PresProf_cur[11.0],PresProf_cur[12.0],PresProf_cur[13.0],PresProf_cur[14.0],PresProf_cur[15.0],PresProf_cur[16.0],PresProf_cur[17.0],PresProf_cur[18.0],PresProf_cur[19.0],PresProf_cur[20.0],PresProf_cur[21.0],PresProf_cur[22.0],PresProf_cur[23.0],PresProf_cur[24.0],PresProf_cur[25.0],PresProf_cur[26.0],PresProf_cur[27.0],PresProf_cur[28.0],PresProf_cur[29.0],PresProf_cur[30.0],PresProf_cur[31.0],PresProf_cur[32.0],PresProf_cur[33.0],PresProf_cur[34.0],PresProf_cur[35.0],PresProf_cur[36.0],PresProf_cur[37.0],PresProf_cur[38.0],PresProf_cur[39.0],PresProf_cur[40.0],PresProf_cur[41.0],PresProf_cur[42.0],PresProf_cur[43.0],PresProf_cur[44.0],PresProf_cur[45.0],PresProf_cur[46.0],PresProf_cur[47.0],PresProf_cur[48.0],PresProf_cur[49.0],PresProf_cur[50.0],
2004-06-01 00:50:00,290.315,288.800,0.000,290.019,290.574,289.923,287.333,99710.222,291.473,291.284,291.094,290.907,290.724,290.549,290.383,290.229,290.085,289.951,289.827,289.712,289.606,289.504,289.400,289.197,289.157,289.126,289.101,289.080,289.063,289.048,289.034,289.022,289.010,288.998,288.987,288.976,288.966,288.956,288.946,288.936,288.927,288.918,288.910,288.901,288.893,288.885,288.877,288.869,288.862,288.854,288.847,288.840,288.833,288.826,288.819,288.813,288.806,288.800,100313.312,100301.545,100289.771,100277.990,100266.203,100254.410,100242.611,100230.807,100218.997,100207.182,100195.364,100183.541,100171.715,100159.886,100148.054,100136.216,100124.374,100112.532,100100.690,100088.847,100077.005,100065.164,100053.322,100041.481,100029.641,100017.801,100005.962,99994.123,99982.285,99970.447,99958.610,99946.774,99934.938,99923.103,99911.269,99899.435,99887.602,99875.769,99863.937,99852.106,99840.276,99828.446,99816.617,99804.788,99792.961,99781.134,99769.308,99757.482,99745.657,99733.833,
2004-06-01 00:55:00,290.196,288.682,0.000,290.002,290.558,289.821,287.333,99707.861,291.373,291.178,290.983,290.791,290.606,290.428,290.261,290.106,289.961,289.827,289.703,289.588,289.482,289.381,289.277,289.076,289.035,289.004,288.979,288.959,288.941,288.927,288.913,288.901,288.889,288.877,288.866,288.856,288.845,288.835,288.826,288.817,288.807,288.799,288.790,288.782,288.774,288.766,288.758,288.751,288.743,288.736,288.729,288.722,288.715,288.708,288.702,288.695,288.689,288.682,100313.552,100301.781,100290.003,100278.218,100266.426,100254.628,100242.824,100231.014,100219.200,100207.380,100195.556,100183.729,100171.898,100160.063,100148.226,100136.383,100124.536,100112.689,100100.842,100088.995,100077.147,100065.301,100053.454,100041.609,100029.763,100017.919,100006.074,99994.231,99982.388,99970.545,99958.703,99946.862,99935.021,99923.181,99911.342,99899.503,99887.665,99875.827,99863.991,99852.155,99840.319,99828.485,99816.651,99804.817,99792.985,99781.153,99769.322,99757.492,99745.662,99733.833,
2004-06-01 01:00:00,290.090,288.591,0.000,289.979,290.532,289.744,287.333,99705.500,291.247,291.058,290.867,290.680,290.497,290.322,290.157,290.003,289.859,289.726,289.603,289.489,289.383,289.282,289.179,288.978,288.937,288.907,288.882,288.861,288.844,288.829,288.816,288.803,288.792,288.780,288.769,288.759,288.749,288.739,288.730,288.721,288.712,288.703,288.695,288.687,288.679,288.671,288.664,288.657,288.649,288.642,288.636,288.629,288.622,288.616,288.610,288.603,288.597,288.591,100313.750,100301.974,100290.191,100278.401,100266.605,100254.803,100242.994,100231.180,100219.361,100207.538,100195.710,100183.878,100172.043,100160.205,100148.363,100136.516,100124.666,100112.814,100100.963,100089.112,100077.261,100065.410,100053.560,100041.710,100029.860,100018.012,100006.163,99994.316,99982.469,99970.622,99958.776,99946.931,99935.086,99923.242,99911.399,99899.556,99887.714,99875.873,99864.033,99852.193,99840.353,99828.515,99816.677,99804.840,99793.004,99781.168,99769.333,99757.499,99745.666,99733.833,
2004-06-01 01:05:00,290.033,288.519,0.000,289.956,290.505,289.674,287.342,99703.931,291.209,291.015,290.822,290.631,290.445,290.268,290.100,289.944,289.799,289.664,289.539,289.424,289.317,289.215,289.110,288.907,288.865,288.834,288.808,288.788,288.770,288.755,288.742,288.729,288.717,288.706,288.695,288.685,288.675,288.665,288.656,288.647,288.638,288.629,288.621,288.613,288.605,288.598,288.591,288.583,288.576,288.569,288.563,288.556,288.550,288.543,288.537,288.531,288.525,288.519,100313.889,100302.111,100290.326,100278.534,100266.736,100254.931,100243.121,100231.305,100219.483,100207.657,100195.827,100183.992,100172.154,100160.313,100148.469,100136.619,100124.765,100112.911,100101.057,100089.202,100077.348,100065.495,100053.641,100041.788,100029.936,100018.084,100006.233,99994.382,99982.532,99970.682,99958.834,99946.985,99935.138,99923.290,99911.444,99899.598,99887.753,99875.909,99864.065,99852.223,99840.380,99828.539,99816.698,99804.858,99793.019,99781.180,99769.342,99757.505,99745.669,99733.833,
2004-06-01 01:10:00,289.964,288.461,0.000,289.934,290.479,289.603,287.351,99702.361,291.115,290.928,290.740,290.554,290.373,290.199,290.034,289.879,289.736,289.602,289.478,289.364,289.257,289.156,289.051,288.848,288.806,288.774,288.749,288.728,288.710,288.695,288.682,288.669,288.658,288.646,288.635,288.625,288.615,288.605,288.596,288.587,288.578,288.570,288.562,288.554,288.546,288.538,288.531,288.524,288.517,288.510,288.504,288.497,288.491,288.484,288.478,288.472,288.466,288.461,100314.014,100302.232,100290.444,100278.649,100266.848,100255.040,100243.227,100231.408,100219.584,100207.755,100195.922,100184.085,100172.245,100160.401,100148.555,100136.702,100124.846,100112.990,100101.133,100089.276,100077.419,100065.563,100053.707,100041.852,100029.997,100018.143,100006.289,99994.436,99982.583,99970.731,99958.880,99947.029,99935.179,99923.329,99911.481,99899.632,99887.785,99875.938,99864.092,99852.247,99840.402,99828.558,99816.715,99804.872,99793.031,99781.190,99769.350,99757.510,99745.671,99733.833,
2004-06-01 01:15:00,289.916,288.395,0.000,289.911,290.453,289.536,287.360,99700.792,291.080,290.889,290.698,290.509,290.326,290.150,289.984,289.829,289.685,289.551,289.427,289.312,289.205,289.103,288.998,288.792,288.749,288.717,288.691,288.670,288.652,288.636,288.623,288.610,288.598,288.586,288.575,288.564,288.554,288.544,288.535,288.525,288.516,288.508,288.499,288.491,288.483,288.476,288.468,288.461,288.453,288.446,288.440,288.433,288.426,288.420,288.414,288.407,288.401,288.395,100314.130,100302.347,100290.557,100278.760,100266.957,100255.148,100243.332,100231.511,100219.685,100207.854,100196.019,100184.180,100172.338,100160.492,100148.643,100136.789,100124.930,100113.071,100101.212,100089.353,100077.494,100065.635,100053.777,100041.919,100030.062,100018.205,100006.349,99994.493,99982.638,99970.783,99958.929,99947.076,99935.223,99923.371,99911.520,99899.669,99887.819,99875.970,99864.121,99852.273,99840.426,99828.579,99816.734,99804.888,99793.044,99781.200,99769.358,99757.515,99745.674,99733.833,
2004-06-01 01:20:00,289.838,288.338,0.000,289.888,290.426,289.473,287.369,99699.222,290.972,290.788,290.603,290.420,290.241,290.069,289.907,289.755,289.613,289.481,289.359,289.246,289.141,289.040,288.937,288.733,288.690,288.658,288.633,288.611,288.594,288.578,288.565,288.552,288.540,288.528,288.517,288.506,288.496,288.486,288.477,288.468,288.459,288.450,288.442,288.434,288.426,288.418,288.411,288.403,288.396,288.389,288.382,288.376,288.369,288.363,288.357,288.351,288.344,288.338,100314.258,100302.470,100290.676,100278.876,100267.069,100255.256,100243.438,100231.614,100219.785,100207.951,100196.113,100184.271,100172.426,100160.578,100148.726,100136.869,100125.009,100113.147,100101.285,100089.424,100077.562,100065.701,100053.841,100041.981,100030.121,100018.262,100006.403,99994.545,99982.687,99970.831,99958.974,99947.119,99935.264,99923.409,99911.555,99899.702,99887.850,99875.998,99864.147,99852.297,99840.447,99828.598,99816.750,99804.903,99793.056,99781.210,99769.365,99757.520,99745.676,99733.833,
2004-06-01 01:25:00,289.783,288.276,0.000,289.865,290.399,289.413,287.378,99697.653,290.931,290.743,290.554,290.367,290.186,290.013,289.849,289.696,289.554,289.422,289.300,289.187,289.082,288.982,288.878,288.674,288.631,288.600,288.574,288.552,288.534,288.519,288.505,288.492,288.480,288.468,288.457,288.447,288.436,288.426,288.417,288.407,288.398,288.390,288.381,288.373,288.365,288.357,288.350,288.342,288.335,288.328,288.321,288.314,288.308,288.301,288.295,288.289,288.283,288.276,100314.376,100302.587,100290.792,100278.989,100267.180,100255.365,100243.544,100231.718,100219.886,100208.050,100196.210,100184.366,100172.518,100160.667,100148.813,100136.954,100125.091,100113.227,100101.363,100089.499,100077.635,100065.771,100053.908,100042.046,100030.183,100018.322,100006.461,99994.600,99982.740,99970.881,99959.022,99947.164,99935.306,99923.449,99911.593,99899.738,99887.883,99876.028,99864.175,99852.322,99840.470,99828.618,99816.768,99804.918,99793.068,99781.220,99769.372,99757.525,99745.679,99733.833,
2004-06-01 01:30:00,289.700,288.221,0.000,289.842,290.373,289.356,287.387,99696.083,290.819,290.637,290.454,290.273,290.096,289.927,289.766,289.616,289.477,289.348,289.229,289.118,289.015,288.916,288.814,288.614,288.572,288.540,288.515,288.493,288.476,288.460,288.447,288.434,288.422,288.411,288.400,288.389,288.379,288.369,288.359,288.350,288.341,288.333,288.325,288.316,288.309,288.301,288.293,288.286,288.279,288.272,288.265,288.259,288.252,288.246,288.240,288.233,288.227,288.221,100314.506,100302.713,100290.913,100279.106,100267.294,100255.475,100243.650,100231.821,100219.986,100208.147,100196.303,100184.456,100172.606,100160.753,100148.896,100137.034,100125.168,100113.302,100101.435,100089.569,100077.703,100065.837,100053.971,100042.106,100030.242,100018.378,100006.514,99994.651,99982.789,99970.927,99959.066,99947.205,99935.346,99923.486,99911.628,99899.770,99887.913,99876.056,99864.200,99852.345,99840.490,99828.637,99816.784,99804.931,99793.080,99781.229,99769.379,99757.530,99745.681,99733.833,
2004-06-01 01:35:00,289.650,288.162,0.000,289.819,290.346,289.303,287.396,99694.514,290.787,290.599,290.411,290.226,290.047,289.875,289.714,289.563,289.422,289.293,289.173,289.062,288.958,288.860,288.758,288.557,288.515,288.483,288.457,288.436,288.418,288.403,288.389,288.377,288.364,288.353,288.342,288.331,288.321,288.311,288.301,288.292,288.283,288.275,288.266,288.258,288.250,288.243,288.235,288.228,288.221,288.214,288.207,288.200,288.194,288.187,288.181,288.175,288.169,288.162,100314.620,100302.824,100291.023,100279.215,100267.400,100255.579,100243.753,100231.921,100220.084,100208.242,100196.397,100184.547,100172.695,100160.839,100148.980,100137.116,100125.247,100113.379,100101.510,100089.641,100077.772,100065.904,100054.036,100042.169,100030.302,100018.435,100006.570,99994.704,99982.839,99970.975,99959.112,99947.249,99935.387,99923.525,99911.664,99899.804,99887.944,99876.085,99864.227,99852.369,99840.512,99828.656,99816.801,99804.946,99793.092,99781.239,99769.386,99757.535,99745.684,99733.833,
2004-06-01 01:40:00,289.572,288.109,0.000,289.796,290.320,289.252,287.405,99692.944,290.680,290.499,290.317,290.138,289.963,289.795,289.636,289.488,289.351,289.223,289.105,288.996,288.894,288.797,288.697,288.499,288.457,288.426,288.400,288.379,288.362,288.346,288.333,288.320,288.308,288.297,288.286,288.275,288.265,288.256,288.246,288.237,288.228,288.220,288.211,288.203,288.196,288.188,288.181,288.173,288.166,288.159,288.153,288.146,288.140,288.133,288.127,288.121,288.115,288.109,100314.744,100302.945,100291.139,100279.327,100267.509,100255.685,100243.855,100232.020,100220.180,100208.336,100196.487,100184.635,100172.780,100160.921,100149.060,100137.193,100125.323,100113.451,100101.580,100089.709,100077.838,100065.967,100054.097,100042.227,100030.358,100018.489,100006.621,99994.754,99982.887,99971.020,99959.154,99947.289,99935.425,99923.561,99911.697,99899.835,99887.973,99876.112,99864.251,99852.391,99840.532,99828.674,99816.816,99804.959,99793.103,99781.248,99769.393,99757.539,99745.686,99733.833,
2004-06-01 01:45:00,289.528,288.053,0.000,289.772,290.293,289.204,287.414,99691.375,290.657,290.470,290.284,290.100,289.922,289.752,289.591,289.441,289.302,289.174,289.055,288.945,288.843,288.745,288.644,288.445,288.403,288.371,288.346,288.325,288.307,288.292,288.278,288.266,288.254,288.242,288.231,288.220,288.210,288.200,288.191,288.182,288.173,288.164,288.156,288.148,288.140,288.132,288.125,288.118,288.111,288.104,288.097,288.090,288.084,288.077,288.071,288.065,288.059,288.053,100314.849,100303.049,100291.242,100279.428,100267.609,100255.783,100243.951,100232.114,100220.272,100208.426,100196.575,100184.721,100172.864,100161.003,100149.139,100137.271,100125.398,100113.525,100101.651,100089.778,100077.904,100066.031,100054.159,100042.287,100030.415,100018.544,100006.674,99994.804,99982.935,99971.066,99959.198,99947.330,99935.464,99923.597,99911.732,99899.867,99888.003,99876.139,99864.276,99852.414,99840.553,99828.692,99816.832,99804.973,99793.115,99781.257,99769.400,99757.544,99745.688,99733.833,
2004-06-01 01:50:00,289.455,288.002,0.000,289.749,290.267,289.158,287.423,99689.806,290.555,290.375,290.195,290.017,289.843,289.677,289.519,289.372,289.235,289.109,288.992,288.883,288.782,288.686,288.586,288.390,288.348,288.317,288.291,288.270,288.253,288.238,288.224,288.212,288.200,288.189,288.178,288.167,288.157,288.147,288.138,288.129,288.120,288.112,288.103,288.095,288.088,288.080,288.073,288.066,288.059,288.052,288.045,288.038,288.032,288.026,288.020,288.014,288.008,288.002,100314.967,100303.163,100291.353,100279.536,100267.713,100255.883,100244.049,100232.209,100220.364,100208.515,100196.662,100184.805,100172.945,100161.082,100149.216,100137.345,100125.470,100113.594,100101.719,100089.843,100077.967,100066.092,100054.218,100042.343,100030.470,100018.596,100006.724,99994.852,99982.980,99971.109,99959.239,99947.369,99935.500,99923.632,99911.764,99899.897,99888.031,99876.165,99864.300,99852.436,99840.572,99828.709,99816.847,99804.986,99793.125,99781.265,99769.406,99757.548,99745.690,99733.833,
