cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.0],TempProf_cur[2.0],TempProf_cur[3.0],TempProf_cur[4.0],TempProf_cur[5.0],TempProf_cur[6.0],TempProf_cur[7.0],TempProf_cur[8.0],TempProf_cur[9.0],TempProf_cur[10.0],TempProf_cur[11.0],TempProf_cur[12.0],TempProf_cur[13.0],TempProf_cur[14.0],TempProf_cur[15.0],TempProf_cur[16.0],TempProf_cur[17.0],TempProf_cur[18.0],TempProf_cur[19.0],TempProf_cur[20.0],TempProf_cur[21.0],TempProf_cur[22.0],TempProf_cur[23.0],TempProf_cur[24.0],TempProf_cur[25.0],TempProf_cur[26.0],TempProf_cur[27.0],TempProf_cur[28.0],TempProf_cur[29.0],TempProf_cur[30.0],TempProf_cur[31.0],TempProf_cur[32.0],TempProf_cur[33.0],TempProf_cur[34.0],TempProf_cur[35.0],TempProf_cur[36.0],TempProf_cur[37.0],TempProf_cur[38.0],TempProf_cur[39.0],TempProf_cur[40.0],TempProf_cur[41.0],TempProf_cur[42.0],TempProf_cur[43.0],TempProf_cur[44.0],TempProf_cur[45.0],TempProf_cur[46.0],TempProf_cur[47.0],TempProf_cur[48.0],TempProf_cur[49.0],TempProf_cur[50.0],PresProf_cur[1.0],PresProf_cur[2.0],PresProf_cur[3.0],PresProf_cur[4.0],PresProf_cur[5.0],PresProf_cur[6.0],PresProf_cur[7.0],PresProf_cur[8.0],PresProf_cur[9.0],PresProf_cur[10.0],PresProf_cur[11.0],PresProf_cur[12.0],PresProf_cur[13.0],PresProf_cur[14.0],PresProf_cur[15.0],PresProf_cur[16.0],PresProf_cur[17.0],PresProf_cur[18.0],PresProf_cur[19.0],PresProf_cur[20.0],PresProf_cur[21.0],PresProf_cur[22.0],PresProf_cur[23.0],PresProf_cur[24.0],PresProf_cur[25.0],PresProf_cur[26.0],PresProf_cur[27.0],PresProf_cur[28.0],PresProf_cur[29.0],PresProf_cur[30.0],PresProf_cur[31.0],PresProf_cur[32.0],PresProf_cur[33.0],PresProf_cur[34.0],PresProf_cur[35.0],PresProf_cur[36.0],PresProf_cur[37.0],PresProf_cur[38.0],PresProf_cur[39.0],PresProf_cur[40.0],PresProf_cur[41.0],PresProf_cur[42.0],PresProf_cur[43.0],PresProf_cur[44.0],PresProf_cur[45.0],PresProf_cur[46.0],PresProf_cur[47.0],PresProf_cur[48.0],PresProf_cur[49.0],PresProf_cur[50.0],
2004-06-01 01:40:00,288.915,288.109,0.000,290.528,291.087,289.698,287.405,99692.944,289.536,289.433,289.330,289.229,289.130,289.036,288.948,288.866,288.790,288.720,288.655,288.595,288.540,288.487,288.434,288.328,288.304,288.286,288.272,288.260,288.249,288.241,288.233,288.226,288.219,288.213,288.207,288.201,288.195,288.190,288.184,288.179,288.174,288.170,288.165,288.161,288.156,288.152,288.148,288.144,288.140,288.136,288.133,288.129,288.126,288.122,288.119,288.116,288.112,288.109,100315.214,100303.370,100291.522,100279.671,100267.817,100255.961,100244.101,100232.239,100220.375,100208.509,100196.641,100184.771,100172.900,100161.028,100149.155,100137.279,100125.402,100113.525,100101.648,100089.772,100077.896,100066.021,100054.146,100042.273,100030.400,100018.527,100006.656,99994.785,99982.915,99971.046,99959.177,99947.309,99935.443,99923.577,99911.711,99899.847,99887.983,99876.120,99864.258,99852.397,99840.537,99828.678,99816.819,99804.961,99793.105,99781.249,99769.393,99757.539,99745.686,99733.833,
2004-06-01 01:45:00,288.862,288.053,0.000,290.497,291.053,289.648,287.414,99691.375,289.484,289.381,289.277,289.176,289.077,288.983,288.894,288.812,288.736,288.665,288.601,288.541,288.486,288.433,288.379,288.273,288.249,288.231,288.216,288.204,288.194,288.186,288.178,288.171,288.164,288.158,288.151,288.145,288.140,288.134,288.129,288.124,288.119,288.114,288.109,288.105,288.101,288.096,288.092,288.088,288.084,288.081,288.077,288.073,288.070,288.066,288.063,288.060,288.056,288.053,100315.325,100303.479,100291.629,100279.776,100267.920,100256.061,100244.199,100232.335,100220.469,100208.600,100196.730,100184.858,100172.985,100161.111,100149.235,100137.357,100125.478,100113.598,100101.719,100089.841,100077.963,100066.085,100054.208,100042.332,100030.457,100018.583,100006.709,99994.836,99982.963,99971.092,99959.221,99947.351,99935.482,99923.613,99911.746,99899.879,99888.013,99876.148,99864.284,99852.420,99840.558,99828.696,99816.835,99804.975,99793.116,99781.258,99769.400,99757.544,99745.688,99733.833,
2004-06-01 01:50:00,288.803,288.002,0.000,290.466,291.018,289.599,287.423,99689.806,289.419,289.317,289.215,289.115,289.017,288.924,288.836,288.754,288.679,288.609,288.545,288.485,288.431,288.378,288.325,288.220,288.196,288.178,288.164,288.152,288.142,288.133,288.125,288.118,288.112,288.105,288.099,288.093,288.087,288.082,288.077,288.072,288.067,288.062,288.057,288.053,288.049,288.045,288.040,288.037,288.033,288.029,288.025,288.022,288.018,288.015,288.011,288.008,288.005,288.002,100315.434,100303.585,100291.733,100279.877,100268.019,100256.158,100244.293,100232.427,100220.558,100208.687,100196.815,100184.940,100173.065,100161.188,100149.311,100137.431,100125.549,100113.667,100101.786,100089.905,100078.025,100066.145,100054.266,100042.388,100030.511,100018.634,100006.758,99994.883,99983.008,99971.134,99959.262,99947.389,99935.518,99923.648,99911.778,99899.909,99888.041,99876.174,99864.307,99852.442,99840.577,99828.713,99816.850,99804.988,99793.127,99781.266,99769.407,99757.548,99745.690,99733.833,
2004-06-01 01:55:00,288.753,287.949,0.000,290.436,290.983,289.550,287.432,99688.236,289.372,289.269,289.167,289.066,288.968,288.874,288.786,288.704,288.628,288.558,288.494,288.434,288.379,288.327,288.273,288.168,288.144,288.126,288.111,288.099,288.089,288.081,288.073,288.066,288.059,288.053,288.047,288.041,288.035,288.029,288.024,288.019,288.014,288.009,288.005,288.000,287.996,287.992,287.988,287.984,287.980,287.976,287.972,287.969,287.965,287.962,287.959,287.955,287.952,287.949,100315.539,100303.688,100291.834,100279.976,100268.116,100256.252,100244.386,100232.518,100220.647,100208.774,100196.899,100185.023,100173.145,100161.267,100149.387,100137.504,100125.621,100113.737,100101.853,100089.970,100078.088,100066.206,100054.325,100042.445,100030.565,100018.686,100006.808,99994.931,99983.054,99971.178,99959.303,99947.429,99935.555,99923.682,99911.810,99899.939,99888.069,99876.200,99864.331,99852.464,99840.597,99828.731,99816.865,99805.001,99793.138,99781.275,99769.413,99757.552,99745.692,99733.833,
2004-06-01 02:00:00,288.698,287.900,0.000,290.412,290.955,289.518,287.441,99686.667,289.310,289.209,289.108,289.008,288.911,288.819,288.731,288.650,288.575,288.505,288.441,288.382,288.328,288.276,288.222,288.118,288.094,288.076,288.061,288.049,288.039,288.031,288.023,288.016,288.009,288.003,287.997,287.991,287.985,287.980,287.975,287.970,287.965,287.960,287.955,287.951,287.947,287.943,287.939,287.935,287.931,287.927,287.923,287.920,287.916,287.913,287.910,287.906,287.903,287.900,100315.643,100303.789,100291.932,100280.072,100268.210,100256.344,100244.475,100232.604,100220.731,100208.856,100196.979,100185.101,100173.221,100161.340,100149.458,100137.574,100125.688,100113.802,100101.917,100090.032,100078.147,100066.263,100054.380,100042.498,100030.616,100018.735,100006.855,99994.975,99983.097,99971.219,99959.342,99947.465,99935.590,99923.715,99911.841,99899.968,99888.096,99876.224,99864.354,99852.484,99840.615,99828.747,99816.880,99805.013,99793.148,99781.283,99769.419,99757.556,99745.694,99733.833,
2004-06-01 02:05:00,288.680,287.892,0.000,290.395,290.934,289.495,287.444,99685.875,289.292,289.190,289.089,288.989,288.892,288.799,288.712,288.631,288.556,288.486,288.423,288.364,288.310,288.258,288.205,288.102,288.078,288.060,288.046,288.034,288.024,288.016,288.008,288.002,287.995,287.989,287.983,287.977,287.972,287.967,287.962,287.957,287.952,287.948,287.943,287.939,287.935,287.931,287.927,287.924,287.920,287.917,287.913,287.910,287.907,287.904,287.901,287.898,287.895,287.892,100315.672,100303.817,100291.960,100280.099,100268.236,100256.369,100244.500,100232.628,100220.754,100208.878,100197.001,100185.121,100173.241,100161.359,100149.476,100137.591,100125.705,100113.818,100101.932,100090.047,100078.162,100066.277,100054.393,100042.510,100030.628,100018.746,100006.865,99994.985,99983.106,99971.228,99959.350,99947.473,99935.597,99923.722,99911.847,99899.974,99888.101,99876.229,99864.358,99852.488,99840.618,99828.750,99816.882,99805.015,99793.150,99781.285,99769.420,99757.557,99745.695,99733.833,
2004-06-01 02:10:00,288.675,287.884,0.000,290.380,290.916,289.479,287.446,99685.083,289.280,289.180,289.080,288.982,288.886,288.794,288.708,288.627,288.553,288.484,288.420,288.361,288.307,288.255,288.202,288.098,288.073,288.055,288.041,288.029,288.019,288.010,288.003,287.996,287.989,287.983,287.977,287.971,287.966,287.960,287.955,287.950,287.946,287.941,287.937,287.932,287.928,287.924,287.920,287.917,287.913,287.909,287.906,287.903,287.899,287.896,287.893,287.890,287.887,287.884,100315.684,100303.829,100291.971,100280.110,100268.246,100256.380,100244.510,100232.638,100220.764,100208.888,100197.010,100185.131,100173.251,100161.369,100149.486,100137.601,100125.714,100113.827,100101.941,100090.055,100078.170,100066.285,100054.401,100042.518,100030.635,100018.753,100006.872,99994.992,99983.112,99971.234,99959.356,99947.478,99935.602,99923.727,99911.852,99899.978,99888.105,99876.233,99864.361,99852.491,99840.621,99828.752,99816.884,99805.017,99793.151,99781.286,99769.421,99757.558,99745.695,99733.833,
2004-06-01 02:15:00,288.678,287.875,0.000,290.369,290.903,289.468,287.448,99684.292,289.288,289.187,289.087,288.988,288.892,288.800,288.713,288.632,288.556,288.487,288.422,288.363,288.308,288.255,288.201,288.094,288.070,288.051,288.036,288.024,288.014,288.005,287.997,287.990,287.983,287.977,287.971,287.965,287.959,287.954,287.949,287.943,287.939,287.934,287.929,287.925,287.921,287.917,287.913,287.909,287.905,287.901,287.898,287.894,287.891,287.887,287.884,287.881,287.878,287.875,100315.691,100303.837,100291.979,100280.118,100268.255,100256.388,100244.519,100232.647,100220.773,100208.897,100197.020,100185.141,100173.260,100161.378,100149.495,100137.610,100125.723,100113.836,100101.950,100090.064,100078.178,100066.293,100054.409,100042.526,100030.643,100018.761,100006.879,99994.999,99983.119,99971.240,99959.362,99947.484,99935.608,99923.732,99911.857,99899.983,99888.109,99876.237,99864.365,99852.494,99840.624,99828.755,99816.887,99805.020,99793.153,99781.287,99769.422,99757.559,99745.696,99733.833,
2004-06-01 02:20:00,288.666,287.867,0.000,290.356,290.886,289.460,287.450,99683.500,289.266,289.168,289.070,288.973,288.878,288.787,288.701,288.621,288.546,288.477,288.413,288.354,288.299,288.247,288.193,288.087,288.062,288.044,288.029,288.017,288.007,287.998,287.990,287.983,287.976,287.969,287.963,287.957,287.952,287.946,287.941,287.936,287.931,287.926,287.922,287.917,287.913,287.909,287.905,287.901,287.897,287.894,287.890,287.886,287.883,287.880,287.876,287.873,287.870,287.867,100315.709,100303.854,100291.996,100280.134,100268.270,100256.403,100244.533,100232.661,100220.787,100208.910,100197.032,100185.153,100173.272,100161.390,100149.506,100137.621,100125.734,100113.846,100101.960,100090.073,100078.187,100066.302,100054.418,100042.534,100030.651,100018.768,100006.887,99995.006,99983.126,99971.246,99959.368,99947.490,99935.613,99923.737,99911.862,99899.987,99888.114,99876.241,99864.369,99852.498,99840.627,99828.758,99816.889,99805.021,99793.155,99781.289,99769.423,99757.559,99745.696,99733.833,
2004-06-01 02:25:00,288.656,287.859,0.000,290.345,290.872,289.454,287.453,99682.708,289.256,289.157,289.059,288.961,288.866,288.776,288.690,288.610,288.535,288.467,288.403,288.344,288.290,288.238,288.184,288.079,288.054,288.036,288.021,288.009,287.998,287.990,287.982,287.975,287.968,287.961,287.955,287.949,287.943,287.938,287.933,287.928,287.923,287.918,287.914,287.909,287.905,287.901,287.897,287.893,287.889,287.885,287.882,287.878,287.875,287.871,287.868,287.865,287.862,287.859,100315.727,100303.871,100292.013,100280.151,100268.286,100256.418,100244.548,100232.676,100220.801,100208.924,100197.046,100185.166,100173.284,100161.402,100149.518,100137.632,100125.745,100113.857,100101.970,100090.083,100078.197,100066.312,100054.427,100042.543,100030.659,100018.776,100006.894,99995.013,99983.133,99971.253,99959.374,99947.496,99935.619,99923.742,99911.867,99899.992,99888.118,99876.245,99864.372,99852.501,99840.630,99828.760,99816.892,99805.023,99793.156,99781.290,99769.424,99757.560,99745.696,99733.833,
2004-06-01 02:30:00,288.637,287.852,0.000,290.333,290.857,289.450,287.455,99681.917,289.226,289.130,289.033,288.937,288.844,288.755,288.670,288.591,288.518,288.451,288.388,288.330,288.277,288.226,288.173,288.069,288.045,288.027,288.012,288.000,287.990,287.981,287.974,287.967,287.960,287.953,287.947,287.941,287.936,287.930,287.925,287.920,287.915,287.911,287.906,287.902,287.897,287.893,287.889,287.886,287.882,287.878,287.875,287.871,287.868,287.864,287.861,287.858,287.855,287.852,100315.749,100303.893,100292.033,100280.170,100268.304,100256.436,100244.564,100232.691,100220.816,100208.938,100197.059,100185.179,100173.297,100161.414,100149.530,100137.643,100125.755,100113.867,100101.980,100090.093,100078.206,100066.320,100054.435,100042.551,100030.667,100018.784,100006.902,99995.020,99983.139,99971.259,99959.380,99947.502,99935.624,99923.747,99911.871,99899.996,99888.122,99876.248,99864.376,99852.504,99840.633,99828.763,99816.894,99805.025,99793.158,99781.291,99769.425,99757.560,99745.696,99733.833,
2004-06-01 02:35:00,288.627,287.845,0.000,290.323,290.844,289.448,287.457,99681.125,289.217,289.120,289.023,288.927,288.833,288.744,288.660,288.581,288.509,288.441,288.379,288.322,288.268,288.218,288.165,288.062,288.038,288.019,288.005,287.993,287.983,287.974,287.966,287.959,287.952,287.946,287.940,287.934,287.928,287.923,287.918,287.913,287.908,287.903,287.899,287.894,287.890,287.886,287.882,287.878,287.875,287.871,287.867,287.864,287.860,287.857,287.854,287.851,287.848,287.845,100315.766,100303.908,100292.048,100280.185,100268.318,100256.450,100244.578,100232.704,100220.828,100208.950,100197.071,100185.190,100173.308,100161.425,100149.540,100137.653,100125.765,100113.877,100101.989,100090.102,100078.215,100066.329,100054.443,100042.558,100030.674,100018.791,100006.908,99995.027,99983.146,99971.265,99959.386,99947.507,99935.629,99923.752,99911.876,99900.000,99888.126,99876.252,99864.379,99852.507,99840.636,99828.765,99816.896,99805.027,99793.159,99781.292,99769.426,99757.561,99745.697,99733.833,
2004-06-01 02:40:00,288.611,287.838,0.000,290.313,290.831,289.447,287.460,99680.333,289.191,289.095,289.000,288.905,288.814,288.726,288.643,288.566,288.494,288.428,288.367,288.310,288.258,288.208,288.156,288.054,288.030,288.012,287.998,287.986,287.976,287.967,287.959,287.952,287.946,287.939,287.933,287.927,287.922,287.916,287.911,287.906,287.901,287.897,287.892,287.888,287.884,287.880,287.876,287.872,287.868,287.865,287.861,287.858,287.854,287.851,287.848,287.845,287.841,287.838,100315.785,100303.926,100292.065,100280.201,100268.334,100256.464,100244.592,100232.717,100220.841,100208.963,100197.083,100185.201,100173.318,100161.435,100149.550,100137.663,100125.774,100113.886,100101.998,100090.110,100078.223,100066.336,100054.451,100042.565,100030.681,100018.797,100006.915,99995.032,99983.151,99971.271,99959.391,99947.512,99935.634,99923.756,99911.880,99900.004,99888.129,99876.255,99864.382,99852.509,99840.638,99828.767,99816.897,99805.029,99793.161,99781.293,99769.427,99757.562,99745.697,99733.833,
2004-06-01 02:45:00,288.603,287.832,0.000,290.305,290.820,289.449,287.462,99679.542,289.185,289.088,288.992,288.898,288.806,288.718,288.635,288.558,288.486,288.420,288.360,288.303,288.251,288.201,288.150,288.049,288.024,288.006,287.992,287.980,287.970,287.961,287.953,287.946,287.940,287.933,287.927,287.921,287.916,287.910,287.905,287.900,287.895,287.891,287.886,287.882,287.878,287.874,287.870,287.866,287.862,287.858,287.855,287.851,287.848,287.845,287.841,287.838,287.835,287.832,100315.798,100303.939,100292.078,100280.213,100268.346,100256.476,100244.603,100232.728,100220.851,100208.973,100197.092,100185.211,100173.328,100161.444,100149.559,100137.671,100125.783,100113.894,100102.006,100090.118,100078.230,100066.344,100054.457,100042.572,100030.687,100018.804,100006.920,99995.038,99983.156,99971.276,99959.396,99947.516,99935.638,99923.760,99911.883,99900.008,99888.132,99876.258,99864.385,99852.512,99840.640,99828.769,99816.899,99805.030,99793.162,99781.294,99769.428,99757.562,99745.697,99733.833,
2004-06-01 02:50:00,288.588,287.827,0.000,290.296,290.808,289.451,287.464,99678.750,289.160,289.065,288.971,288.878,288.787,288.701,288.619,288.543,288.473,288.408,288.348,288.293,288.242,288.192,288.142,288.042,288.018,288.000,287.985,287.973,287.963,287.955,287.947,287.940,287.934,287.927,287.921,287.915,287.910,287.904,287.899,287.894,287.890,287.885,287.880,287.876,287.872,287.868,287.864,287.860,287.856,287.853,287.849,287.846,287.843,287.839,287.836,287.833,287.830,287.827,100315.815,100303.955,100292.093,100280.227,100268.359,100256.489,100244.615,100232.740,100220.863,100208.983,100197.102,100185.220,100173.337,100161.453,100149.567,100137.680,100125.790,100113.901,100102.013,100090.125,100078.237,100066.350,100054.464,100042.578,100030.693,100018.809,100006.926,99995.043,99983.161,99971.280,99959.400,99947.520,99935.642,99923.764,99911.887,99900.011,99888.135,99876.261,99864.387,99852.514,99840.642,99828.771,99816.901,99805.031,99793.163,99781.295,99769.428,99757.563,99745.697,99733.833,
2004-06-01 02:55:00,288.582,287.821,0.000,290.289,290.798,289.456,287.466,99677.958,289.154,289.059,288.964,288.871,288.780,288.694,288.612,288.536,288.466,288.402,288.342,288.287,288.236,288.187,288.137,288.037,288.013,287.995,287.980,287.968,287.958,287.950,287.942,287.935,287.928,287.922,287.916,287.910,287.905,287.899,287.894,287.889,287.884,287.880,287.875,287.871,287.867,287.863,287.859,287.855,287.851,287.848,287.844,287.841,287.837,287.834,287.831,287.828,287.824,287.821,100315.826,100303.966,100292.104,100280.238,100268.370,100256.499,100244.625,100232.749,100220.872,100208.992,100197.111,100185.229,100173.345,100161.460,100149.575,100137.687,100125.798,100113.908,100102.020,100090.131,100078.243,100066.356,100054.470,100042.584,100030.699,100018.814,100006.931,99995.048,99983.166,99971.285,99959.404,99947.524,99935.646,99923.767,99911.890,99900.014,99888.138,99876.263,99864.390,99852.516,99840.644,99828.773,99816.902,99805.033,99793.164,99781.296,99769.429,99757.563,99745.698,99733.833,
2004-06-01 03:00:00,288.567,287.817,0.000,290.275,290.781,289.447,287.469,99677.167,289.130,289.037,288.944,288.852,288.763,288.678,288.597,288.523,288.454,288.390,288.331,288.277,288.227,288.179,288.130,288.031,288.007,287.989,287.975,287.963,287.953,287.945,287.937,287.930,287.923,287.917,287.911,287.905,287.900,287.894,287.889,287.884,287.879,287.875,287.870,287.866,287.862,287.858,287.854,287.850,287.846,287.843,287.839,287.836,287.832,287.829,287.826,287.823,287.820,287.817,100315.842,100303.981,100292.117,100280.251,100268.382,100256.510,100244.636,100232.760,100220.881,100209.001,100197.120,100185.237,100173.353,100161.468,100149.582,100137.694,100125.804,100113.915,100102.026,100090.137,100078.249,100066.362,100054.475,100042.589,100030.704,100018.819,100006.935,99995.052,99983.170,99971.289,99959.408,99947.528,99935.649,99923.771,99911.893,99900.017,99888.141,99876.266,99864.392,99852.518,99840.646,99828.774,99816.904,99805.034,99793.165,99781.297,99769.430,99757.563,99745.698,99733.833,
2004-06-01 03:05:00,288.577,287.838,0.000,290.265,290.768,289.438,287.468,99678.042,289.139,289.045,288.952,288.860,288.771,288.686,288.606,288.532,288.463,288.400,288.342,288.289,288.239,288.192,288.143,288.046,288.022,288.004,287.990,287.978,287.969,287.960,287.953,287.946,287.939,287.933,287.927,287.922,287.916,287.911,287.906,287.901,287.897,287.892,287.888,287.884,287.880,287.876,287.873,287.869,287.865,287.862,287.859,287.855,287.852,287.849,287.846,287.843,287.840,287.838,100315.811,100303.950,100292.087,100280.221,100268.352,100256.481,100244.607,100232.731,100220.853,100208.974,100197.093,100185.210,100173.327,100161.442,100149.557,100137.669,100125.780,100113.892,100102.003,100090.115,100078.228,100066.341,100054.455,100042.569,100030.685,100018.801,100006.918,99995.035,99983.154,99971.273,99959.393,99947.514,99935.635,99923.758,99911.881,99900.005,99888.130,99876.256,99864.383,99852.510,99840.639,99828.768,99816.898,99805.029,99793.161,99781.294,99769.427,99757.562,99745.697,99733.833,
2004-06-01 03:10:00,288.591,287.860,0.000,290.256,290.756,289.428,287.467,99678.917,289.142,289.051,288.959,288.869,288.782,288.698,288.620,288.547,288.480,288.418,288.361,288.308,288.259,288.213,288.164,288.068,288.044,288.027,288.013,288.001,287.991,287.983,287.975,287.969,287.962,287.956,287.950,287.944,287.939,287.934,287.929,287.924,287.920,287.915,287.911,287.907,287.903,287.899,287.895,287.891,287.888,287.885,287.881,287.878,287.875,287.872,287.869,287.866,287.863,287.860,100315.770,100303.910,100292.047,100280.181,100268.312,100256.442,100244.568,100232.693,100220.816,100208.937,100197.057,100185.175,100173.292,100161.409,100149.524,100137.638,100125.750,100113.862,100101.974,100090.087,100078.201,100066.315,100054.430,100042.545,100030.662,100018.779,100006.896,99995.015,99983.134,99971.254,99959.375,99947.497,99935.620,99923.743,99911.867,99899.992,99888.118,99876.245,99864.373,99852.501,99840.630,99828.760,99816.891,99805.023,99793.156,99781.290,99769.424,99757.560,99745.696,99733.833,
2004-06-01 03:15:00,288.617,287.881,0.000,290.249,290.746,289.418,287.466,99679.792,289.168,289.076,288.984,288.894,288.807,288.723,288.645,288.572,288.505,288.443,288.386,288.333,288.284,288.237,288.189,288.092,288.068,288.051,288.036,288.024,288.015,288.006,287.999,287.992,287.985,287.979,287.973,287.967,287.962,287.957,287.952,287.947,287.942,287.938,287.933,287.929,287.925,287.921,287.917,287.913,287.910,287.906,287.903,287.900,287.896,287.893,287.890,287.887,287.884,287.881,100315.723,100303.863,100292.001,100280.137,100268.269,100256.399,100244.527,100232.653,100220.777,100208.899,100197.020,100185.139,100173.257,100161.375,100149.491,100137.606,100125.719,100113.832,100101.945,100090.059,100078.174,100066.289,100054.405,100042.521,100030.639,100018.757,100006.875,99994.995,99983.115,99971.236,99959.358,99947.481,99935.604,99923.729,99911.854,99899.980,99888.107,99876.234,99864.363,99852.492,99840.622,99828.753,99816.885,99805.018,99793.152,99781.286,99769.422,99757.558,99745.695,99733.833,
2004-06-01 03:20:00,288.628,287.902,0.000,290.239,290.734,289.408,287.465,99680.667,289.169,289.079,288.989,288.901,288.815,288.733,288.656,288.585,288.519,288.458,288.401,288.349,288.301,288.255,288.207,288.112,288.088,288.070,288.056,288.044,288.035,288.026,288.019,288.012,288.005,287.999,287.993,287.988,287.982,287.977,287.972,287.967,287.962,287.958,287.954,287.949,287.945,287.941,287.938,287.934,287.930,287.927,287.923,287.920,287.917,287.914,287.911,287.908,287.905,287.902,100315.687,100303.828,100291.966,100280.101,100268.234,100256.365,100244.493,100232.619,100220.743,100208.866,100196.988,100185.108,100173.227,100161.345,100149.462,100137.577,100125.691,100113.805,100101.919,100090.034,100078.149,100066.265,100054.382,100042.499,100030.617,100018.736,100006.856,99994.976,99983.097,99971.219,99959.342,99947.466,99935.590,99923.715,99911.841,99899.968,99888.096,99876.224,99864.353,99852.484,99840.615,99828.747,99816.879,99805.013,99793.148,99781.283,99769.419,99757.556,99745.694,99733.833,
2004-06-01 03:25:00,288.643,287.921,0.000,290.231,290.724,289.397,287.464,99681.542,289.183,289.093,289.003,288.914,288.828,288.747,288.670,288.599,288.533,288.473,288.417,288.365,288.318,288.272,288.225,288.130,288.106,288.089,288.075,288.063,288.053,288.045,288.038,288.031,288.024,288.018,288.012,288.007,288.001,287.996,287.991,287.986,287.982,287.977,287.973,287.969,287.965,287.961,287.957,287.954,287.950,287.946,287.943,287.940,287.937,287.933,287.930,287.927,287.924,287.921,100315.650,100303.792,100291.930,100280.067,100268.200,100256.331,100244.460,100232.587,100220.712,100208.835,100196.957,100185.078,100173.197,100161.316,100149.434,100137.550,100125.665,100113.779,100101.894,100090.010,100078.126,100066.243,100054.360,100042.478,100030.597,100018.717,100006.837,99994.958,99983.080,99971.203,99959.327,99947.451,99935.576,99923.702,99911.829,99899.957,99888.085,99876.214,99864.344,99852.475,99840.607,99828.740,99816.874,99805.008,99793.143,99781.280,99769.417,99757.555,99745.694,99733.833,
2004-06-01 03:30:00,288.647,287.941,0.000,290.222,290.711,289.385,287.463,99682.417,289.176,289.088,289.000,288.913,288.829,288.749,288.674,288.604,288.540,288.481,288.426,288.376,288.329,288.285,288.238,288.145,288.122,288.105,288.091,288.080,288.070,288.062,288.055,288.048,288.042,288.036,288.030,288.024,288.019,288.014,288.009,288.004,288.000,287.996,287.991,287.987,287.983,287.979,287.976,287.972,287.969,287.965,287.962,287.959,287.955,287.952,287.949,287.946,287.943,287.941,100315.622,100303.763,100291.902,100280.038,100268.171,100256.302,100244.431,100232.558,100220.683,100208.807,100196.929,100185.050,100173.171,100161.290,100149.408,100137.525,100125.640,100113.756,100101.871,100089.987,100078.104,100066.222,100054.340,100042.459,100030.578,100018.699,100006.820,99994.942,99983.064,99971.188,99959.312,99947.437,99935.563,99923.690,99911.817,99899.946,99888.075,99876.205,99864.336,99852.468,99840.600,99828.734,99816.868,99805.003,99793.140,99781.277,99769.414,99757.553,99745.693,99733.833,
2004-06-01 03:35:00,288.661,287.959,0.000,290.214,290.701,289.373,287.462,99683.292,289.189,289.100,289.012,288.925,288.841,288.761,288.686,288.617,288.553,288.495,288.441,288.391,288.344,288.300,288.254,288.162,288.139,288.122,288.108,288.097,288.088,288.080,288.072,288.066,288.059,288.053,288.048,288.042,288.037,288.032,288.027,288.022,288.018,288.013,288.009,288.005,288.001,287.997,287.994,287.990,287.987,287.983,287.980,287.977,287.974,287.970,287.967,287.965,287.962,287.959,100315.588,100303.730,100291.869,100280.006,100268.140,100256.271,100244.401,100232.528,100220.654,100208.778,100196.901,100185.023,100173.144,100161.264,100149.383,100137.500,100125.616,100113.732,100101.848,100089.965,100078.083,100066.201,100054.320,100042.439,100030.560,100018.681,100006.803,99994.925,99983.049,99971.173,99959.298,99947.424,99935.550,99923.678,99911.806,99899.935,99888.065,99876.196,99864.328,99852.460,99840.594,99828.728,99816.863,99804.999,99793.136,99781.274,99769.412,99757.552,99745.692,99733.833,
2004-06-01 03:40:00,288.666,287.977,0.000,290.204,290.689,289.361,287.462,99684.167,289.183,289.097,289.010,288.925,288.843,288.764,288.691,288.623,288.561,288.503,288.450,288.401,288.356,288.312,288.267,288.176,288.154,288.137,288.124,288.113,288.104,288.096,288.089,288.082,288.076,288.070,288.064,288.059,288.053,288.049,288.044,288.039,288.035,288.030,288.026,288.022,288.018,288.015,288.011,288.007,288.004,288.001,287.997,287.994,287.991,287.988,287.985,287.982,287.979,287.977,100315.561,100303.703,100291.842,100279.978,100268.112,100256.244,100244.374,100232.501,100220.627,100208.752,100196.875,100184.997,100173.119,100161.239,100149.359,100137.476,100125.593,100113.710,100101.827,100089.944,100078.063,100066.181,100054.301,100042.421,100030.542,100018.664,100006.786,99994.910,99983.034,99971.159,99959.284,99947.411,99935.538,99923.666,99911.795,99899.925,99888.056,99876.187,99864.320,99852.453,99840.587,99828.722,99816.858,99804.995,99793.132,99781.271,99769.410,99757.550,99745.691,99733.833,
