cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,295.530,0.011,99546.809,7.961,931606.881,0.000,2628123.225,29339.856,300.000,300.000,300.000,291.250,99200.000,293.846,99385.460,
2004-06-01 00:05:00,292.418,0.011,99549.444,0.051,0.000,0.000,2413257.665,29339.856,299.838,299.838,298.677,291.258,99200.000,291.744,99386.392,
2004-06-01 00:10:00,291.943,0.011,99549.659,0.051,0.000,0.000,2413257.665,29339.856,299.496,299.496,297.133,291.267,99200.000,291.593,99386.435,
2004-06-01 00:15:00,292.064,0.011,99549.615,0.051,0.000,0.000,2413257.665,29339.856,299.010,299.010,295.501,291.275,99200.000,291.618,99386.428,
2004-06-01 00:20:00,292.178,0.011,99549.563,0.051,0.000,0.000,2413257.665,29339.856,298.587,298.587,294.279,291.283,99200.000,291.653,99386.416,
2004-06-01 00:25:00,292.175,0.011,99549.556,0.051,0.000,0.000,2413257.665,29339.856,298.268,298.268,293.372,291.292,99200.000,291.662,99386.413,
2004-06-01 00:30:00,292.121,0.011,99549.572,0.051,0.000,0.000,2413257.665,29339.856,298.016,298.016,292.689,291.300,99200.000,291.655,99386.412,
2004-06-01 00:35:00,292.062,0.011,99549.594,0.051,0.000,0.000,2413257.665,29339.856,297.811,297.811,292.170,291.308,99200.000,291.642,99386.415,
2004-06-01 00:40:00,292.035,0.011,99549.603,0.051,0.000,0.000,2413257.665,29339.856,297.631,297.631,291.772,291.317,99200.000,291.637,99386.415,
2004-06-01 00:45:00,292.015,0.011,99549.608,0.051,0.000,0.000,2413257.665,29339.856,297.476,297.476,291.464,291.325,99200.000,291.634,99386.414,
2004-06-01 00:50:00,292.010,0.011,99549.606,0.051,0.000,0.000,2413257.665,29339.856,297.339,297.339,291.223,291.333,99200.000,291.636,99386.411,
2004-06-01 00:55:00,291.997,0.011,99549.608,0.051,0.000,0.000,2413257.665,29339.856,297.218,297.218,291.032,291.342,99200.000,291.637,99386.410,
2004-06-01 01:00:00,291.993,0.012,99549.605,0.051,0.000,0.000,2413257.665,29339.856,297.109,297.109,290.881,291.350,99200.000,291.639,99386.407,
