cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.000,0.012,99549.366,0.000,0.000,0.000,2413257.665,299.899,299.899,282.921,291.258,99200.000,291.730,99386.395,
2004-06-01 00:10:00,292.473,0.012,99549.583,0.000,0.000,0.000,2413257.665,299.634,299.634,284.023,291.267,99200.000,291.569,99386.441,
2004-06-01 00:15:00,294.184,0.014,99549.377,0.000,0.000,0.000,2413257.665,299.136,299.136,285.483,291.275,99200.000,291.495,99386.461,
2004-06-01 00:20:00,292.569,0.013,99549.973,0.000,0.000,0.000,2413257.665,298.787,298.787,286.834,291.283,99200.000,291.210,99386.532,
2004-06-01 00:25:00,293.539,0.014,99549.855,0.000,0.000,0.000,2413257.665,298.532,298.532,288.597,291.292,99200.000,291.114,99386.564,
2004-06-01 00:30:00,292.420,0.013,99550.074,0.000,0.000,0.000,2413257.665,298.329,298.329,288.992,291.300,99200.000,290.983,99386.620,
2004-06-01 00:35:00,293.526,0.014,99549.829,0.000,0.000,0.000,2413257.665,298.124,298.124,290.148,291.308,99200.000,291.110,99386.622,
2004-06-01 00:40:00,292.605,0.013,99549.753,0.000,0.000,0.000,2413257.665,297.976,297.976,290.383,291.317,99200.000,291.334,99386.515,
2004-06-01 00:45:00,292.742,0.013,99549.577,0.000,0.000,0.000,2413257.665,297.816,297.816,290.852,291.325,99200.000,291.545,99386.441,
2004-06-01 00:50:00,291.817,0.012,99549.719,0.000,0.000,0.000,2413257.665,297.718,297.718,290.627,291.333,99200.000,291.544,99386.437,
2004-06-01 00:55:00,292.333,0.013,99549.576,0.000,0.000,0.000,2413257.665,297.523,297.523,290.782,291.342,99200.000,291.609,99386.418,
2004-06-01 01:00:00,291.895,0.012,99549.681,0.000,0.000,0.000,2413257.665,297.408,297.408,290.616,291.350,99200.000,291.569,99386.427,
2004-06-01 01:05:00,292.639,0.013,99549.497,0.000,0.000,0.000,2413257.665,297.229,297.229,290.938,291.350,99200.000,291.636,99386.409,
2004-06-01 01:10:00,291.977,0.012,99549.654,0.000,0.000,0.000,2413257.665,297.165,297.165,290.746,291.350,99200.000,291.584,99386.423,
2004-06-01 01:15:00,292.606,0.013,99549.504,0.000,0.000,0.000,2413257.665,297.030,297.030,291.059,291.350,99200.000,291.636,99386.409,
2004-06-01 01:20:00,291.944,0.012,99549.662,0.000,0.000,0.000,2413257.665,296.989,296.989,290.845,291.350,99200.000,291.581,99386.424,
2004-06-01 01:25:00,292.545,0.013,99549.520,0.000,0.000,0.000,2413257.665,296.863,296.863,291.125,291.350,99200.000,291.631,99386.411,
2004-06-01 01:30:00,291.924,0.012,99549.668,0.000,0.000,0.000,2413257.665,296.831,296.831,290.904,291.350,99200.000,291.579,99386.426,
2004-06-01 01:35:00,292.512,0.013,99549.529,0.000,0.000,0.000,2413257.665,296.713,296.713,291.168,291.350,99200.000,291.627,99386.413,
2004-06-01 01:40:00,291.910,0.012,99549.672,0.000,0.000,0.000,2413257.665,296.687,296.687,290.946,291.350,99200.000,291.577,99386.427,
2004-06-01 01:45:00,292.481,0.013,99549.538,0.000,0.000,0.000,2413257.665,296.575,296.575,291.199,291.350,99200.000,291.623,99386.415,
2004-06-01 01:50:00,291.894,0.012,99549.677,0.000,0.000,0.000,2413257.665,296.556,296.556,290.977,291.350,99200.000,291.575,99386.428,
2004-06-01 01:55:00,292.441,0.013,99549.550,0.000,0.000,0.000,2413257.665,296.449,296.449,291.217,291.350,99200.000,291.618,99386.417,
2004-06-01 02:00:00,291.881,0.012,99549.682,0.000,0.000,0.000,2413257.665,296.434,296.434,290.998,291.350,99200.000,291.572,99386.429,
2004-06-01 02:05:00,292.407,0.012,99549.556,0.000,0.000,0.000,2413257.665,296.333,296.333,291.223,291.358,99208.333,291.617,99386.415,
2004-06-01 02:10:00,291.874,0.012,99549.676,0.000,0.000,0.000,2413257.665,296.322,296.322,291.012,291.367,99216.667,291.579,99386.424,
2004-06-01 02:15:00,292.380,0.012,99549.553,0.000,0.000,0.000,2413257.665,296.225,296.225,291.229,291.375,99225.000,291.624,99386.409,
2004-06-01 02:20:00,291.872,0.012,99549.667,0.000,0.000,0.000,2413257.665,296.218,296.218,291.025,291.383,99233.333,291.587,99386.417,
2004-06-01 02:25:00,292.351,0.012,99549.550,0.000,0.000,0.000,2413257.665,296.127,296.127,291.231,291.392,99241.667,291.630,99386.404,
2004-06-01 02:30:00,291.867,0.012,99549.659,0.000,0.000,0.000,2413257.665,296.122,296.122,291.034,291.400,99250.000,291.596,99386.411,
2004-06-01 02:35:00,292.324,0.012,99549.548,0.000,0.000,0.000,2413257.665,296.035,296.035,291.231,291.408,99258.333,291.637,99386.398,
2004-06-01 02:40:00,291.864,0.012,99549.651,0.000,0.000,0.000,2413257.665,296.033,296.033,291.043,291.417,99266.667,291.604,99386.404,
2004-06-01 02:45:00,292.300,0.012,99549.544,0.000,0.000,0.000,2413257.665,295.950,295.950,291.230,291.425,99275.000,291.644,99386.392,
2004-06-01 02:50:00,291.862,0.011,99549.642,0.000,0.000,0.000,2413257.665,295.949,295.949,291.050,291.433,99283.333,291.613,99386.398,
2004-06-01 02:55:00,292.278,0.012,99549.539,0.000,0.000,0.000,2413257.665,295.870,295.870,291.229,291.442,99291.667,291.652,99386.385,
2004-06-01 03:00:00,291.859,0.011,99549.633,0.000,0.000,0.000,2413257.665,295.871,295.871,291.059,291.450,99300.000,291.622,99386.391,
2004-06-01 03:05:00,292.227,0.012,99549.583,0.000,0.000,0.000,2413257.665,295.794,295.794,291.222,291.408,99308.333,291.620,99386.408,
2004-06-01 03:10:00,291.790,0.011,99549.727,0.000,0.000,0.000,2413257.665,295.797,295.797,291.041,291.367,99316.667,291.545,99386.445,
