cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.000,0.012,99549.366,0.000,0.000,0.000,2413257.665,299.900,299.900,282.923,291.258,99200.000,291.730,99386.395,
2004-06-01 00:10:00,292.846,0.012,99549.501,0.000,0.000,0.000,2413257.665,299.637,299.637,284.061,291.267,99200.000,291.592,99386.434,
2004-06-01 00:15:00,293.740,0.013,99549.454,0.000,0.000,0.000,2413257.665,299.160,299.160,285.404,291.275,99200.000,291.487,99386.463,
2004-06-01 00:20:00,292.793,0.013,99549.936,0.000,0.000,0.000,2413257.665,298.816,298.816,286.925,291.283,99200.000,291.213,99386.531,
2004-06-01 00:25:00,293.110,0.014,99549.939,0.000,0.000,0.000,2413257.665,298.579,298.579,288.447,291.292,99200.000,291.096,99386.568,
2004-06-01 00:30:00,292.575,0.013,99550.066,0.000,0.000,0.000,2413257.665,298.367,298.367,289.081,291.300,99200.000,290.968,99386.625,
2004-06-01 00:35:00,293.172,0.014,99549.905,0.000,0.000,0.000,2413257.665,298.181,298.181,290.009,291.308,99200.000,291.082,99386.633,
2004-06-01 00:40:00,292.187,0.012,99549.760,0.000,0.000,0.000,2413257.665,298.020,298.020,290.177,291.317,99200.000,291.424,99386.483,
2004-06-01 00:45:00,292.134,0.012,99549.672,0.000,0.000,0.000,2413257.665,297.885,297.885,290.454,291.325,99200.000,291.542,99386.441,
2004-06-01 00:50:00,291.932,0.012,99549.692,0.000,0.000,0.000,2413257.665,297.721,297.721,290.358,291.333,99200.000,291.553,99386.435,
2004-06-01 00:55:00,292.416,0.013,99549.565,0.000,0.000,0.000,2413257.665,297.551,297.551,290.590,291.342,99200.000,291.603,99386.419,
2004-06-01 01:00:00,292.065,0.012,99549.641,0.000,0.000,0.000,2413257.665,297.427,297.427,290.559,291.350,99200.000,291.581,99386.423,
2004-06-01 01:05:00,292.539,0.013,99549.528,0.000,0.000,0.000,2413257.665,297.317,297.317,290.851,291.350,99200.000,291.622,99386.413,
2004-06-01 01:10:00,292.037,0.012,99549.642,0.000,0.000,0.000,2413257.665,297.233,297.233,290.745,291.350,99200.000,291.586,99386.422,
2004-06-01 01:15:00,292.511,0.013,99549.531,0.000,0.000,0.000,2413257.665,297.145,297.145,291.007,291.350,99200.000,291.624,99386.412,
2004-06-01 01:20:00,291.993,0.012,99549.652,0.000,0.000,0.000,2413257.665,297.074,297.074,290.854,291.350,99200.000,291.584,99386.424,
2004-06-01 01:25:00,292.506,0.013,99549.532,0.000,0.000,0.000,2413257.665,296.992,296.992,291.104,291.350,99200.000,291.625,99386.413,
2004-06-01 01:30:00,291.971,0.012,99549.656,0.000,0.000,0.000,2413257.665,296.931,296.931,290.922,291.350,99200.000,291.583,99386.424,
2004-06-01 01:35:00,292.516,0.013,99549.529,0.000,0.000,0.000,2413257.665,296.853,296.853,291.174,291.350,99200.000,291.627,99386.413,
2004-06-01 01:40:00,291.968,0.012,99549.656,0.000,0.000,0.000,2413257.665,296.801,296.801,290.975,291.350,99200.000,291.584,99386.425,
2004-06-01 01:45:00,292.514,0.013,99549.530,0.000,0.000,0.000,2413257.665,296.728,296.728,291.223,291.350,99200.000,291.627,99386.414,
2004-06-01 01:50:00,291.958,0.012,99549.659,0.000,0.000,0.000,2413257.665,296.684,296.684,291.014,291.350,99200.000,291.583,99386.426,
2004-06-01 01:55:00,292.504,0.013,99549.533,0.000,0.000,0.000,2413257.665,296.613,296.613,291.258,291.350,99200.000,291.626,99386.414,
2004-06-01 02:00:00,291.948,0.012,99549.662,0.000,0.000,0.000,2413257.665,296.574,296.574,291.041,291.350,99200.000,291.582,99386.427,
2004-06-01 02:05:00,292.496,0.013,99549.531,0.000,0.000,0.000,2413257.665,296.506,296.506,291.278,291.358,99208.333,291.628,99386.412,
2004-06-01 02:10:00,291.948,0.012,99549.653,0.000,0.000,0.000,2413257.665,296.473,296.473,291.061,291.367,99216.667,291.590,99386.420,
2004-06-01 02:15:00,292.491,0.012,99549.522,0.000,0.000,0.000,2413257.665,296.408,296.408,291.296,291.375,99225.000,291.638,99386.405,
