cur_datetime,canTemp,ForcTemp_K,sensWaste,EP_floor_energy[0],EP_floor_energy[1],EP_floor_energy[2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,Floor[1]_OAT_K,Floor[2]_OAT_K,Floor[3]_OAT_K,TempProf_cur[2.62],TempProf_cur[6.58],TempProf_cur[10.54],PresProf_cur[2.62],PresProf_cur[6.58],PresProf_cur[10.54],
2006-06-04 05:25:00,292.921,292.365,56.290,4.713,4.660,4.612,292.645,297.695,292.025,293.217,98600.000,293.156,292.959,292.796,293.094,292.844,292.680,99583.471,99537.000,99490.512,
2006-06-04 05:30:00,293.199,292.513,58.108,4.893,4.780,4.730,292.801,298.049,292.251,293.450,98600.000,293.543,293.233,293.021,293.430,293.079,292.882,99583.231,99536.804,99490.350,
2006-06-04 05:35:00,293.300,292.661,58.655,4.927,4.825,4.841,292.957,298.383,292.484,293.683,98600.000,293.565,293.341,293.159,293.492,293.211,293.031,99583.041,99536.630,99490.199,
2006-06-04 05:40:00,293.579,292.809,60.447,5.091,4.945,4.979,293.164,298.969,292.718,293.917,98600.000,293.944,293.617,293.389,293.826,293.452,293.239,99582.797,99536.431,99490.035,
2006-06-04 05:45:00,293.693,292.957,61.063,5.125,4.995,5.070,293.343,299.350,292.963,294.150,98600.000,293.991,293.738,293.535,293.908,293.593,293.394,99582.602,99536.255,99489.883,
2006-06-04 05:50:00,293.969,293.106,62.806,5.280,5.112,5.197,293.514,299.658,293.206,294.383,98600.000,294.359,294.011,293.766,294.234,293.834,293.603,99582.357,99536.054,99489.717,
2006-06-04 05:55:00,294.091,293.255,63.456,5.315,5.164,5.279,293.686,299.921,293.460,294.617,98600.000,294.423,294.139,293.915,294.328,293.979,293.760,99582.161,99535.877,99489.564,
2006-06-04 06:00:00,294.361,293.404,130.275,10.827,10.558,10.701,293.944,300.219,293.851,294.850,98600.000,294.777,294.408,294.144,294.645,294.217,293.969,99581.917,99535.677,99489.399,
2006-06-04 06:05:00,294.539,293.447,66.065,5.457,5.352,5.424,294.234,300.507,294.273,294.983,98600.000,294.923,294.598,294.336,294.818,294.413,294.150,99581.762,99535.551,99489.302,
2006-06-04 06:10:00,294.653,293.490,66.545,5.503,5.387,5.450,294.545,300.777,294.724,295.117,98600.000,295.095,294.707,294.421,294.959,294.501,294.227,99581.673,99535.479,99489.244,
2006-06-04 06:15:00,294.738,293.530,66.751,5.503,5.411,5.475,294.870,301.026,295.231,295.250,98600.000,295.154,294.798,294.518,295.034,294.597,294.323,99581.584,99535.404,99489.184,
2006-06-04 06:20:00,294.939,293.570,67.854,5.584,5.490,5.540,295.203,301.252,295.744,295.383,98600.000,295.421,295.001,294.687,295.274,294.775,294.473,99581.450,99535.303,99489.108,
2006-06-04 06:25:00,295.061,293.609,68.365,5.603,5.533,5.578,295.544,301.454,296.297,295.517,98600.000,295.530,295.128,294.813,295.393,294.902,294.595,99581.342,99535.214,99489.039,
2006-06-04 06:30:00,295.262,293.647,69.216,5.671,5.600,5.626,295.884,301.599,296.822,295.650,98600.000,295.792,295.332,294.984,295.632,295.082,294.746,99581.209,99535.113,99488.964,
2006-06-04 06:35:00,295.384,293.684,69.552,5.683,5.634,5.652,296.224,301.712,297.373,295.783,98600.000,295.908,295.459,295.108,295.756,295.208,294.865,99581.104,99535.028,99488.898,
2006-06-04 06:40:00,295.580,293.720,70.573,5.752,5.720,5.706,296.566,301.799,297.929,295.917,98600.000,296.160,295.657,295.275,295.986,295.382,295.013,99580.975,99534.930,99488.825,
2006-06-04 06:45:00,295.713,293.755,71.180,5.775,5.791,5.738,296.908,301.862,298.506,296.050,98600.000,296.293,295.796,295.408,296.124,295.518,295.139,99580.866,99534.842,99488.758,
2006-06-04 06:50:00,295.908,293.790,72.077,5.831,5.876,5.801,297.250,301.904,299.086,296.183,98600.000,296.538,295.994,295.576,296.351,295.694,295.289,99580.737,99534.745,99488.686,
2006-06-04 06:55:00,296.045,293.825,72.574,5.846,5.932,5.846,297.592,301.927,299.685,296.317,98600.000,296.677,296.136,295.712,296.493,295.832,295.417,99580.628,99534.657,99488.619,
2006-06-04 07:00:00,296.235,293.859,148.641,11.493,12.173,11.824,297.909,301.915,300.229,296.450,98600.000,296.914,296.330,295.878,296.714,296.005,295.565,99580.501,99534.561,99488.547,
2006-06-04 07:05:00,296.573,294.079,79.705,6.861,6.237,6.061,298.218,301.878,300.784,296.733,98591.667,297.266,296.677,296.208,297.071,296.343,295.877,99580.168,99534.282,99488.319,
2006-06-04 07:10:00,296.814,294.301,82.055,7.183,6.353,6.177,298.523,301.819,301.317,297.017,98583.333,297.530,296.914,296.437,297.321,296.571,296.107,99579.870,99534.020,99488.093,
2006-06-04 07:15:00,297.071,294.523,84.208,7.468,6.472,6.299,298.926,301.853,301.844,297.300,98575.000,297.776,297.172,296.698,297.573,296.832,296.370,99579.556,99533.746,99487.860,
2006-06-04 07:20:00,297.382,294.747,86.961,7.798,6.670,6.436,299.263,301.787,302.369,297.583,98566.667,298.122,297.486,296.992,297.906,297.131,296.653,99579.225,99533.464,99487.622,
2006-06-04 07:25:00,297.642,294.971,89.252,8.045,6.862,6.566,299.584,301.683,302.898,297.867,98558.333,298.371,297.748,297.257,298.162,297.396,296.918,99578.910,99533.189,99487.388,
2006-06-04 07:30:00,297.951,295.197,91.479,8.258,7.126,6.658,299.876,301.525,303.370,298.150,98550.000,298.711,298.058,297.551,298.490,297.693,297.202,99578.578,99532.906,99487.150,
2006-06-04 07:35:00,298.211,295.423,93.468,8.429,7.350,6.756,300.233,301.416,303.840,298.433,98541.667,298.963,298.320,297.815,298.747,297.957,297.465,99578.264,99532.631,99486.916,
2006-06-04 07:40:00,298.515,295.651,95.589,8.622,7.579,6.862,300.769,301.475,304.306,298.717,98533.333,299.295,298.625,298.104,299.069,298.251,297.745,99577.935,99532.349,99486.678,
2006-06-04 07:45:00,298.787,295.880,97.138,8.788,7.734,6.957,301.378,301.594,304.764,299.000,98525.000,299.563,298.900,298.377,299.341,298.525,298.016,99577.615,99532.071,99486.442,
2006-06-04 07:50:00,299.099,296.110,98.804,8.976,7.897,7.060,302.032,301.749,305.221,299.283,98516.667,299.903,299.214,298.675,299.671,298.827,298.303,99577.282,99531.786,99486.201,
2006-06-04 07:55:00,299.380,296.342,100.328,9.138,8.046,7.161,302.720,301.928,305.676,299.567,98508.333,300.184,299.498,298.957,299.955,299.110,298.580,99576.957,99531.504,99485.963,
2006-06-04 08:00:00,299.696,296.574,97.868,8.226,8.212,7.283,303.482,302.180,306.223,299.850,98500.000,300.525,299.816,299.258,300.287,299.416,298.870,99576.621,99531.217,99485.720,
2006-06-04 08:05:00,299.952,296.742,99.403,8.357,8.358,7.428,304.280,302.464,306.783,300.033,98500.000,300.783,300.077,299.515,300.547,299.675,299.120,99576.348,99530.984,99485.527,
2006-06-04 08:10:00,300.241,296.911,101.190,8.526,8.517,7.603,305.099,302.769,307.289,300.217,98500.000,301.099,300.369,299.790,300.854,299.955,299.383,99576.071,99530.751,99485.335,
2006-06-04 08:15:00,300.473,297.081,102.724,8.660,8.652,7.762,305.933,303.087,307.797,300.400,98500.000,301.324,300.603,300.025,301.084,300.190,299.616,99575.814,99530.529,99485.149,
2006-06-04 08:20:00,300.731,297.252,104.338,8.819,8.799,7.923,306.778,303.415,308.299,300.583,98500.000,301.604,300.863,300.271,301.356,300.440,299.852,99575.552,99530.307,99484.963,
2006-06-04 08:25:00,300.947,297.424,105.768,8.951,8.931,8.076,307.630,303.750,308.801,300.767,98500.000,301.810,301.081,300.492,301.568,300.661,300.074,99575.304,99530.091,99484.781,
2006-06-04 08:30:00,301.202,297.597,107.237,9.100,9.068,8.226,308.441,304.070,309.225,300.950,98500.000,302.085,301.338,300.738,301.836,300.909,300.311,99575.042,99529.868,99484.594,
2006-06-04 08:35:00,301.417,297.771,108.509,9.222,9.188,8.366,309.235,304.387,309.639,301.133,98500.000,302.291,301.555,300.957,302.048,301.129,300.529,99574.794,99529.653,99484.412,
2006-06-04 08:40:00,301.661,297.946,109.883,9.368,9.320,8.512,310.015,304.701,310.045,301.317,98500.000,302.552,301.800,301.192,302.303,301.367,300.756,99574.538,99529.433,99484.228,
2006-06-04 08:45:00,301.873,298.122,111.267,9.488,9.481,8.647,310.782,305.013,310.431,301.500,98500.000,302.756,302.013,301.408,302.511,301.582,300.971,99574.292,99529.219,99484.046,
2006-06-04 08:50:00,302.109,298.299,112.735,9.629,9.652,8.789,311.538,305.325,310.813,301.683,98500.000,303.007,302.251,301.636,302.757,301.813,301.194,99574.039,99529.002,99483.863,
2006-06-04 08:55:00,302.319,298.477,114.062,9.752,9.810,8.927,312.281,305.634,311.183,301.867,98500.000,303.211,302.462,301.850,302.964,302.027,301.406,99573.794,99528.788,99483.681,
2006-06-04 09:00:00,302.552,298.656,114.535,9.618,9.971,9.096,312.943,305.897,311.497,302.050,98500.000,303.456,302.696,302.076,303.205,302.255,301.627,99573.542,99528.571,99483.498,
2006-06-04 09:05:00,302.716,298.771,115.740,9.701,10.096,9.253,313.568,306.141,311.796,302.142,98491.667,303.616,302.862,302.243,303.368,302.422,301.791,99573.362,99528.416,99483.368,
2006-06-04 09:10:00,302.924,298.887,117.095,9.818,10.240,9.417,314.165,306.374,311.958,302.233,98483.333,303.843,303.072,302.441,303.589,302.623,301.980,99573.169,99528.254,99483.235,
2006-06-04 09:15:00,303.021,299.003,118.168,9.919,10.328,9.537,314.739,306.599,312.070,302.325,98475.000,303.911,303.168,302.553,303.668,302.731,302.102,99573.021,99528.120,99483.118,
2006-06-04 09:20:00,303.142,299.120,119.296,10.039,10.430,9.658,315.292,306.818,312.183,302.417,98466.667,304.050,303.288,302.665,303.799,302.845,302.210,99572.876,99527.994,99483.008,
2006-06-04 09:25:00,303.197,299.237,120.105,10.102,10.501,9.763,315.827,307.032,312.277,302.508,98458.333,304.069,303.341,302.738,303.830,302.913,302.295,99572.754,99527.879,99482.905,
2006-06-04 09:30:00,303.326,299.356,121.206,10.218,10.601,9.884,316.353,307.265,312.371,302.600,98450.000,304.214,303.468,302.859,303.967,303.035,302.414,99572.605,99527.749,99482.793,
2006-06-04 09:35:00,303.399,299.474,122.060,10.287,10.679,9.994,316.862,307.501,312.456,302.692,98441.667,304.254,303.540,302.950,304.020,303.121,302.514,99572.472,99527.626,99482.684,
2006-06-04 09:40:00,303.528,299.593,123.148,10.406,10.784,10.119,317.354,307.738,312.527,302.783,98433.333,304.398,303.668,303.071,304.156,303.244,302.634,99572.322,99527.495,99482.571,
2006-06-04 09:45:00,303.595,299.713,123.943,10.469,10.854,10.221,317.830,307.974,312.596,302.875,98425.000,304.435,303.734,303.154,304.204,303.322,302.725,99572.193,99527.377,99482.465,
2006-06-04 09:50:00,303.716,299.832,124.970,10.580,10.953,10.341,318.288,308.208,312.663,302.967,98416.667,304.569,303.853,303.269,304.331,303.438,302.839,99572.047,99527.249,99482.354,
2006-06-04 09:55:00,303.787,299.952,125.768,10.649,11.029,10.450,318.729,308.440,312.733,303.058,98408.333,304.611,303.923,303.355,304.385,303.520,302.933,99571.918,99527.129,99482.248,
2006-06-04 10:00:00,303.910,300.073,127.724,11.045,11.123,10.565,319.022,308.603,312.728,303.150,98400.000,304.745,304.044,303.472,304.512,303.638,303.050,99571.770,99527.000,99482.136,
2006-06-04 10:05:00,303.913,300.100,128.227,11.088,11.160,10.634,319.256,308.740,312.720,303.200,98391.667,304.726,304.048,303.487,304.503,303.650,303.070,99571.738,99526.968,99482.106,
2006-06-04 10:10:00,303.884,300.128,128.532,11.116,11.174,10.675,319.449,308.862,312.907,303.250,98383.333,304.698,304.016,303.456,304.473,303.619,303.042,99571.740,99526.965,99482.099,
2006-06-04 10:15:00,303.948,300.156,129.202,11.192,11.234,10.755,319.612,308.972,313.108,303.300,98375.000,304.775,304.084,303.515,304.547,303.680,303.093,99571.691,99526.926,99482.069,
2006-06-04 10:20:00,304.027,300.185,129.913,11.271,11.305,10.853,319.750,309.074,313.288,303.350,98366.667,304.848,304.162,303.597,304.621,303.761,303.176,99571.622,99526.869,99482.024,
2006-06-04 10:25:00,304.134,300.215,130.737,11.376,11.387,10.951,319.866,309.170,313.460,303.400,98358.333,304.980,304.271,303.690,304.745,303.859,303.259,99571.547,99526.810,99481.978,
2006-06-04 10:30:00,304.170,300.246,131.264,11.426,11.434,11.025,319.987,309.256,313.655,303.450,98350.000,305.006,304.309,303.731,304.777,303.899,303.301,99571.502,99526.770,99481.945,
2006-06-04 10:35:00,304.250,300.277,131.977,11.514,11.501,11.110,320.100,309.337,313.855,303.500,98341.667,305.112,304.390,303.799,304.873,303.970,303.361,99571.443,99526.723,99481.907,
2006-06-04 10:40:00,304.297,300.309,132.522,11.566,11.550,11.188,320.202,309.415,314.074,303.550,98333.333,305.147,304.438,303.852,304.914,304.022,303.416,99571.390,99526.677,99481.869,
2006-06-04 10:45:00,304.398,300.342,133.312,11.670,11.633,11.289,320.293,309.491,314.289,303.600,98325.000,305.273,304.539,303.939,305.030,304.113,303.495,99571.317,99526.620,99481.824,
2006-06-04 10:50:00,304.452,300.375,133.881,11.728,11.688,11.371,320.374,309.566,314.500,303.650,98316.667,305.317,304.595,303.998,305.080,304.172,303.554,99571.260,99526.571,99481.784,
2006-06-04 10:55:00,304.544,300.409,134.613,11.821,11.761,11.463,320.445,309.639,314.706,303.700,98308.333,305.433,304.688,304.077,305.186,304.254,303.626,99571.191,99526.516,99481.740,
2006-06-04 11:00:00,304.595,300.444,129.522,11.837,11.051,10.785,320.627,309.730,314.900,303.750,98300.000,305.475,304.740,304.133,305.233,304.309,303.682,99571.135,99526.467,99481.700,
2006-06-04 11:05:00,304.615,300.372,129.954,11.913,11.075,10.828,320.833,309.827,315.087,303.608,98300.000,305.522,304.762,304.139,305.271,304.319,303.679,99571.173,99526.508,99481.741,
2006-06-04 11:10:00,304.565,300.300,130.030,11.917,11.065,10.847,321.049,309.927,315.278,303.467,98300.000,305.459,304.714,304.096,305.215,304.276,303.636,99571.244,99526.572,99481.799,
2006-06-04 11:15:00,304.554,300.229,130.266,11.953,11.073,10.875,321.267,310.030,315.456,303.325,98300.000,305.465,304.703,304.076,305.214,304.258,303.611,99571.301,99526.628,99481.851,
2006-06-04 11:20:00,304.499,300.159,130.312,11.948,11.061,10.891,321.482,310.135,315.637,303.183,98300.000,305.394,304.649,304.029,305.150,304.210,303.567,99571.372,99526.690,99481.907,
2006-06-04 11:25:00,304.480,300.090,130.531,11.977,11.067,10.918,321.693,310.242,315.810,303.042,98300.000,305.387,304.630,304.004,305.139,304.186,303.539,99571.430,99526.746,99481.959,
2006-06-04 11:30:00,304.422,300.021,130.322,11.945,11.031,10.910,321.614,310.285,315.691,302.900,98300.000,305.313,304.573,303.955,305.072,304.135,303.493,99571.501,99526.808,99482.014,
2006-06-04 11:35:00,304.358,299.954,130.299,11.940,11.010,10.910,321.528,310.507,315.536,302.758,98300.000,305.257,304.509,303.887,305.012,304.068,303.423,99571.585,99526.883,99482.079,
2006-06-04 11:40:00,304.256,299.887,129.957,11.891,10.961,10.889,321.334,310.587,315.380,302.617,98300.000,305.137,304.406,303.793,304.899,303.972,303.334,99571.684,99526.967,99482.148,
2006-06-04 11:45:00,304.177,299.822,129.677,11.857,10.916,10.867,321.092,310.633,315.164,302.475,98300.000,305.061,304.326,303.713,304.821,303.892,303.254,99571.775,99527.045,99482.215,
2006-06-04 11:50:00,304.061,299.757,129.261,11.794,10.855,10.834,320.817,310.662,314.949,302.333,98300.000,304.927,304.209,303.606,304.694,303.782,303.154,99571.880,99527.133,99482.288,
2006-06-04 11:55:00,303.968,299.692,128.936,11.749,10.803,10.805,320.518,310.681,314.702,302.192,98300.000,304.834,304.114,303.513,304.599,303.689,303.063,99571.977,99527.217,99482.358,
2006-06-04 12:00:00,303.845,299.628,134.919,11.959,11.484,11.522,320.117,310.618,314.347,302.050,98300.000,304.692,303.990,303.400,304.464,303.573,302.957,99572.086,99527.307,99482.431,
2006-06-04 12:05:00,303.862,299.764,134.920,11.947,11.487,11.547,319.675,310.527,313.963,302.142,98300.000,304.700,304.003,303.422,304.473,303.592,302.986,99571.997,99527.221,99482.349,
2006-06-04 12:10:00,303.841,299.901,134.766,11.908,11.463,11.555,319.207,310.420,313.697,302.233,98300.000,304.649,303.978,303.417,304.431,303.581,302.995,99571.913,99527.132,99482.260,
2006-06-04 12:15:00,303.922,300.038,135.045,11.940,11.488,11.600,318.720,310.302,313.420,302.325,98300.000,304.739,304.058,303.493,304.517,303.658,303.070,99571.785,99527.017,99482.156,
2006-06-04 12:20:00,303.971,300.175,135.250,11.942,11.504,11.647,318.051,310.382,313.135,302.417,98300.000,304.760,304.106,303.557,304.548,303.719,303.144,99571.662,99526.900,99482.050,
2006-06-04 12:25:00,304.067,300.312,135.599,11.983,11.537,11.700,317.492,310.322,312.833,302.508,98300.000,304.869,304.201,303.646,304.652,303.809,303.232,99571.525,99526.777,99481.940,
2006-06-04 12:30:00,304.100,300.449,135.670,11.971,11.538,11.731,316.994,310.231,312.587,302.600,98300.000,304.873,304.232,303.693,304.667,303.852,303.288,99571.411,99526.668,99481.838,
2006-06-04 12:35:00,304.184,300.585,135.981,12.012,11.569,11.785,316.515,310.124,312.338,302.692,98300.000,304.969,304.315,303.773,304.757,303.932,303.367,99571.281,99526.550,99481.732,
2006-06-04 12:40:00,304.228,300.722,136.087,12.009,11.577,11.823,316.044,310.008,312.097,302.783,98300.000,304.986,304.358,303.830,304.784,303.985,303.433,99571.162,99526.437,99481.628,
2006-06-04 12:45:00,304.316,300.858,136.381,12.045,11.605,11.872,315.577,309.887,311.858,302.875,98300.000,305.082,304.444,303.914,304.876,304.070,303.518,99571.029,99526.317,99481.520,
2006-06-04 12:50:00,304.366,300.993,136.667,12.060,11.629,11.926,314.995,310.013,311.618,302.967,98300.000,305.109,304.494,303.976,304.912,304.128,303.587,99570.908,99526.204,99481.416,
2006-06-04 12:55:00,304.445,301.128,136.958,12.092,11.656,11.975,314.497,309.965,311.374,303.058,98300.000,305.192,304.571,304.053,304.992,304.205,303.666,99570.780,99526.087,99481.311,
2006-06-04 13:00:00,304.494,301.263,135.287,11.539,11.679,12.027,314.185,310.003,311.265,303.150,98300.000,305.220,304.619,304.113,305.029,304.262,303.733,99570.661,99525.975,99481.209,
2006-06-04 13:05:00,304.472,301.189,135.126,11.502,11.657,12.025,313.932,310.064,311.165,303.100,98300.000,305.206,304.598,304.086,305.012,304.238,303.702,99570.712,99526.023,99481.252,
2006-06-04 13:10:00,304.490,301.118,135.247,11.502,11.660,12.044,313.710,310.138,310.848,303.050,98300.000,305.240,304.620,304.096,305.043,304.251,303.701,99570.757,99526.071,99481.301,
2006-06-04 13:15:00,304.377,301.049,134.874,11.423,11.602,12.014,313.349,310.382,310.498,303.000,98300.000,305.104,304.505,303.996,304.915,304.147,303.611,99570.855,99526.152,99481.368,
2006-06-04 13:20:00,304.259,300.980,134.467,11.362,11.539,11.968,313.115,310.523,310.159,302.950,98300.000,305.002,304.386,303.868,304.805,304.021,303.482,99570.972,99526.252,99481.449,
2006-06-04 13:25:00,304.079,300.914,133.769,11.245,11.444,11.904,312.915,310.647,309.816,302.900,98300.000,304.786,304.203,303.708,304.601,303.854,303.336,99571.108,99526.361,99481.535,
2006-06-04 13:30:00,303.980,300.849,133.626,11.211,11.405,11.881,313.009,310.820,309.833,302.850,98300.000,304.704,304.101,303.601,304.509,303.748,303.228,99571.215,99526.453,99481.611,
2006-06-04 13:35:00,303.884,300.785,133.522,11.162,11.375,11.878,313.200,311.010,309.890,302.800,98300.000,304.577,304.004,303.521,304.394,303.663,303.158,99571.301,99526.525,99481.671,
2006-06-04 13:40:00,303.858,300.722,133.747,11.176,11.382,11.899,313.445,311.209,309.932,302.750,98300.000,304.571,303.976,303.484,304.378,303.628,303.118,99571.361,99526.581,99481.722,
2006-06-04 13:45:00,303.780,300.661,133.759,11.146,11.366,11.908,313.724,311.415,310.042,302.700,98300.000,304.469,303.899,303.418,304.286,303.560,303.058,99571.437,99526.645,99481.777,
2006-06-04 13:50:00,303.760,300.601,134.036,11.166,11.379,11.935,314.024,311.626,310.145,302.650,98300.000,304.468,303.878,303.389,304.277,303.533,303.024,99571.492,99526.697,99481.824,
2006-06-04 13:55:00,303.700,300.543,134.263,11.139,11.411,11.946,314.468,311.709,310.281,302.600,98300.000,304.388,303.819,303.339,304.205,303.480,302.979,99571.557,99526.753,99481.873,
2006-06-04 14:00:00,303.696,300.486,134.712,11.150,11.447,12.003,314.612,311.741,310.292,302.550,98300.000,304.403,303.814,303.325,304.211,303.469,302.959,99571.601,99526.796,99481.914,
2006-06-04 14:05:00,303.675,300.505,135.039,11.139,11.473,12.057,314.665,311.745,310.302,302.550,98291.667,304.363,303.793,303.314,304.179,303.455,302.954,99571.598,99526.790,99481.906,
2006-06-04 14:10:00,303.644,300.524,135.344,11.138,11.500,12.107,314.663,311.729,310.427,302.550,98283.333,304.331,303.759,303.284,304.145,303.424,302.928,99571.603,99526.790,99481.902,
2006-06-04 14:15:00,303.672,300.543,135.913,11.177,11.556,12.180,314.622,311.700,310.564,302.550,98275.000,304.362,303.789,303.310,304.176,303.451,302.951,99571.578,99526.769,99481.885,
2006-06-04 14:20:00,303.716,300.562,136.643,11.252,11.622,12.267,314.551,311.660,310.693,302.550,98266.667,304.401,303.832,303.357,304.216,303.497,303.000,99571.537,99526.735,99481.858,
2006-06-04 14:25:00,303.779,300.582,137.432,11.337,11.696,12.355,314.456,311.613,310.822,302.550,98258.333,304.476,303.896,303.413,304.288,303.555,303.052,99571.491,99526.698,99481.829,
2006-06-04 14:30:00,303.802,300.602,137.752,11.367,11.726,12.403,314.202,311.487,310.772,302.550,98250.000,304.491,303.919,303.440,304.307,303.581,303.080,99571.461,99526.672,99481.807,
2006-06-04 14:35:00,303.819,300.623,137.965,11.392,11.743,12.432,313.892,311.331,310.705,302.550,98241.667,304.520,303.937,303.452,304.331,303.595,303.090,99571.442,99526.655,99481.792,
2006-06-04 14:40:00,303.812,300.644,138.036,11.394,11.748,12.454,313.550,311.157,310.646,302.550,98233.333,304.503,303.929,303.450,304.318,303.591,303.090,99571.430,99526.642,99481.779,
2006-06-04 14:45:00,303.829,300.665,138.175,11.412,11.759,12.477,313.187,310.972,310.553,302.550,98225.000,304.529,303.946,303.463,304.339,303.605,303.102,99571.410,99526.624,99481.763,
2006-06-04 14:50:00,303.823,300.687,138.174,11.404,11.754,12.487,312.811,310.778,310.458,302.550,98216.667,304.513,303.939,303.460,304.328,303.601,303.103,99571.398,99526.611,99481.749,
2006-06-04 14:55:00,303.831,300.710,138.232,11.415,11.759,12.504,312.426,310.578,310.343,302.550,98208.333,304.529,303.946,303.465,304.340,303.606,303.107,99571.382,99526.596,99481.735,
2006-06-04 15:00:00,303.820,300.732,139.856,11.874,11.758,12.517,312.138,310.441,310.279,302.550,98200.000,304.510,303.934,303.457,304.324,303.597,303.103,99571.372,99526.585,99481.723,
2006-06-04 15:05:00,303.814,300.717,139.996,11.902,11.766,12.533,311.874,310.323,310.209,302.458,98191.667,304.513,303.928,303.447,304.323,303.588,303.090,99571.386,99526.599,99481.735,
2006-06-04 15:10:00,303.768,300.702,139.860,11.882,11.743,12.524,311.621,310.214,310.141,302.367,98183.333,304.455,303.882,303.407,304.270,303.547,303.055,99571.420,99526.625,99481.756,
2006-06-04 15:15:00,303.734,300.686,139.762,11.871,11.721,12.512,311.372,310.109,310.074,302.275,98175.000,304.421,303.846,303.374,304.235,303.512,303.024,99571.450,99526.650,99481.776,
2006-06-04 15:20:00,303.682,300.670,139.589,11.848,11.694,12.499,311.123,310.007,310.007,302.183,98166.667,304.354,303.793,303.329,304.173,303.465,302.985,99571.486,99526.678,99481.798,
2006-06-04 15:25:00,303.641,300.654,139.445,11.832,11.669,12.484,310.873,309.905,309.938,302.092,98158.333,304.309,303.750,303.291,304.128,303.426,302.950,99571.519,99526.705,99481.819,
2006-06-04 15:30:00,303.585,300.638,138.934,11.774,11.607,12.434,310.538,309.745,309.709,302.000,98150.000,304.237,303.692,303.243,304.061,303.375,302.909,99571.557,99526.735,99481.842,
2006-06-04 15:35:00,303.520,300.622,138.307,11.711,11.536,12.371,310.183,309.563,309.460,301.908,98141.667,304.165,303.626,303.182,303.991,303.312,302.852,99571.604,99526.772,99481.870,
2006-06-04 15:40:00,303.438,300.606,137.554,11.629,11.451,12.296,309.819,309.368,309.212,301.817,98133.333,304.067,303.541,303.108,303.898,303.235,302.785,99571.659,99526.814,99481.902,
2006-06-04 15:45:00,303.362,300.590,136.785,11.547,11.362,12.215,309.454,309.164,308.929,301.725,98125.000,303.981,303.463,303.037,303.814,303.162,302.721,99571.712,99526.855,99481.933,
2006-06-04 15:50:00,303.273,300.574,135.938,11.457,11.270,12.132,309.093,308.953,308.647,301.633,98116.667,303.875,303.371,302.957,303.714,303.079,302.648,99571.770,99526.900,99481.966,
2006-06-04 15:55:00,303.189,300.557,135.078,11.367,11.175,12.045,308.737,308.735,308.348,301.542,98108.333,303.780,303.285,302.880,303.621,302.999,302.578,99571.827,99526.944,99481.999,
2006-06-04 16:00:00,303.096,300.541,129.768,11.443,10.418,11.250,308.393,308.519,307.987,301.450,98100.000,303.670,303.190,302.796,303.516,302.912,302.502,99571.888,99526.991,99482.034,
2006-06-04 16:05:00,302.944,300.423,127.133,11.213,10.174,10.993,308.048,308.271,307.608,301.317,98100.000,303.510,303.036,302.647,303.358,302.762,302.358,99572.045,99527.125,99482.146,
2006-06-04 16:10:00,302.770,300.307,125.413,11.064,9.999,10.807,307.713,308.020,307.256,301.183,98100.000,303.329,302.862,302.478,303.180,302.591,302.191,99572.223,99527.277,99482.273,
2006-06-04 16:15:00,302.623,300.192,124.007,10.958,9.851,10.644,307.381,307.754,306.887,301.050,98100.000,303.186,302.715,302.328,303.036,302.442,302.041,99572.390,99527.422,99482.395,
2006-06-04 16:20:00,302.476,300.079,122.654,10.852,9.710,10.489,307.048,307.470,306.518,300.917,98100.000,303.034,302.568,302.184,302.886,302.297,301.898,99572.551,99527.561,99482.513,
2006-06-04 16:25:00,302.347,299.967,121.513,10.762,9.591,10.358,306.714,307.165,306.139,300.783,98100.000,302.912,302.438,302.050,302.761,302.165,301.762,99572.706,99527.697,99482.629,
2006-06-04 16:30:00,302.205,299.856,120.583,10.669,9.500,10.256,306.449,306.955,305.931,300.650,98100.000,302.767,302.297,301.910,302.618,302.024,301.621,99572.864,99527.834,99482.744,
2006-06-04 16:35:00,302.090,299.746,119.818,10.597,9.423,10.173,306.207,306.775,305.737,300.517,98100.000,302.660,302.183,301.792,302.508,301.907,301.501,99573.007,99527.960,99482.853,
2006-06-04 16:40:00,301.974,299.639,119.079,10.521,9.347,10.097,305.976,306.614,305.541,300.383,98100.000,302.542,302.068,301.677,302.392,301.792,301.385,99573.148,99528.083,99482.959,
2006-06-04 16:45:00,301.872,299.533,118.413,10.458,9.280,10.027,305.752,306.465,305.377,300.250,98100.000,302.447,301.966,301.570,302.295,301.687,301.276,99573.282,99528.203,99483.062,
2006-06-04 16:50:00,301.768,299.429,117.745,10.387,9.209,9.955,305.532,306.326,305.210,300.117,98100.000,302.343,301.863,301.466,302.192,301.584,301.170,99573.414,99528.319,99483.163,
2006-06-04 16:55:00,301.673,299.326,117.132,10.326,9.144,9.888,305.314,306.195,305.056,299.983,98100.000,302.256,301.770,301.368,302.103,301.487,301.068,99573.542,99528.433,99483.262,
2006-06-04 17:00:00,301.577,299.226,99.780,7.420,8.319,9.021,305.083,306.053,304.865,299.850,98100.000,302.161,301.676,301.271,302.010,301.391,300.968,99573.668,99528.545,99483.359,
