cur_datetime,canTemp,ForcTemp_K,sensWaste,EP_floor_energy[0],EP_floor_energy[1],EP_floor_energy[2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,Floor[1]_OAT_K,Floor[2]_OAT_K,Floor[3]_OAT_K,TempProf_cur[2.62],TempProf_cur[6.58],TempProf_cur[10.54],PresProf_cur[2.62],PresProf_cur[6.58],PresProf_cur[10.54],
2006-06-01 01:45:00,291.511,291.523,0.000,0.000,0.000,0.000,290.597,290.618,289.612,291.350,99200.000,291.638,291.516,291.445,291.591,291.462,291.406,99584.887,99538.185,99491.485,
2006-06-01 01:50:00,291.519,291.523,0.000,0.000,0.000,0.000,290.637,290.657,289.698,291.350,99200.000,291.645,291.525,291.454,291.599,291.471,291.416,99584.880,99538.180,99491.481,
2006-06-01 01:55:00,291.527,291.522,0.000,0.000,0.000,0.000,290.673,290.693,289.766,291.350,99200.000,291.651,291.533,291.463,291.606,291.480,291.424,99584.874,99538.175,99491.478,
2006-06-01 02:00:00,291.533,291.521,0.000,0.000,0.000,0.000,290.702,290.721,289.827,291.350,99200.000,291.655,291.539,291.470,291.611,291.486,291.431,99584.869,99538.171,99491.476,
2006-06-01 02:05:00,291.540,291.527,0.000,0.000,0.000,0.000,290.727,290.744,289.874,291.358,99208.333,291.660,291.545,291.477,291.616,291.493,291.439,99584.861,99538.164,99491.470,
2006-06-01 02:10:00,291.546,291.532,0.000,0.000,0.000,0.000,290.748,290.765,289.920,291.367,99216.667,291.665,291.551,291.484,291.621,291.500,291.447,99584.853,99538.157,99491.463,
2006-06-01 02:15:00,291.552,291.538,0.000,0.000,0.000,0.000,290.767,290.783,289.956,291.375,99225.000,291.670,291.558,291.491,291.627,291.507,291.455,99584.844,99538.149,99491.457,
2006-06-01 02:20:00,291.558,291.543,0.000,0.000,0.000,0.000,290.784,290.799,289.991,291.383,99233.333,291.674,291.563,291.498,291.632,291.514,291.462,99584.836,99538.142,99491.450,
2006-06-01 02:25:00,291.564,291.549,0.000,0.000,0.000,0.000,290.799,290.813,290.018,291.392,99241.667,291.678,291.569,291.505,291.636,291.520,291.469,99584.827,99538.134,99491.444,
2006-06-01 02:30:00,291.569,291.555,0.000,0.000,0.000,0.000,290.812,290.826,290.045,291.400,99250.000,291.682,291.574,291.511,291.640,291.526,291.476,99584.819,99538.127,99491.438,
2006-06-01 02:35:00,291.574,291.560,0.000,0.000,0.000,0.000,290.825,290.838,290.066,291.408,99258.333,291.685,291.579,291.516,291.644,291.532,291.482,99584.811,99538.120,99491.432,
2006-06-01 02:40:00,291.579,291.566,0.000,0.000,0.000,0.000,290.836,290.848,290.087,291.417,99266.667,291.688,291.583,291.522,291.648,291.537,291.488,99584.804,99538.113,99491.426,
2006-06-01 02:45:00,291.583,291.572,0.000,0.000,0.000,0.000,290.846,290.858,290.104,291.425,99275.000,291.691,291.588,291.527,291.651,291.542,291.494,99584.796,99538.106,99491.420,
2006-06-01 02:50:00,291.587,291.578,0.000,0.000,0.000,0.000,290.856,290.867,290.121,291.433,99283.333,291.694,291.592,291.532,291.655,291.547,291.499,99584.789,99538.099,99491.414,
2006-06-01 02:55:00,291.591,291.583,0.000,0.000,0.000,0.000,290.865,290.875,290.134,291.442,99291.667,291.696,291.596,291.537,291.658,291.551,291.505,99584.781,99538.093,99491.408,
2006-06-01 03:00:00,291.595,291.589,0.000,0.000,0.000,0.000,290.878,290.888,290.154,291.450,99300.000,291.699,291.600,291.542,291.661,291.556,291.510,99584.774,99538.086,99491.402,
2006-06-01 03:05:00,291.586,291.544,0.000,0.000,0.000,0.000,290.892,290.901,290.173,291.408,99308.333,291.691,291.591,291.532,291.652,291.546,291.498,99584.803,99538.114,99491.428,
2006-06-01 03:10:00,291.566,291.498,0.000,0.000,0.000,0.000,290.906,290.916,290.190,291.367,99316.667,291.672,291.572,291.511,291.634,291.526,291.476,99584.844,99538.152,99491.463,
2006-06-01 03:15:00,291.541,291.453,0.000,0.000,0.000,0.000,290.921,290.930,290.206,291.325,99325.000,291.649,291.548,291.485,291.611,291.501,291.448,99584.891,99538.195,99491.501,
2006-06-01 03:20:00,291.513,291.408,0.000,0.000,0.000,0.000,290.937,290.945,290.222,291.283,99333.333,291.623,291.520,291.456,291.584,291.472,291.417,99584.940,99538.239,99491.541,
2006-06-01 03:25:00,291.483,291.362,0.000,0.000,0.000,0.000,290.952,290.960,290.236,291.242,99341.667,291.596,291.491,291.425,291.556,291.442,291.385,99584.991,99538.285,99491.582,
2006-06-01 03:30:00,291.453,291.317,0.000,0.000,0.000,0.000,290.967,290.975,290.251,291.200,99350.000,291.567,291.462,291.394,291.528,291.411,291.353,99585.041,99538.331,99491.623,
2006-06-01 03:35:00,291.423,291.271,0.000,0.000,0.000,0.000,290.982,290.990,290.264,291.158,99358.333,291.540,291.432,291.362,291.500,291.380,291.320,99585.092,99538.377,99491.664,
2006-06-01 03:40:00,291.393,291.226,0.000,0.000,0.000,0.000,290.998,291.005,290.277,291.117,99366.667,291.511,291.402,291.331,291.471,291.349,291.286,99585.144,99538.424,99491.705,
2006-06-01 03:45:00,291.363,291.180,0.000,0.000,0.000,0.000,291.013,291.020,290.290,291.075,99375.000,291.484,291.373,291.299,291.443,291.319,291.253,99585.195,99538.470,99491.746,
2006-06-01 03:50:00,291.332,291.134,0.000,0.000,0.000,0.000,291.027,291.035,290.303,291.033,99383.333,291.456,291.343,291.268,291.414,291.288,291.220,99585.246,99538.517,99491.788,
2006-06-01 03:55:00,291.302,291.089,0.000,0.000,0.000,0.000,291.042,291.049,290.315,290.992,99391.667,291.428,291.314,291.237,291.386,291.257,291.187,99585.297,99538.563,99491.829,
2006-06-01 04:00:00,291.272,291.043,0.000,0.000,0.000,0.000,291.035,291.042,290.302,290.950,99400.000,291.401,291.284,291.205,291.358,291.226,291.154,99585.349,99538.610,99491.871,
2006-06-01 04:05:00,291.209,290.877,0.000,0.000,0.000,0.000,291.019,291.025,290.283,290.808,99400.000,291.346,291.224,291.138,291.302,291.161,291.080,99585.487,99538.738,99491.988,
2006-06-01 04:10:00,291.123,290.715,0.000,0.000,0.000,0.000,290.998,291.004,290.277,290.667,99400.000,291.273,291.142,291.045,291.227,291.071,290.978,99585.655,99538.893,99492.127,
2006-06-01 04:15:00,291.011,290.556,0.000,0.000,0.000,0.000,290.973,290.978,290.269,290.525,99400.000,291.166,291.033,290.930,291.120,290.959,290.858,99585.839,99539.060,99492.275,
2006-06-01 04:20:00,290.890,290.398,0.000,0.000,0.000,0.000,291.092,291.186,290.451,290.383,99400.000,291.053,290.913,290.804,291.005,290.834,290.727,99586.030,99539.231,99492.426,
2006-06-01 04:25:00,290.775,290.242,0.000,0.000,0.000,0.000,291.139,291.231,290.501,290.242,99400.000,290.938,290.799,290.689,290.891,290.720,290.610,99586.212,99539.395,99492.571,
2006-06-01 04:30:00,290.656,290.085,0.000,0.000,0.000,0.000,291.197,291.307,290.582,290.100,99400.000,290.825,290.681,290.567,290.776,290.599,290.485,99586.399,99539.562,99492.718,
2006-06-01 04:35:00,290.590,289.928,0.000,0.000,0.000,0.000,291.260,291.384,290.706,289.958,99400.000,290.790,290.618,290.486,290.730,290.523,290.392,99586.562,99539.716,99492.858,
2006-06-01 04:40:00,290.337,289.772,0.000,0.000,0.000,0.000,291.325,291.460,290.772,289.817,99400.000,290.454,290.360,290.275,290.425,290.299,290.211,99586.794,99539.906,99493.015,
2006-06-01 04:45:00,290.227,289.616,0.000,0.000,0.000,0.000,291.392,291.535,290.832,289.675,99400.000,290.417,290.248,290.127,290.355,290.160,290.046,99587.005,99540.099,99493.183,
2006-06-01 04:50:00,289.990,289.462,0.000,0.000,0.000,0.000,291.462,291.609,290.885,289.533,99400.000,290.092,290.012,289.936,290.068,289.959,289.876,99587.238,99540.293,99493.348,
2006-06-01 04:55:00,289.966,289.308,0.000,0.000,0.000,0.000,291.533,291.677,290.925,289.392,99400.000,290.153,289.985,289.869,290.090,289.900,289.789,99587.390,99540.441,99493.483,
2006-06-01 05:00:00,289.768,289.155,111.750,6.996,11.233,10.001,291.562,291.698,290.905,289.250,99400.000,289.875,289.792,289.712,289.849,289.736,289.648,99587.592,99540.611,99493.629,
2006-06-01 05:05:00,289.928,289.082,93.154,7.395,7.637,7.498,291.573,291.698,290.862,289.208,99408.333,290.139,289.957,289.820,290.078,289.864,289.715,99587.591,99540.638,99493.671,
2006-06-01 05:10:00,289.748,289.010,89.154,8.185,7.398,7.295,291.571,291.683,290.822,289.167,99416.667,289.880,289.781,289.679,289.854,289.713,289.593,99587.727,99540.745,99493.756,
2006-06-01 05:15:00,289.764,288.939,44.527,4.260,3.692,3.620,291.559,291.658,290.762,289.125,99425.000,289.977,289.794,289.654,289.918,289.696,289.550,99587.797,99540.817,99493.823,
2006-06-01 05:20:00,289.565,288.867,42.413,4.197,3.562,3.512,291.540,291.625,290.707,289.083,99433.333,289.696,289.595,289.496,289.668,289.527,289.415,99587.943,99540.930,99493.913,
2006-06-01 05:25:00,289.569,288.797,42.287,4.298,3.550,3.571,291.514,291.584,290.638,289.042,99441.667,289.769,289.596,289.466,289.709,289.503,289.371,99588.015,99541.002,99493.978,
2006-06-01 05:30:00,289.436,288.726,40.769,4.248,3.459,3.622,291.504,291.565,290.592,289.000,99450.000,289.576,289.466,289.363,289.544,289.394,289.280,99588.129,99541.095,99494.055,
2006-06-01 05:35:00,289.437,288.656,40.388,4.310,3.434,3.681,291.499,291.549,290.538,288.958,99458.333,289.637,289.464,289.333,289.579,289.371,289.237,99588.199,99541.165,99494.119,
2006-06-01 05:40:00,289.316,288.587,39.082,4.258,3.355,3.698,291.493,291.533,290.489,288.917,99466.667,289.465,289.347,289.238,289.430,289.271,289.153,99588.308,99541.254,99494.194,
2006-06-01 05:45:00,289.312,288.517,38.747,4.304,3.352,3.732,291.487,291.514,290.436,288.875,99475.000,289.514,289.341,289.207,289.456,289.246,289.110,99588.378,99541.323,99494.258,
2006-06-01 05:50:00,289.202,288.448,37.587,4.253,3.320,3.735,291.478,291.493,290.387,288.833,99483.333,289.360,289.233,289.119,289.322,289.153,289.030,99588.482,99541.410,99494.330,
2006-06-01 05:55:00,289.192,288.380,37.227,4.286,3.340,3.754,291.468,291.466,290.333,288.792,99491.667,289.397,289.222,289.086,289.338,289.125,288.986,99588.553,99541.480,99494.394,
2006-06-01 06:00:00,289.089,288.311,72.284,8.299,6.505,7.320,291.509,291.495,290.345,288.750,99500.000,289.256,289.121,289.000,289.215,289.036,288.908,99588.655,99541.565,99494.465,
2006-06-01 06:05:00,289.159,288.281,36.614,4.198,3.313,3.695,291.568,291.543,290.360,288.842,99508.333,289.376,289.193,289.045,289.318,289.089,288.935,99588.655,99541.576,99494.483,
2006-06-01 06:10:00,289.052,288.247,35.530,4.120,3.276,3.661,291.638,291.601,290.399,288.933,99516.667,289.231,289.086,288.958,289.186,288.996,288.860,99588.731,99541.635,99494.528,
2006-06-01 06:15:00,289.090,288.210,35.728,4.151,3.313,3.680,291.714,291.665,290.453,289.025,99525.000,289.317,289.124,288.971,289.252,289.016,288.860,99588.751,99541.662,99494.556,
2006-06-01 06:20:00,289.061,288.169,35.298,4.112,3.312,3.678,291.795,291.733,290.514,289.117,99533.333,289.265,289.099,288.953,289.213,288.996,288.842,99588.791,99541.697,99494.589,
2006-06-01 06:25:00,289.119,288.125,35.651,4.151,3.353,3.701,291.880,291.804,290.582,289.208,99541.667,289.377,289.159,288.984,289.304,289.035,288.857,99588.803,99541.719,99494.615,
2006-06-01 06:30:00,289.097,288.078,35.272,4.071,3.305,3.651,292.076,292.059,290.831,289.300,99550.000,289.339,289.142,288.970,289.277,289.021,288.840,99588.845,99541.758,99494.651,
2006-06-01 06:35:00,289.171,288.029,35.718,4.024,3.254,3.582,292.324,292.443,291.119,289.392,99558.333,289.467,289.217,289.016,289.383,289.074,288.869,99588.851,99541.776,99494.676,
2006-06-01 06:40:00,289.182,287.976,35.582,3.917,3.249,3.498,292.586,292.794,291.426,289.483,99566.667,289.467,289.233,289.031,289.392,289.090,288.880,99588.876,99541.804,99494.706,
2006-06-01 06:45:00,289.270,287.921,36.111,3.875,3.281,3.462,292.861,293.135,291.792,289.575,99575.000,289.611,289.324,289.091,289.515,289.158,288.921,99588.877,99541.819,99494.730,
2006-06-01 06:50:00,289.299,287.864,36.101,3.771,3.282,3.460,293.144,293.462,292.175,289.667,99583.333,289.635,289.359,289.121,289.546,289.191,288.945,99588.895,99541.844,99494.759,
2006-06-01 06:55:00,289.396,287.804,36.656,3.722,3.314,3.476,293.433,293.770,292.601,289.758,99591.667,289.787,289.459,289.190,289.678,289.268,288.993,99588.893,99541.858,99494.784,
2006-06-01 07:00:00,289.439,287.742,73.458,6.291,6.485,6.206,293.808,294.211,293.083,289.850,99600.000,289.832,289.509,289.232,289.727,289.313,289.026,99588.908,99541.881,99494.813,
2006-06-01 07:05:00,289.671,287.819,40.083,3.711,3.352,3.198,294.185,294.593,293.608,290.033,99600.000,290.122,289.747,289.434,289.999,289.526,289.204,99588.740,99541.752,99494.715,
2006-06-01 07:10:00,289.824,287.891,41.500,3.919,3.418,3.264,294.572,294.953,294.083,290.217,99600.000,290.279,289.902,289.583,290.156,289.676,289.349,99588.588,99541.625,99494.612,
2006-06-01 07:15:00,290.031,287.961,43.029,4.074,3.512,3.349,294.968,295.294,294.568,290.400,99600.000,290.526,290.112,289.770,290.388,289.869,289.522,99588.415,99541.486,99494.503,
2006-06-01 07:20:00,290.208,288.027,44.235,4.190,3.589,3.421,295.371,295.613,295.050,290.583,99600.000,290.722,290.295,289.936,290.582,290.040,289.675,99588.260,99541.361,99494.404,
2006-06-01 07:25:00,290.392,288.091,45.460,4.309,3.668,3.493,295.779,295.912,295.537,290.767,99600.000,290.940,290.483,290.103,290.789,290.213,289.828,99588.107,99541.238,99494.307,
2006-06-01 07:30:00,290.570,288.152,46.586,4.417,3.741,3.562,296.026,296.030,295.968,290.950,99600.000,291.141,290.664,290.268,290.984,290.382,289.980,99587.957,99541.118,99494.213,
2006-06-01 07:35:00,290.750,288.211,47.705,4.527,3.815,3.629,296.282,296.116,296.410,291.133,99600.000,291.354,290.849,290.431,291.187,290.551,290.130,99587.810,99541.000,99494.121,
2006-06-01 07:40:00,290.921,288.268,48.713,4.625,3.883,3.691,296.599,296.219,296.860,291.317,99600.000,291.552,291.024,290.588,291.377,290.713,290.273,99587.668,99540.887,99494.032,
2006-06-01 07:45:00,291.101,288.324,49.833,4.726,3.975,3.754,296.958,296.319,297.314,291.500,99600.000,291.765,291.208,290.750,291.579,290.881,290.421,99587.525,99540.773,99493.944,
2006-06-01 07:50:00,291.274,288.378,50.855,4.820,4.058,3.815,297.426,296.436,297.779,291.683,99600.000,291.967,291.386,290.908,291.773,291.045,290.566,99587.384,99540.661,99493.857,
2006-06-01 07:55:00,291.459,288.432,51.671,4.906,4.130,3.866,297.908,296.534,298.259,291.867,99600.000,292.187,291.576,291.075,291.983,291.218,290.717,99587.240,99540.547,99493.769,
2006-06-01 08:00:00,291.641,288.484,50.973,4.509,4.200,3.920,298.434,296.623,298.807,292.050,99600.000,292.400,291.762,291.241,292.187,291.390,290.867,99587.097,99540.435,99493.682,
2006-06-01 08:05:00,291.809,288.489,52.262,4.579,4.325,4.001,299.004,296.708,299.379,292.142,99600.000,292.604,291.936,291.390,292.380,291.546,290.999,99586.994,99540.360,99493.630,
2006-06-01 08:10:00,291.909,288.493,53.724,4.670,4.437,4.102,299.709,296.846,300.071,292.233,99600.000,292.719,292.039,291.482,292.492,291.641,291.081,99586.932,99540.314,99493.598,
2006-06-01 08:15:00,292.092,288.498,55.959,4.842,4.590,4.233,300.394,296.938,300.836,292.325,99600.000,292.953,292.229,291.637,292.711,291.807,291.213,99586.834,99540.247,99493.555,
2006-06-01 08:20:00,292.262,288.503,58.134,4.994,4.738,4.367,301.105,297.020,301.625,292.417,99600.000,293.137,292.405,291.800,292.894,291.973,291.362,99586.728,99540.168,99493.502,
2006-06-01 08:25:00,292.493,288.509,61.027,5.202,4.929,4.533,301.849,297.099,302.476,292.508,99600.000,293.425,292.644,292.001,293.165,292.185,291.537,99586.598,99540.077,99493.441,
2006-06-01 08:30:00,292.678,288.516,63.431,5.361,5.085,4.673,302.570,297.227,303.110,292.600,99600.000,293.627,292.837,292.176,293.367,292.366,291.696,99586.483,99539.992,99493.383,
2006-06-01 08:35:00,292.883,288.523,65.873,5.536,5.243,4.806,303.287,297.371,303.754,292.692,99600.000,293.889,293.050,292.352,293.613,292.553,291.845,99586.371,99539.914,99493.332,
2006-06-01 08:40:00,293.046,288.531,68.012,5.674,5.378,4.938,304.001,297.525,304.412,292.783,99600.000,294.072,293.222,292.504,293.795,292.712,291.980,99586.273,99539.843,99493.284,
2006-06-01 08:45:00,293.252,288.541,70.408,5.840,5.528,5.082,304.711,297.685,305.046,292.875,99600.000,294.330,293.436,292.682,294.038,292.900,292.132,99586.159,99539.764,99493.232,
2006-06-01 08:50:00,293.425,288.552,72.506,5.976,5.659,5.209,305.459,297.970,305.690,292.967,99600.000,294.527,293.618,292.842,294.233,293.067,292.273,99586.056,99539.689,99493.182,
2006-06-01 08:55:00,293.633,288.564,74.833,6.136,5.806,5.345,306.169,298.178,306.327,293.058,99600.000,294.787,293.835,293.023,294.479,293.259,292.427,99585.941,99539.608,99493.128,
2006-06-01 09:00:00,293.814,288.577,76.769,6.153,5.955,5.490,306.901,298.390,306.962,293.150,99600.000,294.994,294.026,293.189,294.684,293.432,292.571,99585.834,99539.531,99493.076,
2006-06-01 09:05:00,294.063,288.678,78.283,6.269,6.067,5.591,307.639,298.603,307.599,293.242,99600.000,295.289,294.283,293.413,294.967,293.666,292.772,99585.637,99539.375,99492.955,
2006-06-01 09:10:00,294.384,288.780,79.211,6.363,6.157,5.677,308.380,298.816,308.012,293.333,99600.000,295.644,294.614,293.717,295.316,293.978,293.053,99585.380,99539.170,99492.796,
2006-06-01 09:15:00,294.587,288.884,78.880,6.366,6.173,5.696,309.122,299.030,308.344,293.425,99600.000,295.839,294.818,293.924,295.515,294.185,293.262,99585.167,99538.990,99492.649,
2006-06-01 09:20:00,294.765,288.988,78.148,6.358,6.163,5.683,309.865,299.246,308.648,293.517,99600.000,296.045,294.999,294.086,295.712,294.352,293.411,99584.987,99538.838,99492.522,
2006-06-01 09:25:00,294.857,289.094,76.785,6.293,6.110,5.642,310.608,299.463,308.882,293.608,99600.000,296.113,295.089,294.192,295.788,294.454,293.525,99584.842,99538.706,99492.408,
2006-06-01 09:30:00,294.998,289.201,75.373,6.246,6.058,5.593,311.280,299.650,309.042,293.700,99600.000,296.274,295.228,294.323,295.939,294.587,293.653,99584.682,99538.569,99492.291,
2006-06-01 09:35:00,295.092,289.309,73.841,6.168,6.009,5.540,311.923,299.828,309.165,293.792,99600.000,296.344,295.320,294.429,296.017,294.689,293.766,99584.536,99538.437,99492.176,
2006-06-01 09:40:00,295.226,289.418,72.671,6.127,5.983,5.501,312.547,300.000,309.274,293.883,99600.000,296.495,295.453,294.555,296.161,294.816,293.888,99584.378,99538.300,99492.059,
2006-06-01 09:45:00,295.316,289.529,71.355,6.067,5.940,5.456,313.156,300.168,309.346,293.975,99600.000,296.565,295.542,294.656,296.237,294.914,293.995,99584.234,99538.170,99491.945,
2006-06-01 09:50:00,295.436,289.640,71.330,6.188,6.007,5.415,313.750,300.334,309.411,294.067,99600.000,296.698,295.661,294.770,296.364,295.029,294.108,99584.082,99538.037,99491.830,
2006-06-01 09:55:00,295.523,289.753,71.558,6.279,6.132,5.397,314.332,300.499,309.458,294.158,99600.000,296.767,295.747,294.866,296.439,295.123,294.210,99583.940,99537.908,99491.717,
2006-06-01 10:00:00,295.640,289.867,73.553,6.633,6.267,5.526,314.776,300.585,309.482,294.250,99600.000,296.893,295.862,294.979,296.560,295.235,294.321,99583.789,99537.775,99491.601,
2006-06-01 10:05:00,295.695,289.928,74.386,6.754,6.360,5.619,315.166,300.643,309.494,294.342,99600.000,296.935,295.917,295.041,296.607,295.296,294.387,99583.701,99537.695,99491.531,
2006-06-01 10:10:00,295.676,289.991,74.521,6.800,6.387,5.650,315.516,300.683,309.760,294.433,99600.000,296.911,295.895,295.024,296.583,295.277,294.374,99583.668,99537.659,99491.493,
2006-06-01 10:15:00,295.792,290.055,75.665,6.930,6.487,5.734,315.835,300.711,310.083,294.525,99600.000,297.062,296.017,295.123,296.723,295.384,294.456,99583.574,99537.584,99491.432,
2006-06-01 10:20:00,295.923,290.120,76.849,7.047,6.596,5.842,316.128,300.731,310.415,294.617,99600.000,297.186,296.150,295.257,296.852,295.518,294.587,99583.451,99537.481,99491.350,
2006-06-01 10:25:00,296.132,290.187,78.670,7.236,6.748,5.974,316.399,300.746,310.785,294.708,99600.000,297.443,296.366,295.440,297.096,295.710,294.748,99583.297,99537.361,99491.257,
2006-06-01 10:30:00,296.271,290.256,79.964,7.362,6.867,6.097,316.656,300.789,311.131,294.800,99600.000,297.581,296.510,295.579,297.239,295.852,294.878,99583.167,99537.253,99491.171,
2006-06-01 10:35:00,296.452,290.326,81.614,7.537,7.007,6.224,316.894,300.841,311.489,294.892,99600.000,297.807,296.698,295.737,297.452,296.018,295.016,99583.028,99537.144,99491.085,
2006-06-01 10:40:00,296.586,290.397,82.840,7.653,7.115,6.334,317.114,300.897,311.862,294.983,99600.000,297.942,296.838,295.870,297.591,296.154,295.141,99582.901,99537.039,99491.000,
2006-06-01 10:45:00,296.772,290.470,84.527,7.833,7.263,6.472,317.315,300.954,312.241,295.075,99600.000,298.167,297.029,296.034,297.806,296.326,295.287,99582.757,99536.924,99490.910,
2006-06-01 10:50:00,296.922,290.545,85.962,7.984,7.388,6.596,317.498,301.012,312.623,295.167,99600.000,298.323,297.186,296.181,297.964,296.476,295.422,99582.621,99536.813,99490.821,
2006-06-01 10:55:00,297.109,290.621,87.776,8.196,7.543,6.740,317.664,301.070,313.007,295.258,99600.000,298.548,297.380,296.348,298.179,296.651,295.571,99582.474,99536.695,99490.729,
2006-06-01 11:00:00,297.266,290.698,84.876,8.098,7.100,6.360,317.934,301.197,313.411,295.350,99600.000,298.715,297.544,296.500,298.348,296.807,295.710,99582.335,99536.581,99490.638,
2006-06-01 11:05:00,297.521,290.922,86.739,8.282,7.262,6.506,318.226,301.347,313.818,295.442,99600.000,298.996,297.802,296.739,298.622,297.052,295.937,99582.053,99536.339,99490.432,
2006-06-01 11:10:00,297.869,291.146,89.135,8.467,7.477,6.705,318.526,301.512,314.006,295.533,99600.000,299.359,298.157,297.080,298.984,297.397,296.266,99581.691,99536.032,99490.177,
2006-06-01 11:15:00,298.084,291.372,90.741,8.576,7.602,6.848,318.825,301.687,314.222,295.625,99600.000,299.540,298.368,297.312,299.177,297.623,296.510,99581.384,99535.757,99489.939,
2006-06-01 11:20:00,298.345,291.598,92.646,8.719,7.758,7.001,319.119,301.869,314.368,295.717,99600.000,299.823,298.634,297.562,299.454,297.878,296.749,99581.077,99535.491,99489.710,
2006-06-01 11:25:00,298.520,291.824,93.878,8.798,7.747,7.129,319.406,302.058,314.372,295.808,99600.000,299.946,298.804,297.765,299.593,298.073,296.971,99580.792,99535.232,99489.484,
