cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,
2004-06-01 00:05:00,292.209,0.000,288.194,288.314,282.650,291.258,99200.000,
2004-06-01 00:10:00,291.721,0.000,288.446,288.557,282.866,291.267,99200.000,
2004-06-01 00:15:00,291.734,0.000,288.745,288.849,282.978,291.275,99200.000,
2004-06-01 00:20:00,291.965,0.000,289.087,289.183,283.159,291.283,99200.000,
2004-06-01 00:25:00,292.029,0.000,289.380,289.469,283.634,291.292,99200.000,
2004-06-01 00:30:00,291.992,0.000,289.622,289.703,284.229,291.300,99200.000,
2004-06-01 00:35:00,291.853,0.000,289.804,289.878,284.965,291.308,99200.000,
2004-06-01 00:40:00,291.785,0.000,289.976,290.043,285.601,291.317,99200.000,
2004-06-01 00:45:00,291.722,0.000,290.140,290.193,286.229,291.325,99200.000,
2004-06-01 00:50:00,291.725,0.000,290.310,290.356,286.804,291.333,99200.000,
2004-06-01 00:55:00,291.719,0.000,290.475,290.517,287.329,291.342,99200.000,
2004-06-01 01:00:00,291.748,0.000,290.592,290.630,287.731,291.350,99200.000,
2004-06-01 01:05:00,291.753,0.000,290.680,290.716,288.055,291.350,99200.000,
2004-06-01 01:10:00,291.773,0.000,290.757,290.790,288.378,291.350,99200.000,
2004-06-01 01:15:00,291.774,0.000,290.818,290.848,288.619,291.350,99200.000,
2004-06-01 01:20:00,291.789,0.000,290.873,290.902,288.856,291.350,99200.000,
2004-06-01 01:25:00,291.788,0.000,290.918,290.945,289.035,291.350,99200.000,
2004-06-01 01:30:00,291.798,0.000,290.960,290.985,289.212,291.350,99200.000,
2004-06-01 01:35:00,291.796,0.000,290.994,291.018,289.347,291.350,99200.000,
2004-06-01 01:40:00,291.803,0.000,291.027,291.050,289.481,291.350,99200.000,
2004-06-01 01:45:00,291.800,0.000,291.054,291.076,289.584,291.350,99200.000,
2004-06-01 01:50:00,291.805,0.000,291.081,291.102,289.687,291.350,99200.000,
2004-06-01 01:55:00,291.801,0.000,291.103,291.123,289.767,291.350,99200.000,
2004-06-01 02:00:00,291.804,0.000,291.123,291.142,289.843,291.350,99200.000,
2004-06-01 02:05:00,291.801,0.000,291.139,291.157,289.900,291.358,99208.333,
2004-06-01 02:10:00,291.696,0.000,291.122,291.139,289.934,291.367,99216.667,
2004-06-01 02:15:00,291.637,0.000,291.104,291.120,289.926,291.375,99225.000,
2004-06-01 02:20:00,291.653,0.000,291.106,291.121,289.825,291.383,99233.333,
2004-06-01 02:25:00,291.690,0.000,291.120,291.134,289.762,291.392,99241.667,
2004-06-01 02:30:00,291.705,0.000,291.133,291.147,289.750,291.400,99250.000,
2004-06-01 02:35:00,291.712,0.000,291.144,291.158,289.752,291.408,99258.333,
2004-06-01 02:40:00,291.708,0.000,291.152,291.165,289.745,291.417,99266.667,
2004-06-01 02:45:00,291.708,0.000,291.160,291.172,289.747,291.425,99275.000,
2004-06-01 02:50:00,291.708,0.000,291.167,291.178,289.743,291.433,99283.333,
2004-06-01 02:55:00,291.712,0.000,291.174,291.186,289.743,291.442,99291.667,
2004-06-01 03:00:00,291.715,0.000,291.184,291.195,289.749,291.450,99300.000,
2004-06-01 03:05:00,291.689,0.000,291.185,291.196,289.754,291.408,99308.333,
2004-06-01 03:10:00,291.649,0.000,291.179,291.189,289.755,291.367,99316.667,
2004-06-01 03:15:00,291.608,0.000,291.169,291.178,289.755,291.325,99325.000,
2004-06-01 03:20:00,291.566,0.000,291.156,291.165,289.754,291.283,99333.333,
2004-06-01 03:25:00,291.526,0.000,291.141,291.150,289.751,291.242,99341.667,
2004-06-01 03:30:00,291.485,0.000,291.125,291.133,289.749,291.200,99350.000,
2004-06-01 03:35:00,291.444,0.000,291.107,291.115,289.746,291.158,99358.333,
2004-06-01 03:40:00,291.403,0.000,291.088,291.096,289.744,291.117,99366.667,
2004-06-01 03:45:00,291.361,0.000,291.069,291.076,289.741,291.075,99375.000,
2004-06-01 03:50:00,291.320,0.000,291.048,291.056,289.738,291.033,99383.333,
2004-06-01 03:55:00,291.279,0.000,291.028,291.034,289.735,290.992,99391.667,
2004-06-01 04:00:00,291.238,0.000,291.000,291.007,289.717,290.950,99400.000,
2004-06-01 04:05:00,291.127,0.000,290.948,290.955,289.686,290.808,99400.000,
2004-06-01 04:10:00,290.987,0.000,290.878,290.884,289.670,290.667,99400.000,
2004-06-01 04:15:00,290.829,0.000,290.792,290.797,289.648,290.525,99400.000,
2004-06-01 04:20:00,290.674,0.000,290.845,290.940,289.839,290.383,99400.000,
2004-06-01 04:25:00,290.527,0.000,290.824,290.918,289.879,290.242,99400.000,
2004-06-01 04:30:00,290.379,0.000,290.812,290.924,289.952,290.100,99400.000,
2004-06-01 04:35:00,290.268,0.000,290.814,290.941,290.044,289.958,99400.000,
2004-06-01 04:40:00,290.009,0.000,290.778,290.915,290.037,289.817,99400.000,
2004-06-01 04:45:00,289.988,0.000,290.798,290.943,290.095,289.675,99400.000,
2004-06-01 04:50:00,289.797,0.000,290.789,290.938,290.092,289.533,99400.000,
2004-06-01 04:55:00,289.788,0.000,290.826,290.972,290.126,289.392,99400.000,
2004-06-01 05:00:00,289.562,106.451,290.798,290.936,290.068,289.250,99400.000,
