cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J_m2],heatConsump[J_m2],ElecTotal[J_m2],GasTotal[J_m2],sensCoolDemand[W_m2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,298.876,0.010,100575.447,131.158,9283.711,0.000,1877.083,17.667,30.946,300.000,300.000,300.000,291.250,99200.000,299.188,100695.699,
2004-06-01 00:05:00,295.471,0.011,100596.754,0.258,0.000,0.000,1453.126,17.667,0.000,299.946,299.946,298.677,291.258,99200.000,296.140,100719.127,
2004-06-01 00:10:00,292.916,0.011,100601.624,0.258,0.000,0.000,1453.126,17.667,0.000,299.855,299.855,297.489,291.267,99200.000,293.194,100724.999,
2004-06-01 00:15:00,292.545,0.011,100602.269,0.258,0.000,0.000,1453.126,17.667,0.000,299.613,299.613,296.172,291.275,99200.000,292.735,100725.776,
2004-06-01 00:20:00,292.684,0.011,100602.074,0.258,0.000,0.000,1453.126,17.667,0.000,299.311,299.311,295.005,291.283,99200.000,292.900,100725.530,
2004-06-01 00:25:00,292.853,0.011,100601.818,0.258,0.000,0.000,1453.126,17.667,0.000,299.046,299.046,294.083,291.292,99200.000,293.101,100725.210,
2004-06-01 00:30:00,292.971,0.011,100601.614,0.258,0.000,0.000,1453.126,17.667,0.000,298.840,298.840,293.365,291.300,99200.000,293.240,100724.962,
2004-06-01 00:35:00,293.012,0.011,100601.531,0.258,0.000,0.000,1453.126,17.667,0.000,298.678,298.678,292.794,291.308,99200.000,293.286,100724.862,
2004-06-01 00:40:00,293.010,0.011,100601.516,0.258,0.000,0.000,1453.126,17.667,0.000,298.548,298.548,292.333,291.317,99200.000,293.283,100724.846,
2004-06-01 00:45:00,292.987,0.011,100601.544,0.258,0.000,0.000,1453.126,17.667,0.000,298.436,298.436,291.951,291.325,99200.000,293.255,100724.883,
2004-06-01 00:50:00,292.963,0.011,100601.571,0.258,0.000,0.000,1453.126,17.667,0.000,298.338,298.338,291.625,291.333,99200.000,293.226,100724.918,
2004-06-01 00:55:00,292.943,0.011,100601.596,0.258,0.000,0.000,1453.126,17.667,0.000,298.250,298.250,291.340,291.342,99200.000,293.202,100724.951,
2004-06-01 01:00:00,292.930,0.012,100601.606,0.258,0.000,0.000,1453.126,17.667,0.000,298.168,298.168,291.090,291.350,99200.000,293.186,100724.966,
2004-06-01 01:05:00,292.918,0.012,100601.629,0.258,0.000,0.000,1453.126,17.667,0.000,298.093,298.093,290.870,291.350,99200.000,293.172,100724.993,
2004-06-01 01:10:00,292.907,0.012,100601.649,0.258,0.000,0.000,1453.126,17.667,0.000,298.024,298.024,290.675,291.350,99200.000,293.159,100725.017,
2004-06-01 01:15:00,292.896,0.012,100601.673,0.258,0.000,0.000,1453.126,17.667,0.000,297.959,297.959,290.500,291.350,99200.000,293.146,100725.045,
2004-06-01 01:20:00,292.885,0.011,100601.693,0.258,0.000,0.000,1453.126,17.667,0.000,297.897,297.897,290.344,291.350,99200.000,293.133,100725.070,
2004-06-01 01:25:00,292.874,0.011,100601.715,0.258,0.000,0.000,1453.126,17.667,0.000,297.840,297.840,290.205,291.350,99200.000,293.120,100725.096,
2004-06-01 01:30:00,292.864,0.011,100601.734,0.258,0.000,0.000,1453.126,17.667,0.000,297.785,297.785,290.080,291.350,99200.000,293.109,100725.118,
2004-06-01 01:35:00,292.855,0.011,100601.754,0.258,0.000,0.000,1453.126,17.667,0.000,297.732,297.732,289.968,291.350,99200.000,293.098,100725.142,
2004-06-01 01:40:00,292.846,0.011,100601.771,0.258,0.000,0.000,1453.126,17.667,0.000,297.683,297.683,289.867,291.350,99200.000,293.087,100725.162,
2004-06-01 01:45:00,292.837,0.011,100601.789,0.258,0.000,0.000,1453.126,17.667,0.000,297.635,297.635,289.777,291.350,99200.000,293.077,100725.183,
2004-06-01 01:50:00,292.829,0.011,100601.805,0.258,0.000,0.000,1453.126,17.667,0.000,297.589,297.589,289.696,291.350,99200.000,293.067,100725.202,
2004-06-01 01:55:00,292.821,0.011,100601.822,0.258,0.000,0.000,1453.126,17.667,0.000,297.544,297.544,289.622,291.350,99200.000,293.058,100725.222,
2004-06-01 02:00:00,292.813,0.011,100601.837,0.258,0.000,0.000,1453.126,17.667,0.000,297.502,297.502,289.556,291.350,99200.000,293.049,100725.240,
2004-06-01 02:05:00,292.808,0.011,100601.837,0.258,0.000,0.000,1453.126,17.667,0.000,297.460,297.460,289.496,291.358,99208.333,293.042,100725.243,
2004-06-01 02:10:00,292.804,0.011,100601.831,0.258,0.000,0.000,1453.126,17.667,0.000,297.421,297.421,289.444,291.367,99216.667,293.036,100725.237,
2004-06-01 02:15:00,292.802,0.011,100601.822,0.258,0.000,0.000,1453.126,17.667,0.000,297.382,297.382,289.401,291.375,99225.000,293.033,100725.228,
2004-06-01 02:20:00,292.800,0.011,100601.811,0.258,0.000,0.000,1453.126,17.667,0.000,297.346,297.346,289.364,291.383,99233.333,293.030,100725.218,
2004-06-01 02:25:00,292.798,0.011,100601.800,0.258,0.000,0.000,1453.126,17.667,0.000,297.310,297.310,289.334,291.392,99241.667,293.027,100725.208,
2004-06-01 02:30:00,292.796,0.011,100601.789,0.258,0.000,0.000,1453.126,17.667,0.000,297.276,297.276,289.309,291.400,99250.000,293.024,100725.197,
2004-06-01 02:35:00,292.794,0.011,100601.778,0.258,0.000,0.000,1453.126,17.667,0.000,297.242,297.242,289.289,291.408,99258.333,293.021,100725.186,
2004-06-01 02:40:00,292.792,0.011,100601.766,0.258,0.000,0.000,1453.126,17.667,0.000,297.210,297.210,289.273,291.417,99266.667,293.018,100725.175,
2004-06-01 02:45:00,292.791,0.011,100601.754,0.258,0.000,0.000,1453.126,17.667,0.000,297.179,297.179,289.261,291.425,99275.000,293.015,100725.163,
2004-06-01 02:50:00,292.790,0.011,100601.741,0.258,0.000,0.000,1453.126,17.667,0.000,297.148,297.148,289.253,291.433,99283.333,293.013,100725.150,
2004-06-01 02:55:00,292.788,0.011,100601.728,0.258,0.000,0.000,1453.126,17.667,0.000,297.119,297.119,289.248,291.442,99291.667,293.010,100725.137,
2004-06-01 03:00:00,292.787,0.011,100601.714,0.258,0.000,0.000,1453.126,17.667,0.000,297.090,297.090,289.246,291.450,99300.000,293.008,100725.123,
2004-06-01 03:05:00,292.769,0.011,100601.864,0.258,0.000,0.000,1453.126,17.667,0.000,297.062,297.062,289.246,291.408,99308.333,292.992,100725.282,
2004-06-01 03:10:00,292.731,0.011,100602.076,0.258,0.000,0.000,1453.126,17.667,0.000,297.035,297.035,289.252,291.367,99316.667,292.955,100725.511,
2004-06-01 03:15:00,292.680,0.011,100602.314,0.258,0.000,0.000,1453.126,17.667,0.000,297.008,297.008,289.264,291.325,99325.000,292.904,100725.771,
2004-06-01 03:20:00,292.626,0.011,100602.554,0.258,0.000,0.000,1453.126,17.667,0.000,296.980,296.980,289.281,291.283,99333.333,292.850,100726.034,
2004-06-01 03:25:00,292.576,0.011,100602.789,0.258,0.000,0.000,1453.126,17.667,0.000,296.952,296.952,289.303,291.242,99341.667,292.800,100726.290,
2004-06-01 03:30:00,292.529,0.011,100603.018,0.258,0.000,0.000,1453.126,17.667,0.000,296.922,296.922,289.327,291.200,99350.000,292.753,100726.539,
2004-06-01 03:35:00,292.485,0.011,100603.243,0.258,0.000,0.000,1453.126,17.667,0.000,296.892,296.892,289.356,291.158,99358.333,292.710,100726.783,
2004-06-01 03:40:00,292.442,0.011,100603.467,0.258,0.000,0.000,1453.126,17.667,0.000,296.863,296.863,289.387,291.117,99366.667,292.667,100727.026,
2004-06-01 03:45:00,292.398,0.011,100603.691,0.258,0.000,0.000,1453.126,17.667,0.000,296.833,296.833,289.421,291.075,99375.000,292.624,100727.269,
2004-06-01 03:50:00,292.354,0.011,100603.915,0.258,0.000,0.000,1453.126,17.667,0.000,296.803,296.803,289.457,291.033,99383.333,292.581,100727.512,
2004-06-01 03:55:00,292.310,0.011,100604.141,0.258,0.000,0.000,1453.126,17.667,0.000,296.773,296.773,289.496,290.992,99391.667,292.538,100727.757,
2004-06-01 04:00:00,292.266,0.011,100604.366,0.258,0.000,0.000,1453.126,17.667,0.000,296.744,296.744,289.537,290.950,99400.000,292.494,100728.001,
2004-06-01 04:05:00,292.175,0.010,100605.016,0.258,0.000,0.000,1453.126,17.667,0.000,296.714,296.714,289.579,290.808,99400.000,292.412,100728.692,
2004-06-01 04:10:00,292.039,0.010,100605.796,0.258,0.000,0.000,1453.126,17.667,0.000,296.687,296.686,289.658,290.667,99400.000,292.283,100729.533,
2004-06-01 04:15:00,291.872,0.010,100606.617,0.258,0.000,0.000,1453.126,17.667,0.000,296.658,296.656,289.756,290.525,99400.000,292.118,100730.428,
2004-06-01 04:20:00,291.706,0.010,100607.422,0.258,0.000,0.000,1453.126,17.667,0.000,296.625,296.622,289.872,290.383,99400.000,291.952,100731.305,
2004-06-01 04:25:00,291.551,0.010,100608.200,0.258,0.000,0.000,1453.126,17.667,0.000,296.588,296.584,290.003,290.242,99400.000,291.798,100732.150,
2004-06-01 04:30:00,291.405,0.010,100608.966,0.258,0.000,0.000,1453.126,17.667,0.000,296.546,296.542,290.148,290.100,99400.000,291.655,100732.979,
2004-06-01 04:35:00,291.463,0.010,100609.393,0.258,0.000,0.000,1453.126,17.667,0.000,296.502,296.497,290.305,289.958,99400.000,291.747,100733.392,
2004-06-01 04:40:00,291.416,0.010,100609.985,0.258,0.000,0.000,1453.126,17.667,0.000,296.445,296.439,290.480,289.817,99400.000,291.723,100734.011,
2004-06-01 04:45:00,291.457,0.010,100610.425,0.258,0.000,0.000,1453.126,17.667,0.000,296.406,296.400,290.652,289.675,99400.000,291.798,100734.445,
2004-06-01 04:50:00,291.396,0.010,100611.008,0.258,0.000,0.000,1453.126,17.667,0.000,296.361,296.355,290.811,289.533,99400.000,291.755,100735.059,
2004-06-01 04:55:00,291.396,0.010,100611.509,0.413,0.000,0.000,1614.585,28.267,0.000,296.330,296.323,290.955,289.392,99400.000,291.782,100735.571,
2004-06-01 05:00:00,291.316,0.010,100612.111,0.413,0.000,0.000,1614.585,28.267,0.000,296.292,296.285,291.075,289.250,99400.000,291.716,100736.211,
2004-06-01 05:05:00,291.300,0.009,100612.450,0.413,0.000,0.000,1614.585,28.267,0.000,296.263,296.255,291.178,289.208,99408.333,291.719,100736.565,
