cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J_m2],heatConsump[J_m2],ElecTotal[J_m2],GasTotal[J_m2],sensCoolDemand[W_m2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 08:40:00,294.526,0.008,100606.922,1022.413,72383.511,0.000,9118.020,123.668,241.278,301.502,297.985,323.100,292.783,99600.000,295.027,100729.689,
2004-06-01 08:45:00,294.568,0.008,100606.840,1026.433,72668.633,0.000,9131.040,123.668,242.229,301.675,298.070,323.551,292.875,99600.000,295.079,100729.592,
2004-06-01 08:50:00,294.602,0.008,100606.772,1030.139,72931.458,0.000,9143.043,123.668,243.105,301.842,298.152,323.993,292.967,99600.000,295.120,100729.511,
2004-06-01 08:55:00,294.630,0.008,100606.712,1033.806,73180.583,0.000,9154.419,134.268,243.935,302.004,298.231,324.433,293.058,99600.000,295.155,100729.441,
2004-06-01 09:00:00,294.650,0.008,100606.663,1037.035,73409.536,0.000,9164.875,134.268,244.698,302.160,298.308,324.867,293.150,99600.000,295.182,100729.385,
2004-06-01 09:05:00,294.681,0.009,100606.397,1039.108,73556.616,0.000,9171.591,134.268,245.189,302.313,298.383,325.301,293.242,99600.000,295.213,100729.106,
2004-06-01 09:10:00,294.767,0.009,100605.934,1043.108,73840.305,0.000,9184.547,134.268,246.134,302.452,298.452,325.610,293.333,99600.000,295.291,100728.605,
2004-06-01 09:15:00,294.901,0.008,100605.337,1048.775,74242.187,0.000,9202.899,134.268,247.474,302.579,298.516,325.800,293.425,99600.000,295.414,100727.948,
2004-06-01 09:20:00,295.059,0.008,100604.692,1055.273,74703.037,0.000,9223.945,134.268,249.010,302.701,298.579,325.943,293.517,99600.000,295.567,100727.235,
2004-06-01 09:25:00,295.214,0.008,100604.052,1061.680,75157.434,0.000,9244.695,134.268,250.525,302.819,298.643,326.047,293.608,99600.000,295.719,100726.528,
2004-06-01 09:30:00,295.366,0.008,100603.422,1067.955,75602.441,0.000,9265.017,134.268,252.008,302.936,298.709,326.122,293.700,99600.000,295.870,100725.834,
2004-06-01 09:35:00,295.510,0.008,100602.805,1073.948,76027.496,0.000,9284.428,134.268,253.425,303.052,298.776,326.163,293.792,99600.000,296.013,100725.155,
2004-06-01 09:40:00,295.649,0.007,100602.195,1079.778,76440.977,0.000,9303.311,134.268,254.803,303.165,298.843,326.183,293.883,99600.000,296.150,100724.486,
2004-06-01 09:45:00,295.782,0.007,100601.593,1085.371,76837.644,0.000,9321.425,134.268,256.125,303.276,298.911,326.182,293.975,99600.000,296.281,100723.828,
2004-06-01 09:50:00,295.911,0.007,100600.999,1090.801,77222.751,0.000,9339.012,134.268,257.409,303.386,298.978,326.169,294.067,99600.000,296.407,100723.179,
2004-06-01 09:55:00,296.033,0.007,100600.412,1087.143,76959.640,0.000,9326.996,137.801,256.532,303.492,299.044,326.146,294.158,99600.000,296.527,100722.540,
2004-06-01 10:00:00,296.178,0.006,100599.815,1079.671,76429.714,0.000,9302.796,137.801,254.766,303.540,299.103,326.117,294.250,99600.000,296.675,100721.890,
2004-06-01 10:05:00,296.325,0.006,100599.342,1071.795,75871.173,0.000,9277.290,137.801,252.904,303.523,299.159,326.081,294.342,99600.000,296.833,100721.366,
2004-06-01 10:10:00,296.431,0.006,100598.990,1062.213,75191.596,0.000,9246.256,137.801,250.639,303.455,299.212,326.041,294.433,99600.000,296.955,100720.980,
2004-06-01 10:15:00,296.514,0.006,100598.708,1052.051,74470.839,0.000,9213.341,137.801,248.236,303.348,299.260,326.067,294.525,99600.000,297.054,100720.675,
2004-06-01 10:20:00,296.583,0.006,100598.447,1041.600,73729.655,0.000,9179.494,137.801,245.766,303.205,299.298,326.124,294.617,99600.000,297.135,100720.396,
2004-06-01 10:25:00,296.667,0.005,100598.162,1031.914,73042.734,0.000,9148.124,137.801,243.476,303.034,299.327,326.217,294.708,99600.000,297.231,100720.089,
2004-06-01 10:30:00,296.758,0.005,100597.855,1021.957,72336.562,0.000,9115.876,137.801,241.122,302.840,299.348,326.335,294.800,99600.000,297.335,100719.755,
2004-06-01 10:35:00,296.867,0.005,100597.523,1012.536,71668.369,0.000,9085.361,137.801,238.895,302.626,299.363,326.483,294.892,99600.000,297.459,100719.393,
2004-06-01 10:40:00,296.980,0.005,100597.179,1004.171,71075.132,0.000,9058.270,137.801,236.917,302.394,299.373,326.649,294.983,99600.000,297.590,100719.017,
2004-06-01 10:45:00,297.110,0.005,100596.798,996.661,70542.494,0.000,9033.947,137.801,235.142,302.150,299.382,326.832,295.075,99600.000,297.740,100718.598,
2004-06-01 10:50:00,297.257,0.005,100596.382,989.683,70047.639,0.000,9011.348,137.801,233.492,301.902,299.396,327.022,295.167,99600.000,297.908,100718.137,
2004-06-01 10:55:00,297.407,0.005,100595.954,1001.169,70832.961,0.000,9047.211,166.068,236.110,301.651,299.413,327.225,295.258,99600.000,298.081,100717.663,
2004-06-01 11:00:00,297.513,0.005,100595.521,1019.233,72114.091,0.000,9105.716,166.068,240.380,301.506,299.447,327.436,295.350,99600.000,298.195,100717.185,
2004-06-01 11:05:00,297.618,0.005,100594.736,1035.721,73283.459,0.000,9159.117,166.068,244.278,301.486,299.494,327.652,295.442,99600.000,298.287,100716.348,
2004-06-01 11:10:00,297.730,0.005,100593.813,1052.103,74445.305,0.000,9212.175,166.068,248.151,301.540,299.544,327.623,295.533,99600.000,298.370,100715.365,
2004-06-01 11:15:00,297.817,0.005,100592.935,1067.422,75531.742,0.000,9261.789,166.068,251.772,301.646,299.594,327.449,295.625,99600.000,298.431,100714.437,
2004-06-01 11:20:00,297.937,0.005,100591.965,1082.710,76616.029,0.000,9311.305,166.068,255.387,301.792,299.651,327.258,295.717,99600.000,298.516,100713.403,
2004-06-01 11:25:00,298.121,0.005,100590.868,1099.322,77794.194,0.000,9365.108,166.068,259.314,301.964,299.712,327.042,295.808,99600.000,298.665,100712.215,
2004-06-01 11:30:00,298.295,0.005,100589.793,1114.941,78901.896,0.000,9415.693,166.068,263.006,302.154,299.780,326.826,295.900,99600.000,298.811,100711.053,
2004-06-01 11:35:00,298.453,0.005,100588.750,1129.402,79927.460,0.000,9462.527,166.068,266.425,302.358,299.855,326.573,295.992,99600.000,298.943,100709.930,
2004-06-01 11:40:00,298.620,0.005,100587.665,1143.571,80932.367,0.000,9508.417,166.068,269.775,302.571,299.935,326.240,296.083,99600.000,299.076,100708.761,
2004-06-01 11:45:00,298.792,0.005,100586.575,1156.785,81869.539,0.000,9551.215,166.068,272.898,302.787,300.017,325.817,296.175,99600.000,299.218,100707.585,
2004-06-01 11:50:00,298.905,0.005,100585.634,1166.753,82576.512,0.000,9583.500,166.068,275.255,303.004,300.100,325.332,296.267,99600.000,299.309,100706.582,
2004-06-01 11:55:00,298.999,0.005,100584.720,1083.435,76630.864,0.000,8989.065,201.401,255.436,303.211,300.179,324.796,296.358,99600.000,299.376,100705.614,
2004-06-01 12:00:00,299.038,0.005,100584.052,1081.346,76482.658,0.000,8982.297,201.401,254.942,303.375,300.248,324.206,296.450,99600.000,299.413,100704.922,
2004-06-01 12:05:00,299.049,0.005,100584.079,1084.592,76712.921,0.000,8992.812,201.401,255.710,303.485,300.307,323.601,296.450,99600.000,299.427,100704.943,
2004-06-01 12:10:00,299.044,0.005,100584.268,1087.295,76904.589,0.000,9001.565,201.401,256.349,303.596,300.365,323.358,296.450,99600.000,299.423,100705.132,
2004-06-01 12:15:00,298.946,0.005,100584.682,1086.731,76864.629,0.000,8999.740,201.401,256.215,303.705,300.422,323.052,296.450,99600.000,299.344,100705.593,
2004-06-01 12:20:00,298.815,0.005,100585.212,1084.991,76741.216,0.000,8994.105,201.401,255.804,303.815,300.478,323.019,296.450,99600.000,299.233,100706.180,
2004-06-01 12:25:00,298.693,0.005,100585.720,1083.566,76640.157,0.000,8989.489,201.401,255.467,303.918,300.528,323.171,296.450,99600.000,299.118,100706.741,
2004-06-01 12:30:00,298.637,0.005,100586.090,1084.480,76704.984,0.000,8992.450,201.401,255.683,304.019,300.574,323.554,296.450,99600.000,299.066,100707.133,
2004-06-01 12:35:00,298.616,0.005,100586.368,1086.637,76857.950,0.000,8999.435,201.401,256.193,304.116,300.615,324.084,296.450,99600.000,299.048,100707.420,
2004-06-01 12:40:00,298.571,0.005,100586.733,1087.925,76949.272,0.000,9003.606,201.401,256.498,304.215,300.657,324.744,296.450,99600.000,299.019,100707.805,
2004-06-01 12:45:00,298.524,0.005,100587.060,1089.167,77037.380,0.000,9007.629,201.401,256.791,304.316,300.700,325.447,296.450,99600.000,298.980,100708.153,
2004-06-01 12:50:00,298.492,0.005,100587.354,1090.960,77164.523,0.000,9013.436,201.401,257.215,304.419,300.745,326.142,296.450,99600.000,298.957,100708.461,
2004-06-01 12:55:00,298.433,0.005,100587.698,1179.084,83425.419,0.000,9622.267,190.801,278.085,304.521,300.789,326.813,296.450,99600.000,298.910,100708.831,
2004-06-01 13:00:00,298.381,0.005,100587.950,1180.258,83508.708,0.000,9626.070,190.801,278.362,304.625,300.834,327.452,296.450,99600.000,298.853,100709.104,
2004-06-01 13:05:00,298.334,0.005,100587.883,1180.616,83534.079,0.000,9627.229,190.801,278.447,304.728,300.878,328.041,296.500,99600.000,298.799,100709.054,
2004-06-01 13:10:00,298.401,0.005,100587.475,1184.980,83843.618,0.000,9641.365,190.801,279.479,304.828,300.916,328.515,296.550,99600.000,298.846,100708.615,
2004-06-01 13:15:00,298.552,0.005,100586.823,1192.329,84364.765,0.000,9665.164,190.801,281.216,304.923,300.947,328.713,296.600,99600.000,298.972,100707.894,
2004-06-01 13:20:00,298.747,0.005,100586.100,1201.203,84994.147,0.000,9693.905,190.801,283.314,305.021,300.980,328.820,296.650,99600.000,299.153,100707.087,
2004-06-01 13:25:00,298.917,0.005,100585.444,1209.217,85562.537,0.000,9719.862,190.801,285.208,305.124,301.017,328.887,296.700,99600.000,299.318,100706.358,
2004-06-01 13:30:00,299.067,0.005,100584.854,1216.505,86079.382,0.000,9743.464,190.801,286.931,305.236,301.061,328.967,296.750,99600.000,299.468,100705.706,
2004-06-01 13:35:00,299.195,0.005,100584.307,1223.038,86542.718,0.000,9764.623,190.801,288.476,305.351,301.108,329.037,296.800,99600.000,299.595,100705.106,
2004-06-01 13:40:00,299.319,0.005,100583.770,1229.403,86994.153,0.000,9785.239,190.801,289.981,305.469,301.156,329.116,296.850,99600.000,299.716,100704.518,
