cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J_m2],heatConsump[J_m2],ElecTotal[J_m2],GasTotal[J_m2],sensCoolDemand[W_m2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,295.471,0.011,100596.754,0.258,0.000,0.000,1453.126,17.667,0.000,299.946,299.946,298.677,291.258,99200.000,296.140,100719.127,
2004-06-01 00:10:00,292.915,0.011,100601.626,0.258,0.000,0.000,1453.126,17.667,0.000,299.854,299.854,297.489,291.267,99200.000,293.193,100725.000,
2004-06-01 00:15:00,292.544,0.011,100602.270,0.258,0.000,0.000,1453.126,17.667,0.000,299.614,299.614,296.172,291.275,99200.000,292.734,100725.778,
2004-06-01 00:20:00,292.682,0.011,100602.077,0.258,0.000,0.000,1453.126,17.667,0.000,299.313,299.313,295.005,291.283,99200.000,292.897,100725.533,
2004-06-01 00:25:00,292.851,0.011,100601.821,0.258,0.000,0.000,1453.126,17.667,0.000,299.050,299.050,294.083,291.292,99200.000,293.098,100725.214,
2004-06-01 00:30:00,292.968,0.011,100601.617,0.258,0.000,0.000,1453.126,17.667,0.000,298.845,298.845,293.365,291.300,99200.000,293.236,100724.966,
2004-06-01 00:35:00,293.009,0.011,100601.534,0.258,0.000,0.000,1453.126,17.667,0.000,298.684,298.684,292.794,291.308,99200.000,293.283,100724.866,
2004-06-01 00:40:00,293.008,0.011,100601.518,0.258,0.000,0.000,1453.126,17.667,0.000,298.554,298.554,292.333,291.317,99200.000,293.280,100724.849,
2004-06-01 00:45:00,292.985,0.011,100601.546,0.258,0.000,0.000,1453.126,17.667,0.000,298.444,298.444,291.951,291.325,99200.000,293.252,100724.886,
2004-06-01 00:50:00,292.961,0.011,100601.573,0.258,0.000,0.000,1453.126,17.667,0.000,298.346,298.346,291.625,291.333,99200.000,293.224,100724.921,
2004-06-01 00:55:00,292.941,0.011,100601.598,0.258,0.000,0.000,1453.126,17.667,0.000,298.258,298.258,291.340,291.342,99200.000,293.200,100724.953,
2004-06-01 01:00:00,292.928,0.012,100601.608,0.258,0.000,0.000,1453.126,17.667,0.000,298.177,298.177,291.090,291.350,99200.000,293.184,100724.968,
2004-06-01 01:05:00,292.916,0.012,100601.630,0.258,0.000,0.000,1453.126,17.667,0.000,298.102,298.102,290.870,291.350,99200.000,293.170,100724.995,
2004-06-01 01:10:00,292.906,0.012,100601.650,0.258,0.000,0.000,1453.126,17.667,0.000,298.033,298.033,290.675,291.350,99200.000,293.157,100725.019,
2004-06-01 01:15:00,292.894,0.012,100601.675,0.258,0.000,0.000,1453.126,17.667,0.000,297.968,297.968,290.500,291.350,99200.000,293.144,100725.047,
2004-06-01 01:20:00,292.883,0.011,100601.695,0.258,0.000,0.000,1453.126,17.667,0.000,297.907,297.907,290.344,291.350,99200.000,293.131,100725.072,
2004-06-01 01:25:00,292.873,0.011,100601.717,0.258,0.000,0.000,1453.126,17.667,0.000,297.849,297.849,290.205,291.350,99200.000,293.118,100725.098,
2004-06-01 01:30:00,292.863,0.011,100601.735,0.258,0.000,0.000,1453.126,17.667,0.000,297.794,297.794,290.080,291.350,99200.000,293.107,100725.120,
2004-06-01 01:35:00,292.853,0.011,100601.755,0.258,0.000,0.000,1453.126,17.667,0.000,297.742,297.742,289.968,291.350,99200.000,293.096,100725.143,
2004-06-01 01:40:00,292.845,0.011,100601.772,0.258,0.000,0.000,1453.126,17.667,0.000,297.692,297.692,289.867,291.350,99200.000,293.085,100725.163,
2004-06-01 01:45:00,292.836,0.011,100601.790,0.258,0.000,0.000,1453.126,17.667,0.000,297.645,297.645,289.777,291.350,99200.000,293.075,100725.185,
2004-06-01 01:50:00,292.828,0.011,100601.806,0.258,0.000,0.000,1453.126,17.667,0.000,297.599,297.599,289.696,291.350,99200.000,293.066,100725.204,
2004-06-01 01:55:00,292.820,0.011,100601.823,0.258,0.000,0.000,1453.126,17.667,0.000,297.555,297.555,289.622,291.350,99200.000,293.056,100725.223,
2004-06-01 02:00:00,292.812,0.011,100601.838,0.258,0.000,0.000,1453.126,17.667,0.000,297.512,297.512,289.556,291.350,99200.000,293.047,100725.241,
2004-06-01 02:05:00,292.806,0.011,100601.839,0.258,0.000,0.000,1453.126,17.667,0.000,297.471,297.471,289.496,291.358,99208.333,293.040,100725.244,
2004-06-01 02:10:00,292.802,0.011,100601.832,0.258,0.000,0.000,1453.126,17.667,0.000,297.431,297.431,289.444,291.367,99216.667,293.035,100725.238,
2004-06-01 02:15:00,292.800,0.011,100601.823,0.258,0.000,0.000,1453.126,17.667,0.000,297.393,297.393,289.401,291.375,99225.000,293.031,100725.230,
2004-06-01 02:20:00,292.799,0.011,100601.811,0.258,0.000,0.000,1453.126,17.667,0.000,297.356,297.356,289.364,291.383,99233.333,293.028,100725.219,
2004-06-01 02:25:00,292.797,0.011,100601.801,0.258,0.000,0.000,1453.126,17.667,0.000,297.321,297.321,289.334,291.392,99241.667,293.025,100725.209,
2004-06-01 02:30:00,292.795,0.011,100601.790,0.258,0.000,0.000,1453.126,17.667,0.000,297.287,297.287,289.309,291.400,99250.000,293.022,100725.198,
2004-06-01 02:35:00,292.793,0.011,100601.779,0.258,0.000,0.000,1453.126,17.667,0.000,297.253,297.253,289.289,291.408,99258.333,293.019,100725.187,
2004-06-01 02:40:00,292.791,0.011,100601.767,0.258,0.000,0.000,1453.126,17.667,0.000,297.221,297.221,289.273,291.417,99266.667,293.016,100725.176,
2004-06-01 02:45:00,292.790,0.011,100601.755,0.258,0.000,0.000,1453.126,17.667,0.000,297.190,297.190,289.261,291.425,99275.000,293.014,100725.164,
2004-06-01 02:50:00,292.788,0.011,100601.742,0.258,0.000,0.000,1453.126,17.667,0.000,297.160,297.160,289.253,291.433,99283.333,293.011,100725.151,
2004-06-01 02:55:00,292.787,0.011,100601.729,0.258,0.000,0.000,1453.126,17.667,0.000,297.130,297.130,289.248,291.442,99291.667,293.009,100725.138,
2004-06-01 03:00:00,292.786,0.011,100601.715,0.258,0.000,0.000,1453.126,17.667,0.000,297.101,297.101,289.246,291.450,99300.000,293.007,100725.124,
2004-06-01 03:05:00,292.768,0.011,100601.865,0.258,0.000,0.000,1453.126,17.667,0.000,297.073,297.073,289.246,291.408,99308.333,292.991,100725.283,
2004-06-01 03:10:00,292.730,0.011,100602.077,0.258,0.000,0.000,1453.126,17.667,0.000,297.046,297.046,289.252,291.367,99316.667,292.954,100725.511,
2004-06-01 03:15:00,292.679,0.011,100602.315,0.258,0.000,0.000,1453.126,17.667,0.000,297.020,297.020,289.264,291.325,99325.000,292.903,100725.771,
2004-06-01 03:20:00,292.625,0.011,100602.555,0.258,0.000,0.000,1453.126,17.667,0.000,296.992,296.992,289.281,291.283,99333.333,292.849,100726.034,
2004-06-01 03:25:00,292.575,0.011,100602.790,0.258,0.000,0.000,1453.126,17.667,0.000,296.964,296.964,289.303,291.242,99341.667,292.798,100726.291,
2004-06-01 03:30:00,292.529,0.011,100603.019,0.258,0.000,0.000,1453.126,17.667,0.000,296.934,296.934,289.327,291.200,99350.000,292.752,100726.540,
2004-06-01 03:35:00,292.484,0.011,100603.244,0.258,0.000,0.000,1453.126,17.667,0.000,296.904,296.904,289.356,291.158,99358.333,292.708,100726.784,
2004-06-01 03:40:00,292.441,0.011,100603.468,0.258,0.000,0.000,1453.126,17.667,0.000,296.875,296.875,289.387,291.117,99366.667,292.666,100727.027,
2004-06-01 03:45:00,292.397,0.011,100603.692,0.258,0.000,0.000,1453.126,17.667,0.000,296.845,296.845,289.421,291.075,99375.000,292.623,100727.269,
2004-06-01 03:50:00,292.353,0.011,100603.916,0.258,0.000,0.000,1453.126,17.667,0.000,296.815,296.815,289.457,291.033,99383.333,292.580,100727.513,
2004-06-01 03:55:00,292.309,0.011,100604.141,0.258,0.000,0.000,1453.126,17.667,0.000,296.786,296.786,289.496,290.992,99391.667,292.537,100727.757,
2004-06-01 04:00:00,292.265,0.011,100604.367,0.258,0.000,0.000,1453.126,17.667,0.000,296.756,296.756,289.537,290.950,99400.000,292.493,100728.002,
2004-06-01 04:05:00,292.174,0.010,100605.017,0.258,0.000,0.000,1453.126,17.667,0.000,296.727,296.727,289.579,290.808,99400.000,292.411,100728.693,
2004-06-01 04:10:00,292.038,0.010,100605.796,0.258,0.000,0.000,1453.126,17.667,0.000,296.700,296.699,289.658,290.667,99400.000,292.282,100729.534,
2004-06-01 04:15:00,291.871,0.010,100606.618,0.258,0.000,0.000,1453.126,17.667,0.000,296.671,296.669,289.756,290.525,99400.000,292.117,100730.429,
2004-06-01 04:20:00,291.704,0.010,100607.423,0.258,0.000,0.000,1453.126,17.667,0.000,296.638,296.635,289.872,290.383,99400.000,291.951,100731.306,
2004-06-01 04:25:00,291.550,0.010,100608.201,0.258,0.000,0.000,1453.126,17.667,0.000,296.600,296.597,290.003,290.242,99400.000,291.797,100732.151,
2004-06-01 04:30:00,291.404,0.010,100608.966,0.258,0.000,0.000,1453.126,17.667,0.000,296.559,296.555,290.148,290.100,99400.000,291.654,100732.980,
2004-06-01 04:35:00,291.429,0.010,100609.448,0.258,0.000,0.000,1453.126,17.667,0.000,296.515,296.511,290.305,289.958,99400.000,291.708,100733.460,
2004-06-01 04:40:00,291.355,0.010,100610.080,0.258,0.000,0.000,1453.126,17.667,0.000,296.458,296.453,290.480,289.817,99400.000,291.650,100734.129,
2004-06-01 04:45:00,291.392,0.010,100610.527,0.258,0.000,0.000,1453.126,17.667,0.000,296.418,296.412,290.651,289.675,99400.000,291.720,100734.571,
2004-06-01 04:50:00,291.334,0.010,100611.113,0.258,0.000,0.000,1453.126,17.667,0.000,296.371,296.365,290.808,289.533,99400.000,291.681,100735.188,
2004-06-01 04:55:00,291.336,0.010,100611.610,0.413,0.000,0.000,1614.585,28.267,0.000,296.338,296.331,290.950,289.392,99400.000,291.711,100735.694,
2004-06-01 05:00:00,291.260,0.010,100612.208,0.413,0.000,0.000,1614.585,28.267,0.000,296.298,296.291,291.068,289.250,99400.000,291.650,100736.329,
2004-06-01 05:05:00,291.249,0.009,100612.536,0.413,0.000,0.000,1614.585,28.267,0.000,296.268,296.260,291.171,289.208,99408.333,291.658,100736.670,
2004-06-01 05:10:00,291.176,0.009,100612.886,0.413,0.000,0.000,1614.585,28.267,0.000,296.232,296.224,291.283,289.167,99416.667,291.586,100737.053,
2004-06-01 05:15:00,291.152,0.009,100613.175,0.413,0.000,0.000,1614.585,28.267,0.000,296.206,296.197,291.413,289.125,99425.000,291.574,100737.357,
2004-06-01 05:20:00,291.086,0.009,100613.509,0.413,0.000,0.000,1614.585,28.267,0.000,296.174,296.166,291.549,289.083,99433.333,291.508,100737.720,
2004-06-01 05:25:00,291.062,0.009,100613.803,0.413,0.000,0.000,1614.585,28.267,0.000,296.150,296.142,291.697,289.042,99441.667,291.496,100738.030,
2004-06-01 05:30:00,291.004,0.009,100614.129,0.413,0.000,0.000,1614.585,28.267,0.000,296.123,296.114,291.846,289.000,99450.000,291.439,100738.380,
2004-06-01 05:35:00,290.978,0.009,100614.421,0.413,0.000,0.000,1614.585,28.267,0.000,296.100,296.092,292.001,288.958,99458.333,291.424,100738.688,
2004-06-01 05:40:00,290.925,0.009,100614.735,0.413,0.000,0.000,1614.585,28.267,0.000,296.076,296.068,292.153,288.917,99466.667,291.374,100739.025,
2004-06-01 05:45:00,290.898,0.009,100615.025,0.413,0.000,0.000,1614.585,28.267,0.000,296.055,296.047,292.308,288.875,99475.000,291.355,100739.331,
2004-06-01 05:50:00,290.848,0.009,100615.332,0.413,0.000,0.000,1614.585,28.267,0.000,296.033,296.025,292.459,288.833,99483.333,291.308,100739.660,
2004-06-01 05:55:00,290.817,0.009,100615.622,189.615,13422.259,0.000,2227.535,24.734,44.741,296.014,296.007,292.611,288.792,99491.667,291.286,100739.967,
2004-06-01 06:00:00,290.951,0.009,100615.287,194.364,13759.107,0.000,2242.918,24.734,45.864,295.994,295.986,292.758,288.750,99500.000,291.374,100739.565,
2004-06-01 06:05:00,291.017,0.009,100615.224,198.200,14031.144,0.000,2255.341,24.734,46.770,295.976,295.969,292.905,288.842,99508.333,291.444,100739.474,
2004-06-01 06:10:00,291.013,0.009,100615.353,200.220,14174.386,0.000,2261.882,24.734,47.248,295.991,295.968,293.422,288.933,99516.667,291.447,100739.605,
2004-06-01 06:15:00,291.023,0.009,100615.504,203.199,14385.651,0.000,2271.530,24.734,47.952,296.032,295.979,294.153,289.025,99525.000,291.465,100739.756,
2004-06-01 06:20:00,291.033,0.009,100615.638,206.642,14629.846,0.000,2282.681,24.734,48.766,296.085,295.995,295.009,289.117,99533.333,291.481,100739.887,
2004-06-01 06:25:00,291.070,0.008,100615.735,211.367,14964.988,0.000,2297.986,24.734,49.883,296.154,296.019,295.955,289.208,99541.667,291.526,100739.970,
2004-06-01 06:30:00,291.102,0.008,100615.825,216.268,15312.583,0.000,2313.860,24.734,51.042,296.231,296.047,296.955,289.300,99550.000,291.565,100740.048,
2004-06-01 06:35:00,291.146,0.008,100615.909,221.867,15709.622,0.000,2331.991,24.734,52.365,296.320,296.082,297.993,289.392,99558.333,291.620,100740.116,
2004-06-01 06:40:00,291.183,0.008,100616.004,227.434,16104.488,0.000,2350.023,24.734,53.682,296.417,296.122,299.045,289.483,99566.667,291.664,100740.197,
2004-06-01 06:45:00,291.226,0.008,100616.103,233.436,16530.116,0.000,2369.460,24.734,55.100,296.522,296.167,300.107,289.575,99575.000,291.717,100740.280,
2004-06-01 06:50:00,291.263,0.008,100616.215,239.371,16951.089,0.000,2388.685,24.734,56.504,296.633,296.215,301.166,289.667,99583.333,291.762,100740.378,
2004-06-01 06:55:00,291.302,0.008,100616.333,325.990,23050.357,0.000,3313.052,67.134,76.835,296.751,296.269,302.224,289.758,99591.667,291.812,100740.482,
2004-06-01 07:00:00,291.413,0.008,100616.190,334.962,23686.642,0.000,3342.109,67.134,78.955,296.874,296.325,303.274,289.850,99600.000,291.909,100740.288,
2004-06-01 07:05:00,291.519,0.008,100615.822,346.147,24479.890,0.000,3378.334,67.134,81.600,297.002,296.384,304.319,290.033,99600.000,292.015,100739.874,
2004-06-01 07:10:00,291.648,0.008,100615.346,358.230,25336.909,0.000,3417.471,67.134,84.456,297.163,296.443,305.520,290.217,99600.000,292.143,100739.342,
2004-06-01 07:15:00,291.802,0.008,100614.802,371.264,26261.238,0.000,3459.682,67.134,87.537,297.346,296.502,306.772,290.400,99600.000,292.293,100738.731,
2004-06-01 07:20:00,291.968,0.008,100614.239,384.828,27223.233,0.000,3503.613,67.134,90.744,297.550,296.563,308.048,290.583,99600.000,292.458,100738.095,
2004-06-01 07:25:00,292.134,0.008,100613.688,398.436,28188.344,0.000,3547.687,67.134,93.961,297.771,296.627,309.330,290.767,99600.000,292.624,100737.472,
2004-06-01 07:30:00,292.296,0.008,100613.158,411.966,29147.913,0.000,3591.507,67.134,97.160,298.007,296.696,310.599,290.950,99600.000,292.787,100736.873,
2004-06-01 07:35:00,292.452,0.008,100612.648,425.362,30098.029,0.000,3634.896,67.134,100.327,298.256,296.768,311.845,291.133,99600.000,292.945,100736.297,
2004-06-01 07:40:00,292.605,0.008,100612.155,438.677,31042.319,0.000,3678.018,67.134,103.474,298.514,296.843,313.064,291.317,99600.000,293.100,100735.739,
2004-06-01 07:45:00,292.754,0.008,100611.676,451.913,31981.040,0.000,3720.886,67.134,106.603,298.782,296.922,314.257,291.500,99600.000,293.252,100735.196,
2004-06-01 07:50:00,292.900,0.008,100611.208,465.098,32916.153,0.000,3763.590,67.134,109.721,299.058,297.003,315.425,291.683,99600.000,293.401,100734.666,
2004-06-01 07:55:00,293.045,0.008,100610.750,941.699,66659.127,0.000,8856.606,123.668,222.197,299.341,297.086,316.570,291.867,99600.000,293.548,100734.147,
2004-06-01 08:00:00,293.629,0.007,100608.731,970.991,68736.555,0.000,8951.475,123.668,229.122,299.630,297.172,317.695,292.050,99600.000,293.994,100731.853,
2004-06-01 08:05:00,294.011,0.007,100607.674,986.812,69858.606,0.000,9002.716,123.668,232.862,299.925,297.260,318.801,292.142,99600.000,294.375,100730.626,
2004-06-01 08:10:00,294.178,0.007,100607.384,995.135,70448.914,0.000,9029.673,123.668,234.830,300.206,297.370,319.821,292.233,99600.000,294.592,100730.276,
2004-06-01 08:15:00,294.251,0.007,100607.361,1000.199,70808.042,0.000,9046.073,123.668,236.027,300.470,297.489,320.642,292.325,99600.000,294.701,100730.232,
2004-06-01 08:20:00,294.299,0.008,100607.335,1004.406,71106.441,0.000,9059.700,123.668,237.021,300.709,297.602,321.226,292.417,99600.000,294.766,100730.191,
2004-06-01 08:25:00,294.359,0.008,100607.244,1009.016,71433.384,0.000,9074.631,123.668,238.111,300.929,297.707,321.725,292.508,99600.000,294.836,100730.076,
2004-06-01 08:30:00,294.419,0.008,100607.129,1013.614,71759.509,0.000,9089.524,123.668,239.198,301.131,297.804,322.187,292.600,99600.000,294.903,100729.938,
2004-06-01 08:35:00,294.477,0.008,100607.016,1018.190,72083.992,0.000,9104.342,123.668,240.280,301.321,297.896,322.648,292.692,99600.000,294.970,100729.802,
