cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:05:00,292.244,292.167,0.000,293.141,295.425,285.932,292.167,99240.400,292.257,292.167,99447.048,99237.800,
2008-07-01 00:10:00,292.361,292.083,0.000,293.166,295.447,287.063,292.083,99243.000,292.420,292.083,99447.058,99237.800,
2008-07-01 00:15:00,292.214,292.000,0.000,293.087,295.348,286.643,292.000,99245.600,292.239,292.000,99447.123,99237.800,
2008-07-01 00:20:00,292.527,291.917,0.000,293.067,295.317,286.440,291.917,99248.200,292.654,291.917,99447.089,99237.800,
2008-07-01 00:25:00,292.214,291.833,0.000,292.993,295.223,286.248,291.833,99250.800,292.272,291.833,99447.200,99237.800,
2008-07-01 00:30:00,292.301,291.750,0.000,292.971,295.188,286.324,291.750,99253.400,292.423,291.750,99447.227,99237.800,
2008-07-01 00:35:00,292.042,291.667,0.000,292.905,295.103,286.216,291.667,99256.000,292.105,291.667,99447.322,99237.800,
2008-07-01 00:40:00,292.098,291.583,0.000,292.880,295.065,286.214,291.583,99258.600,292.207,291.583,99447.353,99237.800,
2008-07-01 00:45:00,291.890,291.500,0.000,292.821,294.989,286.134,291.500,99261.200,291.959,291.500,99447.440,99237.800,
2008-07-01 00:50:00,291.903,291.417,0.000,292.792,294.946,286.148,291.417,99263.800,292.005,291.417,99447.480,99237.800,
2008-07-01 00:55:00,291.732,291.333,0.000,292.739,294.876,286.091,291.333,99266.400,291.805,291.333,99447.558,99237.800,
2008-07-01 01:00:00,291.723,291.250,0.000,292.705,294.831,286.069,291.250,99269.000,291.819,291.250,99447.602,99237.800,
2008-07-01 01:05:00,291.597,291.200,0.000,292.654,294.768,286.000,291.200,99269.667,291.672,291.200,99447.657,99237.800,
2008-07-01 01:10:00,291.592,291.150,0.000,292.621,294.725,285.978,291.150,99270.333,291.684,291.150,99447.685,99237.800,
2008-07-01 01:15:00,291.485,291.100,0.000,292.574,294.667,285.938,291.100,99271.000,291.561,291.100,99447.735,99237.800,
2008-07-01 01:20:00,291.469,291.050,0.000,292.540,294.624,285.924,291.050,99271.667,291.555,291.050,99447.763,99237.800,
2008-07-01 01:25:00,291.377,291.000,0.000,292.496,294.570,285.885,291.000,99272.333,291.452,291.000,99447.809,99237.800,
2008-07-01 01:30:00,291.354,290.950,0.000,292.462,294.527,285.865,290.950,99273.000,291.437,290.950,99447.840,99237.800,
2008-07-01 01:35:00,291.270,290.900,0.000,292.420,294.476,285.833,290.900,99273.667,291.345,290.900,99447.884,99237.800,
2008-07-01 01:40:00,291.240,290.850,0.000,292.386,294.433,285.815,290.850,99274.333,291.321,290.850,99447.916,99237.800,
2008-07-01 01:45:00,291.163,290.800,0.000,292.345,294.384,285.786,290.800,99275.000,291.237,290.800,99447.958,99237.800,
2008-07-01 01:50:00,291.130,290.750,0.000,292.310,294.342,285.767,290.750,99275.667,291.208,290.750,99447.991,99237.800,
2008-07-01 01:55:00,291.057,290.700,0.000,292.271,294.294,285.740,290.700,99276.333,291.130,290.700,99448.033,99237.800,
2008-07-01 02:00:00,291.020,290.650,0.000,292.236,294.250,285.721,290.650,99277.000,291.097,290.650,99448.066,99237.800,
2008-07-01 02:05:00,290.926,290.558,0.000,292.192,294.198,285.690,290.558,99279.350,290.998,290.558,99448.131,99237.800,
2008-07-01 02:10:00,290.857,290.467,0.000,292.153,294.150,285.647,290.467,99281.700,290.934,290.467,99448.190,99237.800,
2008-07-01 02:15:00,290.763,290.375,0.000,292.108,294.096,285.579,290.375,99284.050,290.838,290.375,99448.256,99237.800,
2008-07-01 02:20:00,290.694,290.283,0.000,292.067,294.045,285.512,290.283,99286.400,290.773,290.283,99448.316,99237.800,
2008-07-01 02:25:00,290.600,290.192,0.000,292.021,293.990,285.441,290.192,99288.750,290.677,290.192,99448.383,99237.800,
2008-07-01 02:30:00,290.528,290.100,0.000,291.978,293.939,285.369,290.100,99291.100,290.609,290.100,99448.444,99237.800,
2008-07-01 02:35:00,290.436,290.008,0.000,291.932,293.883,285.288,290.008,99293.450,290.516,290.008,99448.510,99237.800,
2008-07-01 02:40:00,290.364,289.917,0.000,291.888,293.831,285.208,289.917,99295.800,290.447,289.917,99448.571,99237.800,
2008-07-01 02:45:00,290.273,289.825,0.000,291.841,293.775,285.123,289.825,99298.150,290.356,289.825,99448.637,99237.800,
