cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:05:00,289.027,286.997,0.000,288.066,287.023,284.388,286.917,97510.833,289.757,287.909,287.627,287.481,287.347,98056.342,97905.553,97824.129,97765.958,97707.784,
2002-06-10 00:10:00,287.905,286.966,0.000,287.956,286.939,284.521,286.883,97511.667,288.413,287.241,287.130,287.088,287.053,98057.344,97905.991,97824.401,97766.139,97707.893,
2002-06-10 00:15:00,288.043,286.933,0.000,288.051,287.046,284.657,286.850,97512.500,288.667,287.235,287.105,287.059,287.023,98057.332,97906.032,97824.436,97766.168,97707.916,
2002-06-10 00:20:00,288.395,286.901,0.000,288.191,287.197,284.812,286.817,97513.333,289.225,287.308,287.130,287.069,287.020,98057.175,97906.027,97824.444,97766.179,97707.928,
2002-06-10 00:25:00,288.279,286.869,0.000,288.251,287.272,284.976,286.783,97514.167,288.988,287.302,287.119,287.054,287.000,98057.241,97906.054,97824.468,97766.201,97707.946,
2002-06-10 00:30:00,288.387,286.837,0.000,288.345,287.381,285.156,286.750,97515.000,289.169,287.313,287.114,287.042,286.983,98057.219,97906.076,97824.490,97766.221,97707.964,
2002-06-10 00:35:00,288.156,286.805,0.000,288.379,287.432,285.336,286.717,97515.833,288.817,287.241,287.064,286.998,286.943,98057.379,97906.134,97824.533,97766.254,97707.988,
2002-06-10 00:40:00,288.208,286.774,0.000,288.455,287.523,285.526,286.683,97516.667,288.936,287.222,287.038,286.970,286.914,98057.404,97906.174,97824.566,97766.281,97708.009,
2002-06-10 00:45:00,288.005,286.741,0.000,288.484,287.569,285.712,286.650,97517.500,288.627,287.151,286.986,286.924,286.872,98057.554,97906.235,97824.610,97766.316,97708.035,
2002-06-10 00:50:00,288.085,286.710,0.000,288.559,287.660,285.908,286.617,97518.333,288.784,287.141,286.964,286.899,286.845,98057.560,97906.271,97824.640,97766.341,97708.055,
2002-06-10 00:55:00,287.904,286.678,0.000,288.589,287.706,286.100,286.583,97519.167,288.504,287.078,286.916,286.856,286.805,98057.696,97906.328,97824.683,97766.374,97708.080,
2002-06-10 01:00:00,287.997,286.646,0.000,288.636,287.763,286.241,286.550,97520.000,288.679,287.074,286.898,286.834,286.780,98057.694,97906.361,97824.712,97766.399,97708.100,
2002-06-10 01:05:00,287.827,286.637,0.000,288.634,287.771,286.353,286.542,97522.500,288.409,287.025,286.867,286.808,286.759,98057.797,97906.392,97824.732,97766.414,97708.110,
2002-06-10 01:10:00,287.943,286.629,0.000,288.675,287.821,286.457,286.533,97525.000,288.608,287.044,286.872,286.809,286.757,98057.752,97906.393,97824.736,97766.418,97708.114,
2002-06-10 01:15:00,287.783,286.620,0.000,288.667,287.822,286.541,286.525,97527.500,288.346,287.003,286.847,286.789,286.741,98057.844,97906.418,97824.752,97766.430,97708.122,
2002-06-10 01:20:00,287.909,286.612,0.000,288.704,287.867,286.625,286.517,97530.000,288.562,287.025,286.854,286.791,286.740,98057.792,97906.417,97824.755,97766.434,97708.126,
2002-06-10 01:25:00,287.743,286.603,0.000,288.689,287.861,286.691,286.508,97532.500,288.292,286.982,286.828,286.771,286.723,98057.887,97906.443,97824.772,97766.446,97708.134,
2002-06-10 01:30:00,287.875,286.595,0.000,288.723,287.903,286.761,286.500,97535.000,288.518,287.004,286.835,286.773,286.722,98057.834,97906.443,97824.774,97766.449,97708.138,
2002-06-10 01:35:00,287.705,286.587,0.000,288.703,287.891,286.814,286.492,97537.500,288.240,286.960,286.809,286.752,286.705,98057.931,97906.469,97824.791,97766.462,97708.146,
2002-06-10 01:40:00,287.845,286.578,0.000,288.735,287.930,286.873,286.483,97540.000,288.479,286.984,286.816,286.755,286.704,98057.873,97906.467,97824.794,97766.465,97708.150,
2002-06-10 01:45:00,287.670,286.570,0.000,288.711,287.914,286.917,286.475,97542.500,288.192,286.939,286.790,286.733,286.687,98057.973,97906.494,97824.811,97766.477,97708.158,
2002-06-10 01:50:00,287.817,286.562,0.000,288.741,287.950,286.968,286.467,97545.000,288.444,286.965,286.798,286.737,286.687,98057.911,97906.492,97824.813,97766.480,97708.161,
2002-06-10 01:55:00,287.637,286.553,0.000,288.713,287.930,287.003,286.458,97547.500,288.149,286.919,286.771,286.715,286.669,98058.013,97906.519,97824.830,97766.493,97708.170,
2002-06-10 02:00:00,287.791,286.545,0.000,288.744,287.966,287.049,286.450,97550.000,288.413,286.947,286.780,286.719,286.669,98057.948,97906.516,97824.832,97766.496,97708.173,
2002-06-10 02:05:00,287.601,286.528,0.000,288.715,287.944,287.080,286.433,97552.500,288.104,286.894,286.747,286.691,286.645,98058.065,97906.553,97824.857,97766.515,97708.187,
2002-06-10 02:10:00,287.757,286.511,0.000,288.744,287.978,287.122,286.417,97555.000,288.376,286.915,286.748,286.687,286.637,98058.011,97906.561,97824.868,97766.525,97708.196,
2002-06-10 02:15:00,287.553,286.494,0.000,288.711,287.951,287.148,286.400,97557.500,288.046,286.858,286.711,286.656,286.610,98058.137,97906.601,97824.895,97766.546,97708.211,
2002-06-10 02:20:00,287.710,286.477,0.000,288.738,287.983,287.185,286.383,97560.000,288.320,286.879,286.713,286.652,286.602,98058.083,97906.609,97824.906,97766.556,97708.220,
2002-06-10 02:25:00,287.499,286.460,0.000,288.702,287.953,287.206,286.367,97562.500,287.980,286.821,286.676,286.621,286.575,98058.212,97906.650,97824.934,97766.577,97708.235,
2002-06-10 02:30:00,287.660,286.443,0.000,288.728,287.984,287.240,286.350,97565.000,288.261,286.843,286.678,286.618,286.568,98058.156,97906.657,97824.944,97766.587,97708.244,
