cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2.6],TempProf_cur[13.9],TempProf_cur[17.5],TempProf_cur[21.5],TempProf_cur[25.5],TempProf_cur[31.2],PresProf_cur[2.6],PresProf_cur[13.9],PresProf_cur[17.5],PresProf_cur[21.5],PresProf_cur[25.5],PresProf_cur[31.2],
2002-06-10 00:05:00,289.210,0.000,299.863,299.863,299.726,286.917,97510.833,289.848,288.476,287.989,287.784,287.632,287.431,98056.137,97928.685,97882.214,97835.708,97789.191,97719.400,
2002-06-10 00:10:00,288.151,0.000,299.528,299.528,299.367,286.883,97511.667,288.585,287.681,287.400,287.291,287.221,287.138,98057.082,97929.159,97882.578,97835.984,97789.392,97719.515,
2002-06-10 00:15:00,288.475,0.000,298.898,298.898,298.846,286.850,97512.500,289.026,287.880,287.508,287.359,287.266,287.156,98056.900,97929.113,97882.556,97835.975,97789.392,97719.522,
2002-06-10 00:20:00,288.960,0.000,298.341,298.341,298.363,286.817,97513.333,289.672,288.184,287.685,287.481,287.354,287.205,98056.594,97929.014,97882.494,97835.938,97789.372,97719.518,
2002-06-10 00:25:00,288.856,0.000,297.911,297.911,297.925,286.783,97514.167,289.477,288.165,287.683,287.478,287.348,287.192,98056.653,97929.035,97882.514,97835.957,97789.390,97719.535,
2002-06-10 00:30:00,288.832,0.000,297.594,297.594,297.532,286.750,97515.000,289.476,288.122,287.643,287.443,287.314,287.160,98056.716,97929.085,97882.557,97835.994,97789.422,97719.558,
2002-06-10 00:35:00,288.613,0.000,297.329,297.329,297.167,286.717,97515.833,289.184,287.982,287.548,287.365,287.247,287.104,98056.899,97929.175,97882.629,97836.052,97789.468,97719.589,
2002-06-10 00:40:00,288.617,0.000,297.100,297.100,296.832,286.683,97516.667,289.223,287.953,287.512,287.328,287.211,287.069,98056.951,97929.226,97882.674,97836.091,97789.501,97719.614,
2002-06-10 00:45:00,288.472,0.000,296.894,296.894,296.519,286.650,97517.500,289.022,287.865,287.449,287.274,287.161,287.025,98057.080,97929.294,97882.731,97836.139,97789.540,97719.641,
2002-06-10 00:50:00,288.505,0.000,296.709,296.709,296.230,286.617,97518.333,289.096,287.858,287.428,287.249,287.135,286.997,98057.108,97929.333,97882.768,97836.172,97789.569,97719.663,
2002-06-10 00:55:00,288.367,0.000,296.543,296.543,295.960,286.583,97519.167,288.903,287.775,287.369,287.198,287.088,286.955,98057.230,97929.399,97882.822,97836.217,97789.606,97719.690,
2002-06-10 01:00:00,288.399,0.000,296.391,296.391,295.708,286.550,97520.000,288.976,287.767,287.348,287.173,287.061,286.927,98057.260,97929.439,97882.859,97836.250,97789.635,97719.712,
2002-06-10 01:05:00,288.274,0.000,296.252,296.252,295.470,286.542,97522.500,288.795,287.699,287.304,287.138,287.032,286.904,98057.348,97929.477,97882.888,97836.273,97789.653,97719.724,
2002-06-10 01:10:00,288.332,0.000,296.121,296.121,295.247,286.533,97525.000,288.895,287.716,287.307,287.138,287.030,286.899,98057.331,97929.481,97882.894,97836.279,97789.659,97719.728,
2002-06-10 01:15:00,288.221,0.000,296.000,296.000,295.036,286.525,97527.500,288.728,287.659,287.272,287.111,287.007,286.882,98057.406,97929.511,97882.917,97836.297,97789.673,97719.738,
2002-06-10 01:20:00,288.283,0.000,295.886,295.886,294.839,286.517,97530.000,288.837,287.679,287.277,287.111,287.005,286.878,98057.386,97929.515,97882.923,97836.303,97789.678,97719.743,
2002-06-10 01:25:00,288.169,0.000,295.781,295.781,294.651,286.508,97532.500,288.665,287.619,287.240,287.083,286.981,286.859,98057.464,97929.547,97882.947,97836.322,97789.693,97719.752,
2002-06-10 01:30:00,288.235,0.000,295.680,295.680,294.473,286.500,97535.000,288.779,287.640,287.245,287.083,286.979,286.855,98057.443,97929.550,97882.952,97836.328,97789.699,97719.757,
2002-06-10 01:35:00,288.119,0.000,295.586,295.586,294.304,286.492,97537.500,288.606,287.580,287.209,287.055,286.956,286.836,98057.520,97929.582,97882.976,97836.346,97789.713,97719.766,
2002-06-10 01:40:00,288.191,0.000,295.494,295.494,294.143,286.483,97540.000,288.727,287.604,287.215,287.057,286.955,286.833,98057.496,97929.584,97882.980,97836.352,97789.718,97719.771,
2002-06-10 01:45:00,288.075,0.000,295.408,295.408,293.987,286.475,97542.500,288.553,287.544,287.179,287.029,286.932,286.815,98057.573,97929.615,97883.004,97836.370,97789.733,97719.780,
2002-06-10 01:50:00,288.150,0.000,295.325,295.325,293.839,286.467,97545.000,288.680,287.570,287.187,287.031,286.931,286.812,98057.546,97929.616,97883.008,97836.375,97789.738,97719.785,
2002-06-10 01:55:00,288.033,0.000,295.246,295.246,293.696,286.458,97547.500,288.503,287.510,287.151,287.003,286.908,286.793,98057.624,97929.648,97883.032,97836.393,97789.752,97719.794,
2002-06-10 02:00:00,288.112,0.000,295.168,295.168,293.559,286.450,97550.000,288.637,287.538,287.160,287.007,286.909,286.791,98057.594,97929.648,97883.035,97836.398,97789.757,97719.798,
2002-06-10 02:05:00,287.988,0.000,295.095,295.095,293.426,286.433,97552.500,288.452,287.473,287.118,286.972,286.879,286.766,98057.686,97929.690,97883.068,97836.425,97789.778,97719.813,
2002-06-10 02:10:00,288.065,0.000,295.022,295.022,293.298,286.417,97555.000,288.586,287.495,287.120,286.968,286.871,286.755,98057.669,97929.702,97883.082,97836.438,97789.791,97719.824,
2002-06-10 02:15:00,287.933,0.000,294.953,294.953,293.171,286.400,97557.500,288.390,287.425,287.075,286.932,286.839,286.728,98057.767,97929.746,97883.117,97836.467,97789.814,97719.840,
2002-06-10 02:20:00,288.009,0.000,294.883,294.883,293.048,286.383,97560.000,288.523,287.447,287.077,286.928,286.832,286.717,98057.750,97929.758,97883.131,97836.480,97789.827,97719.850,
2002-06-10 02:25:00,287.875,0.000,294.816,294.816,292.927,286.367,97562.500,288.324,287.377,287.032,286.891,286.801,286.691,98057.848,97929.802,97883.166,97836.509,97789.849,97719.866,
2002-06-10 02:30:00,287.953,0.000,294.748,294.748,292.808,286.350,97565.000,288.459,287.400,287.035,286.889,286.794,286.680,98057.830,97929.814,97883.179,97836.522,97789.862,97719.876,
2002-06-10 02:35:00,287.817,0.000,294.683,294.683,292.691,286.333,97567.500,288.257,287.328,286.990,286.852,286.762,286.654,98057.929,97929.858,97883.214,97836.550,97789.885,97719.892,
2002-06-10 02:40:00,287.896,0.000,294.617,294.617,292.576,286.317,97570.000,288.395,287.353,286.994,286.849,286.756,286.644,98057.910,97929.869,97883.227,97836.563,97789.897,97719.902,
2002-06-10 02:45:00,287.759,0.000,294.554,294.554,292.463,286.300,97572.500,288.190,287.280,286.948,286.812,286.723,286.617,98058.010,97929.913,97883.262,97836.592,97789.920,97719.918,
2002-06-10 02:50:00,287.840,0.000,294.490,294.490,292.352,286.283,97575.000,288.331,287.305,286.952,286.810,286.718,286.607,98057.990,97929.924,97883.275,97836.605,97789.932,97719.928,
2002-06-10 02:55:00,287.701,0.000,294.429,294.429,292.242,286.267,97577.500,288.124,287.232,286.906,286.772,286.685,286.580,98058.091,97929.969,97883.310,97836.633,97789.955,97719.944,
2002-06-10 03:00:00,287.784,0.000,294.367,294.367,292.134,286.250,97580.000,288.268,287.258,286.911,286.770,286.680,286.570,98058.069,97929.979,97883.323,97836.646,97789.967,97719.954,
2002-06-10 03:05:00,287.639,0.000,294.308,294.308,292.028,286.217,97582.500,288.054,287.178,286.858,286.726,286.640,286.536,98058.184,97930.035,97883.368,97836.683,97789.998,97719.975,
2002-06-10 03:10:00,287.713,0.000,294.246,294.246,291.922,286.183,97585.000,288.190,287.195,286.853,286.715,286.625,286.517,98058.180,97930.059,97883.393,97836.707,97790.019,97719.992,
2002-06-10 03:15:00,287.564,0.000,294.188,294.188,291.816,286.150,97587.500,287.972,287.111,286.796,286.667,286.583,286.480,98058.301,97930.118,97883.441,97836.747,97790.051,97720.015,
2002-06-10 03:20:00,287.643,0.000,294.126,294.126,291.710,286.117,97590.000,288.114,287.130,286.793,286.656,286.568,286.461,98058.295,97930.142,97883.466,97836.770,97790.072,97720.032,
2002-06-10 03:25:00,287.494,0.000,294.068,294.068,291.605,286.083,97592.500,287.897,287.047,286.736,286.609,286.526,286.424,98058.415,97930.201,97883.514,97836.810,97790.105,97720.055,
2002-06-10 03:30:00,287.576,0.000,294.007,294.007,291.500,286.050,97595.000,288.044,287.068,286.734,286.599,286.512,286.406,98058.407,97930.224,97883.538,97836.833,97790.126,97720.072,
2002-06-10 03:35:00,287.425,0.000,293.949,293.949,291.396,286.017,97597.500,287.824,286.984,286.677,286.551,286.469,286.369,98058.528,97930.284,97883.587,97836.873,97790.159,97720.095,
2002-06-10 03:40:00,287.510,0.000,293.890,293.890,291.293,285.983,97600.000,287.974,287.006,286.675,286.542,286.455,286.351,98058.518,97930.306,97883.610,97836.896,97790.179,97720.112,
2002-06-10 03:45:00,287.357,0.000,293.833,293.833,291.190,285.950,97602.500,287.750,286.921,286.617,286.493,286.412,286.313,98058.641,97930.366,97883.659,97836.936,97790.212,97720.135,
2002-06-10 03:50:00,287.443,0.000,293.774,293.774,291.088,285.917,97605.000,287.903,286.944,286.616,286.484,286.399,286.295,98058.631,97930.389,97883.683,97836.959,97790.233,97720.152,
2002-06-10 03:55:00,287.289,0.000,293.718,293.718,290.986,285.883,97607.500,287.677,286.857,286.558,286.435,286.355,286.257,98058.755,97930.450,97883.733,97837.000,97790.267,97720.175,
2002-06-10 04:00:00,287.376,0.000,293.660,293.660,290.886,285.850,97610.000,287.833,286.881,286.557,286.426,286.342,286.239,98058.744,97930.472,97883.756,97837.022,97790.288,97720.192,
