cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,296.921,295.546,0.000,294.001,294.975,286.486,290.950,101390.000,296.980,295.546,101600.653,101390.000,
2008-07-01 00:05:00,295.539,295.193,0.000,293.964,294.948,285.845,290.992,101391.667,295.587,295.193,101601.504,101390.000,
2008-07-01 00:10:00,295.712,295.205,0.000,294.160,295.155,285.406,291.033,101393.333,295.805,295.205,101601.468,101390.000,
2008-07-01 00:15:00,295.869,295.077,0.000,294.219,295.225,285.031,291.075,101395.000,296.028,295.077,101601.484,101390.000,
2008-07-01 00:20:00,295.906,295.092,0.000,294.262,295.279,284.687,291.117,101396.667,296.057,295.092,101601.470,101390.000,
2008-07-01 00:25:00,295.772,295.017,0.000,294.263,295.291,284.361,291.158,101398.333,295.887,295.017,101601.515,101390.000,
2008-07-01 00:30:00,295.758,295.031,0.000,294.279,295.318,284.049,291.200,101400.000,295.880,295.031,101601.521,101390.000,
2008-07-01 00:35:00,295.622,294.983,0.000,294.259,295.309,283.745,291.242,101401.667,295.721,294.983,101601.570,101390.000,
2008-07-01 00:40:00,295.609,294.997,0.000,294.255,295.314,283.448,291.283,101403.333,295.714,294.997,101601.578,101390.000,
2008-07-01 00:45:00,295.504,294.964,0.000,294.227,295.296,283.153,291.325,101405.000,295.590,294.964,101601.615,101390.000,
2008-07-01 00:50:00,295.504,294.979,0.000,294.213,295.289,282.861,291.367,101406.667,295.596,294.979,101601.616,101390.000,
2008-07-01 00:55:00,295.421,294.957,0.000,294.183,295.266,282.571,291.408,101408.333,295.497,294.957,101601.643,101390.000,
2008-07-01 01:00:00,295.425,294.973,0.000,294.174,295.262,282.325,291.450,101410.000,295.506,294.973,101601.642,101390.000,
2008-07-01 01:05:00,295.346,294.920,0.000,294.155,295.246,282.102,291.375,101414.167,295.414,294.920,101601.678,101390.000,
2008-07-01 01:10:00,295.336,294.906,0.000,294.142,295.238,281.896,291.300,101418.333,295.410,294.906,101601.692,101390.000,
2008-07-01 01:15:00,295.259,294.866,0.000,294.123,295.222,281.704,291.225,101422.500,295.321,294.866,101601.727,101390.000,
2008-07-01 01:20:00,295.245,294.850,0.000,294.110,295.212,281.523,291.150,101426.667,295.312,294.850,101601.743,101390.000,
2008-07-01 01:25:00,295.175,294.812,0.000,294.091,295.196,281.352,291.075,101430.833,295.233,294.812,101601.775,101390.000,
2008-07-01 01:30:00,295.160,294.795,0.000,294.077,295.184,281.191,291.000,101435.000,295.223,294.795,101601.791,101390.000,
2008-07-01 01:35:00,295.096,294.759,0.000,294.058,295.167,281.038,290.925,101439.167,295.150,294.759,101601.821,101390.000,
2008-07-01 01:40:00,295.080,294.740,0.000,294.044,295.154,280.892,290.850,101443.333,295.138,294.740,101601.837,101390.000,
2008-07-01 01:45:00,295.021,294.706,0.000,294.024,295.136,280.754,290.775,101447.500,295.071,294.706,101601.866,101390.000,
2008-07-01 01:50:00,295.003,294.686,0.000,294.009,295.121,280.623,290.700,101451.667,295.057,294.686,101601.883,101390.000,
2008-07-01 01:55:00,294.948,294.652,0.000,293.989,295.103,280.497,290.625,101455.833,294.995,294.652,101601.910,101390.000,
2008-07-01 02:00:00,294.929,294.631,0.000,293.973,295.087,280.377,290.550,101460.000,294.979,294.631,101601.928,101390.000,
2008-07-01 02:05:00,294.885,294.630,0.000,293.955,295.068,280.262,290.483,101463.333,294.929,294.630,101601.942,101390.000,
2008-07-01 02:10:00,294.879,294.636,0.000,293.940,295.052,280.152,290.417,101466.667,294.925,294.636,101601.944,101390.000,
2008-07-01 02:15:00,294.847,294.626,0.000,293.923,295.034,280.047,290.350,101470.000,294.887,294.626,101601.956,101390.000,
2008-07-01 02:20:00,294.841,294.621,0.000,293.908,295.018,279.946,290.283,101473.333,294.882,294.621,101601.961,101390.000,
2008-07-01 02:25:00,294.692,294.122,0.000,293.880,294.987,279.848,290.217,101476.667,294.739,294.122,101602.154,101390.000,
2008-07-01 02:30:00,294.288,293.140,0.000,293.826,294.930,279.755,290.150,101480.000,294.372,293.140,101602.647,101390.000,
2008-07-01 02:35:00,293.691,292.464,0.000,293.745,294.837,279.674,290.083,101483.333,293.816,292.464,101603.165,101390.000,
2008-07-01 02:40:00,293.189,291.978,0.000,293.672,294.753,279.613,290.017,101486.667,293.344,291.978,101603.555,101390.000,
2008-07-01 02:45:00,292.832,291.608,0.000,293.591,294.661,279.561,289.950,101490.000,292.997,291.608,101603.829,101390.000,
2008-07-01 02:50:00,292.602,291.317,0.000,293.523,294.583,279.519,289.883,101493.333,292.778,291.317,101604.027,101390.000,
2008-07-01 02:55:00,292.377,291.078,0.000,293.452,294.502,279.500,289.817,101496.667,292.555,291.078,101604.197,101390.000,
2008-07-01 03:00:00,292.188,290.877,0.000,293.387,294.425,279.529,289.750,101500.000,292.371,290.877,101604.343,101390.000,
2008-07-01 03:05:00,291.955,290.639,0.000,293.316,294.343,279.598,289.667,101505.833,292.136,290.639,101604.511,101390.000,
2008-07-01 03:10:00,291.760,290.437,0.000,293.249,294.264,279.686,289.583,101511.667,291.946,290.437,101604.661,101390.000,
2008-07-01 03:15:00,291.559,290.258,0.000,293.180,294.183,279.771,289.500,101517.500,291.744,290.258,101604.801,101390.000,
2008-07-01 03:20:00,291.420,290.096,0.000,293.116,294.109,279.862,289.417,101523.333,291.612,290.096,101604.917,101390.000,
2008-07-01 03:25:00,291.261,289.947,0.000,293.050,294.032,279.981,289.333,101529.167,291.450,289.947,101605.030,101390.000,
2008-07-01 03:30:00,291.132,289.808,0.000,292.988,293.959,280.150,289.250,101535.000,291.326,289.808,101605.131,101390.000,
2008-07-01 03:35:00,290.961,289.676,0.000,292.920,293.881,280.370,289.167,101540.833,291.149,289.676,101605.241,101390.000,
2008-07-01 03:40:00,290.822,289.550,0.000,292.855,293.807,280.636,289.083,101546.667,291.013,289.550,101605.341,101390.000,
2008-07-01 03:45:00,290.651,289.428,0.000,292.785,293.727,280.928,289.000,101552.500,290.835,289.428,101605.447,101390.000,
2008-07-01 03:50:00,290.522,289.311,0.000,292.720,293.654,281.241,288.917,101558.333,290.708,289.311,101605.540,101390.000,
2008-07-01 03:55:00,290.363,289.197,0.000,292.649,293.574,281.564,288.833,101564.167,290.543,289.197,101605.639,101390.000,
2008-07-01 04:00:00,290.227,289.050,0.000,292.578,293.494,281.887,288.750,101570.000,290.410,289.050,101605.745,101390.000,
2008-07-01 04:05:00,290.087,288.956,0.000,292.503,293.412,282.207,288.708,101570.000,290.266,288.956,101605.832,101390.000,
2008-07-01 04:10:00,289.420,288.857,0.000,292.353,293.252,282.504,288.667,101570.000,289.516,288.857,101606.081,101390.000,
2008-07-01 04:15:00,289.116,288.754,0.000,293.235,293.258,282.928,288.625,101570.000,289.176,288.754,101606.226,101390.000,
2008-07-01 04:20:00,289.226,288.646,0.000,293.174,293.212,282.887,288.583,101570.000,289.316,288.646,101606.239,101390.000,
2008-07-01 04:25:00,289.356,288.535,0.000,293.351,293.210,283.153,288.542,101570.000,289.480,288.535,101606.246,101390.000,
2008-07-01 04:30:00,289.545,288.406,0.000,293.826,293.231,284.645,288.500,101570.000,289.724,288.406,101606.247,101390.000,
2008-07-01 04:35:00,288.844,288.270,0.000,294.139,293.118,285.319,288.458,101570.000,288.915,288.270,101606.503,101390.000,
2008-07-01 04:40:00,289.193,288.131,0.000,294.679,293.185,286.012,288.417,101570.000,289.380,288.131,101606.478,101390.000,
2008-07-01 04:45:00,288.653,287.986,0.000,295.076,293.089,286.323,288.375,101570.000,288.728,287.986,101606.684,101390.000,
2008-07-01 04:50:00,289.361,287.838,0.000,295.640,293.195,287.072,288.333,101570.000,289.614,287.838,101606.547,101390.000,
2008-07-01 04:55:00,288.388,287.685,0.000,295.870,293.040,287.324,288.292,101570.000,288.457,287.685,101606.888,101390.000,
2008-07-01 05:00:00,289.075,287.529,4.504,296.387,293.202,287.937,288.250,101570.000,289.333,287.529,101606.769,101390.000,
2008-07-01 05:05:00,288.222,287.534,14.919,296.624,293.079,288.149,288.325,101570.833,288.290,287.534,101607.011,101390.000,
2008-07-01 05:10:00,289.310,287.538,19.153,297.178,293.278,288.847,288.400,101571.667,289.597,287.538,101606.688,101390.000,
2008-07-01 05:15:00,288.256,287.540,11.084,297.350,293.140,289.034,288.475,101572.500,288.316,287.540,101606.986,101390.000,
