cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,294.642,292.250,0.000,293.424,295.481,285.300,292.250,99237.800,294.744,292.250,99445.879,99237.800,
2008-07-01 00:05:00,292.302,292.167,0.000,293.148,295.166,285.837,292.167,99240.400,292.328,292.167,99447.033,99237.800,
2008-07-01 00:10:00,292.930,292.083,0.000,293.236,295.255,287.151,292.083,99243.000,293.095,292.083,99446.900,99237.800,
2008-07-01 00:15:00,292.380,292.000,0.000,293.123,295.121,286.560,292.000,99245.600,292.415,292.000,99447.062,99237.800,
2008-07-01 00:20:00,293.429,291.917,0.000,293.211,295.210,286.448,291.917,99248.200,293.746,291.917,99446.850,99237.800,
2008-07-01 00:25:00,292.345,291.833,0.000,293.060,295.032,286.223,291.833,99250.800,292.408,291.833,99447.151,99237.800,
2008-07-01 00:30:00,293.088,291.750,0.000,293.141,295.112,286.426,291.750,99253.400,293.377,291.750,99447.019,99237.800,
2008-07-01 00:35:00,292.168,291.667,0.000,292.999,294.947,286.233,291.667,99256.000,292.236,291.667,99447.274,99237.800,
2008-07-01 00:40:00,292.828,291.583,0.000,293.065,295.008,286.311,291.583,99258.600,293.087,291.583,99447.157,99237.800,
2008-07-01 00:45:00,292.012,291.500,0.000,292.932,294.853,286.165,291.500,99261.200,292.088,291.500,99447.395,99237.800,
2008-07-01 00:50:00,292.581,291.417,0.000,292.985,294.900,286.256,291.417,99263.800,292.821,291.417,99447.297,99237.800,
2008-07-01 00:55:00,291.853,291.333,0.000,292.861,294.755,286.136,291.333,99266.400,291.934,291.333,99447.515,99237.800,
2008-07-01 01:00:00,292.368,291.250,0.000,292.903,294.792,286.180,291.250,99269.000,292.594,291.250,99447.427,99237.800,
2008-07-01 01:05:00,291.718,291.200,0.000,292.785,294.657,286.051,291.200,99269.667,291.803,291.200,99447.614,99237.800,
2008-07-01 01:10:00,292.208,291.150,0.000,292.822,294.690,286.091,291.150,99270.333,292.423,291.150,99447.519,99237.800,
2008-07-01 01:15:00,291.601,291.100,0.000,292.710,294.562,285.995,291.100,99271.000,291.686,291.100,99447.694,99237.800,
2008-07-01 01:20:00,292.056,291.050,0.000,292.742,294.590,286.040,291.050,99271.667,292.259,291.050,99447.604,99237.800,
2008-07-01 01:25:00,291.489,291.000,0.000,292.635,294.469,285.945,291.000,99272.333,291.574,291.000,99447.770,99237.800,
2008-07-01 01:30:00,291.919,290.950,0.000,292.664,294.493,285.982,290.950,99273.000,292.113,290.950,99447.686,99237.800,
2008-07-01 01:35:00,291.379,290.900,0.000,292.561,294.377,285.896,290.900,99273.667,291.463,290.900,99447.846,99237.800,
2008-07-01 01:40:00,291.786,290.850,0.000,292.588,294.399,285.934,290.850,99274.333,291.974,290.850,99447.767,99237.800,
2008-07-01 01:45:00,291.269,290.800,0.000,292.488,294.286,285.851,290.800,99275.000,291.352,290.800,99447.921,99237.800,
2008-07-01 01:50:00,291.659,290.750,0.000,292.512,294.306,285.886,290.750,99275.667,291.842,290.750,99447.846,99237.800,
2008-07-01 01:55:00,291.161,290.700,0.000,292.416,294.197,285.807,290.700,99276.333,291.243,290.700,99447.996,99237.800,
2008-07-01 02:00:00,291.536,290.650,0.000,292.437,294.214,285.841,290.650,99277.000,291.713,290.650,99447.925,99237.800,
2008-07-01 02:05:00,291.027,290.558,0.000,292.338,294.102,285.758,290.558,99279.350,291.109,290.558,99448.095,99237.800,
2008-07-01 02:10:00,291.367,290.467,0.000,292.355,294.114,285.767,290.467,99281.700,291.543,290.467,99448.049,99237.800,
2008-07-01 02:15:00,290.871,290.375,0.000,292.256,294.002,285.648,290.375,99284.050,290.955,290.375,99448.218,99237.800,
2008-07-01 02:20:00,291.208,290.283,0.000,292.271,294.012,285.632,290.283,99286.400,291.388,290.283,99448.175,99237.800,
2008-07-01 02:25:00,290.711,290.192,0.000,292.171,293.899,285.511,290.192,99288.750,290.799,290.192,99448.344,99237.800,
2008-07-01 02:30:00,291.048,290.100,0.000,292.186,293.908,285.490,290.100,99291.100,291.231,290.100,99448.301,99237.800,
2008-07-01 02:35:00,290.552,290.008,0.000,292.085,293.795,285.360,290.008,99293.450,290.643,290.008,99448.469,99237.800,
2008-07-01 02:40:00,290.891,289.917,0.000,292.099,293.804,285.329,289.917,99295.800,291.077,289.917,99448.426,99237.800,
2008-07-01 02:45:00,290.395,289.825,0.000,291.998,293.690,285.196,289.825,99298.150,290.489,289.825,99448.595,99237.800,
2008-07-01 02:50:00,290.736,289.733,0.000,292.012,293.700,285.159,289.733,99300.500,290.926,289.733,99448.551,99237.800,
2008-07-01 02:55:00,290.238,289.642,0.000,291.910,293.585,285.023,289.642,99302.850,290.336,289.642,99448.720,99237.800,
2008-07-01 03:00:00,290.582,289.550,0.000,291.929,293.600,284.994,289.550,99305.200,290.777,289.550,99448.675,99237.800,
2008-07-01 03:05:00,290.117,289.517,0.000,291.837,293.496,284.880,289.517,99307.092,290.218,289.517,99448.812,99237.800,
2008-07-01 03:10:00,290.506,289.483,0.000,291.862,293.518,284.874,289.483,99308.983,290.703,289.483,99448.730,99237.800,
2008-07-01 03:15:00,290.047,289.450,0.000,291.775,293.419,284.784,289.450,99310.875,290.147,289.450,99448.863,99237.800,
2008-07-01 03:20:00,290.435,289.417,0.000,291.803,293.444,284.793,289.417,99312.767,290.631,289.417,99448.780,99237.800,
2008-07-01 03:25:00,289.981,289.383,0.000,291.719,293.349,284.713,289.383,99314.658,290.082,289.383,99448.911,99237.800,
2008-07-01 03:30:00,290.368,289.350,0.000,291.750,293.376,284.729,289.350,99316.550,290.564,289.350,99448.829,99237.800,
2008-07-01 03:35:00,289.918,289.317,0.000,291.668,293.284,284.657,289.317,99318.442,290.020,289.317,99448.959,99237.800,
2008-07-01 03:40:00,290.303,289.283,0.000,291.699,293.313,284.679,289.283,99320.333,290.499,289.283,99448.877,99237.800,
2008-07-01 03:45:00,289.857,289.250,0.000,291.620,293.222,284.615,289.250,99322.225,289.960,289.250,99449.006,99237.800,
2008-07-01 03:50:00,290.241,289.217,0.000,291.652,293.252,284.641,289.217,99324.117,290.437,289.217,99448.924,99237.800,
2008-07-01 03:55:00,289.798,289.183,0.000,291.574,293.164,284.582,289.183,99326.008,289.901,289.183,99449.052,99237.800,
2008-07-01 04:00:00,290.180,289.150,0.000,291.609,293.195,284.619,289.150,99327.900,290.378,289.150,99448.971,99237.800,
2008-07-01 04:05:00,289.765,289.158,0.000,291.537,293.113,284.579,289.158,99331.558,289.868,289.158,99449.075,99237.800,
2008-07-01 04:10:00,289.668,289.167,0.000,291.509,293.077,284.551,289.167,99335.217,289.771,289.167,99449.103,99237.800,
2008-07-01 04:15:00,289.644,289.175,0.000,291.614,293.101,284.982,289.175,99338.875,289.721,289.175,99449.104,99237.800,
2008-07-01 04:20:00,289.622,289.183,0.000,291.580,293.069,284.969,289.183,99342.533,289.693,289.183,99449.101,99237.800,
2008-07-01 04:25:00,289.436,289.192,0.000,291.562,293.037,285.155,289.192,99346.192,289.481,289.192,99449.156,99237.800,
2008-07-01 04:30:00,289.510,289.200,0.000,291.645,293.052,285.385,289.200,99349.850,289.566,289.200,99449.130,99237.800,
2008-07-01 04:35:00,289.433,289.208,0.000,291.709,293.047,285.577,289.208,99353.508,289.473,289.208,99449.149,99237.800,
2008-07-01 04:40:00,289.540,289.217,0.000,291.899,293.076,285.789,289.217,99357.167,289.596,289.217,99449.114,99237.800,
2008-07-01 04:45:00,289.446,289.225,0.000,292.011,293.080,285.996,289.225,99360.825,289.484,289.225,99449.137,99237.800,
2008-07-01 04:50:00,289.563,289.233,0.000,292.143,293.115,286.227,289.233,99364.483,289.621,289.233,99449.099,99237.800,
2008-07-01 04:55:00,289.462,289.242,0.000,292.233,293.124,286.435,289.242,99368.142,289.500,289.242,99449.125,99237.800,
2008-07-01 05:00:00,289.588,289.250,4.146,292.352,293.166,286.668,289.250,99371.800,289.646,289.250,99449.085,99237.800,
2008-07-01 05:05:00,289.515,289.292,4.602,292.440,293.184,286.884,289.292,99371.633,289.551,289.292,99449.087,99237.800,
