cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,296.921,295.546,0.000,294.001,295.106,286.555,290.950,101390.000,296.980,295.546,101600.653,101390.000,
2008-07-01 00:05:00,295.538,295.193,0.000,293.964,295.086,285.925,290.992,101391.667,295.586,295.193,101601.504,101390.000,
2008-07-01 00:10:00,295.712,295.205,0.000,294.160,295.306,285.496,291.033,101393.333,295.806,295.205,101601.468,101390.000,
2008-07-01 00:15:00,295.869,295.077,0.000,294.219,295.385,285.129,291.075,101395.000,296.027,295.077,101601.484,101390.000,
2008-07-01 00:20:00,295.908,295.092,0.000,294.262,295.448,284.792,291.117,101396.667,296.059,295.092,101601.469,101390.000,
2008-07-01 00:25:00,295.774,295.017,0.000,294.263,295.467,284.474,291.158,101398.333,295.888,295.017,101601.514,101390.000,
2008-07-01 00:30:00,295.760,295.031,0.000,294.280,295.504,284.168,291.200,101400.000,295.882,295.031,101601.520,101390.000,
2008-07-01 00:35:00,295.624,294.983,0.000,294.260,295.502,283.870,291.242,101401.667,295.722,294.983,101601.570,101390.000,
2008-07-01 00:40:00,295.611,294.997,0.000,294.255,295.517,283.578,291.283,101403.333,295.716,294.997,101601.577,101390.000,
2008-07-01 00:45:00,295.506,294.964,0.000,294.228,295.507,283.288,291.325,101405.000,295.592,294.964,101601.614,101390.000,
2008-07-01 00:50:00,295.507,294.979,0.000,294.213,295.510,283.002,291.367,101406.667,295.598,294.979,101601.615,101390.000,
2008-07-01 00:55:00,295.424,294.957,0.000,294.184,295.497,282.716,291.408,101408.333,295.499,294.957,101601.642,101390.000,
2008-07-01 01:00:00,295.428,294.973,0.000,294.175,295.499,282.475,291.450,101410.000,295.509,294.973,101601.641,101390.000,
2008-07-01 01:05:00,295.350,294.920,0.000,294.155,295.489,282.256,291.375,101414.167,295.417,294.920,101601.676,101390.000,
2008-07-01 01:10:00,295.340,294.906,0.000,294.143,295.487,282.054,291.300,101418.333,295.413,294.906,101601.691,101390.000,
2008-07-01 01:15:00,295.263,294.866,0.000,294.124,295.475,281.864,291.225,101422.500,295.325,294.866,101601.726,101390.000,
2008-07-01 01:20:00,295.249,294.850,0.000,294.111,295.470,281.686,291.150,101426.667,295.316,294.850,101601.741,101390.000,
2008-07-01 01:25:00,295.180,294.812,0.000,294.092,295.457,281.518,291.075,101430.833,295.237,294.812,101601.773,101390.000,
2008-07-01 01:30:00,295.165,294.795,0.000,294.078,295.449,281.360,291.000,101435.000,295.227,294.795,101601.789,101390.000,
2008-07-01 01:35:00,295.102,294.759,0.000,294.059,295.435,281.209,290.925,101439.167,295.155,294.759,101601.819,101390.000,
2008-07-01 01:40:00,295.085,294.740,0.000,294.045,295.426,281.066,290.850,101443.333,295.143,294.740,101601.835,101390.000,
2008-07-01 01:45:00,295.027,294.706,0.000,294.025,295.410,280.930,290.775,101447.500,295.076,294.706,101601.864,101390.000,
2008-07-01 01:50:00,295.008,294.686,0.000,294.010,295.399,280.801,290.700,101451.667,295.062,294.686,101601.881,101390.000,
2008-07-01 01:55:00,294.954,294.652,0.000,293.990,295.383,280.677,290.625,101455.833,295.001,294.652,101601.908,101390.000,
2008-07-01 02:00:00,294.935,294.631,0.000,293.975,295.370,280.559,290.550,101460.000,294.984,294.631,101601.925,101390.000,
2008-07-01 02:05:00,294.891,294.630,0.000,293.956,295.353,280.446,290.483,101463.333,294.935,294.630,101601.940,101390.000,
2008-07-01 02:10:00,294.886,294.636,0.000,293.941,295.340,280.338,290.417,101466.667,294.931,294.636,101601.942,101390.000,
2008-07-01 02:15:00,294.854,294.626,0.000,293.924,295.323,280.234,290.350,101470.000,294.893,294.626,101601.953,101390.000,
2008-07-01 02:20:00,294.848,294.621,0.000,293.910,295.309,280.134,290.283,101473.333,294.889,294.621,101601.958,101390.000,
2008-07-01 02:25:00,294.699,294.122,0.000,293.881,295.279,280.038,290.217,101476.667,294.745,294.122,101602.151,101390.000,
2008-07-01 02:30:00,294.293,293.140,0.000,293.827,295.220,279.945,290.150,101480.000,294.377,293.140,101602.645,101390.000,
2008-07-01 02:35:00,293.695,292.464,0.000,293.747,295.123,279.865,290.083,101483.333,293.820,292.464,101603.163,101390.000,
2008-07-01 02:40:00,293.191,291.978,0.000,293.673,295.036,279.803,290.017,101486.667,293.346,291.978,101603.554,101390.000,
2008-07-01 02:45:00,292.834,291.608,0.000,293.592,294.941,279.751,289.950,101490.000,292.998,291.608,101603.828,101390.000,
2008-07-01 02:50:00,292.604,291.317,0.000,293.524,294.861,279.708,289.883,101493.333,292.779,291.317,101604.026,101390.000,
2008-07-01 02:55:00,292.378,291.078,0.000,293.453,294.778,279.689,289.817,101496.667,292.556,291.078,101604.197,101390.000,
2008-07-01 03:00:00,292.190,290.877,0.000,293.388,294.698,279.718,289.750,101500.000,292.372,290.877,101604.342,101390.000,
2008-07-01 03:05:00,291.956,290.639,0.000,293.317,294.612,279.786,289.667,101505.833,292.136,290.639,101604.510,101390.000,
2008-07-01 03:10:00,291.761,290.437,0.000,293.250,294.531,279.874,289.583,101511.667,291.947,290.437,101604.660,101390.000,
2008-07-01 03:15:00,291.560,290.258,0.000,293.180,294.446,279.957,289.500,101517.500,291.744,290.258,101604.801,101390.000,
2008-07-01 03:20:00,291.421,290.096,0.000,293.117,294.369,280.047,289.417,101523.333,291.612,290.096,101604.916,101390.000,
2008-07-01 03:25:00,291.261,289.947,0.000,293.051,294.289,280.165,289.333,101529.167,291.450,289.947,101605.030,101390.000,
2008-07-01 03:30:00,291.133,289.808,0.000,292.988,294.213,280.332,289.250,101535.000,291.327,289.808,101605.131,101390.000,
