cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:05:00,292.243,292.167,0.000,293.141,295.158,285.827,292.167,99240.400,292.256,292.167,99447.048,99237.800,
2008-07-01 00:10:00,292.324,292.083,0.000,293.161,295.172,286.966,292.083,99243.000,292.376,292.083,99447.068,99237.800,
2008-07-01 00:15:00,292.200,292.000,0.000,293.084,295.078,286.597,292.000,99245.600,292.226,292.000,99447.129,99237.800,
2008-07-01 00:20:00,292.498,291.917,0.000,293.061,295.044,286.381,291.917,99248.200,292.617,291.917,99447.096,99237.800,
2008-07-01 00:25:00,292.212,291.833,0.000,292.990,294.957,286.164,291.833,99250.800,292.272,291.833,99447.201,99237.800,
2008-07-01 00:30:00,292.284,291.750,0.000,292.966,294.920,286.226,291.750,99253.400,292.404,291.750,99447.231,99237.800,
2008-07-01 00:35:00,292.037,291.667,0.000,292.901,294.840,286.126,291.667,99256.000,292.101,291.667,99447.324,99237.800,
2008-07-01 00:40:00,292.084,291.583,0.000,292.875,294.802,286.121,291.583,99258.600,292.190,291.583,99447.357,99237.800,
2008-07-01 00:45:00,291.884,291.500,0.000,292.818,294.730,286.041,291.500,99261.200,291.954,291.500,99447.442,99237.800,
2008-07-01 00:50:00,291.891,291.417,0.000,292.788,294.688,286.051,291.417,99263.800,291.991,291.417,99447.483,99237.800,
2008-07-01 00:55:00,291.726,291.333,0.000,292.735,294.621,285.997,291.333,99266.400,291.799,291.333,99447.561,99237.800,
2008-07-01 01:00:00,291.712,291.250,0.000,292.700,294.576,285.973,291.250,99269.000,291.807,291.250,99447.605,99237.800,
2008-07-01 01:05:00,291.590,291.200,0.000,292.651,294.515,285.904,291.200,99269.667,291.666,291.200,99447.660,99237.800,
2008-07-01 01:10:00,291.582,291.150,0.000,292.617,294.471,285.880,291.150,99270.333,291.673,291.150,99447.688,99237.800,
2008-07-01 01:15:00,291.478,291.100,0.000,292.571,294.415,285.842,291.100,99271.000,291.554,291.100,99447.737,99237.800,
2008-07-01 01:20:00,291.459,291.050,0.000,292.536,294.372,285.827,291.050,99271.667,291.545,291.050,99447.766,99237.800,
2008-07-01 01:25:00,291.370,291.000,0.000,292.493,294.319,285.789,291.000,99272.333,291.445,291.000,99447.812,99237.800,
2008-07-01 01:30:00,291.345,290.950,0.000,292.458,294.275,285.769,290.950,99273.000,291.427,290.950,99447.843,99237.800,
2008-07-01 01:35:00,291.263,290.900,0.000,292.416,294.225,285.737,290.900,99273.667,291.337,290.900,99447.887,99237.800,
2008-07-01 01:40:00,291.231,290.850,0.000,292.382,294.182,285.719,290.850,99274.333,291.311,290.850,99447.919,99237.800,
2008-07-01 01:45:00,291.156,290.800,0.000,292.341,294.133,285.691,290.800,99275.000,291.229,290.800,99447.961,99237.800,
2008-07-01 01:50:00,291.121,290.750,0.000,292.307,294.090,285.672,290.750,99275.667,291.198,290.750,99447.994,99237.800,
2008-07-01 01:55:00,291.050,290.700,0.000,292.267,294.042,285.646,290.700,99276.333,291.122,290.700,99448.035,99237.800,
2008-07-01 02:00:00,291.012,290.650,0.000,292.232,293.998,285.626,290.650,99277.000,291.088,290.650,99448.069,99237.800,
2008-07-01 02:05:00,290.918,290.558,0.000,292.189,293.946,285.596,290.558,99279.350,290.990,290.558,99448.133,99237.800,
2008-07-01 02:10:00,290.849,290.467,0.000,292.149,293.897,285.553,290.467,99281.700,290.925,290.467,99448.192,99237.800,
2008-07-01 02:15:00,290.756,290.375,0.000,292.105,293.844,285.486,290.375,99284.050,290.830,290.375,99448.258,99237.800,
2008-07-01 02:20:00,290.685,290.283,0.000,292.063,293.793,285.418,290.283,99286.400,290.763,290.283,99448.319,99237.800,
2008-07-01 02:25:00,290.592,290.192,0.000,292.017,293.739,285.347,290.192,99288.750,290.668,290.192,99448.385,99237.800,
2008-07-01 02:30:00,290.519,290.100,0.000,291.974,293.687,285.274,290.100,99291.100,290.599,290.100,99448.447,99237.800,
2008-07-01 02:35:00,290.428,290.008,0.000,291.928,293.632,285.194,290.008,99293.450,290.507,290.008,99448.512,99237.800,
2008-07-01 02:40:00,290.355,289.917,0.000,291.884,293.579,285.113,289.917,99295.800,290.438,289.917,99448.574,99237.800,
2008-07-01 02:45:00,290.265,289.825,0.000,291.837,293.524,285.027,289.825,99298.150,290.347,289.825,99448.639,99237.800,
2008-07-01 02:50:00,290.192,289.733,0.000,291.793,293.470,284.942,289.733,99300.500,290.277,289.733,99448.701,99237.800,
2008-07-01 02:55:00,290.103,289.642,0.000,291.746,293.414,284.852,289.642,99302.850,290.188,289.642,99448.766,99237.800,
2008-07-01 03:00:00,290.029,289.550,0.000,291.705,293.366,284.776,289.550,99305.200,290.117,289.550,99448.828,99237.800,
2008-07-01 03:05:00,289.977,289.517,0.000,291.668,293.321,284.707,289.517,99307.092,290.063,289.517,99448.860,99237.800,
2008-07-01 03:10:00,289.948,289.483,0.000,291.635,293.280,284.654,289.483,99308.983,290.036,289.483,99448.884,99237.800,
2008-07-01 03:15:00,289.907,289.450,0.000,291.603,293.241,284.610,289.450,99310.875,289.994,289.450,99448.911,99237.800,
2008-07-01 03:20:00,289.880,289.417,0.000,291.573,293.204,284.573,289.417,99312.767,289.969,289.417,99448.934,99237.800,
2008-07-01 03:25:00,289.842,289.383,0.000,291.545,293.169,284.538,289.383,99314.658,289.929,289.383,99448.959,99237.800,
2008-07-01 03:30:00,289.816,289.350,0.000,291.518,293.135,284.508,289.350,99316.550,289.904,289.350,99448.982,99237.800,
2008-07-01 03:35:00,289.779,289.317,0.000,291.491,293.101,284.481,289.317,99318.442,289.866,289.317,99449.007,99237.800,
2008-07-01 03:40:00,289.752,289.283,0.000,291.466,293.069,284.459,289.283,99320.333,289.841,289.283,99449.029,99237.800,
2008-07-01 03:45:00,289.717,289.250,0.000,291.441,293.037,284.438,289.250,99322.225,289.805,289.250,99449.054,99237.800,
2008-07-01 03:50:00,289.691,289.217,0.000,291.417,293.007,284.420,289.217,99324.117,289.780,289.217,99449.076,99237.800,
2008-07-01 03:55:00,289.656,289.183,0.000,291.394,292.977,284.404,289.183,99326.008,289.745,289.183,99449.101,99237.800,
2008-07-01 04:00:00,289.630,289.150,0.000,291.372,292.948,284.398,289.150,99327.900,289.720,289.150,99449.123,99237.800,
2008-07-01 04:05:00,289.620,289.158,0.000,291.354,292.924,284.400,289.158,99331.558,289.709,289.158,99449.124,99237.800,
2008-07-01 04:10:00,289.631,289.167,0.000,291.339,292.902,284.400,289.167,99335.217,289.720,289.167,99449.118,99237.800,
2008-07-01 04:15:00,289.638,289.175,0.000,291.462,292.945,284.592,289.175,99338.875,289.727,289.175,99449.111,99237.800,
2008-07-01 04:20:00,289.419,289.183,0.000,291.416,292.900,284.673,289.183,99342.533,289.467,289.183,99449.166,99237.800,
2008-07-01 04:25:00,289.337,289.192,0.000,291.416,292.886,284.975,289.192,99346.192,289.365,289.192,99449.186,99237.800,
2008-07-01 04:30:00,289.345,289.200,0.000,291.494,292.896,285.213,289.200,99349.850,289.371,289.200,99449.179,99237.800,
