cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:05:00,289.559,0.000,299.873,299.873,299.726,286.917,97510.833,290.480,288.096,287.718,287.544,287.388,98056.019,97905.479,97824.091,97765.935,97707.771,
2002-06-10 00:10:00,288.417,0.000,299.557,299.557,299.364,286.883,97511.667,289.057,287.486,287.264,287.185,287.121,98056.982,97905.879,97824.340,97766.100,97707.871,
2002-06-10 00:15:00,288.805,0.000,298.951,298.951,298.838,286.850,97512.500,289.591,287.637,287.327,287.221,287.137,98056.769,97905.845,97824.333,97766.103,97707.879,
2002-06-10 00:20:00,289.343,0.000,298.414,298.414,298.352,286.817,97513.333,290.324,287.853,287.435,287.291,287.177,98056.445,97905.772,97824.302,97766.091,97707.878,
2002-06-10 00:25:00,289.212,0.000,297.998,297.998,297.910,286.783,97514.167,290.067,287.856,287.435,287.285,287.165,98056.509,97905.789,97824.320,97766.108,97707.894,
2002-06-10 00:30:00,289.206,0.000,297.697,297.697,297.512,286.750,97515.000,290.103,287.812,287.400,287.253,287.133,98056.566,97905.835,97824.355,97766.136,97707.915,
2002-06-10 00:35:00,288.957,0.000,297.443,297.443,297.143,286.717,97515.833,289.756,287.707,287.328,287.192,287.081,98056.757,97905.913,97824.409,97766.176,97707.944,
2002-06-10 00:40:00,288.968,0.000,297.225,297.225,296.803,286.683,97516.667,289.816,287.668,287.290,287.155,287.045,98056.810,97905.962,97824.447,97766.207,97707.967,
2002-06-10 00:45:00,288.803,0.000,297.026,297.026,296.485,286.650,97517.500,289.574,287.601,287.239,287.109,287.003,98056.943,97906.022,97824.491,97766.241,97707.993,
2002-06-10 00:50:00,288.846,0.000,296.849,296.849,296.192,286.617,97518.333,289.673,287.580,287.212,287.080,286.974,98056.971,97906.062,97824.524,97766.269,97708.014,
2002-06-10 00:55:00,288.693,0.000,296.687,296.687,295.918,286.583,97519.167,289.446,287.517,287.164,287.037,286.934,98057.096,97906.120,97824.566,97766.302,97708.038,
2002-06-10 01:00:00,288.734,0.000,296.540,296.540,295.662,286.550,97520.000,289.542,287.495,287.137,287.008,286.904,98057.125,97906.160,97824.600,97766.329,97708.060,
2002-06-10 01:05:00,288.594,0.000,296.404,296.404,295.422,286.542,97522.500,289.328,287.448,287.106,286.983,286.883,98057.216,97906.191,97824.620,97766.344,97708.070,
2002-06-10 01:10:00,288.661,0.000,296.277,296.277,295.196,286.533,97525.000,289.450,287.451,287.103,286.978,286.877,98057.198,97906.198,97824.627,97766.350,97708.075,
2002-06-10 01:15:00,288.535,0.000,296.159,296.159,294.982,286.525,97527.500,289.251,287.413,287.080,286.959,286.862,98057.276,97906.223,97824.643,97766.362,97708.083,
2002-06-10 01:20:00,288.608,0.000,296.049,296.049,294.782,286.517,97530.000,289.385,287.417,287.077,286.955,286.856,98057.255,97906.229,97824.650,97766.368,97708.088,
2002-06-10 01:25:00,288.478,0.000,295.945,295.945,294.593,286.508,97532.500,289.180,287.378,287.052,286.935,286.839,98057.335,97906.255,97824.666,97766.380,97708.097,
2002-06-10 01:30:00,288.555,0.000,295.847,295.847,294.413,286.500,97535.000,289.320,287.382,287.050,286.930,286.834,98057.313,97906.262,97824.673,97766.386,97708.102,
2002-06-10 01:35:00,288.425,0.000,295.754,295.754,294.242,286.492,97537.500,289.113,287.343,287.025,286.911,286.817,98057.393,97906.287,97824.690,97766.398,97708.110,
2002-06-10 01:40:00,288.509,0.000,295.666,295.666,294.080,286.483,97540.000,289.264,287.350,287.024,286.907,286.812,98057.367,97906.292,97824.696,97766.404,97708.115,
2002-06-10 01:45:00,288.376,0.000,295.581,295.581,293.923,286.475,97542.500,289.053,287.311,287.000,286.887,286.796,98057.448,97906.317,97824.712,97766.415,97708.123,
2002-06-10 01:50:00,288.466,0.000,295.499,295.499,293.774,286.467,97545.000,289.214,287.319,286.999,286.884,286.791,98057.418,97906.322,97824.718,97766.421,97708.128,
2002-06-10 01:55:00,288.331,0.000,295.421,295.421,293.630,286.458,97547.500,288.997,287.280,286.975,286.865,286.775,98057.500,97906.347,97824.734,97766.433,97708.136,
2002-06-10 02:00:00,288.426,0.000,295.346,295.346,293.492,286.450,97550.000,289.167,287.290,286.975,286.862,286.771,98057.467,97906.352,97824.740,97766.438,97708.140,
2002-06-10 02:05:00,288.283,0.000,295.273,295.273,293.359,286.433,97552.500,288.941,287.244,286.944,286.836,286.747,98057.562,97906.386,97824.764,97766.457,97708.154,
2002-06-10 02:10:00,288.378,0.000,295.203,295.203,293.230,286.417,97555.000,289.115,287.248,286.937,286.826,286.735,98057.542,97906.402,97824.779,97766.470,97708.164,
2002-06-10 02:15:00,288.225,0.000,295.134,295.134,293.103,286.400,97557.500,288.873,287.199,286.904,286.797,286.710,98057.644,97906.439,97824.805,97766.489,97708.179,
2002-06-10 02:20:00,288.320,0.000,295.067,295.067,292.980,286.383,97560.000,289.047,287.204,286.897,286.787,286.698,98057.623,97906.454,97824.819,97766.502,97708.189,
2002-06-10 02:25:00,288.162,0.000,295.000,295.000,292.858,286.367,97562.500,288.799,287.155,286.864,286.759,286.673,98057.727,97906.491,97824.845,97766.521,97708.203,
2002-06-10 02:30:00,288.260,0.000,294.934,294.934,292.738,286.350,97565.000,288.978,287.160,286.859,286.750,286.661,98057.705,97906.505,97824.859,97766.534,97708.213,
2002-06-10 02:35:00,288.099,0.000,294.869,294.869,292.620,286.333,97567.500,288.723,287.111,286.825,286.721,286.636,98057.811,97906.543,97824.885,97766.553,97708.228,
2002-06-10 02:40:00,288.199,0.000,294.805,294.805,292.505,286.317,97570.000,288.908,287.117,286.820,286.712,286.625,98057.786,97906.557,97824.899,97766.566,97708.238,
2002-06-10 02:45:00,288.035,0.000,294.743,294.743,292.391,286.300,97572.500,288.647,287.066,286.786,286.683,286.600,98057.894,97906.594,97824.925,97766.585,97708.252,
2002-06-10 02:50:00,288.139,0.000,294.681,294.681,292.279,286.283,97575.000,288.837,287.073,286.781,286.675,286.589,98057.868,97906.608,97824.938,97766.597,97708.262,
2002-06-10 02:55:00,287.971,0.000,294.620,294.620,292.168,286.267,97577.500,288.572,287.022,286.746,286.646,286.563,98057.977,97906.646,97824.965,97766.617,97708.276,
2002-06-10 03:00:00,288.079,0.000,294.559,294.559,292.060,286.250,97580.000,288.768,287.030,286.742,286.638,286.552,98057.949,97906.659,97824.978,97766.629,97708.286,
2002-06-10 03:05:00,287.903,0.000,294.500,294.500,291.953,286.217,97582.500,288.493,286.972,286.701,286.601,286.519,98058.073,97906.708,97825.013,97766.656,97708.306,
2002-06-10 03:10:00,288.004,0.000,294.441,294.441,291.846,286.183,97585.000,288.683,286.971,286.687,286.584,286.499,98058.062,97906.734,97825.036,97766.677,97708.323,
2002-06-10 03:15:00,287.823,0.000,294.382,294.382,291.739,286.150,97587.500,288.403,286.908,286.642,286.544,286.464,98058.192,97906.786,97825.074,97766.705,97708.344,
2002-06-10 03:20:00,287.930,0.000,294.322,294.322,291.633,286.117,97590.000,288.603,286.908,286.629,286.527,286.444,98058.178,97906.812,97825.097,97766.726,97708.360,
