cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 04:35:00,287.052,0.000,293.555,293.476,290.130,285.675,97650.833,287.473,286.361,286.146,286.065,285.998,98059.231,97907.442,97825.582,97767.114,97708.656,
2002-06-10 04:40:00,287.014,0.000,293.530,293.425,290.058,285.650,97656.667,287.432,286.330,286.116,286.036,285.969,98059.292,97907.483,97825.614,97767.140,97708.676,
2002-06-10 04:45:00,286.975,0.000,293.507,293.374,289.988,285.625,97662.500,287.390,286.298,286.086,286.006,285.940,98059.352,97907.524,97825.646,97767.166,97708.696,
2002-06-10 04:50:00,286.938,0.000,293.484,293.324,289.920,285.600,97668.333,287.348,286.266,286.056,285.976,285.910,98059.413,97907.565,97825.679,97767.192,97708.716,
2002-06-10 04:55:00,286.899,0.000,293.462,293.275,289.855,285.575,97674.167,287.306,286.234,286.025,285.947,285.881,98059.475,97907.607,97825.711,97767.219,97708.736,
2002-06-10 05:00:00,286.861,0.000,293.442,293.225,289.791,285.550,97680.000,287.264,286.202,285.995,285.917,285.851,98059.536,97907.648,97825.744,97767.245,97708.757,
2002-06-10 05:05:00,286.828,0.000,293.421,293.176,289.730,285.558,97685.833,287.227,286.177,285.972,285.895,285.830,98059.582,97907.678,97825.767,97767.263,97708.771,
2002-06-10 05:10:00,286.800,0.000,293.430,293.130,289.689,285.567,97691.667,287.194,286.156,285.953,285.876,285.812,98059.623,97907.704,97825.787,97767.280,97708.783,
2002-06-10 05:15:00,286.776,0.000,293.460,293.087,289.666,285.575,97697.500,287.168,286.137,285.934,285.857,285.793,98059.661,97907.730,97825.807,97767.296,97708.796,
2002-06-10 05:20:00,286.753,0.000,293.508,293.047,289.660,285.583,97703.333,287.143,286.118,285.916,285.839,285.775,98059.699,97907.756,97825.828,97767.313,97708.809,
2002-06-10 05:25:00,286.732,0.000,293.569,293.010,289.669,285.592,97709.167,287.120,286.099,285.897,285.820,285.756,98059.736,97907.782,97825.848,97767.330,97708.822,
2002-06-10 05:30:00,286.708,0.000,293.642,292.976,289.692,285.600,97715.000,287.094,286.077,285.875,285.798,285.734,98059.780,97907.813,97825.874,97767.351,97708.838,
2002-06-10 05:35:00,287.183,0.000,293.724,292.944,289.727,285.608,97720.833,287.706,286.303,285.985,285.870,285.776,98059.472,97907.735,97825.840,97767.335,97708.834,
2002-06-10 05:40:00,287.023,0.000,293.778,292.882,289.736,285.617,97726.667,287.459,286.327,286.024,285.899,285.793,98059.522,97907.716,97825.832,97767.334,97708.838,
2002-06-10 05:45:00,287.213,0.000,293.907,292.884,289.757,285.625,97732.500,287.806,286.319,286.016,285.892,285.784,98059.466,97907.734,97825.847,97767.348,97708.850,
2002-06-10 05:50:00,286.938,0.000,293.988,292.841,289.779,285.633,97738.333,287.378,286.240,285.961,285.846,285.743,98059.646,97907.795,97825.890,97767.380,97708.873,
2002-06-10 05:55:00,287.181,0.000,294.125,292.843,289.812,285.642,97744.167,287.812,286.261,285.955,285.832,285.725,98059.571,97907.816,97825.912,97767.400,97708.890,
2002-06-10 06:00:00,286.942,0.000,294.211,292.798,289.847,285.650,97750.000,287.399,286.220,285.926,285.804,285.697,98059.708,97907.857,97825.943,97767.426,97708.910,
2002-06-10 06:05:00,287.173,0.000,294.356,292.800,289.899,285.617,97757.500,287.824,286.234,285.918,285.789,285.676,98059.646,97907.884,97825.970,97767.450,97708.931,
2002-06-10 06:10:00,286.917,0.000,294.416,292.757,289.932,285.583,97765.000,287.390,286.173,285.871,285.746,285.635,98059.811,97907.943,97826.015,97767.486,97708.958,
2002-06-10 06:15:00,287.115,0.000,294.505,292.754,289.959,285.550,97772.500,287.773,286.172,285.852,285.721,285.606,98059.775,97907.981,97826.049,97767.515,97708.981,
2002-06-10 06:20:00,286.880,0.000,294.528,292.710,289.972,285.517,97780.000,287.370,286.114,285.806,285.678,285.565,98059.930,97908.040,97826.094,97767.551,97709.009,
2002-06-10 06:25:00,287.059,0.000,294.584,292.701,289.982,285.483,97787.500,287.721,286.111,285.786,285.653,285.536,98059.903,97908.078,97826.128,97767.580,97709.032,
2002-06-10 06:30:00,286.841,0.000,294.586,292.657,289.982,285.450,97795.000,287.349,286.054,285.740,285.610,285.495,98060.050,97908.137,97826.172,97767.616,97709.060,
2002-06-10 06:35:00,287.004,0.000,294.623,292.644,289.981,285.417,97802.500,287.669,286.051,285.720,285.585,285.467,98060.028,97908.175,97826.206,97767.645,97709.083,
2002-06-10 06:40:00,286.811,0.000,294.605,292.601,289.971,285.383,97810.000,287.339,286.001,285.679,285.545,285.428,98060.162,97908.230,97826.249,97767.679,97709.109,
2002-06-10 06:45:00,286.954,0.000,294.612,292.584,289.962,285.350,97817.500,287.625,285.993,285.657,285.520,285.399,98060.151,97908.269,97826.283,97767.709,97709.133,
2002-06-10 06:50:00,286.771,0.000,294.577,292.542,289.945,285.317,97825.000,287.317,285.941,285.614,285.479,285.359,98060.282,97908.326,97826.326,97767.743,97709.159,
2002-06-10 06:55:00,286.893,0.000,294.566,292.523,289.928,285.283,97832.500,287.567,285.929,285.590,285.451,285.329,98060.281,97908.367,97826.362,97767.773,97709.183,
2002-06-10 07:00:00,286.730,0.000,294.522,292.482,289.906,285.250,97840.000,287.291,285.880,285.549,285.411,285.290,98060.403,97908.422,97826.404,97767.808,97709.210,
2002-06-10 07:05:00,286.851,0.000,294.500,292.461,289.884,285.292,97845.833,287.528,285.883,285.541,285.401,285.279,98060.373,97908.436,97826.417,97767.818,97709.218,
2002-06-10 07:10:00,286.722,0.000,294.491,292.425,289.884,285.333,97851.667,287.297,285.858,285.524,285.386,285.265,98060.444,97908.456,97826.432,97767.830,97709.227,
2002-06-10 07:15:00,286.842,0.000,294.531,292.411,289.909,285.375,97857.500,287.523,285.869,285.524,285.383,285.259,98060.405,97908.463,97826.440,97767.837,97709.233,
2002-06-10 07:20:00,286.736,0.000,294.569,292.385,289.951,285.417,97863.333,287.327,285.852,285.510,285.370,285.246,98060.465,97908.482,97826.454,97767.849,97709.242,
2002-06-10 07:25:00,286.851,0.000,294.641,292.377,290.014,285.458,97869.167,287.539,285.865,285.511,285.366,285.240,98060.428,97908.489,97826.463,97767.858,97709.250,
2002-06-10 07:30:00,286.758,0.000,294.711,292.360,290.090,285.500,97875.000,287.368,285.851,285.499,285.354,285.227,98060.481,97908.507,97826.478,97767.870,97709.259,
2002-06-10 07:35:00,286.860,0.000,294.818,292.357,290.182,285.542,97880.833,287.555,285.862,285.498,285.349,285.219,98060.451,97908.517,97826.488,97767.880,97709.268,
2002-06-10 07:40:00,286.776,0.000,294.923,292.345,290.285,285.583,97886.667,287.400,285.849,285.485,285.336,285.205,98060.503,97908.536,97826.504,97767.893,97709.278,
2002-06-10 07:45:00,286.869,0.000,295.055,292.345,290.402,285.625,97892.500,287.570,285.860,285.484,285.331,285.196,98060.477,97908.547,97826.516,97767.904,97709.288,
2002-06-10 07:50:00,286.802,0.000,295.183,292.337,290.526,285.667,97898.333,287.442,285.851,285.473,285.318,285.183,98060.521,97908.566,97826.531,97767.917,97709.299,
2002-06-10 07:55:00,286.885,0.000,295.308,292.340,290.662,285.708,97904.167,287.594,285.861,285.471,285.312,285.173,98060.500,97908.577,97826.544,97767.929,97709.309,
2002-06-10 08:00:00,286.825,0.000,295.399,292.335,290.805,285.750,97910.000,287.481,285.853,285.460,285.300,285.159,98060.542,97908.597,97826.561,97767.943,97709.320,
2002-06-10 08:05:00,286.903,0.000,295.483,292.339,290.957,285.808,97913.333,287.622,285.861,285.456,285.291,285.147,98060.527,97908.613,97826.577,97767.958,97709.333,
2002-06-10 08:10:00,286.892,0.000,295.568,292.341,291.136,285.867,97916.667,287.574,285.881,285.460,285.289,285.139,98060.534,97908.620,97826.587,97767.969,97709.343,
2002-06-10 08:15:00,286.987,0.000,295.664,292.351,291.333,285.925,97920.000,287.723,285.920,285.479,285.299,285.142,98060.487,97908.614,97826.589,97767.974,97709.349,
2002-06-10 08:20:00,286.972,0.000,295.752,292.361,291.543,285.983,97923.333,287.675,285.938,285.489,285.305,285.142,98060.488,97908.614,97826.593,97767.979,97709.354,
2002-06-10 08:25:00,287.036,0.000,295.843,292.377,291.764,286.042,97926.667,287.786,285.962,285.500,285.311,285.143,98060.460,97908.612,97826.595,97767.983,97709.359,
2002-06-10 08:30:00,287.011,0.000,295.920,292.392,291.990,286.100,97930.000,287.726,285.973,285.505,285.312,285.142,98060.470,97908.614,97826.600,97767.988,97709.365,
2002-06-10 08:35:00,287.071,0.000,295.992,292.410,292.224,286.158,97933.333,287.830,285.996,285.516,285.318,285.143,98060.442,97908.611,97826.601,97767.991,97709.368,
2002-06-10 08:40:00,287.051,0.000,296.050,292.426,292.461,286.217,97936.667,287.776,286.011,285.524,285.322,285.144,98060.445,97908.610,97826.603,97767.994,97709.372,
2002-06-10 08:45:00,287.110,0.000,296.102,292.445,292.703,286.275,97940.000,287.876,286.036,285.537,285.331,285.148,98060.414,97908.603,97826.601,97767.995,97709.374,
2002-06-10 08:50:00,287.091,0.000,296.150,292.463,292.947,286.333,97943.333,287.824,286.051,285.546,285.336,285.150,98060.415,97908.599,97826.601,97767.996,97709.376,
2002-06-10 08:55:00,287.149,0.000,296.199,292.484,293.195,286.392,97946.667,287.921,286.077,285.560,285.346,285.156,98060.382,97908.590,97826.597,97767.995,97709.376,
2002-06-10 09:00:00,287.133,0.000,296.239,292.503,293.444,286.450,97950.000,287.873,286.094,285.571,285.354,285.161,98060.379,97908.584,97826.595,97767.994,97709.377,
2002-06-10 09:05:00,287.217,0.000,296.278,292.526,293.694,286.542,97953.333,287.990,286.154,285.624,285.405,285.211,98060.267,97908.511,97826.538,97767.948,97709.341,
2002-06-10 09:10:00,287.209,0.000,296.285,292.542,293.915,286.633,97956.667,287.940,286.193,285.670,285.453,285.261,98060.195,97908.442,97826.482,97767.901,97709.305,
2002-06-10 09:15:00,287.310,0.000,296.280,292.561,294.129,286.725,97960.000,288.086,286.255,285.726,285.509,285.316,98060.072,97908.365,97826.421,97767.853,97709.267,
2002-06-10 09:20:00,287.334,0.000,296.256,292.576,294.337,286.817,97963.333,288.071,286.317,285.784,285.565,285.371,98059.974,97908.286,97826.360,97767.803,97709.229,
2002-06-10 09:25:00,287.462,0.000,296.229,292.597,294.545,286.908,97966.667,288.248,286.397,285.854,285.631,285.433,98059.826,97908.198,97826.293,97767.750,97709.189,
2002-06-10 09:30:00,287.491,0.000,296.190,292.617,294.752,287.000,97970.000,288.238,286.462,285.916,285.691,285.492,98059.722,97908.115,97826.229,97767.698,97709.149,
2002-06-10 09:35:00,287.611,0.000,296.151,292.642,294.958,287.092,97973.333,288.406,286.538,285.983,285.755,285.553,98059.580,97908.029,97826.162,97767.645,97709.109,
2002-06-10 09:40:00,287.639,0.000,296.103,292.667,295.162,287.183,97976.667,288.398,286.600,286.043,285.813,285.611,98059.477,97907.948,97826.099,97767.594,97709.070,
2002-06-10 09:45:00,287.757,0.000,296.053,292.696,295.367,287.275,97980.000,288.562,286.676,286.110,285.877,285.672,98059.336,97907.861,97826.032,97767.541,97709.030,
2002-06-10 09:50:00,287.789,0.000,295.995,292.723,295.570,287.367,97983.333,288.559,286.740,286.171,285.937,285.731,98059.231,97907.779,97825.968,97767.489,97708.990,
2002-06-10 09:55:00,287.907,0.000,295.936,292.754,295.774,287.458,97986.667,288.722,286.816,286.239,286.002,285.793,98059.088,97907.691,97825.900,97767.435,97708.949,
2002-06-10 10:00:00,287.941,0.000,295.869,292.784,295.978,287.550,97990.000,288.724,286.881,286.301,286.063,285.852,98058.980,97907.607,97825.835,97767.382,97708.909,
2002-06-10 10:05:00,288.043,0.000,295.801,292.816,296.183,287.542,97991.667,288.869,286.940,286.350,286.107,285.892,98058.879,97907.551,97825.794,97767.351,97708.886,
2002-06-10 10:10:00,288.042,0.000,295.710,292.842,296.343,287.533,97993.333,288.835,286.971,286.381,286.137,285.921,98058.833,97907.511,97825.763,97767.326,97708.867,
2002-06-10 10:15:00,288.116,0.000,295.605,292.864,296.469,287.525,97995.000,288.946,287.010,286.414,286.168,285.951,98058.758,97907.469,97825.731,97767.300,97708.848,
2002-06-10 10:20:00,288.109,0.000,295.485,292.878,296.562,287.517,97996.667,288.905,287.036,286.441,286.195,285.978,98058.718,97907.431,97825.700,97767.275,97708.828,
2002-06-10 10:25:00,288.175,0.000,295.353,292.889,296.630,287.508,97998.333,289.006,287.071,286.473,286.226,286.008,98058.646,97907.388,97825.667,97767.249,97708.808,
2002-06-10 10:30:00,288.163,0.000,295.204,292.894,296.674,287.500,98000.000,288.961,287.093,286.498,286.253,286.035,98058.609,97907.350,97825.636,97767.223,97708.788,
2002-06-10 10:35:00,288.219,0.000,295.046,292.897,296.699,287.492,98001.667,289.047,287.123,286.527,286.282,286.065,98058.543,97907.309,97825.603,97767.196,97708.767,
2002-06-10 10:40:00,288.203,0.000,294.880,292.894,296.706,287.483,98003.333,288.998,287.140,286.550,286.307,286.092,98058.508,97907.271,97825.572,97767.169,97708.746,
2002-06-10 10:45:00,288.250,0.000,294.711,292.889,296.699,287.475,98005.000,289.072,287.167,286.578,286.336,286.122,98058.447,97907.230,97825.538,97767.141,97708.724,
2002-06-10 10:50:00,288.230,0.000,294.582,292.880,296.677,287.467,98006.667,289.017,287.182,286.601,286.362,286.150,98058.413,97907.192,97825.506,97767.114,97708.702,
2002-06-10 10:55:00,288.270,0.000,294.507,292.870,296.644,287.458,98008.333,289.075,287.207,286.629,286.391,286.181,98058.353,97907.149,97825.470,97767.085,97708.679,
2002-06-10 11:00:00,288.251,0.000,294.468,292.856,296.600,287.450,98010.000,289.021,287.223,286.652,286.417,286.210,98058.318,97907.110,97825.437,97767.056,97708.656,
2002-06-10 11:05:00,288.256,0.000,294.454,292.841,296.547,287.533,98010.000,289.047,287.206,286.635,286.398,286.188,98058.351,97907.142,97825.464,97767.080,97708.675,
2002-06-10 11:10:00,288.215,0.000,294.481,292.836,296.568,287.617,98010.000,288.992,287.175,286.603,286.365,286.155,98058.416,97907.188,97825.501,97767.110,97708.699,
2002-06-10 11:15:00,288.241,0.000,294.541,292.841,296.651,287.700,98010.000,289.055,287.161,286.579,286.339,286.126,98058.447,97907.226,97825.534,97767.138,97708.721,
2002-06-10 11:20:00,288.227,0.000,294.622,292.853,296.786,287.783,98010.000,289.030,287.150,286.560,286.316,286.100,98058.486,97907.260,97825.563,97767.163,97708.741,
2002-06-10 11:25:00,288.273,0.000,294.725,292.872,296.966,287.867,98010.000,289.116,287.154,286.549,286.300,286.080,98058.495,97907.286,97825.588,97767.185,97708.759,
2002-06-10 11:30:00,288.275,0.000,294.849,292.896,297.186,287.950,98010.000,289.111,287.154,286.538,286.285,286.061,98058.518,97907.312,97825.612,97767.206,97708.776,
2002-06-10 11:35:00,288.332,0.000,294.993,292.928,297.441,288.033,98010.000,289.207,287.167,286.534,286.274,286.045,98058.514,97907.331,97825.632,97767.224,97708.792,
2002-06-10 11:40:00,288.345,0.000,295.156,292.963,297.725,288.117,98010.000,289.216,287.177,286.529,286.264,286.029,98058.524,97907.350,97825.651,97767.242,97708.807,
2002-06-10 11:45:00,288.412,0.000,295.338,293.004,298.037,288.200,98010.000,289.322,287.198,286.531,286.258,286.018,98058.508,97907.363,97825.666,97767.257,97708.821,
2002-06-10 11:50:00,288.436,0.000,295.537,293.049,298.373,288.283,98010.000,289.343,287.216,286.532,286.253,286.007,98058.507,97907.375,97825.681,97767.272,97708.833,
2002-06-10 11:55:00,288.510,0.000,295.754,293.098,298.730,288.367,98010.000,289.457,287.245,286.540,286.252,286.000,98058.481,97907.382,97825.692,97767.283,97708.844,
2002-06-10 12:00:00,288.544,0.000,295.987,293.150,299.108,288.450,98010.000,289.488,287.271,286.546,286.252,285.993,98058.469,97907.388,97825.703,97767.294,97708.855,
2002-06-10 12:05:00,288.681,0.000,296.239,293.206,299.504,288.500,98012.500,289.655,287.380,286.641,286.344,286.087,98058.264,97907.250,97825.593,97767.204,97708.783,
2002-06-10 12:10:00,288.805,0.000,296.461,293.253,299.838,288.550,98015.000,289.755,287.526,286.772,286.471,286.211,98058.020,97907.076,97825.458,97767.095,97708.700,
2002-06-10 12:15:00,288.945,0.000,296.661,293.294,300.114,288.600,98017.500,289.894,287.671,286.909,286.604,286.339,98057.767,97906.897,97825.319,97766.983,97708.615,
2002-06-10 12:20:00,289.041,0.000,296.847,293.333,300.342,288.650,98020.000,289.966,287.794,287.032,286.726,286.460,98057.546,97906.730,97825.187,97766.877,97708.533,
2002-06-10 12:25:00,289.146,0.000,297.020,293.366,300.526,288.700,98022.500,290.064,287.910,287.149,286.842,286.577,98057.330,97906.568,97825.059,97766.772,97708.452,
2002-06-10 12:30:00,289.223,0.000,297.182,293.397,300.671,288.750,98025.000,290.117,288.017,287.260,286.955,286.690,98057.128,97906.412,97824.933,97766.670,97708.373,
2002-06-10 12:35:00,289.320,0.000,297.333,293.423,300.783,288.800,98027.500,290.206,288.127,287.373,287.069,286.804,98056.918,97906.254,97824.807,97766.567,97708.293,
2002-06-10 12:40:00,289.394,0.000,297.477,293.447,300.866,288.850,98030.000,290.255,288.230,287.482,287.180,286.917,98056.722,97906.099,97824.683,97766.465,97708.214,
2002-06-10 12:45:00,289.485,0.000,297.612,293.467,300.926,288.900,98032.500,290.338,288.336,287.592,287.291,287.030,98056.517,97905.944,97824.559,97766.363,97708.135,
2002-06-10 12:50:00,289.556,0.000,297.742,293.487,300.963,288.950,98035.000,290.385,288.435,287.698,287.400,287.140,98056.324,97905.792,97824.436,97766.262,97708.057,
