cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,296.921,295.546,0.000,294.001,294.975,286.486,290.950,101390.000,296.980,295.546,101600.653,101390.000,
2008-07-01 00:05:00,295.458,295.193,0.000,293.953,294.937,285.844,290.992,101391.667,295.488,295.193,101601.524,101390.000,
2008-07-01 00:10:00,295.405,295.205,0.000,294.119,295.113,285.404,291.033,101393.333,295.440,295.205,101601.549,101390.000,
2008-07-01 00:15:00,295.463,295.077,0.000,294.157,295.162,285.027,291.075,101395.000,295.539,295.077,101601.588,101390.000,
2008-07-01 00:20:00,295.492,295.092,0.000,294.191,295.207,284.681,291.117,101396.667,295.571,295.092,101601.581,101390.000,
2008-07-01 00:25:00,295.443,295.017,0.000,294.196,295.223,284.355,291.158,101398.333,295.509,295.017,101601.610,101390.000,
2008-07-01 00:30:00,295.405,295.031,0.000,294.203,295.241,284.042,291.200,101400.000,295.468,295.031,101601.620,101390.000,
2008-07-01 00:35:00,295.336,294.983,0.000,294.189,295.237,283.739,291.242,101401.667,295.391,294.983,101601.653,101390.000,
2008-07-01 00:40:00,295.296,294.997,0.000,294.179,295.238,283.442,291.283,101403.333,295.348,294.997,101601.666,101390.000,
2008-07-01 00:45:00,295.243,294.964,0.000,294.156,295.226,283.148,291.325,101405.000,295.289,294.964,101601.691,101390.000,
2008-07-01 00:50:00,295.217,294.979,0.000,294.138,295.217,282.856,291.367,101406.667,295.261,294.979,101601.698,101390.000,
2008-07-01 00:55:00,295.180,294.957,0.000,294.113,295.200,282.566,291.408,101408.333,295.219,294.957,101601.715,101390.000,
2008-07-01 01:00:00,295.162,294.973,0.000,294.101,295.194,282.320,291.450,101410.000,295.200,294.973,101601.718,101390.000,
2008-07-01 01:05:00,295.126,294.920,0.000,294.086,295.183,282.097,291.375,101414.167,295.160,294.920,101601.744,101390.000,
2008-07-01 01:10:00,295.098,294.906,0.000,294.071,295.173,281.891,291.300,101418.333,295.132,294.906,101601.761,101390.000,
2008-07-01 01:15:00,295.057,294.866,0.000,294.056,295.161,281.698,291.225,101422.500,295.088,294.866,101601.788,101390.000,
2008-07-01 01:20:00,295.026,294.850,0.000,294.041,295.150,281.517,291.150,101426.667,295.057,294.850,101601.806,101390.000,
2008-07-01 01:25:00,294.986,294.812,0.000,294.025,295.136,281.346,291.075,101430.833,295.016,294.812,101601.831,101390.000,
2008-07-01 01:30:00,294.956,294.795,0.000,294.010,295.123,281.185,291.000,101435.000,294.985,294.795,101601.850,101390.000,
2008-07-01 01:35:00,294.919,294.759,0.000,293.994,295.109,281.031,290.925,101439.167,294.946,294.759,101601.874,101390.000,
2008-07-01 01:40:00,294.890,294.740,0.000,293.978,295.094,280.886,290.850,101443.333,294.916,294.740,101601.892,101390.000,
2008-07-01 01:45:00,294.854,294.706,0.000,293.962,295.079,280.748,290.775,101447.500,294.879,294.706,101601.916,101390.000,
2008-07-01 01:50:00,294.825,294.686,0.000,293.945,295.063,280.616,290.700,101451.667,294.849,294.686,101601.935,101390.000,
2008-07-01 01:55:00,294.790,294.652,0.000,293.928,295.047,280.490,290.625,101455.833,294.813,294.652,101601.958,101390.000,
2008-07-01 02:00:00,294.761,294.631,0.000,293.912,295.030,280.370,290.550,101460.000,294.784,294.631,101601.977,101390.000,
