cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2.6],TempProf_cur[13.9],TempProf_cur[17.5],TempProf_cur[21.5],TempProf_cur[25.5],TempProf_cur[31.2],PresProf_cur[2.6],PresProf_cur[13.9],PresProf_cur[17.5],PresProf_cur[21.5],PresProf_cur[25.5],PresProf_cur[31.2],
2002-06-10 00:05:00,288.810,286.997,0.000,287.318,286.724,284.272,286.917,97510.833,289.330,288.222,287.852,287.689,287.562,287.387,98056.400,97928.774,97882.273,97835.749,97789.218,97719.414,
2002-06-10 00:10:00,287.751,286.966,0.000,287.238,286.649,284.400,286.883,97511.667,288.103,287.391,287.218,287.158,287.118,287.069,98057.385,97929.285,97882.666,97836.047,97789.436,97719.538,
2002-06-10 00:15:00,287.873,286.933,0.000,287.339,286.752,284.532,286.850,97512.500,288.322,287.420,287.209,287.139,287.094,287.042,98057.374,97929.320,97882.702,97836.080,97789.465,97719.561,
2002-06-10 00:20:00,288.197,286.901,0.000,287.482,286.896,284.680,286.817,97513.333,288.812,287.573,287.278,287.181,287.120,287.048,98057.216,97929.295,97882.694,97836.081,97789.472,97719.571,
2002-06-10 00:25:00,288.111,286.869,0.000,287.559,286.975,284.838,286.783,97514.167,288.645,287.558,287.270,287.170,287.106,287.029,98057.274,97929.323,97882.721,97836.106,97789.495,97719.590,
2002-06-10 00:30:00,288.177,286.837,0.000,287.657,287.075,285.009,286.750,97515.000,288.752,287.582,287.273,287.166,287.096,287.013,98057.269,97929.344,97882.743,97836.128,97789.516,97719.608,
2002-06-10 00:35:00,287.983,286.805,0.000,287.708,287.130,285.183,286.717,97515.833,288.473,287.474,287.205,287.109,287.046,286.970,98057.420,97929.415,97882.800,97836.175,97789.554,97719.635,
2002-06-10 00:40:00,288.009,286.774,0.000,287.792,287.216,285.366,286.683,97516.667,288.540,287.462,287.181,287.082,287.018,286.940,98057.454,97929.456,97882.839,97836.210,97789.584,97719.658,
2002-06-10 00:45:00,287.843,286.741,0.000,287.841,287.269,285.549,286.650,97517.500,288.303,287.367,287.116,287.026,286.968,286.896,98057.592,97929.526,97882.896,97836.257,97789.623,97719.685,
2002-06-10 00:50:00,287.895,286.710,0.000,287.924,287.355,285.740,286.617,97518.333,288.405,287.371,287.102,287.007,286.945,286.869,98057.609,97929.561,97882.930,97836.289,97789.651,97719.707,
2002-06-10 00:55:00,287.747,286.678,0.000,287.974,287.408,285.931,286.583,97519.167,288.192,287.287,287.043,286.956,286.899,286.828,98057.734,97929.626,97882.984,97836.333,97789.688,97719.733,
2002-06-10 01:00:00,287.808,286.646,0.000,288.023,287.460,286.069,286.550,97520.000,288.305,287.298,287.033,286.939,286.878,286.804,98057.743,97929.658,97883.016,97836.363,97789.714,97719.754,
2002-06-10 01:05:00,287.672,286.637,0.000,288.033,287.475,286.181,286.542,97522.500,288.103,287.227,286.989,286.905,286.849,286.781,98057.837,97929.696,97883.045,97836.386,97789.732,97719.765,
2002-06-10 01:10:00,287.755,286.629,0.000,288.075,287.520,286.283,286.533,97525.000,288.238,287.260,287.002,286.910,286.851,286.779,98057.803,97929.695,97883.047,97836.389,97789.736,97719.769,
2002-06-10 01:15:00,287.630,286.620,0.000,288.079,287.528,286.369,286.525,97527.500,288.047,287.198,286.967,286.883,286.829,286.762,98057.883,97929.725,97883.070,97836.407,97789.750,97719.778,
2002-06-10 01:20:00,287.721,286.612,0.000,288.116,287.568,286.450,286.517,97530.000,288.195,287.235,286.981,286.891,286.832,286.761,98057.845,97929.722,97883.071,97836.410,97789.753,97719.782,
2002-06-10 01:25:00,287.592,286.603,0.000,288.113,287.569,286.519,286.508,97532.500,287.998,287.172,286.944,286.863,286.809,286.743,98057.928,97929.754,97883.094,97836.428,97789.767,97719.791,
2002-06-10 01:30:00,287.686,286.595,0.000,288.145,287.604,286.587,286.500,97535.000,288.151,287.209,286.959,286.870,286.812,286.742,98057.888,97929.751,97883.095,97836.431,97789.771,97719.795,
2002-06-10 01:35:00,287.556,286.587,0.000,288.138,287.600,286.643,286.492,97537.500,287.951,287.145,286.922,286.842,286.789,286.724,98057.972,97929.783,97883.119,97836.449,97789.785,97719.804,
2002-06-10 01:40:00,287.655,286.578,0.000,288.166,287.632,286.700,286.483,97540.000,288.112,287.185,286.938,286.850,286.793,286.724,98057.930,97929.779,97883.119,97836.451,97789.788,97719.808,
2002-06-10 01:45:00,287.522,286.570,0.000,288.155,287.624,286.747,286.475,97542.500,287.909,287.120,286.901,286.821,286.769,286.706,98058.015,97929.810,97883.143,97836.470,97789.803,97719.817,
2002-06-10 01:50:00,287.626,286.562,0.000,288.181,287.654,286.796,286.467,97545.000,288.077,287.162,286.918,286.831,286.774,286.706,98057.969,97929.806,97883.143,97836.472,97789.806,97719.821,
2002-06-10 01:55:00,287.491,286.553,0.000,288.166,287.643,286.835,286.458,97547.500,287.870,287.096,286.880,286.802,286.750,286.687,98058.055,97929.838,97883.167,97836.491,97789.820,97719.830,
2002-06-10 02:00:00,287.598,286.545,0.000,288.192,287.672,286.880,286.450,97550.000,288.045,287.140,286.898,286.811,286.755,286.688,98058.008,97929.832,97883.166,97836.492,97789.823,97719.833,
2002-06-10 02:05:00,287.457,286.528,0.000,288.175,287.658,286.914,286.433,97552.500,287.829,287.068,286.854,286.776,286.725,286.663,98058.107,97929.875,97883.200,97836.519,97789.844,97719.848,
2002-06-10 02:10:00,287.562,286.511,0.000,288.198,287.684,286.955,286.417,97555.000,288.005,287.106,286.865,286.779,286.723,286.655,98058.073,97929.881,97883.210,97836.530,97789.855,97719.858,
2002-06-10 02:15:00,287.410,286.494,0.000,288.178,287.667,286.985,286.400,97557.500,287.776,287.028,286.817,286.740,286.690,286.627,98058.179,97929.927,97883.245,97836.559,97789.879,97719.874,
2002-06-10 02:20:00,287.514,286.477,0.000,288.199,287.691,287.021,286.383,97560.000,287.949,287.066,286.828,286.743,286.687,286.620,98058.146,97929.933,97883.255,97836.570,97789.889,97719.883,
2002-06-10 02:25:00,287.359,286.460,0.000,288.176,287.672,287.046,286.367,97562.500,287.716,286.987,286.780,286.704,286.654,286.592,98058.254,97929.979,97883.292,97836.599,97789.913,97719.899,
