cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:00:00,295.128,287.032,0.000,288.895,287.810,284.332,286.950,97510.000,295.712,293.495,292.497,291.753,290.876,98047.865,97900.460,97820.622,97763.459,97706.160,
2002-06-10 00:05:00,288.844,286.997,0.000,288.029,286.990,284.388,286.917,97510.833,289.435,287.877,287.611,287.471,287.339,98056.427,97905.566,97824.136,97765.962,97707.786,
2002-06-10 00:10:00,287.502,286.966,0.000,287.873,286.860,284.520,286.883,97511.667,287.756,287.146,287.079,287.051,287.027,98057.556,97906.035,97824.425,97766.153,97707.901,
2002-06-10 00:15:00,287.505,286.933,0.000,287.931,286.933,284.655,286.850,97512.500,287.816,287.096,287.028,287.003,286.983,98057.628,97906.097,97824.472,97766.190,97707.929,
2002-06-10 00:20:00,287.687,286.901,0.000,288.025,287.040,284.808,286.817,97513.333,288.120,287.118,287.025,286.992,286.966,98057.571,97906.116,97824.493,97766.210,97707.946,
2002-06-10 00:25:00,287.725,286.869,0.000,288.098,287.128,284.971,286.783,97514.167,288.155,287.132,287.021,286.982,286.949,98057.570,97906.137,97824.515,97766.230,97707.963,
2002-06-10 00:30:00,287.747,286.837,0.000,288.168,287.213,285.148,286.750,97515.000,288.191,287.127,287.008,286.965,286.928,98057.588,97906.164,97824.540,97766.252,97707.981,
2002-06-10 00:35:00,287.674,286.805,0.000,288.222,287.281,285.329,286.717,97515.833,288.090,287.095,286.980,286.936,286.899,98057.663,97906.206,97824.573,97766.279,97708.003,
2002-06-10 00:40:00,287.626,286.774,0.000,288.276,287.350,285.515,286.683,97516.667,288.037,287.056,286.945,286.902,286.866,98057.735,97906.252,97824.609,97766.309,97708.025,
2002-06-10 00:45:00,287.555,286.741,0.000,288.323,287.412,285.701,286.650,97517.500,287.945,287.015,286.908,286.866,286.831,98057.818,97906.301,97824.647,97766.339,97708.048,
