cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre
6/1/2004 0:00,295.53,0,288.034,288.163,282.999,291.25,99200
6/1/2004 0:05,292.152,0,288.176,288.296,282.65,291.258,99200
6/1/2004 0:10,291.612,0,288.406,288.517,282.865,291.267,99200
6/1/2004 0:15,291.563,0,288.676,288.779,282.975,291.275,99200
6/1/2004 0:20,291.593,0,288.941,289.036,283.151,291.283,99200
6/1/2004 0:25,291.554,0,289.169,289.256,283.614,291.292,99200
6/1/2004 0:30,291.481,0,289.364,289.443,284.18,291.3,99200
6/1/2004 0:35,291.383,0,289.53,289.603,284.888,291.308,99200
6/1/2004 0:40,291.336,0,289.693,289.759,285.512,291.317,99200
6/1/2004 0:45,291.314,0,289.859,289.912,286.136,291.325,99200
6/1/2004 0:50,291.33,0,290.03,290.076,286.696,291.333,99200
6/1/2004 0:55,291.352,0,290.202,290.244,287.211,291.342,99200
6/1/2004 1:00,291.387,0,290.322,290.361,287.603,291.35,99200
6/1/2004 1:05,291.413,0,290.418,290.454,287.922,291.35,99200
6/1/2004 1:10,291.44,0,290.5,290.532,288.239,291.35,99200
6/1/2004 1:15,291.459,0,290.568,290.599,288.478,291.35,99200
6/1/2004 1:20,291.479,0,290.629,290.657,288.711,291.35,99200
6/1/2004 1:25,291.493,0,290.681,290.708,288.889,291.35,99200
6/1/2004 1:30,291.507,0,290.727,290.753,289.064,291.35,99200
6/1/2004 1:35,291.518,0,290.768,290.792,289.199,291.35,99200
6/1/2004 1:40,291.528,0,290.805,290.828,289.332,291.35,99200
6/1/2004 1:45,291.535,0,290.838,290.86,289.436,291.35,99200
6/1/2004 1:50,291.543,0,290.869,290.889,289.539,291.35,99200
6/1/2004 1:55,291.548,0,290.896,290.916,289.62,291.35,99200
6/1/2004 2:00,291.553,0,290.919,290.938,289.696,291.35,99200
6/1/2004 2:05,291.558,0,290.94,290.958,289.756,291.358,99208.333
6/1/2004 2:10,291.552,0,290.955,290.972,289.813,291.367,99216.667
6/1/2004 2:15,291.56,0,290.972,290.988,289.825,291.375,99225
6/1/2004 2:20,291.577,0,290.99,291.006,289.727,291.383,99233.333
6/1/2004 2:25,291.597,0,291.011,291.026,289.669,291.392,99241.667
6/1/2004 2:30,291.604,0,291.028,291.042,289.664,291.4,99250
6/1/2004 2:35,291.61,0,291.043,291.056,289.671,291.408,99258.333
6/1/2004 2:40,291.61,0,291.055,291.068,289.669,291.417,99266.667
6/1/2004 2:45,291.614,0,291.067,291.079,289.676,291.425,99275
6/1/2004 2:50,291.618,0,291.078,291.089,289.677,291.433,99283.333
6/1/2004 2:55,291.623,0,291.088,291.099,289.68,291.442,99291.667
6/1/2004 3:00,291.628,0,291.1,291.111,289.689,291.45,99300
6/1/2004 3:05,291.603,0,291.104,291.114,289.697,291.408,99308.333
6/1/2004 3:10,291.565,0,291.1,291.11,289.7,291.367,99316.667
6/1/2004 3:15,291.525,0,291.092,291.101,289.703,291.325,99325
6/1/2004 3:20,291.483,0,291.08,291.089,289.703,291.283,99333.333
6/1/2004 3:25,291.441,0,291.066,291.074,289.702,291.242,99341.667
6/1/2004 3:30,291.4,0,291.05,291.058,289.702,291.2,99350
6/1/2004 3:35,291.358,0,291.032,291.04,289.7,291.158,99358.333
6/1/2004 3:40,291.316,0,291.014,291.022,289.699,291.117,99366.667
6/1/2004 3:45,291.274,0,290.994,291.002,289.697,291.075,99375
6/1/2004 3:50,291.231,0,290.974,290.981,289.695,291.033,99383.333
6/1/2004 3:55,291.189,0,290.953,290.96,289.692,290.992,99391.667
6/1/2004 4:00,291.147,0,290.925,290.932,289.675,290.95,99400
6/1/2004 4:05,291.036,0,290.874,290.88,289.645,290.808,99400
6/1/2004 4:10,290.894,0,290.803,290.808,289.629,290.667,99400
6/1/2004 4:15,290.737,0,290.717,290.722,289.606,290.525,99400
6/1/2004 4:20,290.581,0,290.77,290.865,289.796,290.383,99400
6/1/2004 4:25,290.433,0,290.749,290.842,289.833,290.242,99400
6/1/2004 4:30,290.284,0,290.737,290.848,289.905,290.1,99400
6/1/2004 4:35,290.162,0,290.735,290.861,289.986,289.958,99400
6/1/2004 4:40,289.943,0,290.709,290.846,289.99,289.817,99400
6/1/2004 4:45,289.876,0,290.72,290.865,290.031,289.675,99400
6/1/2004 4:50,289.712,0,290.715,290.865,290.036,289.533,99400
6/1/2004 4:55,289.653,0,290.739,290.886,290.048,289.392,99400
6/1/2004 5:00,289.467,104.586,290.718,290.856,290.002,289.25,99400
6/1/2004 5:05,289.711,89.544,290.813,290.939,290.108,289.208,99408.333
6/1/2004 5:10,289.559,86.09,290.829,290.941,290.068,289.167,99416.667
6/1/2004 5:15,289.545,42.716,290.865,290.964,290.097,289.125,99425
6/1/2004 5:20,289.368,40.842,290.853,290.936,290.067,289.083,99433.333
6/1/2004 5:25,289.361,40.594,290.876,290.945,290.076,289.042,99441.667
6/1/2004 5:30,289.249,39.267,290.897,290.955,290.073,289,99450
6/1/2004 5:35,289.228,38.625,290.946,290.996,290.104,288.958,99458.333
6/1/2004 5:40,289.133,37.601,290.982,291.021,290.114,288.917,99466.667
6/1/2004 5:45,289.125,37.176,291.043,291.071,290.158,288.875,99475
6/1/2004 5:50,289.039,36.269,291.085,291.101,290.172,288.833,99483.333
6/1/2004 5:55,289.022,35.795,291.147,291.148,290.212,288.792,99491.667
6/1/2004 6:00,288.939,69.835,291.208,291.196,290.242,288.75,99500
6/1/2004 6:05,289.037,35.59,291.333,291.313,290.351,288.842,99508.333
6/1/2004 6:10,288.919,34.443,291.407,291.373,290.387,288.933,99516.667
6/1/2004 6:15,288.94,34.448,291.516,291.471,290.497,289.025,99525
6/1/2004 6:20,288.918,34.096,291.621,291.563,290.595,289.117,99533.333
6/1/2004 6:25,288.961,34.267,291.749,291.679,290.726,289.208,99541.667
6/1/2004 6:30,288.94,33.902,291.975,291.963,291.033,289.3,99550
6/1/2004 6:35,288.995,34.146,292.274,292.4,291.417,289.392,99558.333
6/1/2004 6:40,289.008,34.038,292.58,292.796,291.803,289.483,99566.667
6/1/2004 6:45,289.08,34.392,292.919,293.204,292.284,289.575,99575
6/1/2004 6:50,289.106,34.362,293.258,293.588,292.763,289.667,99583.333
6/1/2004 6:55,289.183,34.717,293.619,293.971,293.314,289.758,99591.667
6/1/2004 7:00,289.218,69.462,294.009,294.425,293.842,289.85,99600
6/1/2004 7:05,289.485,38.107,294.464,294.888,294.506,290.033,99600
6/1/2004 7:10,289.602,39.276,294.894,295.291,295.057,290.217,99600
6/1/2004 7:15,289.794,40.686,295.351,295.693,295.658,290.4,99600
6/1/2004 7:20,289.974,41.929,295.815,296.075,296.249,290.583,99600
6/1/2004 7:25,290.158,43.151,296.288,296.437,296.85,290.767,99600
6/1/2004 7:30,290.335,44.287,296.597,296.619,297.384,290.95,99600
6/1/2004 7:35,290.512,45.377,296.916,296.767,297.927,291.133,99600
6/1/2004 7:40,290.68,46.372,297.292,296.929,298.478,291.317,99600
6/1/2004 7:45,290.853,47.369,297.711,297.088,299.035,291.5,99600
6/1/2004 7:50,291.022,48.298,298.237,297.262,299.601,291.683,99600
6/1/2004 7:55,291.197,48.992,298.778,297.42,300.187,291.867,99600
6/1/2004 8:00,291.369,48.428,299.333,297.537,300.794,292.05,99600
6/1/2004 8:05,291.517,49.619,299.912,297.632,301.413,292.142,99600
6/1/2004 8:10,291.593,50.969,300.593,297.745,302.121,292.233,99600
6/1/2004 8:15,291.735,52.935,301.259,297.819,302.912,292.325,99600
6/1/2004 8:20,291.869,54.89,301.948,297.879,303.725,292.417,99600
6/1/2004 8:25,292.05,57.48,302.683,297.95,304.617,292.508,99600
6/1/2004 8:30,292.194,59.621,303.386,298.06,305.264,292.6,99600
6/1/2004 8:35,292.347,61.704,304.085,298.188,305.928,292.692,99600
6/1/2004 8:40,292.466,63.509,304.768,298.312,306.59,292.783,99600
6/1/2004 8:45,292.615,65.474,305.453,298.447,307.233,292.875,99600
6/1/2004 8:50,292.736,67.21,306.166,298.7,307.877,292.967,99600
6/1/2004 8:55,292.88,69.102,306.847,298.879,308.517,293.058,99600
6/1/2004 9:00,292.999,70.715,307.574,299.086,309.189,293.15,99600
6/1/2004 9:05,293.183,71.653,308.337,299.324,309.89,293.242,99600
6/1/2004 9:10,293.475,72.308,309.155,299.614,310.412,293.333,99600
6/1/2004 9:15,293.697,72.08,309.97,299.901,310.857,293.425,99600
6/1/2004 9:20,293.901,71.539,310.783,300.188,311.255,293.517,99600
6/1/2004 9:25,294.027,70.451,311.569,300.45,311.559,293.608,99600
6/1/2004 9:30,294.183,69.182,312.286,300.684,311.788,293.7,99600
6/1/2004 9:35,294.299,67.935,312.96,300.895,311.955,293.792,99600
6/1/2004 9:40,294.44,66.959,313.619,301.102,312.121,293.883,99600
6/1/2004 9:45,294.548,65.847,314.249,301.295,312.228,293.975,99600
6/1/2004 9:50,294.674,64.585,314.868,301.486,312.338,294.067,99600
6/1/2004 9:55,294.773,64.543,315.464,301.666,312.411,294.158,99600
6/1/2004 10:00,294.894,66.237,315.929,301.776,312.472,294.25,99600
6/1/2004 10:05,294.964,67.159,316.323,301.841,312.493,294.342,99600
6/1/2004 10:10,294.946,67.276,316.64,301.853,312.731,294.433,99600
6/1/2004 10:15,295.039,68.189,316.952,301.877,313.051,294.525,99600
6/1/2004 10:20,295.151,69.245,317.25,301.903,313.387,294.617,99600
6/1/2004 10:25,295.327,70.759,317.553,301.951,313.79,294.708,99600
6/1/2004 10:30,295.447,71.87,317.832,302.02,314.148,294.8,99600
6/1/2004 10:35,295.595,73.187,318.102,302.106,314.54,294.892,99600
6/1/2004 10:40,295.71,74.274,318.345,302.188,314.93,294.983,99600
6/1/2004 10:45,295.863,75.692,318.581,302.283,315.342,295.075,99600
6/1/2004 10:50,295.991,76.892,318.794,302.374,315.745,295.167,99600
6/1/2004 10:55,296.142,78.382,318.997,302.473,316.16,295.258,99600
6/1/2004 11:00,296.27,76.063,319.296,302.631,316.587,295.35,99600
6/1/2004 11:05,296.487,77.953,319.648,302.842,317.051,295.442,99600
6/1/2004 11:10,296.827,80.752,320.061,303.12,317.335,295.533,99600
6/1/2004 11:15,297.029,82.537,320.442,303.38,317.584,295.625,99600
6/1/2004 11:20,297.304,84.908,320.841,303.668,317.783,295.717,99600
6/1/2004 11:25,297.564,87.173,321.233,303.963,317.848,295.808,99600
6/1/2004 11:30,297.81,89.208,321.414,304.202,317.578,295.9,99600
6/1/2004 11:35,297.889,90.007,321.46,304.366,317.13,295.992,99600
6/1/2004 11:40,298.001,91.073,321.602,304.451,316.717,296.083,99600
6/1/2004 11:45,298.087,91.861,321.59,304.553,316.181,296.175,99600
6/1/2004 11:50,298.161,92.523,321.519,304.647,315.637,296.267,99600
6/1/2004 11:55,298.201,92.9,321.395,304.725,315.043,296.358,99600
6/1/2004 12:00,298.293,99.006,321.079,304.725,314.479,296.45,99600
6/1/2004 12:05,298.181,98.299,320.617,304.627,313.795,296.45,99600
6/1/2004 12:10,297.992,96.834,320.059,304.459,313.033,296.45,99600
6/1/2004 12:15,297.592,93.623,319.369,304.18,312.726,296.45,99600
6/1/2004 12:20,297.505,92.998,318.733,303.961,312.64,296.45,99600
6/1/2004 12:25,297.484,92.883,318.118,303.776,312.684,296.45,99600
6/1/2004 12:30,297.639,94.434,317.881,303.737,313.024,296.45,99600
6/1/2004 12:35,297.651,94.86,317.705,303.7,313.393,296.45,99600
6/1/2004 12:40,297.678,95.389,317.579,303.682,313.745,296.45,99600
6/1/2004 12:45,297.615,95.188,317.445,303.642,314.213,296.45,99600
6/1/2004 12:50,297.719,96.409,317.377,303.662,314.749,296.45,99600
6/1/2004 12:55,297.763,97.145,317.306,303.681,315.328,296.45,99600
6/1/2004 13:00,297.793,96.017,317.403,303.796,315.882,296.45,99600
6/1/2004 13:05,297.848,96.611,317.559,303.956,316.517,296.5,99600
6/1/2004 13:10,298.319,100.889,317.899,304.299,316.658,296.55,99600
6/1/2004 13:15,298.399,101.873,318.155,304.566,316.713,296.6,99600
6/1/2004 13:20,298.553,103.476,318.426,304.855,316.83,296.65,99600
6/1/2004 13:25,298.472,103.067,318.612,305.07,316.834,296.7,99600
6/1/2004 13:30,298.633,104.751,318.766,305.273,316.86,296.75,99600
6/1/2004 13:35,298.651,105.305,318.843,305.416,316.831,296.8,99600
6/1/2004 13:40,298.829,107.125,318.939,305.59,316.823,296.85,99600
6/1/2004 13:45,298.854,108.075,318.967,305.713,316.747,296.9,99600
6/1/2004 13:50,299.002,109.674,319.004,305.858,316.7,296.95,99600
6/1/2004 13:55,299.033,110.541,318.984,305.966,316.603,297,99600
6/1/2004 14:00,299.171,111.925,318.82,306.001,316.512,297.05,99600
6/1/2004 14:05,299.225,112.781,318.551,306.091,316.382,297.142,99600
6/1/2004 14:10,299.268,113.607,318.24,306.073,316.478,297.233,99600
6/1/2004 14:15,299.365,114.604,317.906,306.032,316.647,297.325,99600
6/1/2004 14:20,299.526,115.82,317.563,305.993,316.84,297.417,99600
6/1/2004 14:25,299.699,117.07,317.203,305.95,317.089,297.508,99600
6/1/2004 14:30,299.861,118.15,316.77,305.928,317.187,297.6,99600
6/1/2004 14:35,299.996,119.077,316.298,305.903,317.287,297.692,99600
6/1/2004 14:40,300.123,119.949,315.799,305.874,317.388,297.783,99600
6/1/2004 14:45,300.243,120.787,315.28,305.841,317.46,297.875,99600
6/1/2004 14:50,300.357,121.583,314.744,305.805,317.532,297.967,99600
6/1/2004 14:55,300.456,122.293,314.19,305.761,317.579,298.058,99600
6/1/2004 15:00,300.545,124.528,313.695,305.76,317.632,298.15,99600
6/1/2004 15:05,300.535,124.878,313.174,305.737,317.635,298.058,99600
6/1/2004 15:10,300.499,125.021,312.633,305.701,317.567,297.967,99600
6/1/2004 15:15,300.276,124.325,312.012,305.594,317.44,297.875,99600
6/1/2004 15:20,300.154,124.054,311.391,305.495,317.343,297.783,99600
6/1/2004 15:25,300.218,124.559,310.82,305.453,317.245,297.692,99600
6/1/2004 15:30,300.282,125.041,310.24,305.412,317.052,297.6,99600
6/1/2004 15:35,300.093,124.412,309.568,305.29,316.709,297.508,99600
6/1/2004 15:40,299.966,124.039,308.877,305.159,316.391,297.417,99600
6/1/2004 15:45,300.004,124.358,308.219,305.07,316.056,297.325,99600
6/1/2004 15:50,299.951,124.289,307.53,304.961,315.664,297.233,99600
6/1/2004 15:55,299.728,123.484,306.769,304.793,315.183,297.142,99600
6/1/2004 16:00,299.642,119.398,306.189,304.816,314.76,297.05,99600
6/1/2004 16:05,299.627,118.313,305.751,304.991,314.317,296.958,99600
6/1/2004 16:10,299.471,117.494,305.333,305.191,313.783,296.867,99600
6/1/2004 16:15,299.101,115.135,304.871,305.352,313.262,296.775,99600
6/1/2004 16:20,298.698,112.828,304.39,305.494,312.811,296.683,99600
6/1/2004 16:25,298.24,109.047,303.884,305.61,312.384,296.592,99600
6/1/2004 16:30,297.713,104.163,303.357,305.7,311.954,296.5,99600
6/1/2004 16:35,297.108,98.664,302.795,305.75,311.535,296.408,99600
6/1/2004 16:40,296.822,95.986,302.316,305.878,311.19,296.317,99600
6/1/2004 16:45,296.838,95.947,301.844,306.046,310.908,296.225,99600
6/1/2004 16:50,296.917,96.549,301.514,306.332,310.579,296.133,99600
6/1/2004 16:55,296.961,96.847,301.229,306.652,310.211,296.042,99600
6/1/2004 17:00,296.967,82.897,300.988,307.06,309.791,295.95,99600
6/1/2004 17:05,296.853,81.54,300.735,307.47,309.297,295.767,99600
6/1/2004 17:10,296.712,80.329,300.477,307.884,308.786,295.583,99600
6/1/2004 17:15,296.611,79.461,300.231,308.316,308.224,295.4,99600
6/1/2004 17:20,296.573,79.068,300.008,308.775,307.683,295.217,99600
6/1/2004 17:25,296.592,79.148,299.809,309.258,307.091,295.033,99600
6/1/2004 17:30,296.646,79.608,299.617,309.606,306.385,294.85,99600
6/1/2004 17:35,296.652,79.777,299.417,309.869,305.718,294.667,99600
6/1/2004 17:40,296.675,79.972,299.219,310.07,305.002,294.483,99600
6/1/2004 17:45,297.279,85.658,299.167,310.382,304.361,294.3,99600
6/1/2004 17:50,297.968,89.565,299.182,310.709,303.764,294.117,99600
6/1/2004 17:55,297.337,85.574,298.928,310.619,302.959,293.933,99600
6/1/2004 18:00,296.154,78.464,298.41,310.169,301.962,293.75,99600
6/1/2004 18:05,295.636,75.213,297.912,309.708,301.003,293.467,99600
6/1/2004 18:10,295.453,73.47,297.476,309.258,300.203,293.183,99600
6/1/2004 18:15,295.266,71.997,297.055,308.758,299.377,292.9,99600
6/1/2004 18:20,294.988,69.734,296.623,308.174,298.542,292.617,99600
6/1/2004 18:25,294.676,67.541,296.182,307.515,297.734,292.333,99600
6/1/2004 18:30,294.368,65.089,295.733,306.799,296.937,292.05,99600
6/1/2004 18:35,294.072,62.955,295.286,306.034,296.17,291.767,99600
6/1/2004 18:40,293.779,60.568,294.843,305.187,295.413,291.483,99600
6/1/2004 18:45,293.487,58.355,294.417,304.035,294.69,291.2,99600
6/1/2004 18:50,293.19,55.959,293.942,302.845,293.976,290.917,99600
6/1/2004 18:55,292.892,53.835,293.497,301.657,293.298,290.633,99600
6/1/2004 19:00,292.595,51.082,293.078,300.486,292.651,290.35,99600
6/1/2004 19:05,292.331,49.461,292.681,299.303,292.054,290.075,99600
6/1/2004 19:10,292.087,48.079,292.107,296.439,291.212,289.8,99600
6/1/2004 19:15,291.831,46.373,291.706,295.03,290.664,289.525,99600
6/1/2004 19:20,291.591,44.913,291.365,294.022,290.118,289.25,99600
6/1/2004 19:25,291.366,43.616,291.064,293.24,289.657,288.975,99600
6/1/2004 19:30,291.151,42.134,290.792,292.608,289.196,288.7,99600
6/1/2004 19:35,290.944,40.844,290.542,292.083,288.796,288.425,99600
6/1/2004 19:40,290.743,39.423,290.309,291.635,288.396,288.15,99600
6/1/2004 19:45,290.551,38.202,290.091,291.245,288.043,287.875,99600
6/1/2004 19:50,290.366,37.102,289.886,290.901,287.691,287.6,99600
6/1/2004 19:55,290.189,35.855,289.692,290.593,287.376,287.325,99600
6/1/2004 20:00,290.021,34.782,289.491,290.299,287.023,287.05,99600
6/1/2004 20:05,289.937,34.338,289.315,290.046,286.69,286.908,99600
6/1/2004 20:10,289.908,34.288,289.166,289.832,286.356,286.767,99600
6/1/2004 20:15,290.327,37.138,289.161,289.772,286.048,286.625,99600
6/1/2004 20:20,290.72,39.753,289.213,289.776,285.775,286.483,99600
6/1/2004 20:25,290.899,41.006,289.239,289.762,285.611,286.342,99600
6/1/2004 20:30,290.884,41.092,289.21,289.698,285.432,286.2,99600
6/1/2004 20:35,290.819,40.897,289.148,289.605,285.285,286.058,99600
6/1/2004 20:40,290.752,40.72,289.068,289.499,285.102,285.917,99600
6/1/2004 20:45,290.718,40.777,288.988,289.395,284.918,285.775,99600
6/1/2004 20:50,290.713,41.038,288.913,289.299,284.718,285.633,99600
6/1/2004 20:55,290.74,41.527,288.847,289.215,284.501,285.492,99600
6/1/2004 21:00,290.79,0,288.79,289.142,284.27,285.35,99600
6/1/2004 21:05,290.635,0,288.677,289.014,283.999,285.4,99600
6/1/2004 21:10,290.622,0,288.585,288.908,283.741,285.45,99600
6/1/2004 21:15,290.688,0,288.518,288.83,283.441,285.5,99600
6/1/2004 21:20,290.779,0,288.469,288.771,283.111,285.55,99600
6/1/2004 21:25,290.91,0,288.441,288.735,282.754,285.6,99600
6/1/2004 21:30,291.031,0,288.422,288.709,282.412,285.65,99600
6/1/2004 21:35,291.163,0,288.413,288.693,282.032,285.7,99600
6/1/2004 21:40,291.308,0,288.413,288.689,281.656,285.75,99600
6/1/2004 21:45,291.463,0,288.423,288.694,281.256,285.8,99600
6/1/2004 21:50,291.63,0,288.442,288.709,280.851,285.85,99600
6/1/2004 21:55,291.808,0,288.469,288.734,280.429,285.9,99600
6/1/2004 22:00,291.979,0,288.552,288.815,280.164,285.95,99600
6/1/2004 22:05,292.129,0,288.652,288.915,279.945,285.992,99600
6/1/2004 22:10,292.244,0,288.756,289.018,279.741,286.033,99600
6/1/2004 22:15,292.262,0,288.839,289.1,279.649,286.075,99600
6/1/2004 22:20,291.832,0,288.793,289.048,279.6,286.117,99600
6/1/2004 22:25,291.06,0,288.604,288.849,279.783,286.158,99600
6/1/2004 22:30,290.427,0,288.385,288.62,279.926,286.2,99600
6/1/2004 22:35,290.014,0,288.196,288.422,280.024,286.242,99600
6/1/2004 22:40,289.732,0,288.044,288.261,280.161,286.283,99600
6/1/2004 22:45,289.492,0,287.916,288.126,280.376,286.325,99600
6/1/2004 22:50,289.277,0,287.809,288.011,280.625,286.367,99600
6/1/2004 22:55,289.084,0,287.718,287.914,280.949,286.408,99600
6/1/2004 23:00,288.915,0,287.611,287.798,281.169,286.45,99600
6/1/2004 23:05,288.795,0,287.51,287.69,281.425,286.45,99600
6/1/2004 23:10,288.731,0,287.426,287.598,281.621,286.45,99600
6/1/2004 23:15,288.718,0,287.363,287.528,281.763,286.45,99600
6/1/2004 23:20,288.737,0,287.319,287.478,281.882,286.45,99600
6/1/2004 23:25,288.782,0,287.294,287.447,281.943,286.45,99600
6/1/2004 23:30,288.841,0,287.285,287.432,281.996,286.45,99600
6/1/2004 23:35,288.915,0,287.291,287.432,281.998,286.45,99600
6/1/2004 23:40,289.001,0,287.309,287.444,281.992,286.45,99600
6/1/2004 23:45,289.097,0,287.34,287.468,281.941,286.45,99600
6/1/2004 23:50,289.198,0,287.381,287.502,281.887,286.45,99600
6/1/2004 23:55,289.309,0,287.431,287.546,281.795,286.45,99600
6/2/2004 0:00,289.421,0,287.486,287.598,281.735,286.45,99600
6/2/2004 0:05,289.52,0,287.54,287.651,281.651,286.45,99600
6/2/2004 0:10,289.602,0,287.591,287.701,281.583,286.45,99600
6/2/2004 0:15,289.667,0,287.636,287.747,281.523,286.45,99600
6/2/2004 0:20,289.718,0,287.676,287.787,281.478,286.45,99600
6/2/2004 0:25,289.749,0,287.706,287.819,281.449,286.45,99600
6/2/2004 0:30,289.761,0,287.728,287.842,281.417,286.45,99600
6/2/2004 0:35,289.757,0,287.741,287.855,281.399,286.45,99600
6/2/2004 0:40,289.741,0,287.745,287.861,281.382,286.45,99600
6/2/2004 0:45,289.716,0,287.743,287.859,281.375,286.45,99600
6/2/2004 0:50,289.686,0,287.734,287.851,281.366,286.45,99600
6/2/2004 0:55,289.654,0,287.722,287.84,281.363,286.45,99600
6/2/2004 1:00,289.62,0,287.713,287.83,281.361,286.45,99600
6/2/2004 1:05,289.549,0,287.693,287.81,281.363,286.45,99600
6/2/2004 1:10,289.43,0,287.658,287.772,281.382,286.45,99600
6/2/2004 1:15,289.272,0,287.603,287.715,281.429,286.45,99600
6/2/2004 1:20,289.099,0,287.535,287.643,281.49,286.45,99600
6/2/2004 1:25,288.931,0,287.46,287.564,281.572,286.45,99600
6/2/2004 1:30,288.78,0,287.383,287.484,281.647,286.45,99600
6/2/2004 1:35,288.643,0,287.307,287.405,281.743,286.45,99600
6/2/2004 1:40,288.517,0,287.234,287.328,281.846,286.45,99600
6/2/2004 1:45,288.4,0,287.163,287.255,281.97,286.45,99600
6/2/2004 1:50,288.292,0,287.096,287.185,282.096,286.45,99600
6/2/2004 1:55,288.191,0,287.032,287.118,282.238,286.45,99600
6/2/2004 2:00,288.098,0,286.97,287.053,282.367,286.45,99600
6/2/2004 2:05,288.027,0,286.915,286.995,282.505,286.408,99600
6/2/2004 2:10,287.98,0,286.869,286.946,282.613,286.367,99600
6/2/2004 2:15,287.956,0,286.834,286.908,282.7,286.325,99600
6/2/2004 2:20,287.945,0,286.808,286.88,282.777,286.283,99600
6/2/2004 2:25,287.945,0,286.791,286.86,282.83,286.242,99600
6/2/2004 2:30,287.952,0,286.781,286.848,282.88,286.2,99600
6/2/2004 2:35,287.965,0,286.778,286.842,282.91,286.158,99600
6/2/2004 2:40,287.982,0,286.78,286.841,282.938,286.117,99600
6/2/2004 2:45,288.005,0,286.787,286.846,282.949,286.075,99600
6/2/2004 2:50,288.031,0,286.799,286.855,282.959,286.033,99600
6/2/2004 2:55,288.062,0,286.815,286.868,282.956,285.992,99600
6/2/2004 3:00,288.097,0,286.818,286.87,282.924,285.95,99600
6/2/2004 3:05,288.107,0,286.809,286.861,282.868,285.9,99600
6/2/2004 3:10,288.089,0,286.787,286.838,282.819,285.85,99600
6/2/2004 3:15,288.045,0,286.75,286.802,282.755,285.8,99600
6/2/2004 3:20,287.983,0,286.7,286.752,282.696,285.75,99600
6/2/2004 3:25,287.909,0,286.64,286.692,282.625,285.7,99600
6/2/2004 3:30,287.832,0,286.572,286.625,282.548,285.65,99600
6/2/2004 3:35,287.753,0,286.499,286.552,282.458,285.6,99600
6/2/2004 3:40,287.673,0,286.421,286.474,282.37,285.55,99600
6/2/2004 3:45,287.593,0,286.339,286.393,282.272,285.5,99600
6/2/2004 3:50,287.511,0,286.255,286.31,282.175,285.45,99600
6/2/2004 3:55,287.43,0,286.168,286.224,282.07,285.4,99600
6/2/2004 4:00,287.348,0,286.092,286.147,281.989,285.35,99600
6/2/2004 4:05,287.26,0,286.016,286.072,281.909,285.492,99600
6/2/2004 4:10,287.053,0,285.91,285.965,281.801,285.633,99600
6/2/2004 4:15,286.891,0,285.804,285.857,281.656,285.775,99600
6/2/2004 4:20,286.836,0,285.955,286.787,281.694,285.917,99600
6/2/2004 4:25,286.834,0,286.028,287.168,281.589,286.058,99600
6/2/2004 4:30,286.822,0,286.14,287.763,281.649,286.2,99600
6/2/2004 4:35,286.812,0,286.275,288.412,281.765,286.342,99600
6/2/2004 4:40,286.811,0,286.43,289.085,281.892,286.483,99600
6/2/2004 4:45,286.846,0,286.609,289.774,282.198,286.625,99600
6/2/2004 4:50,286.828,0,286.79,290.42,282.468,286.767,99600
6/2/2004 4:55,286.858,0,286.991,290.943,282.853,286.908,99600
6/2/2004 5:00,286.874,34.805,287.214,291.436,283.255,287.05,99600
6/2/2004 5:05,287.155,33.577,287.519,291.981,283.76,287.375,99600
6/2/2004 5:10,287.469,39.031,287.872,292.548,284.292,287.7,99600
6/2/2004 5:15,287.77,22.027,288.299,293.376,284.931,288.025,99600
6/2/2004 5:20,287.97,23.616,288.701,294.015,285.584,288.35,99600
6/2/2004 5:25,288.191,25.355,289.11,294.606,286.324,288.675,99600
6/2/2004 5:30,288.449,27.222,289.492,295.132,287,289,99600
6/2/2004 5:35,288.716,29.174,289.868,295.627,287.714,289.325,99600
6/2/2004 5:40,288.986,30.982,290.244,296.097,288.42,289.65,99600
6/2/2004 5:45,289.317,33.344,290.635,296.563,289.137,289.975,99600
6/2/2004 5:50,289.692,35.922,291.042,297.029,289.854,290.3,99600
6/2/2004 5:55,290.074,38.603,291.463,297.486,290.571,290.625,99600
6/2/2004 6:00,290.339,79,291.852,297.848,291.25,290.95,99600
6/2/2004 6:05,290.662,41.017,292.243,298.179,291.932,291.133,99600
6/2/2004 6:10,290.719,41.146,292.625,298.643,292.56,291.317,99600
6/2/2004 6:15,290.874,41.907,292.965,298.917,293.185,291.5,99600
6/2/2004 6:20,291.031,42.623,293.287,299.118,293.814,291.683,99600
6/2/2004 6:25,291.203,43.394,293.599,299.272,294.435,291.867,99600
6/2/2004 6:30,291.342,43.918,293.911,299.437,295.125,292.05,99600
6/2/2004 6:35,291.489,44.684,294.223,299.582,295.829,292.233,99600
6/2/2004 6:40,291.619,45.246,294.528,299.695,296.539,292.417,99600
6/2/2004 6:45,291.751,45.723,294.829,299.777,297.281,292.6,99600
6/2/2004 6:50,291.91,46.317,295.137,299.835,298.041,292.783,99600
6/2/2004 6:55,292.143,47.31,295.467,299.887,298.848,292.967,99600
6/2/2004 7:00,292.4,97.368,295.932,300.081,299.65,293.15,99600
