cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,294.642,292.250,0.000,293.424,295.761,285.414,292.250,99237.800,294.744,292.250,99445.879,99237.800,
2008-07-01 00:05:00,292.302,292.167,0.000,293.148,295.434,285.942,292.167,99240.400,292.328,292.167,99447.033,99237.800,
2008-07-01 00:10:00,292.955,292.083,0.000,293.239,295.532,287.245,292.083,99243.000,293.124,292.083,99446.893,99237.800,
2008-07-01 00:15:00,292.386,292.000,0.000,293.125,295.391,286.648,292.000,99245.600,292.422,292.000,99447.059,99237.800,
2008-07-01 00:20:00,293.442,291.917,0.000,293.214,295.486,286.542,291.917,99248.200,293.761,291.917,99446.846,99237.800,
2008-07-01 00:25:00,292.347,291.833,0.000,293.061,295.300,286.322,291.833,99250.800,292.410,291.833,99447.150,99237.800,
2008-07-01 00:30:00,293.096,291.750,0.000,293.143,295.385,286.529,291.750,99253.400,293.386,291.750,99447.016,99237.800,
2008-07-01 00:35:00,292.171,291.667,0.000,293.001,295.212,286.334,291.667,99256.000,292.239,291.667,99447.273,99237.800,
2008-07-01 00:40:00,292.834,291.583,0.000,293.067,295.277,286.413,291.583,99258.600,293.093,291.583,99447.155,99237.800,
2008-07-01 00:45:00,292.015,291.500,0.000,292.934,295.115,286.266,291.500,99261.200,292.091,291.500,99447.394,99237.800,
2008-07-01 00:50:00,292.586,291.417,0.000,292.987,295.164,286.358,291.417,99263.800,292.826,291.417,99447.296,99237.800,
2008-07-01 00:55:00,291.856,291.333,0.000,292.863,295.013,286.237,291.333,99266.400,291.937,291.333,99447.513,99237.800,
2008-07-01 01:00:00,292.372,291.250,0.000,292.905,295.053,286.282,291.250,99269.000,292.597,291.250,99447.426,99237.800,
2008-07-01 01:05:00,291.722,291.200,0.000,292.786,294.914,286.152,291.200,99269.667,291.807,291.200,99447.612,99237.800,
2008-07-01 01:10:00,292.211,291.150,0.000,292.824,294.949,286.192,291.150,99270.333,292.425,291.150,99447.517,99237.800,
