cur_datetime,canTemp,ForcTemp_K,sensWaste,EP_floor_energy[0],EP_floor_energy[1],EP_floor_energy[2],EP_floor_energy[3],EP_floor_energy[4],EP_floor_energy[5],EP_floor_energy[6],EP_floor_energy[7],EP_floor_energy[8],EP_floor_energy[9],EP_floor_energy[10],EP_floor_energy[11],EP_floor_energy[12],EP_floor_energy[13],EP_floor_energy[14],EP_floor_energy[15],EP_floor_energy[16],EP_floor_energy[17],EP_floor_energy[18],EP_floor_energy[19],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,Floor[1]_OAT_K,Floor[2]_OAT_K,Floor[3]_OAT_K,Floor[4]_OAT_K,Floor[5]_OAT_K,Floor[6]_OAT_K,Floor[7]_OAT_K,Floor[8]_OAT_K,Floor[9]_OAT_K,Floor[10]_OAT_K,Floor[11]_OAT_K,Floor[12]_OAT_K,Floor[13]_OAT_K,Floor[14]_OAT_K,Floor[15]_OAT_K,Floor[16]_OAT_K,Floor[17]_OAT_K,Floor[18]_OAT_K,Floor[19]_OAT_K,Floor[20]_OAT_K,TempProf_cur[3.048],TempProf_cur[6.096],TempProf_cur[9.144],TempProf_cur[12.192],TempProf_cur[15.24],TempProf_cur[18.288],TempProf_cur[21.336],TempProf_cur[24.384],TempProf_cur[27.432],TempProf_cur[30.48],TempProf_cur[33.528],TempProf_cur[36.576],TempProf_cur[39.624],TempProf_cur[42.672],TempProf_cur[45.72],TempProf_cur[48.768],TempProf_cur[51.816],TempProf_cur[54.864],TempProf_cur[57.912],TempProf_cur[60.96],TempProf_cur[64.008],TempProf_cur[67.056],TempProf_cur[70.104],TempProf_cur[73.152],TempProf_cur[76.2],TempProf_cur[79.248],TempProf_cur[82.296],TempProf_cur[85.344],TempProf_cur[88.392],TempProf_cur[91.44],TempProf_cur[94.488],TempProf_cur[97.536],TempProf_cur[100.584],TempProf_cur[103.632],TempProf_cur[106.68],TempProf_cur[109.728],TempProf_cur[112.776],TempProf_cur[115.824],TempProf_cur[118.872],TempProf_cur[121.92],TempProf_cur[124.968],TempProf_cur[128.016],TempProf_cur[131.064],TempProf_cur[134.112],TempProf_cur[137.16],TempProf_cur[140.208],TempProf_cur[143.256],TempProf_cur[146.304],TempProf_cur[149.352],
2004-06-01 02:25:00,292.057,291.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.205,292.240,287.518,291.392,99241.667,292.331,292.303,292.272,292.241,292.211,292.180,292.150,292.120,292.091,292.062,292.034,292.006,291.980,291.954,291.929,291.904,291.880,291.857,291.834,291.809,292.313,292.283,292.252,292.221,292.190,292.160,292.130,292.100,292.071,292.043,292.015,291.989,291.962,291.937,291.912,291.888,291.865,291.842,291.817,291.784,291.759,291.745,291.734,291.724,291.715,291.707,291.701,291.695,291.689,291.684,291.679,291.674,291.670,291.665,291.661,291.657,291.653,291.649,291.645,291.641,291.638,291.633,291.630,291.627,291.623,291.620,291.617,291.614,291.611,
2004-06-01 02:30:00,292.060,291.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.208,292.244,287.581,291.400,99250.000,292.332,292.304,292.274,292.243,292.213,292.182,292.152,292.122,292.093,292.065,292.037,292.009,291.983,291.957,291.932,291.907,291.884,291.860,291.837,291.813,292.314,292.284,292.253,292.223,292.192,292.162,292.132,292.103,292.074,292.046,292.018,291.992,291.966,291.940,291.916,291.892,291.868,291.845,291.821,291.787,291.763,291.749,291.738,291.728,291.719,291.711,291.705,291.699,291.693,291.688,291.683,291.678,291.674,291.669,291.665,291.661,291.657,291.653,291.649,291.646,291.642,291.638,291.634,291.631,291.628,291.625,291.622,291.619,291.616,
2004-06-01 02:35:00,292.063,291.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.209,292.247,287.635,291.408,99258.333,292.333,292.305,292.275,292.245,292.214,292.184,292.154,292.125,292.096,292.067,292.039,292.012,291.986,291.960,291.935,291.911,291.887,291.864,291.841,291.816,292.315,292.285,292.255,292.225,292.194,292.164,292.134,292.105,292.077,292.049,292.021,291.995,291.969,291.943,291.919,291.895,291.872,291.849,291.825,291.791,291.767,291.753,291.742,291.732,291.723,291.715,291.709,291.703,291.697,291.692,291.687,291.682,291.678,291.673,291.669,291.665,291.661,291.657,291.653,291.650,291.646,291.642,291.638,291.635,291.632,291.629,291.626,291.623,291.620,
2004-06-01 02:40:00,292.065,291.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.210,292.250,287.689,291.417,99266.667,292.334,292.306,292.276,292.246,292.216,292.186,292.156,292.127,292.098,292.069,292.042,292.015,291.989,291.963,291.938,291.914,291.890,291.867,291.844,291.820,292.315,292.286,292.256,292.226,292.196,292.166,292.136,292.107,292.079,292.051,292.024,291.997,291.971,291.946,291.922,291.898,291.875,291.852,291.828,291.795,291.770,291.757,291.746,291.736,291.727,291.719,291.713,291.707,291.701,291.696,291.691,291.686,291.682,291.678,291.673,291.669,291.665,291.661,291.658,291.654,291.651,291.646,291.643,291.639,291.636,291.633,291.630,291.627,291.624,
2004-06-01 02:45:00,292.067,291.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.209,292.251,287.735,291.425,99275.000,292.334,292.306,292.277,292.247,292.217,292.187,292.158,292.128,292.100,292.072,292.044,292.017,291.991,291.966,291.941,291.917,291.893,291.871,291.848,291.823,292.316,292.287,292.257,292.227,292.197,292.167,292.138,292.109,292.081,292.053,292.026,292.000,291.974,291.949,291.925,291.901,291.878,291.855,291.832,291.798,291.774,291.761,291.750,291.740,291.731,291.723,291.717,291.711,291.705,291.700,291.695,291.691,291.686,291.682,291.677,291.673,291.669,291.666,291.662,291.658,291.655,291.650,291.647,291.644,291.640,291.637,291.634,291.631,291.628,
2004-06-01 02:50:00,292.069,291.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.209,292.253,287.781,291.433,99283.333,292.334,292.307,292.278,292.248,292.218,292.188,292.159,292.130,292.102,292.074,292.046,292.020,291.994,291.968,291.944,291.920,291.896,291.874,291.851,291.827,292.316,292.287,292.258,292.228,292.198,292.169,292.140,292.111,292.083,292.055,292.029,292.002,291.977,291.952,291.928,291.904,291.881,291.859,291.835,291.802,291.778,291.765,291.753,291.744,291.735,291.727,291.721,291.715,291.709,291.704,291.699,291.695,291.690,291.686,291.682,291.678,291.674,291.670,291.666,291.663,291.659,291.655,291.651,291.648,291.645,291.642,291.639,291.636,291.633,
2004-06-01 02:55:00,292.071,291.637,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.207,292.253,287.821,291.442,99291.667,292.335,292.307,292.278,292.249,292.219,292.190,292.161,292.132,292.103,292.076,292.049,292.022,291.996,291.971,291.947,291.923,291.900,291.877,291.854,291.830,292.317,292.288,292.259,292.229,292.199,292.170,292.141,292.113,292.085,292.058,292.031,292.005,291.979,291.955,291.931,291.907,291.884,291.862,291.838,291.805,291.782,291.768,291.757,291.748,291.739,291.731,291.725,291.719,291.713,291.708,291.704,291.699,291.694,291.690,291.686,291.682,291.678,291.674,291.671,291.667,291.663,291.659,291.656,291.652,291.649,291.646,291.643,291.640,291.637,
2004-06-01 03:00:00,292.073,291.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.207,292.256,287.867,291.450,99300.000,292.335,292.308,292.279,292.250,292.220,292.191,292.162,292.133,292.105,292.078,292.051,292.024,291.999,291.974,291.949,291.926,291.903,291.880,291.858,291.834,292.317,292.289,292.259,292.230,292.201,292.171,292.143,292.114,292.087,292.060,292.033,292.007,291.982,291.957,291.933,291.910,291.887,291.865,291.842,291.809,291.785,291.772,291.761,291.752,291.743,291.735,291.729,291.723,291.717,291.712,291.708,291.703,291.699,291.694,291.690,291.686,291.682,291.679,291.675,291.671,291.668,291.663,291.660,291.657,291.654,291.651,291.648,291.645,291.642,
2004-06-01 03:05:00,292.063,291.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.207,292.259,287.909,291.408,99308.333,292.328,292.301,292.272,292.243,292.213,292.184,292.154,292.125,292.097,292.069,292.041,292.015,291.988,291.963,291.938,291.913,291.889,291.866,291.843,291.817,292.310,292.282,292.253,292.223,292.193,292.164,292.135,292.106,292.078,292.051,292.023,291.997,291.971,291.946,291.921,291.897,291.874,291.851,291.826,291.792,291.767,291.753,291.741,291.731,291.721,291.713,291.705,291.699,291.693,291.687,291.681,291.676,291.671,291.665,291.660,291.655,291.650,291.646,291.641,291.636,291.632,291.626,291.621,291.617,291.612,291.608,291.604,291.599,291.595,
2004-06-01 03:10:00,292.039,291.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.206,292.261,287.950,291.367,99316.667,292.308,292.282,292.253,292.223,292.193,292.163,292.134,292.104,292.075,292.046,292.018,291.990,291.963,291.936,291.910,291.885,291.860,291.836,291.812,291.785,292.291,292.263,292.233,292.203,292.173,292.143,292.114,292.084,292.056,292.027,291.999,291.972,291.945,291.919,291.893,291.868,291.844,291.820,291.795,291.759,291.733,291.718,291.705,291.694,291.684,291.675,291.667,291.660,291.654,291.647,291.641,291.636,291.630,291.624,291.619,291.613,291.608,291.603,291.598,291.592,291.587,291.581,291.576,291.571,291.567,291.562,291.557,291.553,291.548,
2004-06-01 03:15:00,292.003,291.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.206,292.264,287.990,291.325,99325.000,292.276,292.249,292.220,292.191,292.161,292.130,292.100,292.070,292.040,292.011,291.982,291.954,291.926,291.899,291.872,291.846,291.821,291.796,291.771,291.744,292.258,292.230,292.201,292.171,292.140,292.110,292.080,292.050,292.021,291.992,291.963,291.935,291.908,291.881,291.855,291.829,291.804,291.779,291.753,291.716,291.690,291.674,291.662,291.650,291.640,291.631,291.623,291.615,291.609,291.602,291.596,291.590,291.584,291.578,291.573,291.567,291.562,291.556,291.551,291.546,291.541,291.534,291.529,291.524,291.520,291.515,291.510,291.506,291.501,
2004-06-01 03:20:00,291.961,291.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.205,292.266,288.030,291.283,99333.333,292.235,292.209,292.180,292.150,292.120,292.090,292.059,292.029,291.999,291.969,291.940,291.912,291.883,291.856,291.829,291.802,291.777,291.751,291.726,291.698,292.218,292.190,292.160,292.130,292.100,292.069,292.039,292.009,291.979,291.950,291.921,291.893,291.865,291.838,291.811,291.785,291.760,291.735,291.708,291.671,291.644,291.628,291.615,291.604,291.593,291.584,291.576,291.569,291.562,291.555,291.549,291.543,291.537,291.531,291.526,291.520,291.515,291.509,291.504,291.499,291.494,291.487,291.482,291.478,291.473,291.468,291.463,291.459,291.454,
2004-06-01 03:25:00,291.918,291.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.205,292.268,288.067,291.242,99341.667,292.193,292.167,292.138,292.109,292.078,292.048,292.017,291.987,291.957,291.927,291.898,291.869,291.840,291.813,291.785,291.758,291.732,291.707,291.681,291.653,292.176,292.148,292.119,292.088,292.058,292.028,291.997,291.967,291.937,291.907,291.878,291.850,291.822,291.794,291.767,291.741,291.715,291.690,291.663,291.625,291.597,291.582,291.569,291.557,291.547,291.538,291.529,291.522,291.515,291.509,291.502,291.496,291.490,291.484,291.479,291.473,291.468,291.462,291.457,291.452,291.447,291.440,291.435,291.430,291.426,291.421,291.416,291.412,291.407,
2004-06-01 03:30:00,291.876,291.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.204,292.271,288.105,291.200,99350.000,292.153,292.127,292.099,292.069,292.039,292.008,291.977,291.947,291.916,291.886,291.857,291.827,291.799,291.770,291.743,291.716,291.689,291.663,291.637,291.609,292.136,292.108,292.079,292.049,292.018,291.987,291.957,291.926,291.896,291.866,291.837,291.808,291.780,291.752,291.725,291.698,291.672,291.646,291.618,291.580,291.552,291.536,291.523,291.511,291.501,291.491,291.483,291.475,291.468,291.462,291.456,291.450,291.444,291.438,291.432,291.426,291.421,291.416,291.410,291.405,291.400,291.393,291.388,291.384,291.379,291.374,291.369,291.365,291.360,
2004-06-01 03:35:00,291.837,291.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.203,292.273,288.141,291.158,99358.333,292.116,292.090,292.062,292.032,292.001,291.970,291.939,291.909,291.878,291.847,291.817,291.788,291.759,291.730,291.702,291.674,291.647,291.621,291.594,291.565,292.099,292.071,292.042,292.011,291.981,291.950,291.919,291.888,291.858,291.827,291.798,291.768,291.739,291.711,291.683,291.656,291.629,291.603,291.575,291.536,291.507,291.491,291.478,291.466,291.455,291.446,291.437,291.429,291.422,291.416,291.410,291.403,291.397,291.391,291.386,291.380,291.374,291.369,291.364,291.358,291.353,291.346,291.342,291.337,291.332,291.327,291.322,291.318,291.313,
2004-06-01 03:40:00,291.799,291.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.201,292.275,288.176,291.117,99366.667,292.082,292.055,292.027,291.996,291.966,291.935,291.903,291.872,291.841,291.810,291.780,291.750,291.720,291.691,291.662,291.634,291.606,291.579,291.552,291.523,292.065,292.036,292.007,291.976,291.945,291.914,291.882,291.851,291.820,291.790,291.760,291.730,291.700,291.672,291.643,291.615,291.588,291.561,291.533,291.493,291.463,291.447,291.433,291.421,291.410,291.400,291.392,291.384,291.377,291.370,291.364,291.357,291.351,291.345,291.339,291.334,291.328,291.323,291.317,291.312,291.307,291.300,291.295,291.290,291.285,291.280,291.275,291.271,291.266,
2004-06-01 03:45:00,291.762,291.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.200,292.277,288.211,291.075,99375.000,292.048,292.021,291.993,291.962,291.931,291.900,291.868,291.836,291.805,291.774,291.743,291.712,291.682,291.652,291.623,291.594,291.566,291.538,291.510,291.480,292.031,292.002,291.972,291.942,291.910,291.879,291.847,291.815,291.784,291.753,291.722,291.692,291.662,291.633,291.604,291.575,291.547,291.520,291.491,291.450,291.420,291.403,291.389,291.376,291.365,291.355,291.347,291.339,291.331,291.325,291.318,291.312,291.305,291.299,291.293,291.288,291.282,291.276,291.271,291.265,291.260,291.253,291.248,291.243,291.238,291.233,291.228,291.223,291.219,
2004-06-01 03:50:00,291.725,291.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.198,292.279,288.245,291.033,99383.333,292.014,291.988,291.959,291.928,291.897,291.865,291.833,291.801,291.769,291.737,291.706,291.675,291.644,291.614,291.584,291.555,291.526,291.497,291.469,291.438,291.997,291.969,291.938,291.907,291.876,291.844,291.812,291.780,291.748,291.716,291.685,291.654,291.624,291.594,291.564,291.535,291.507,291.479,291.449,291.407,291.376,291.359,291.345,291.332,291.321,291.311,291.302,291.293,291.286,291.279,291.272,291.266,291.260,291.253,291.247,291.241,291.236,291.230,291.224,291.219,291.213,291.206,291.201,291.196,291.191,291.186,291.181,291.176,291.172,
2004-06-01 03:55:00,291.688,291.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.197,292.281,288.278,290.992,99391.667,291.980,291.954,291.925,291.894,291.862,291.830,291.798,291.765,291.733,291.701,291.669,291.637,291.606,291.575,291.545,291.515,291.485,291.457,291.427,291.396,291.963,291.935,291.904,291.873,291.841,291.809,291.776,291.744,291.711,291.679,291.648,291.616,291.585,291.555,291.525,291.495,291.466,291.437,291.407,291.364,291.333,291.315,291.300,291.287,291.276,291.266,291.256,291.248,291.241,291.234,291.227,291.220,291.214,291.207,291.201,291.195,291.189,291.183,291.178,291.172,291.167,291.160,291.154,291.149,291.144,291.139,291.134,291.129,291.124,
2004-06-01 04:00:00,291.650,291.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.184,292.270,288.295,290.950,99400.000,291.946,291.920,291.890,291.859,291.827,291.795,291.762,291.729,291.697,291.664,291.632,291.599,291.568,291.536,291.505,291.475,291.445,291.415,291.386,291.354,291.929,291.900,291.870,291.838,291.806,291.773,291.740,291.708,291.675,291.642,291.610,291.578,291.547,291.516,291.485,291.455,291.425,291.396,291.365,291.321,291.289,291.271,291.256,291.243,291.231,291.221,291.211,291.203,291.195,291.188,291.181,291.174,291.168,291.161,291.155,291.149,291.143,291.137,291.131,291.126,291.120,291.113,291.107,291.102,291.097,291.092,291.087,291.082,291.077,
2004-06-01 04:05:00,291.575,290.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.170,292.258,288.305,290.808,99400.000,291.887,291.860,291.830,291.798,291.765,291.731,291.697,291.662,291.627,291.592,291.558,291.523,291.489,291.455,291.421,291.388,291.355,291.322,291.289,291.253,291.869,291.840,291.809,291.776,291.742,291.708,291.674,291.639,291.604,291.569,291.535,291.500,291.466,291.432,291.399,291.366,291.333,291.300,291.266,291.217,291.181,291.160,291.143,291.127,291.113,291.101,291.089,291.079,291.069,291.060,291.051,291.042,291.033,291.025,291.016,291.008,290.999,290.991,290.983,290.974,290.966,290.955,290.947,290.939,290.931,290.923,290.915,290.907,290.899,
2004-06-01 04:10:00,291.459,290.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.155,292.245,288.317,290.667,99400.000,291.790,291.763,291.732,291.699,291.664,291.628,291.591,291.554,291.517,291.479,291.442,291.405,291.368,291.331,291.294,291.258,291.222,291.187,291.151,291.112,291.773,291.743,291.710,291.675,291.640,291.604,291.567,291.529,291.492,291.455,291.417,291.380,291.343,291.306,291.270,291.234,291.198,291.163,291.125,291.072,291.033,291.011,290.992,290.975,290.959,290.945,290.933,290.921,290.911,290.901,290.891,290.881,290.872,290.862,290.853,290.844,290.835,290.826,290.817,290.808,290.800,290.788,290.780,290.771,290.763,290.754,290.746,290.738,290.730,
2004-06-01 04:15:00,291.311,290.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.137,292.229,288.321,290.525,99400.000,291.654,291.626,291.594,291.560,291.524,291.487,291.449,291.411,291.372,291.333,291.294,291.255,291.216,291.178,291.140,291.102,291.065,291.028,290.991,290.950,291.636,291.606,291.572,291.536,291.500,291.462,291.424,291.385,291.346,291.307,291.268,291.229,291.190,291.152,291.114,291.077,291.040,291.003,290.964,290.909,290.869,290.846,290.827,290.809,290.794,290.779,290.767,290.755,290.744,290.734,290.724,290.715,290.705,290.696,290.686,290.677,290.668,290.659,290.650,290.642,290.633,290.622,290.613,290.605,290.597,290.589,290.580,290.572,290.564,
2004-06-01 04:20:00,291.155,290.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.197,292.332,288.587,290.383,99400.000,291.502,291.474,291.442,291.408,291.371,291.334,291.295,291.256,291.216,291.177,291.137,291.097,291.058,291.019,290.980,290.942,290.904,290.867,290.829,290.788,291.484,291.453,291.419,291.384,291.346,291.308,291.269,291.230,291.190,291.150,291.111,291.071,291.032,290.993,290.955,290.917,290.879,290.842,290.802,290.747,290.706,290.683,290.663,290.645,290.629,290.615,290.602,290.591,290.580,290.570,290.560,290.550,290.541,290.532,290.522,290.513,290.504,290.496,290.487,290.478,290.470,290.459,290.450,290.442,290.434,290.426,290.418,290.410,290.402,
2004-06-01 04:25:00,291.014,290.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.201,292.326,288.691,290.242,99400.000,291.369,291.341,291.309,291.273,291.236,291.198,291.158,291.118,291.078,291.037,290.997,290.956,290.915,290.875,290.835,290.796,290.757,290.718,290.679,290.636,291.351,291.320,291.285,291.249,291.211,291.172,291.132,291.091,291.051,291.010,290.969,290.929,290.889,290.849,290.809,290.770,290.731,290.692,290.651,290.593,290.551,290.527,290.507,290.489,290.472,290.458,290.445,290.433,290.422,290.411,290.401,290.392,290.382,290.372,290.363,290.354,290.345,290.336,290.327,290.319,290.310,290.299,290.290,290.282,290.274,290.266,290.258,290.250,290.242,
2004-06-01 04:30:00,290.877,290.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.220,292.360,288.849,290.100,99400.000,291.241,291.213,291.180,291.143,291.105,291.066,291.026,290.984,290.943,290.901,290.859,290.817,290.775,290.734,290.693,290.652,290.611,290.571,290.531,290.487,291.223,291.191,291.156,291.118,291.079,291.039,290.998,290.957,290.915,290.873,290.831,290.789,290.748,290.706,290.665,290.625,290.585,290.545,290.502,290.442,290.398,290.373,290.352,290.333,290.317,290.302,290.288,290.276,290.265,290.254,290.244,290.234,290.224,290.214,290.204,290.195,290.186,290.177,290.168,290.159,290.150,290.139,290.130,290.122,290.113,290.105,290.097,290.089,290.081,
2004-06-01 04:35:00,290.758,289.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.238,292.382,289.081,289.958,99400.000,291.146,291.115,291.080,291.041,291.000,290.958,290.915,290.872,290.828,290.783,290.739,290.695,290.651,290.607,290.563,290.520,290.477,290.435,290.391,290.345,291.126,291.092,291.054,291.014,290.972,290.930,290.886,290.842,290.798,290.754,290.709,290.665,290.621,290.578,290.534,290.491,290.449,290.406,290.361,290.297,290.250,290.224,290.202,290.182,290.165,290.149,290.135,290.122,290.110,290.099,290.089,290.078,290.068,290.058,290.048,290.038,290.028,290.019,290.010,290.001,289.992,289.980,289.971,289.962,289.954,289.945,289.937,289.929,289.920,
2004-06-01 04:40:00,290.591,289.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.257,292.403,289.266,289.817,99400.000,290.959,290.931,290.898,290.861,290.823,290.783,290.742,290.701,290.659,290.617,290.574,290.531,290.489,290.447,290.405,290.363,290.322,290.281,290.239,290.193,290.941,290.909,290.874,290.836,290.797,290.756,290.715,290.673,290.631,290.588,290.546,290.503,290.461,290.419,290.377,290.336,290.295,290.253,290.209,290.146,290.099,290.073,290.051,290.030,290.012,289.996,289.982,289.969,289.956,289.945,289.934,289.923,289.913,289.902,289.892,289.882,289.872,289.862,289.853,289.844,289.834,289.822,289.813,289.804,289.795,289.787,289.778,289.770,289.761,
2004-06-01 04:45:00,290.517,289.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.278,292.426,289.500,289.675,99400.000,290.926,290.894,290.856,290.815,290.773,290.729,290.684,290.638,290.591,290.545,290.498,290.451,290.405,290.358,290.312,290.266,290.220,290.175,290.128,290.077,290.905,290.869,290.829,290.787,290.743,290.699,290.653,290.607,290.560,290.514,290.467,290.420,290.373,290.327,290.281,290.235,290.190,290.144,290.095,290.025,289.974,289.945,289.920,289.898,289.878,289.861,289.845,289.830,289.817,289.805,289.793,289.781,289.769,289.758,289.747,289.736,289.725,289.714,289.704,289.693,289.683,289.670,289.660,289.650,289.641,289.631,289.622,289.612,289.603,
2004-06-01 04:50:00,290.412,289.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.300,292.449,289.706,289.533,99400.000,290.845,290.811,290.771,290.728,290.682,290.636,290.588,290.539,290.490,290.440,290.391,290.341,290.292,290.243,290.194,290.146,290.098,290.051,290.003,289.950,290.823,290.785,290.742,290.698,290.651,290.604,290.555,290.506,290.457,290.407,290.358,290.308,290.259,290.210,290.162,290.114,290.067,290.019,289.968,289.895,289.841,289.810,289.784,289.760,289.739,289.720,289.703,289.688,289.674,289.661,289.648,289.635,289.623,289.610,289.598,289.587,289.575,289.564,289.553,289.542,289.531,289.517,289.506,289.496,289.486,289.475,289.465,289.455,289.446,
2004-06-01 04:55:00,290.377,289.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.324,292.470,289.924,289.392,99400.000,290.868,290.829,290.783,290.733,290.681,290.628,290.574,290.519,290.463,290.408,290.352,290.296,290.241,290.186,290.131,290.077,290.023,289.970,289.915,289.856,290.843,290.799,290.750,290.699,290.646,290.592,290.537,290.482,290.426,290.370,290.315,290.259,290.204,290.149,290.095,290.041,289.987,289.934,289.876,289.794,289.733,289.698,289.669,289.642,289.618,289.597,289.578,289.561,289.545,289.530,289.516,289.502,289.488,289.474,289.461,289.448,289.435,289.422,289.409,289.397,289.385,289.369,289.357,289.345,289.334,289.323,289.311,289.300,289.289,
