cur_datetime,canTemp,ForcTemp_K,sensWaste,EP_floor_energy[0],EP_floor_energy[1],EP_floor_energy[2],EP_floor_energy[3],EP_floor_energy[4],EP_floor_energy[5],EP_floor_energy[6],EP_floor_energy[7],EP_floor_energy[8],EP_floor_energy[9],EP_floor_energy[10],EP_floor_energy[11],EP_floor_energy[12],EP_floor_energy[13],EP_floor_energy[14],EP_floor_energy[15],EP_floor_energy[16],EP_floor_energy[17],EP_floor_energy[18],EP_floor_energy[19],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,Floor[1]_OAT_K,Floor[2]_OAT_K,Floor[3]_OAT_K,Floor[4]_OAT_K,Floor[5]_OAT_K,Floor[6]_OAT_K,Floor[7]_OAT_K,Floor[8]_OAT_K,Floor[9]_OAT_K,Floor[10]_OAT_K,Floor[11]_OAT_K,Floor[12]_OAT_K,Floor[13]_OAT_K,Floor[14]_OAT_K,Floor[15]_OAT_K,Floor[16]_OAT_K,Floor[17]_OAT_K,Floor[18]_OAT_K,Floor[19]_OAT_K,Floor[20]_OAT_K,TempProf_cur[3.048],TempProf_cur[6.096],TempProf_cur[9.144],TempProf_cur[12.192],TempProf_cur[15.24],TempProf_cur[18.288],TempProf_cur[21.336],TempProf_cur[24.384],TempProf_cur[27.432],TempProf_cur[30.48],TempProf_cur[33.528],TempProf_cur[36.576],TempProf_cur[39.624],TempProf_cur[42.672],TempProf_cur[45.72],TempProf_cur[48.768],TempProf_cur[51.816],TempProf_cur[54.864],TempProf_cur[57.912],TempProf_cur[60.96],TempProf_cur[64.008],TempProf_cur[67.056],TempProf_cur[70.104],TempProf_cur[73.152],TempProf_cur[76.2],TempProf_cur[79.248],TempProf_cur[82.296],TempProf_cur[85.344],TempProf_cur[88.392],TempProf_cur[91.44],TempProf_cur[94.488],TempProf_cur[97.536],TempProf_cur[100.584],TempProf_cur[103.632],TempProf_cur[106.68],TempProf_cur[109.728],TempProf_cur[112.776],TempProf_cur[115.824],TempProf_cur[118.872],TempProf_cur[121.92],TempProf_cur[124.968],TempProf_cur[128.016],TempProf_cur[131.064],TempProf_cur[134.112],TempProf_cur[137.16],TempProf_cur[140.208],TempProf_cur[143.256],TempProf_cur[146.304],TempProf_cur[149.352],
2004-06-01 00:50:00,291.908,291.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.470,291.566,284.617,291.333,99200.000,292.205,292.164,292.124,292.085,292.049,292.014,291.981,291.950,291.921,291.893,291.867,291.843,291.821,291.800,291.781,291.763,291.746,291.731,291.717,291.702,292.178,292.137,292.098,292.061,292.025,291.992,291.960,291.930,291.902,291.876,291.851,291.828,291.807,291.787,291.769,291.752,291.736,291.722,291.707,291.688,291.675,291.668,291.662,291.657,291.652,291.648,291.645,291.641,291.639,291.636,291.634,291.632,291.629,291.627,291.625,291.623,291.621,291.620,291.618,291.616,291.615,291.613,291.611,291.610,291.608,291.607,291.606,291.604,291.603,
2004-06-01 00:55:00,291.949,291.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.660,291.747,284.997,291.342,99200.000,292.249,292.210,292.170,292.132,292.096,292.061,292.028,291.996,291.966,291.938,291.911,291.885,291.862,291.839,291.818,291.798,291.780,291.763,291.746,291.729,292.223,292.183,292.145,292.108,292.072,292.038,292.006,291.976,291.947,291.919,291.894,291.869,291.846,291.825,291.805,291.786,291.768,291.752,291.735,291.712,291.696,291.687,291.680,291.673,291.667,291.663,291.658,291.654,291.651,291.648,291.645,291.642,291.639,291.636,291.634,291.631,291.629,291.627,291.624,291.622,291.620,291.617,291.615,291.614,291.612,291.610,291.608,291.606,291.605,
2004-06-01 01:00:00,291.989,291.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.751,291.819,285.223,291.350,99200.000,292.292,292.254,292.215,292.178,292.142,292.107,292.074,292.042,292.011,291.982,291.954,291.928,291.902,291.878,291.856,291.834,291.814,291.795,291.776,291.756,292.266,292.228,292.190,292.154,292.118,292.085,292.052,292.021,291.991,291.963,291.936,291.911,291.886,291.863,291.841,291.821,291.801,291.782,291.763,291.737,291.718,291.707,291.698,291.691,291.684,291.678,291.673,291.668,291.664,291.661,291.657,291.653,291.650,291.647,291.644,291.641,291.638,291.635,291.632,291.630,291.627,291.624,291.622,291.619,291.617,291.615,291.613,291.611,291.608,
2004-06-01 01:05:00,292.015,291.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.826,291.885,285.456,291.350,99200.000,292.317,292.280,292.243,292.206,292.170,292.136,292.102,292.070,292.039,292.010,291.981,291.954,291.928,291.903,291.880,291.857,291.835,291.815,291.795,291.774,292.293,292.255,292.218,292.182,292.147,292.113,292.081,292.050,292.019,291.991,291.963,291.937,291.911,291.887,291.864,291.843,291.822,291.802,291.781,291.752,291.732,291.720,291.711,291.702,291.695,291.688,291.682,291.677,291.673,291.668,291.664,291.660,291.656,291.652,291.649,291.645,291.642,291.639,291.635,291.632,291.629,291.625,291.622,291.619,291.617,291.614,291.611,291.609,291.606,
2004-06-01 01:10:00,292.028,291.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.900,291.950,285.688,291.350,99200.000,292.328,292.292,292.256,292.220,292.185,292.151,292.118,292.086,292.055,292.025,291.996,291.969,291.943,291.917,291.893,291.870,291.848,291.827,291.806,291.784,292.304,292.268,292.232,292.196,292.162,292.129,292.096,292.065,292.035,292.006,291.978,291.951,291.926,291.901,291.878,291.855,291.834,291.813,291.791,291.761,291.740,291.728,291.718,291.709,291.701,291.694,291.688,291.682,291.677,291.672,291.668,291.664,291.659,291.655,291.651,291.648,291.644,291.640,291.637,291.634,291.630,291.626,291.623,291.620,291.617,291.614,291.611,291.608,291.605,
2004-06-01 01:15:00,292.036,291.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.948,291.992,285.882,291.350,99200.000,292.333,292.299,292.263,292.228,292.193,292.159,292.127,292.095,292.064,292.034,292.006,291.978,291.951,291.926,291.901,291.878,291.855,291.833,291.812,291.789,292.310,292.275,292.239,292.205,292.171,292.137,292.105,292.074,292.044,292.015,291.987,291.960,291.934,291.909,291.885,291.862,291.840,291.819,291.797,291.766,291.743,291.731,291.720,291.711,291.703,291.696,291.689,291.684,291.678,291.674,291.669,291.664,291.660,291.656,291.652,291.648,291.644,291.640,291.636,291.633,291.629,291.625,291.622,291.618,291.615,291.612,291.609,291.606,291.603,
2004-06-01 01:20:00,292.038,291.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,292.995,292.035,286.075,291.350,99200.000,292.332,292.298,292.264,292.229,292.195,292.162,292.129,292.098,292.067,292.038,292.009,291.981,291.955,291.929,291.904,291.880,291.858,291.836,291.814,291.791,292.310,292.275,292.241,292.206,292.173,292.140,292.108,292.077,292.047,292.018,291.990,291.963,291.937,291.912,291.888,291.865,291.843,291.821,291.799,291.767,291.744,291.732,291.721,291.712,291.703,291.696,291.690,291.684,291.678,291.674,291.669,291.664,291.660,291.656,291.651,291.647,291.643,291.640,291.636,291.632,291.629,291.624,291.621,291.618,291.614,291.611,291.608,291.605,291.602,
2004-06-01 01:25:00,292.040,291.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.029,292.065,286.239,291.350,99200.000,292.331,292.298,292.264,292.230,292.196,292.163,292.131,292.100,292.069,292.040,292.011,291.983,291.957,291.931,291.906,291.882,291.859,291.837,291.815,291.791,292.309,292.275,292.241,292.207,292.174,292.142,292.110,292.079,292.049,292.020,291.992,291.965,291.939,291.914,291.890,291.867,291.844,291.822,291.799,291.767,291.744,291.732,291.721,291.711,291.703,291.695,291.689,291.683,291.677,291.673,291.668,291.663,291.659,291.654,291.650,291.646,291.642,291.638,291.635,291.631,291.627,291.623,291.619,291.616,291.613,291.610,291.606,291.603,291.600,
2004-06-01 01:30:00,292.040,291.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.062,292.095,286.403,291.350,99200.000,292.329,292.296,292.263,292.229,292.196,292.163,292.131,292.100,292.070,292.040,292.012,291.984,291.958,291.932,291.907,291.883,291.860,291.837,291.815,291.791,292.307,292.274,292.240,292.207,292.174,292.142,292.110,292.080,292.050,292.021,291.993,291.966,291.940,291.915,291.891,291.867,291.845,291.822,291.799,291.767,291.744,291.731,291.720,291.711,291.702,291.695,291.688,291.682,291.677,291.672,291.667,291.662,291.658,291.653,291.649,291.645,291.641,291.637,291.634,291.630,291.626,291.622,291.618,291.615,291.612,291.609,291.606,291.603,291.600,
2004-06-01 01:35:00,292.041,291.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.086,292.118,286.543,291.350,99200.000,292.328,292.296,292.263,292.230,292.197,292.164,292.133,292.102,292.071,292.042,292.013,291.986,291.959,291.933,291.908,291.884,291.861,291.838,291.815,291.791,292.307,292.274,292.241,292.208,292.175,292.143,292.112,292.081,292.052,292.023,291.995,291.968,291.942,291.916,291.892,291.868,291.845,291.823,291.800,291.767,291.744,291.731,291.720,291.710,291.701,291.694,291.687,291.681,291.676,291.671,291.666,291.661,291.657,291.652,291.648,291.644,291.640,291.636,291.632,291.628,291.625,291.620,291.617,291.613,291.610,291.607,291.604,291.601,291.598,
2004-06-01 01:40:00,292.041,291.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.111,292.141,286.683,291.350,99200.000,292.327,292.296,292.263,292.230,292.197,292.165,292.134,292.103,292.073,292.043,292.015,291.987,291.960,291.934,291.909,291.885,291.861,291.839,291.816,291.792,292.307,292.274,292.241,292.208,292.176,292.144,292.113,292.083,292.053,292.024,291.996,291.969,291.943,291.918,291.893,291.869,291.846,291.824,291.800,291.767,291.743,291.730,291.719,291.709,291.701,291.693,291.686,291.680,291.675,291.670,291.665,291.660,291.656,291.651,291.647,291.643,291.639,291.635,291.631,291.628,291.624,291.619,291.616,291.613,291.609,291.606,291.603,291.600,291.597,
2004-06-01 01:45:00,292.043,291.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.129,292.159,286.805,291.350,99200.000,292.328,292.297,292.264,292.232,292.199,292.167,292.135,292.105,292.074,292.045,292.017,291.989,291.962,291.936,291.911,291.886,291.862,291.839,291.817,291.792,292.307,292.275,292.242,292.210,292.178,292.146,292.115,292.084,292.055,292.026,291.998,291.971,291.944,291.919,291.894,291.870,291.847,291.824,291.801,291.767,291.743,291.730,291.719,291.709,291.700,291.693,291.686,291.680,291.674,291.669,291.664,291.659,291.655,291.650,291.646,291.642,291.638,291.634,291.630,291.626,291.623,291.618,291.615,291.611,291.608,291.605,291.602,291.598,291.595,
2004-06-01 01:50:00,292.044,291.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.148,292.177,286.927,291.350,99200.000,292.328,292.297,292.265,292.232,292.200,292.168,292.137,292.106,292.076,292.047,292.018,291.990,291.963,291.937,291.912,291.887,291.863,291.840,291.817,291.792,292.307,292.275,292.243,292.211,292.179,292.147,292.116,292.086,292.056,292.027,291.999,291.972,291.946,291.920,291.895,291.871,291.848,291.825,291.801,291.768,291.743,291.730,291.719,291.709,291.700,291.692,291.685,291.679,291.674,291.668,291.664,291.659,291.654,291.650,291.645,291.641,291.637,291.633,291.629,291.626,291.622,291.617,291.614,291.610,291.607,291.604,291.601,291.598,291.595,
2004-06-01 01:55:00,292.045,291.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.087,292.192,287.033,291.350,99200.000,292.328,292.297,292.266,292.233,292.201,292.169,292.138,292.107,292.077,292.048,292.019,291.992,291.965,291.938,291.913,291.888,291.864,291.841,291.818,291.793,292.308,292.276,292.244,292.212,292.180,292.148,292.117,292.087,292.058,292.029,292.001,291.974,291.947,291.921,291.896,291.872,291.848,291.826,291.801,291.768,291.743,291.730,291.718,291.708,291.699,291.692,291.685,291.678,291.673,291.668,291.663,291.658,291.653,291.649,291.644,291.640,291.636,291.632,291.628,291.624,291.621,291.616,291.613,291.609,291.606,291.603,291.599,291.596,291.593,
2004-06-01 02:00:00,292.041,291.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.175,292.204,287.134,291.350,99200.000,292.322,292.292,292.260,292.228,292.196,292.165,292.134,292.103,292.073,292.044,292.016,291.988,291.961,291.935,291.910,291.885,291.861,291.838,291.815,291.790,292.302,292.271,292.239,292.207,292.175,292.144,292.113,292.083,292.054,292.025,291.997,291.970,291.944,291.918,291.893,291.869,291.846,291.823,291.799,291.766,291.741,291.728,291.717,291.707,291.698,291.690,291.683,291.677,291.672,291.666,291.662,291.657,291.652,291.648,291.643,291.639,291.635,291.631,291.627,291.623,291.620,291.615,291.612,291.608,291.605,291.602,291.598,291.595,291.592,
2004-06-01 02:05:00,292.044,291.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.183,292.213,287.221,291.358,99208.333,292.324,292.295,292.263,292.231,292.200,292.168,292.137,292.107,292.077,292.048,292.020,291.992,291.965,291.939,291.914,291.889,291.865,291.842,291.818,291.793,292.305,292.274,292.242,292.210,292.179,292.148,292.117,292.087,292.058,292.029,292.001,291.974,291.948,291.922,291.897,291.873,291.849,291.826,291.802,291.768,291.744,291.730,291.719,291.709,291.700,291.692,291.685,291.679,291.674,291.669,291.664,291.659,291.654,291.650,291.646,291.641,291.637,291.633,291.630,291.626,291.622,291.618,291.614,291.611,291.608,291.605,291.602,291.599,291.596,
2004-06-01 02:10:00,292.048,291.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.191,292.222,287.308,291.367,99216.667,292.326,292.297,292.265,292.234,292.202,292.171,292.140,292.110,292.081,292.052,292.023,291.996,291.969,291.943,291.917,291.892,291.868,291.845,291.822,291.797,292.307,292.276,292.244,292.213,292.182,292.151,292.120,292.090,292.061,292.033,292.005,291.978,291.951,291.926,291.901,291.876,291.853,291.830,291.806,291.772,291.747,291.734,291.722,291.712,291.703,291.696,291.689,291.683,291.677,291.672,291.667,291.662,291.658,291.653,291.649,291.645,291.641,291.637,291.633,291.630,291.626,291.622,291.618,291.615,291.612,291.609,291.605,291.603,291.600,
2004-06-01 02:15:00,292.051,291.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.197,292.229,287.382,291.375,99225.000,292.328,292.299,292.268,292.237,292.205,292.174,292.144,292.114,292.084,292.055,292.027,291.999,291.973,291.947,291.921,291.896,291.872,291.849,291.826,291.801,292.309,292.279,292.247,292.216,292.185,292.154,292.124,292.094,292.065,292.036,292.009,291.981,291.955,291.929,291.905,291.880,291.857,291.834,291.810,291.776,291.751,291.737,291.726,291.716,291.707,291.699,291.693,291.686,291.681,291.676,291.671,291.666,291.662,291.657,291.653,291.649,291.645,291.641,291.637,291.633,291.630,291.625,291.622,291.619,291.615,291.612,291.609,291.606,291.603,
2004-06-01 02:20:00,292.054,291.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.202,292.235,287.455,291.383,99233.333,292.330,292.301,292.270,292.239,292.208,292.177,292.147,292.117,292.087,292.059,292.030,292.003,291.976,291.950,291.925,291.900,291.876,291.853,291.830,291.805,292.311,292.281,292.249,292.218,292.187,292.157,292.127,292.097,292.068,292.040,292.012,291.985,291.959,291.933,291.908,291.884,291.861,291.838,291.814,291.780,291.755,291.742,291.730,291.720,291.711,291.704,291.697,291.691,291.685,291.680,291.675,291.670,291.666,291.661,291.657,291.653,291.649,291.645,291.641,291.638,291.634,291.629,291.626,291.623,291.620,291.616,291.613,291.610,291.607,
