cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-12-01 00:05:00,279.176,7.126,299.822,299.822,297.514,274.195,98100.097,275.672,98470.194,
2004-12-01 00:10:00,277.426,10.989,299.269,299.269,291.758,274.202,98097.028,275.055,98470.555,
2004-12-01 00:15:00,278.735,8.912,298.212,298.212,283.469,274.210,98093.958,275.260,98470.423,
2004-12-01 00:20:00,279.638,7.588,297.237,297.237,280.150,274.218,98090.889,275.420,98470.307,
2004-12-01 00:25:00,279.439,8.387,296.524,296.524,278.673,274.226,98087.819,275.429,98470.271,
2004-12-01 00:30:00,279.521,8.588,295.995,295.995,277.882,274.233,98084.750,275.445,98470.234,
2004-12-01 00:35:00,279.211,9.524,295.553,295.553,277.363,274.241,98081.681,275.421,98470.219,
2004-12-01 00:40:00,279.410,9.426,295.174,295.174,277.005,274.249,98078.611,275.463,98470.168,
2004-12-01 00:45:00,279.132,10.241,294.835,294.835,276.734,274.257,98075.542,275.461,98470.138,
2004-12-01 00:50:00,279.409,9.936,294.539,294.539,276.538,274.264,98072.472,275.520,98470.077,
2004-12-01 00:55:00,279.069,10.780,294.269,294.269,276.379,274.272,98069.403,275.516,98470.046,
2004-12-01 01:00:00,279.415,10.302,294.029,294.029,276.259,274.280,98066.333,275.583,98469.979,
2004-12-01 01:05:00,279.027,11.257,293.802,293.802,276.152,274.302,98063.917,275.600,98469.909,
2004-12-01 01:10:00,279.436,10.625,293.600,293.600,276.064,274.325,98061.500,275.624,98469.929,
2004-12-01 01:15:00,278.869,11.908,293.403,293.403,275.977,274.348,98059.083,275.531,98470.001,
2004-12-01 01:20:00,279.319,11.174,293.225,293.225,275.896,274.370,98056.667,275.554,98470.003,
2004-12-01 01:25:00,278.691,12.557,293.040,293.040,275.806,274.393,98054.250,275.484,98470.041,
2004-12-01 01:30:00,279.327,11.440,292.870,292.870,275.720,274.415,98051.833,275.551,98470.007,
2004-12-01 01:35:00,278.582,13.041,292.693,292.693,275.629,274.438,98049.417,275.482,98470.036,
2004-12-01 01:40:00,279.347,11.657,292.536,292.536,275.547,274.461,98047.000,275.568,98469.985,
2004-12-01 01:45:00,278.446,13.555,292.370,292.370,275.461,274.483,98044.583,275.488,98470.015,
