cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],canTemp_C
3/1/2004 0:00,290.479,274.465,0,278.698,279.163,274.545,273.247,99625.833,285.818,99990.084,17.329
3/1/2004 0:05,277.808,274.406,0,276.38,276.839,274.269,273.236,99625.806,275.392,99998.658,4.658
3/1/2004 0:10,276.306,274.411,0,276.512,276.975,274.292,273.225,99625.778,274.672,99999.122,3.156
3/1/2004 0:15,276.756,274.389,0,276.559,277.018,274.3,273.214,99625.75,274.704,99999.126,3.606
3/1/2004 0:20,277.8,274.393,1.583,276.731,277.191,274.371,273.203,99625.722,274.847,99999.048,4.65
3/1/2004 0:25,277.179,274.381,0.465,276.618,277.076,274.374,273.192,99625.694,274.838,99999.056,4.029
3/1/2004 0:30,277.917,274.385,0.379,276.795,277.253,274.465,273.181,99625.667,274.924,99999.008,4.767
3/1/2004 0:35,278.284,274.377,0.286,276.895,277.353,274.524,273.17,99625.639,274.984,99998.981,5.134
3/1/2004 0:40,280.506,274.38,0.324,277.379,277.849,274.753,273.159,99625.611,275.063,99998.95,7.356
3/1/2004 0:45,278.573,274.374,0,277.062,277.527,274.759,273.148,99625.583,275.04,99998.954,5.423
3/1/2004 0:50,279.379,274.378,0,277.314,277.783,274.918,273.137,99625.556,275.122,99998.907,6.229
3/1/2004 0:55,277.56,274.374,0,276.974,277.431,274.788,273.126,99625.528,275.031,99998.941,4.41
3/1/2004 1:00,279.299,274.377,0,277.371,277.84,274.864,273.115,99625.5,275.053,99998.946,6.149
3/1/2004 1:05,277.14,274.333,0,276.955,277.41,274.682,273.075,99624.75,274.921,99999.034,3.99
3/1/2004 1:10,279.585,274.294,1.309,277.495,277.964,274.877,273.035,99624,274.99,99999.053,6.435
3/1/2004 1:15,276.866,274.251,0.307,276.965,277.419,274.725,272.995,99623.25,274.836,99999.148,3.716
3/1/2004 1:20,279.456,274.212,0.593,277.542,278.009,275.054,272.956,99622.5,274.96,99999.137,6.306
3/1/2004 1:25,276.593,274.17,0.466,276.973,277.425,274.813,272.916,99621.75,274.763,99999.249,3.443
3/1/2004 1:30,279.061,274.131,0.524,277.517,277.98,275.146,272.876,99621,274.899,99999.233,5.911
3/1/2004 1:35,276.347,274.089,0.481,276.966,277.415,274.846,272.836,99620.25,274.673,99999.362,3.197
3/1/2004 1:40,278.697,274.05,0,277.473,277.932,275.158,272.797,99619.5,274.827,99999.337,5.547
3/1/2004 1:45,276.151,274.009,0.945,276.947,277.393,274.832,272.757,99618.75,274.581,99999.476,3.001
3/1/2004 1:50,278.384,273.97,1.132,277.421,277.875,275.121,272.717,99618,274.757,99999.441,5.234
3/1/2004 1:55,275.999,273.929,0.332,276.922,277.365,274.792,272.677,99617.25,274.5,99999.586,2.849
3/1/2004 2:00,278.104,273.89,0.782,277.364,277.813,275.058,272.637,99616.5,274.684,99999.546,4.954
3/1/2004 2:05,275.863,273.875,0.711,276.89,277.329,274.735,272.592,99616.944,274.425,99999.673,2.713
3/1/2004 2:10,277.883,273.863,0.771,277.311,277.755,274.984,272.546,99617.389,274.649,99999.59,4.733
3/1/2004 2:15,275.776,273.851,0,276.86,277.296,274.671,272.501,99617.833,274.389,99999.713,2.626
3/1/2004 2:20,277.734,273.842,1.373,277.268,277.706,274.9,272.455,99618.278,274.622,99999.622,4.584
3/1/2004 2:25,275.725,273.833,0.469,276.835,277.266,274.602,272.409,99618.722,274.364,99999.741,2.575
3/1/2004 2:30,277.632,273.828,0.956,277.233,277.666,274.816,272.364,99619.167,274.602,99999.644,4.482
3/1/2004 2:35,275.688,273.824,0.39,276.812,277.24,274.531,272.318,99619.611,274.343,99999.761,2.538
3/1/2004 2:40,277.564,273.824,0.5,277.205,277.633,274.733,272.272,99620.056,274.585,99999.658,4.414
3/1/2004 2:45,275.666,273.825,0.847,276.793,277.217,274.46,272.227,99620.5,274.331,99999.768,2.516
3/1/2004 2:50,277.526,273.829,0,277.185,277.608,274.65,272.181,99620.944,274.578,99999.658,4.376
3/1/2004 2:55,275.659,273.836,1.436,276.779,277.198,274.388,272.136,99621.389,274.329,99999.761,2.509
3/1/2004 3:00,277.511,273.846,1.167,277.171,277.591,274.569,272.09,99621.833,274.581,99999.644,4.361
3/1/2004 3:05,275.668,273.835,0.451,276.775,277.191,274.321,272.062,99625.806,274.335,99999.756,2.518
3/1/2004 3:10,277.483,273.826,1.007,277.156,277.574,274.487,272.033,99629.778,274.555,99999.673,4.333
3/1/2004 3:15,275.652,273.816,0.426,276.767,277.179,274.248,272.005,99633.75,274.31,99999.787,2.502
3/1/2004 3:20,277.464,273.807,0.532,277.143,277.559,274.402,271.977,99637.722,274.52,99999.708,4.314
3/1/2004 3:25,275.646,273.797,0,276.762,277.171,274.171,271.948,99641.694,274.285,99999.817,2.496
3/1/2004 3:30,277.48,273.789,1.565,277.139,277.553,274.312,271.92,99645.667,274.487,99999.741,4.33
3/1/2004 3:35,275.664,273.78,0.561,276.763,277.169,274.092,271.892,99649.639,274.271,99999.84,2.514
3/1/2004 3:40,277.515,273.773,1.103,277.14,277.554,274.222,271.863,99653.611,274.46,99999.77,4.365
3/1/2004 3:45,275.68,273.765,0.461,276.766,277.17,274.011,271.835,99657.583,274.252,99999.864,2.53
3/1/2004 3:50,277.541,273.758,1.047,277.142,277.555,274.132,271.807,99661.556,274.43,99999.799,4.391
3/1/2004 3:55,275.693,273.75,0.445,276.77,277.173,273.931,271.778,99665.528,274.235,99999.886,2.543
3/1/2004 4:00,277.554,273.744,0,277.143,277.555,274.044,271.75,99669.5,274.404,99999.825,4.404
3/1/2004 4:05,275.682,273.679,1.542,276.767,277.168,273.848,271.71,99672.569,274.188,99999.963,2.532
3/1/2004 4:10,277.5,273.616,1.27,277.131,277.541,273.973,271.67,99675.639,274.297,99999.984,4.35
3/1/2004 4:15,275.587,273.552,0.501,276.747,277.146,273.792,271.63,99678.708,274.07,100000.133,2.437
3/1/2004 4:20,277.292,273.49,0.595,277.086,277.491,273.935,271.59,99681.778,274.165,100000.16,4.142
3/1/2004 4:25,275.419,273.428,0.488,276.707,277.101,273.742,271.55,99684.847,273.939,100000.308,2.269
3/1/2004 4:30,277.078,273.368,0.601,277.029,277.429,273.892,271.51,99687.917,274.045,100000.326,3.928
3/1/2004 4:35,275.264,273.307,0,276.66,277.051,273.687,271.47,99690.986,273.817,100000.474,2.114
3/1/2004 4:40,276.87,273.247,1.763,276.967,277.363,273.835,271.43,99694.056,273.928,100000.489,3.72
3/1/2004 4:45,275.123,273.188,0.669,276.61,276.997,273.624,271.39,99697.125,273.703,100000.635,1.973
3/1/2004 4:50,276.677,273.129,0.702,276.897,277.301,273.769,271.35,99700.194,273.817,100000.647,3.527
3/1/2004 4:55,274.98,273.071,0.592,276.54,276.955,273.553,271.31,99703.264,273.582,100000.797,1.83
3/1/2004 5:00,276.49,273.014,0.689,276.827,277.232,273.697,271.27,99706.333,273.704,100000.804,3.34
3/1/2004 5:05,274.851,272.967,0.584,276.478,276.892,273.479,271.233,99710.278,273.473,100000.944,1.701
3/1/2004 5:10,276.323,272.921,0,276.758,277.162,273.62,271.195,99714.222,273.61,100000.933,3.173
3/1/2004 5:15,274.741,272.876,1.887,276.418,276.83,273.402,271.158,99718.167,273.378,100001.072,1.591
3/1/2004 5:20,276.186,272.83,1.594,276.692,277.095,273.538,271.12,99722.111,273.524,100001.055,3.036
3/1/2004 5:25,274.652,272.785,0.672,276.361,276.77,273.323,271.083,99726.056,273.295,100001.193,1.502
3/1/2004 5:30,276.051,272.74,0.742,276.626,277.027,273.452,271.045,99730,273.432,100001.18,2.901
3/1/2004 5:35,274.552,272.695,0.652,276.3,276.707,273.24,271.008,99733.944,273.2,100001.32,1.402
3/1/2004 5:40,275.928,272.65,0.74,276.562,276.961,273.366,270.97,99737.889,273.341,100001.305,2.778
3/1/2004 5:45,274.463,272.605,0,276.241,276.645,273.157,270.933,99741.833,273.111,100001.443,1.313
3/1/2004 5:50,275.813,272.561,2.087,276.498,276.895,273.28,270.895,99745.778,273.25,100001.429,2.663
3/1/2004 5:55,274.381,272.516,0.824,276.184,276.584,273.075,270.858,99749.722,273.027,100001.564,1.231
3/1/2004 6:00,275.707,272.472,1.313,276.438,276.833,273.198,270.82,99753.667,273.164,100001.55,2.557
3/1/2004 6:05,274.28,272.385,0.289,276.126,276.525,272.999,270.868,99758.722,272.916,100001.729,1.13
3/1/2004 6:10,275.56,272.308,0,276.371,276.764,273.123,270.915,99763.778,273.016,100001.766,2.41
3/1/2004 6:15,274.152,272.237,0,276.063,276.459,272.926,270.962,99768.833,272.763,100001.938,1.002
3/1/2004 6:20,275.399,272.174,0,276.3,276.691,273.056,271.009,99773.889,272.878,100001.955,2.249
3/1/2004 6:25,274.036,272.117,0,276,276.394,272.861,271.056,99778.944,272.643,100002.107,0.886
3/1/2004 6:30,275.264,272.066,0,276.232,276.621,272.995,271.103,99784,272.774,100002.103,2.114
3/1/2004 6:35,273.194,272.019,0,275.787,276.182,272.66,271.15,99789.056,272.345,100002.362,0.044
3/1/2004 6:40,274.306,271.979,0,275.993,276.385,272.717,271.197,99794.111,272.45,100002.35,1.156
3/1/2004 6:45,273.008,271.942,0,275.687,276.081,272.476,271.244,99799.167,272.204,100002.513,-0.142
3/1/2004 6:50,274.67,271.91,0,275.985,276.373,272.621,271.291,99804.222,272.411,100002.433,1.52
3/1/2004 6:55,273.065,271.883,0,275.633,276.025,272.387,271.338,99809.278,272.175,100002.578,-0.085
3/1/2004 7:00,274.815,271.859,3.9,275.968,276.352,272.574,271.385,99814.333,272.369,100002.499,1.665
3/1/2004 7:05,273.036,271.805,4.876,275.584,275.971,272.339,271.482,99818.931,272.122,100002.67,-0.114
3/1/2004 7:10,274.803,271.768,3.772,275.932,276.312,272.546,271.579,99823.528,272.294,100002.616,1.653
3/1/2004 7:15,272.972,271.745,4.849,275.536,275.917,272.304,271.676,99828.125,272.055,100002.76,-0.178
3/1/2004 7:20,274.777,271.726,3.751,275.895,276.27,272.529,271.772,99832.722,272.246,100002.678,1.627
3/1/2004 7:25,272.94,271.703,4.845,275.496,275.871,272.327,271.869,99837.319,272.02,100002.813,-0.21
3/1/2004 7:30,274.277,271.686,4.039,275.761,276.131,272.614,271.966,99841.917,272.227,100002.717,1.127
3/1/2004 7:35,272.69,271.673,4.991,275.4,275.768,272.308,272.063,99846.514,271.961,100002.868,-0.46
3/1/2004 7:40,274.388,271.665,3.967,275.731,276.095,272.666,272.159,99851.111,272.214,100002.741,1.238
3/1/2004 7:45,272.765,271.659,4.938,275.438,275.797,272.465,272.256,99855.708,271.967,100002.876,-0.385
3/1/2004 7:50,274.615,271.657,3.823,275.823,276.178,272.951,272.353,99860.306,272.25,100002.727,1.465
3/1/2004 7:55,272.92,271.657,4.836,275.472,275.823,272.66,272.449,99864.903,272.026,100002.843,-0.23
3/1/2004 8:00,274.902,271.659,7.117,275.907,276.255,273.239,272.546,99869.5,272.307,100002.691,1.752
3/1/2004 8:05,273.09,271.66,8.943,275.536,275.878,272.925,272.644,99873.014,272.101,100002.794,-0.06
3/1/2004 8:10,275.156,271.662,3.123,276.002,276.343,273.571,272.742,99876.528,272.375,100002.646,2.006
3/1/2004 8:15,273.256,271.666,4.206,275.64,275.947,273.215,272.84,99880.042,272.169,100002.747,0.106
3/1/2004 8:20,275.358,271.671,2.907,276.143,276.434,273.903,272.938,99883.556,272.425,100002.607,2.208
3/1/2004 8:25,273.446,271.678,4.03,275.793,276.029,273.525,273.037,99887.069,272.256,100002.684,0.296
3/1/2004 8:30,275.537,271.686,2.754,276.351,276.525,274.242,273.135,99890.583,272.495,100002.551,2.387
3/1/2004 8:35,273.62,271.696,3.889,276.011,276.121,273.851,273.233,99894.097,272.348,100002.614,0.47
3/1/2004 8:40,275.67,271.707,2.644,276.535,276.617,274.584,273.331,99897.611,272.568,100002.488,2.52
3/1/2004 8:45,273.765,271.72,3.777,276.208,276.213,274.178,273.429,99901.125,272.438,100002.541,0.615
3/1/2004 8:50,275.778,271.734,2.558,276.736,276.709,274.921,273.527,99904.639,272.643,100002.42,2.628
3/1/2004 8:55,273.893,271.75,3.681,276.385,276.306,274.508,273.625,99908.153,272.528,100002.463,0.743
3/1/2004 9:00,275.88,271.767,2.48,276.907,276.805,275.26,273.723,99911.667,272.724,100002.345,2.73
3/1/2004 9:05,274.019,271.794,3.591,276.547,276.406,274.837,273.817,99914.375,272.627,100002.369,0.869
3/1/2004 9:10,276.01,271.824,2.391,277.053,276.911,275.601,273.912,99917.083,272.83,100002.236,2.86
3/1/2004 9:15,274.174,271.855,3.489,276.676,276.518,275.167,274.006,99919.792,272.757,100002.243,1.024
3/1/2004 9:20,276.152,271.888,2.296,277.162,277.027,275.949,274.101,99922.5,272.954,100002.109,3.002
3/1/2004 9:25,274.327,271.923,3.387,276.763,276.636,275.497,274.195,99925.208,272.892,100002.106,1.177
3/1/2004 9:30,276.272,271.959,2.214,277.223,277.143,276.287,274.289,99927.917,273.078,100001.976,3.122
3/1/2004 9:35,274.465,271.997,3.293,276.801,276.756,275.817,274.384,99930.625,273.028,100001.965,1.315
3/1/2004 9:40,276.383,272.038,2.137,277.233,277.262,276.616,274.478,99933.333,273.205,100001.836,3.233
3/1/2004 9:45,274.594,272.079,3.205,276.877,276.796,276.132,274.573,99936.042,273.165,100001.817,1.444
3/1/2004 9:50,276.487,272.123,2.064,277.49,277.273,276.937,274.667,99938.75,273.335,100001.689,3.337
3/1/2004 9:55,274.727,272.169,3.115,277.23,276.898,276.445,274.762,99941.458,273.307,100001.661,1.577
3/1/2004 10:00,276.608,272.216,1.981,277.855,277.374,277.263,274.856,99944.167,273.474,100001.531,3.458
3/1/2004 10:05,274.88,272.267,3.012,277.626,277.007,276.766,274.95,99945.792,273.459,100001.492,1.73
3/1/2004 10:10,276.691,272.319,1.921,278.274,277.478,277.579,275.044,99947.417,273.605,100001.37,3.541
3/1/2004 10:15,275.002,272.372,2.929,278.075,277.117,277.114,275.138,99949.042,273.58,100001.337,1.852
3/1/2004 10:20,276.83,272.425,1.826,278.761,277.601,277.943,275.232,99950.667,273.74,100001.208,3.68
3/1/2004 10:25,275.199,272.479,2.798,278.597,277.254,277.524,275.326,99952.292,273.737,100001.161,2.049
3/1/2004 10:30,277.009,272.534,1.705,279.29,277.735,278.328,275.42,99953.917,273.903,100001.027,3.859
3/1/2004 10:35,275.409,272.591,2.658,279.124,277.386,277.907,275.514,99955.542,273.901,100000.977,2.259
3/1/2004 10:40,277.175,272.648,1.562,279.828,277.864,278.685,275.608,99957.167,274.059,100000.846,4.025
3/1/2004 10:45,275.612,272.706,2.522,279.678,277.521,278.285,275.702,99958.792,274.06,100000.794,2.462
3/1/2004 10:50,277.345,272.765,1.484,280.392,277.998,279.045,275.796,99960.417,274.217,100000.662,4.195
3/1/2004 10:55,275.821,272.826,2.383,280.256,277.661,278.669,275.89,99962.042,274.223,100000.605,2.671
3/1/2004 11:00,277.52,272.888,1.405,281.041,278.12,279.414,275.984,99963.667,274.379,100000.472,4.37
3/1/2004 11:05,276.071,273.025,2.218,280.972,277.807,279.076,276.08,99962.111,274.435,100000.332,2.921
3/1/2004 11:10,277.751,273.163,1.301,281.727,278.275,279.811,276.176,99960.556,274.645,100000.106,4.601
3/1/2004 11:15,276.347,273.302,2.035,281.693,277.979,279.499,276.272,99959,274.716,99999.95,3.197
3/1/2004 11:20,278.038,273.442,1.174,282.431,278.452,280.241,276.368,99957.444,274.949,99999.712,4.888
3/1/2004 11:25,276.741,273.582,1.779,282.234,278.189,279.981,276.464,99955.889,275.059,99999.533,3.591
3/1/2004 11:30,278.381,273.722,1.023,282.753,278.639,280.656,276.56,99954.333,275.292,99999.293,5.231
3/1/2004 11:35,277.086,273.864,1.532,282.633,278.365,280.333,276.656,99952.778,275.384,99999.121,3.936
3/1/2004 11:40,278.606,274.006,0.92,283.223,278.787,280.939,276.752,99951.222,275.581,99998.902,5.456
3/1/2004 11:45,277.346,274.148,1.415,283.098,278.521,280.609,276.848,99949.667,275.659,99998.74,4.196
3/1/2004 11:50,278.789,274.291,0.836,283.47,278.919,281.173,276.944,99948.111,275.84,99998.528,5.639
3/1/2004 11:55,277.543,274.434,1.326,283.311,278.656,280.838,277.04,99946.556,275.903,99998.375,4.393
3/1/2004 12:00,278.899,274.577,0.782,283.793,279.026,281.357,277.136,99945,276.067,99998.174,5.749
3/1/2004 12:05,277.674,274.636,1.265,283.634,278.763,281.02,277.145,99944.597,276.08,99998.11,4.524
3/1/2004 12:10,279.039,274.694,0.718,284.109,279.132,281.51,277.154,99944.194,276.218,99997.993,5.889
3/1/2004 12:15,277.836,274.753,1.192,283.811,278.872,281.14,277.163,99943.792,276.234,99997.932,4.686
3/1/2004 12:20,279.135,274.812,0.671,284.101,279.222,281.595,277.172,99943.389,276.35,99997.823,5.985
3/1/2004 12:25,277.933,274.871,1.146,283.734,278.959,281.201,277.181,99942.986,276.355,99997.768,4.783
3/1/2004 12:30,279.203,274.93,0.637,283.979,279.3,281.649,277.19,99942.583,276.459,99997.666,6.053
3/1/2004 12:35,278.009,274.989,1.109,283.668,279.04,281.256,277.199,99942.181,276.463,99997.612,4.859
3/1/2004 12:40,279.27,275.048,0.604,284.018,279.375,281.701,277.208,99941.778,276.567,99997.51,6.12
3/1/2004 12:45,278.093,275.108,1.069,283.772,279.117,281.304,277.217,99941.375,276.573,99997.456,4.943
3/1/2004 12:50,279.344,275.167,0.568,284.118,279.447,281.745,277.226,99940.972,276.676,99997.354,6.194
3/1/2004 12:55,278.182,275.226,1.027,283.878,279.191,281.346,277.235,99940.569,276.682,99997.3,5.032
3/1/2004 13:00,279.414,275.286,0.533,284.211,279.515,281.779,277.244,99940.167,276.782,99997.2,6.264
3/1/2004 13:05,278.284,275.391,0.98,283.963,279.261,281.383,277.291,99940.319,276.815,99997.099,5.134
3/1/2004 13:10,279.5,275.495,0.492,284.22,279.582,281.819,277.338,99940.472,276.938,99996.95,6.35
3/1/2004 13:15,278.381,275.6,0.933,283.83,279.328,281.437,277.385,99940.625,276.967,99996.849,5.231
3/1/2004 13:20,279.561,275.704,0.46,284.011,279.641,281.862,277.432,99940.778,277.087,99996.704,6.411
3/1/2004 13:25,278.461,275.807,0.894,283.704,279.389,281.491,277.479,99940.931,277.114,99996.606,5.311
3/1/2004 13:30,279.638,275.911,0.422,283.964,279.697,281.899,277.525,99941.083,277.242,99996.457,6.488
3/1/2004 13:35,278.579,276.014,0.839,283.662,279.447,281.529,277.572,99941.236,277.279,99996.353,5.429
3/1/2004 13:40,279.76,276.117,0.365,283.927,279.758,281.929,277.619,99941.389,277.414,99996.201,6.61
3/1/2004 13:45,278.724,276.219,0.773,283.627,279.511,281.565,277.666,99941.542,277.455,99996.095,5.574
3/1/2004 13:50,279.878,276.321,0.31,283.887,279.817,281.947,277.713,99941.694,277.586,99995.945,6.728
3/1/2004 13:55,278.856,276.422,0.713,283.587,279.571,281.583,277.76,99941.847,277.623,99995.842,5.706
3/1/2004 14:00,279.981,276.523,0.223,283.848,279.871,281.948,277.807,99942,277.748,99995.698,6.831
3/1/2004 14:05,278.95,276.554,0.668,283.55,279.62,281.573,277.801,99944.264,277.742,99995.667,5.8
3/1/2004 14:10,280.023,276.585,0.215,283.701,279.906,281.904,277.795,99946.528,277.813,99995.607,6.873
3/1/2004 14:15,278.983,276.616,0.651,283.29,279.65,281.507,277.789,99948.792,277.791,99995.593,5.833
3/1/2004 14:20,280.027,276.646,0.214,283.419,279.925,281.818,277.783,99951.056,277.851,99995.538,6.877
3/1/2004 14:25,278.98,276.677,0.648,282.989,279.665,281.406,277.777,99953.319,277.823,99995.527,5.83
3/1/2004 14:30,280.018,276.706,0.215,283.113,279.94,281.725,277.772,99955.583,277.878,99995.476,6.868
3/1/2004 14:35,278.968,276.736,0.649,282.684,279.681,281.324,277.766,99957.847,277.85,99995.466,5.818
3/1/2004 14:40,280.011,276.764,0.216,282.795,279.954,281.648,277.76,99960.111,277.907,99995.415,6.861
3/1/2004 14:45,278.961,276.793,0.648,282.358,279.695,281.245,277.754,99962.375,277.879,99995.406,5.811
3/1/2004 14:50,280,276.82,0.217,282.479,279.965,281.568,277.748,99964.639,277.934,99995.356,6.85
3/1/2004 14:55,278.948,276.848,0.649,282.124,279.704,281.16,277.742,99966.903,277.904,99995.349,5.798
3/1/2004 15:00,280.072,277.071,0.201,282.329,279.995,281.524,277.736,99969.167,278.076,99995.099,6.922
3/1/2004 15:05,279.009,277.058,0.619,281.987,279.733,281.126,277.705,99971.771,278.054,99995.099,5.859
3/1/2004 15:10,279.975,277.046,0.219,282.181,279.986,281.438,277.673,99974.375,278.071,99995.102,6.825
3/1/2004 15:15,278.94,277.034,0.644,281.859,279.726,281.05,277.642,99976.979,278.003,99995.148,5.79
3/1/2004 15:20,279.928,277.022,0.227,282.065,279.981,281.366,277.61,99979.583,278.027,99995.147,6.778
3/1/2004 15:25,278.9,277.011,0.658,281.743,279.739,280.985,277.578,99982.188,277.967,99995.187,5.75
3/1/2004 15:30,279.888,277,0.234,281.942,279.985,281.27,277.547,99984.792,277.993,99995.184,6.738
3/1/2004 15:35,278.855,276.99,0.673,281.609,279.715,280.86,277.515,99987.396,277.926,99995.227,5.705
3/1/2004 15:40,279.827,276.98,0.286,281.807,279.957,281.125,277.483,99990,277.945,99995.228,6.677
3/1/2004 15:45,278.791,276.97,0.697,281.472,279.682,280.712,277.452,99992.604,277.874,99995.273,5.641
3/1/2004 15:50,279.762,276.96,0.31,281.658,279.921,280.967,277.42,99995.208,277.894,99995.273,6.612
3/1/2004 15:55,278.722,276.951,0.723,281.257,279.642,280.554,277.388,99997.812,277.819,99995.32,5.572
3/1/2004 16:00,279.687,276.942,0.338,281.399,279.874,280.791,277.357,100000.417,277.84,99995.319,6.537
3/1/2004 16:05,278.631,276.919,0.758,280.995,279.588,280.362,277.31,100006.118,277.751,99995.382,5.481
3/1/2004 16:10,279.599,276.897,0.372,281.156,279.816,280.584,277.263,100011.819,277.764,99995.397,6.449
3/1/2004 16:15,278.534,276.875,0.794,280.809,279.527,280.146,277.216,100017.521,277.674,99995.462,5.384
3/1/2004 16:20,279.508,276.853,0.406,281.001,279.752,280.363,277.17,100023.222,277.687,99995.475,6.358
3/1/2004 16:25,278.433,276.831,0.833,280.661,279.46,279.919,277.123,100028.924,277.593,99995.542,5.283
3/1/2004 16:30,279.411,276.809,0.443,280.861,279.685,280.141,277.076,100034.625,277.607,99995.555,6.261
3/1/2004 16:35,278.333,276.788,0.872,280.527,279.394,279.703,277.029,100040.326,277.512,99995.622,5.183
3/1/2004 16:40,279.319,276.766,0.478,280.732,279.618,279.928,276.982,100046.028,277.53,99995.633,6.169
3/1/2004 16:45,278.237,276.745,0.909,280.403,279.326,279.491,276.936,100051.729,277.433,99995.7,5.087
3/1/2004 16:50,279.226,276.724,0.514,280.609,279.548,279.717,276.889,100057.431,277.454,99995.709,6.076
3/1/2004 16:55,278.139,276.703,0.946,280.284,279.257,279.282,276.842,100063.132,277.356,99995.778,4.989
3/1/2004 17:00,279.132,276.682,0.551,280.489,279.476,279.509,276.795,100068.833,277.379,99995.785,5.982
3/1/2004 17:05,278.048,276.674,1.03,280.162,279.184,279.075,276.774,100074.514,277.287,99995.841,4.898
3/1/2004 17:10,279.037,276.667,0.655,280.369,279.401,279.3,276.753,100080.194,277.319,99995.833,5.887
3/1/2004 17:15,277.949,276.66,1.098,280.042,279.107,278.875,276.732,100085.875,277.22,99995.891,4.799
3/1/2004 17:20,278.933,276.653,0.712,280.248,279.323,279.096,276.711,100091.556,277.257,99995.88,5.783
3/1/2004 17:25,277.851,276.647,1.147,279.924,279.029,278.685,276.69,100097.236,277.156,99995.939,4.701
3/1/2004 17:30,278.829,276.641,0.76,280.134,279.246,278.908,276.669,100102.917,277.201,99995.924,5.679
3/1/2004 17:35,277.753,276.635,1.191,279.815,278.957,278.524,276.648,100108.597,277.096,99995.984,4.603
3/1/2004 17:40,278.726,276.63,0.805,280.025,279.173,278.742,276.627,100114.278,277.149,99995.963,5.576
3/1/2004 17:45,277.388,276.622,1.341,279.64,278.819,278.355,276.606,100119.958,276.909,99996.102,4.238
3/1/2004 17:50,278.006,276.615,1.101,279.759,278.946,278.419,276.585,100125.639,276.927,99996.108,4.856
3/1/2004 17:55,277.219,276.608,1.418,279.499,278.711,278.221,276.564,100131.319,276.816,99996.175,4.069
3/1/2004 18:00,278.173,276.601,2.101,279.693,278.905,278.334,276.543,100137,276.917,99996.13,5.023
3/1/2004 18:05,277.246,276.561,2.926,279.418,278.651,278.127,276.498,100143.667,276.803,99996.218,4.096
3/1/2004 18:10,278.202,276.522,2.203,279.623,278.857,278.23,276.452,100150.333,276.869,99996.217,5.052
3/1/2004 18:15,277.199,276.483,1.52,279.337,278.591,278.008,276.407,100157,276.732,99996.318,4.049
3/1/2004 18:20,278.086,276.444,1.179,279.529,278.784,278.098,276.361,100163.667,276.783,99996.326,4.936
3/1/2004 18:25,277.108,276.404,1.578,278.525,279.253,277.879,276.316,100170.333,276.644,99996.429,3.958
3/1/2004 18:30,277.99,276.365,1.234,278.716,279.444,277.976,276.271,100177,276.7,99996.434,4.84
3/1/2004 18:35,277.03,276.326,1.667,278.467,279.179,277.769,276.225,100183.667,276.564,99996.535,3.88
3/1/2004 18:40,277.907,276.287,1.277,278.656,279.368,277.868,276.18,100190.333,276.621,99996.54,4.757
3/1/2004 18:45,276.954,276.248,1.722,278.412,279.109,277.665,276.134,100197,276.485,99996.641,3.804
3/1/2004 18:50,277.823,276.209,1.317,278.598,279.296,277.766,276.089,100203.667,276.543,99996.645,4.673
3/1/2004 18:55,276.877,276.17,1.774,278.358,279.043,277.566,276.043,100210.333,276.406,99996.747,3.727
3/1/2004 19:00,277.742,276.131,1.354,278.541,279.224,277.666,275.998,100217,276.464,99996.751,4.592
3/1/2004 19:05,276.778,276.051,1.839,278.296,278.965,277.462,275.91,100222.806,276.299,99996.898,3.628
3/1/2004 19:10,277.607,275.972,1.413,278.471,279.138,277.554,275.821,100228.611,276.318,99996.956,4.457
3/1/2004 19:15,276.633,275.892,1.933,278.222,278.875,277.344,275.733,100234.417,276.142,99997.111,3.483
3/1/2004 19:20,277.464,275.813,1.476,278.396,279.048,277.435,275.645,100240.222,276.162,99997.169,4.314
3/1/2004 19:25,276.489,275.733,2.026,278.147,278.784,277.223,275.556,100246.028,275.987,99997.324,3.339
3/1/2004 19:30,277.33,275.654,1.535,278.321,278.958,277.315,275.468,100251.833,276.009,99997.381,4.18
3/1/2004 19:35,276.346,275.574,2.116,278.069,278.692,277.1,275.38,100257.639,275.833,99997.536,3.196
3/1/2004 19:40,277.195,275.495,1.594,278.245,278.867,277.193,275.291,100263.444,275.856,99997.592,4.045
3/1/2004 19:45,276.202,275.415,2.208,277.99,278.599,276.976,275.203,100269.25,275.679,99997.748,3.052
3/1/2004 19:50,277.059,275.336,1.696,278.167,278.776,277.07,275.115,100275.056,275.702,99997.804,3.909
3/1/2004 19:55,276.057,275.257,2.3,277.91,278.506,276.851,275.026,100280.861,275.524,99997.961,2.907
3/1/2004 20:00,276.923,275.178,1.782,278.088,278.684,276.945,274.938,100286.667,275.549,99998.016,3.773
3/1/2004 20:05,275.922,275.118,2.47,277.831,278.413,276.724,274.866,100291.083,275.384,99998.152,2.772
3/1/2004 20:10,276.814,275.058,1.974,278.014,278.598,276.823,274.794,100295.5,275.428,99998.18,3.664
3/1/2004 20:15,275.81,274.998,2.6,277.756,278.327,276.603,274.721,100299.917,275.267,99998.312,2.66
3/1/2004 20:20,276.714,274.938,2.072,277.943,278.514,276.704,274.649,100304.333,275.313,99998.34,3.564
