,Urban_DBT_C,Rural_DBT_C,Rural_Pres_Pa,MeteoData.Pre,sensWaste_CAPITOUL_WithShading_WithoutCooling_3_12.csv,3_TempProf_cur[20.0],3_PresProf_cur[20.0],3_sensor_idx_20.0
2004-03-01 00:00:00,1.524,0.212,99616.0,99625.833,0.0,285.818,99990.084,12.966482134259877
2004-03-01 00:05:00,1.52,0.2319999999999999,99630.0,99625.806,0.0,275.392,99998.658,2.5363761226963106
2004-03-01 00:10:00,1.608,0.162,99622.0,99625.778,0.0,274.672,99999.122,1.8159934861953957
2004-03-01 00:15:00,1.6960000000000002,0.102,99624.0,99625.75,0.0,274.704,99999.126,1.8480529877700747
2004-03-01 00:20:00,1.66,0.07,99630.0,99625.722,0.0,274.847,99999.048,1.9911667971076668
2004-03-01 00:25:00,1.61,0.014,99630.0,99625.694,0.0,274.834,99999.058,1.9781828670783739
2004-03-01 00:30:00,1.64,0.048,99630.0,99625.667,0.0,274.923,99999.009,2.0672608956645604
2004-03-01 00:35:00,1.626,0.114,99628.0,99625.639,0.0,274.982,99998.983,2.126325702890881
2004-03-01 00:40:00,1.598,0.1,99624.0,99625.611,0.0,275.061,99998.951,2.2054071927082646
2004-03-01 00:45:00,1.5539999999999998,0.072,99626.0,99625.583,0.0,275.037,99998.956,2.1814075733665277
2004-03-01 00:50:00,1.494,0.01,99626.0,99625.556,0.0,275.122,99998.908,2.2664820978429816
2004-03-01 00:55:00,1.444,0.032,99624.0,99625.528,0.0,275.03,99998.941,2.1744317401286253
2004-03-01 01:00:00,1.394,0.074,99630.0,99625.5,0.0,275.054,99998.946,2.1984835035011656
2004-03-01 01:05:00,1.29,0.02,99628.0,99624.75,0.0,274.921,99999.034,2.0660029344834356
2004-03-01 01:10:00,1.288,0.032,99628.0,99624.0,0.0,274.991,99999.052,2.1366849352725694
2004-03-01 01:15:00,1.286,0.052,99628.0,99623.25,0.0,274.829,99999.151,1.9751810161490653
2004-03-01 01:20:00,1.292,0.082,99630.0,99622.5,0.0,274.957,99999.138,2.1039013807493347
2004-03-01 01:25:00,1.352,0.096,99626.0,99621.75,0.0,274.759,99999.251,1.9063687047286635
2004-03-01 01:30:00,1.316,0.022,99626.0,99621.0,0.0,274.897,99999.234,2.045097216921647
2004-03-01 01:35:00,1.3,-0.05,99626.0,99620.25,0.0,274.67,99999.363,1.8185445593852023
