cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],canTemp_C
6/1/2004 3:05,289.245,287.838,0,290.597,291.118,289.722,287.468,99678.042,288.125,100090.041,16.095
6/1/2004 3:10,289.322,287.86,0,290.601,291.119,289.72,287.467,99678.917,288.15,100090.012,16.172
6/1/2004 3:15,289.263,287.881,0,290.582,291.096,289.704,287.466,99679.792,288.166,100089.988,16.113
6/1/2004 3:20,289.343,287.902,0,290.586,291.099,289.702,287.465,99680.667,288.191,100089.961,16.193
6/1/2004 3:25,289.276,287.921,0,290.566,291.075,289.685,287.464,99681.542,288.203,100089.94,16.126
6/1/2004 3:30,289.352,287.941,0,290.57,291.077,289.681,287.463,99682.417,288.225,100089.915,16.202
6/1/2004 3:35,289.281,287.959,0,290.549,291.053,289.662,287.462,99683.292,288.235,100089.896,16.131
6/1/2004 3:40,289.358,287.977,0,290.554,291.056,289.658,287.462,99684.167,288.256,100089.872,16.208
6/1/2004 3:45,289.286,287.994,0,290.533,291.031,289.639,287.461,99685.042,288.265,100089.855,16.136
6/1/2004 3:50,289.363,288.01,0,290.538,291.034,289.634,287.46,99685.917,288.285,100089.833,16.213
6/1/2004 3:55,289.29,288.026,0,290.516,291.009,289.614,287.459,99686.792,288.292,100089.818,16.14
6/1/2004 4:00,289.368,288.041,0,290.52,291.011,289.6,287.458,99687.667,288.311,100089.797,16.218
6/1/2004 4:05,289.272,288.008,0,290.493,290.981,289.566,287.467,99687.667,288.287,100089.83,16.122
6/1/2004 4:10,289.314,287.98,0,290.49,290.976,289.541,287.476,99687.667,288.263,100089.863,16.164
6/1/2004 4:15,289.198,287.954,0,290.458,290.94,289.498,287.486,99687.667,288.226,100089.901,16.048
6/1/2004 4:20,289.244,287.932,0,290.454,290.935,289.468,287.495,99687.667,288.206,100089.928,16.094
6/1/2004 4:25,289.14,287.911,0,290.423,290.899,289.421,287.504,99687.667,288.178,100089.957,15.99
6/1/2004 4:30,289.198,287.893,0,290.419,290.894,289.39,287.513,99687.667,288.165,100089.978,16.048
6/1/2004 4:35,289.097,287.876,0,290.387,290.859,289.342,287.523,99687.667,288.141,100090.002,15.947
6/1/2004 4:40,289.157,287.861,0,290.384,290.854,289.309,287.532,99687.667,288.132,100090.018,16.007
6/1/2004 4:45,289.056,287.847,0,290.351,290.817,289.259,287.541,99687.667,288.11,100090.039,15.906
6/1/2004 4:50,289.118,287.835,0,290.348,290.813,289.225,287.55,99687.667,288.103,100090.052,15.968
6/1/2004 4:55,289.018,287.823,0,290.315,290.776,289.173,287.559,99687.667,288.083,100090.07,15.868
6/1/2004 5:00,289.082,287.813,82.308,290.315,290.775,289.154,287.569,99687.667,288.078,100090.08,15.932
6/1/2004 5:05,289.263,287.805,79.656,290.337,290.796,289.16,287.585,99689.319,288.308,100089.977,16.113
6/1/2004 5:10,289.365,287.798,81.18,290.344,290.802,289.166,287.6,99690.972,288.345,100089.958,16.215
6/1/2004 5:15,289.197,287.79,39.411,290.31,290.764,289.143,287.616,99692.625,288.286,100089.991,16.047
6/1/2004 5:20,289.083,287.783,38.574,290.285,290.735,289.119,287.632,99694.278,288.145,100090.066,15.933
6/1/2004 5:25,288.968,287.775,37.633,290.255,290.702,289.099,287.648,99695.931,288.105,100090.095,15.818
6/1/2004 5:30,289.073,287.768,38.5,290.265,290.71,289.103,287.664,99697.583,288.114,100090.097,15.923
6/1/2004 5:35,289.016,287.761,38.002,290.246,290.688,289.094,287.68,99699.236,288.116,100090.101,15.866
6/1/2004 5:40,289.104,287.754,38.919,290.255,290.695,289.102,287.695,99700.889,288.121,100090.103,15.954
6/1/2004 5:45,289.013,287.747,38.284,290.231,290.668,289.095,287.711,99702.542,288.11,100090.113,15.863
6/1/2004 5:50,289.086,287.741,38.93,290.238,290.674,289.105,287.727,99704.194,288.108,100090.119,15.936
6/1/2004 5:55,288.993,287.734,38.156,290.214,290.647,289.102,287.743,99705.847,288.095,100090.13,15.843
6/1/2004 6:00,289.102,287.725,78.51,290.231,290.662,289.118,287.759,99707.5,288.101,100090.135,15.952
6/1/2004 6:05,289.036,287.734,38.784,290.216,290.644,289.118,287.805,99709,288.203,100090.078,15.886
6/1/2004 6:10,289.043,287.746,38.859,290.2,290.66,289.126,287.85,99710.5,288.128,100090.102,15.893
6/1/2004 6:15,288.848,287.758,37.148,290.156,290.62,289.103,287.896,99712,288.097,100090.109,15.698
6/1/2004 6:20,288.973,287.773,38.409,290.64,290.174,289.123,287.942,99713.5,288.114,100090.092,15.823
6/1/2004 6:25,288.843,287.788,37.395,290.611,290.143,289.112,287.988,99715,288.123,100090.075,15.693
6/1/2004 6:30,288.979,287.804,38.575,290.634,290.165,289.145,288.033,99716.5,288.148,100090.051,15.829
6/1/2004 6:35,288.849,287.821,37.683,290.608,290.137,289.143,288.079,99718,288.153,100090.035,15.699
6/1/2004 6:40,288.973,287.838,38.87,290.63,290.16,289.179,288.125,99719.5,288.177,100090.011,15.823
6/1/2004 6:45,288.853,287.857,37.859,290.607,290.135,289.181,288.17,99721,288.183,100089.994,15.703
6/1/2004 6:50,288.974,287.876,38.91,290.63,290.158,289.222,288.216,99722.5,288.208,100089.968,15.824
6/1/2004 6:55,288.862,287.895,38.2,290.61,290.136,289.228,288.262,99724,288.215,100089.949,15.712
6/1/2004 7:00,288.981,287.915,78.765,290.182,290.627,289.272,288.308,99725.5,288.242,100089.921,15.831
6/1/2004 7:05,288.994,287.945,80.833,290.201,290.625,289.306,288.37,99729.069,288.35,100089.845,15.844
6/1/2004 7:10,289.131,287.976,43.682,290.231,290.648,289.367,288.432,99732.639,288.404,100089.794,15.981
6/1/2004 7:15,288.939,288.007,42.27,290.199,290.609,289.37,288.495,99736.208,288.33,100089.807,15.789
6/1/2004 7:20,289.047,288.038,43.409,290.229,290.629,289.419,288.557,99739.778,288.352,100089.775,15.897
6/1/2004 7:25,288.983,288.07,43.257,290.248,290.612,289.445,288.62,99743.347,288.38,100089.738,15.833
6/1/2004 7:30,289.122,288.101,44.799,290.325,290.637,289.509,288.682,99746.917,288.428,100089.691,15.972
6/1/2004 7:35,289.058,288.133,44.327,290.37,290.621,289.541,288.745,99750.486,288.454,100089.654,15.908
6/1/2004 7:40,289.185,288.165,45.892,290.414,290.646,289.608,288.807,99754.056,288.496,100089.61,16.035
6/1/2004 7:45,289.117,288.197,45.5,290.42,290.631,289.644,288.869,99757.625,288.52,100089.574,15.967
6/1/2004 7:50,289.243,288.229,46.75,290.484,290.657,289.715,288.932,99761.194,288.562,100089.529,16.093
6/1/2004 7:55,289.181,288.262,46.58,290.522,290.644,289.756,288.994,99764.764,288.587,100089.492,16.031
6/1/2004 8:00,289.31,288.294,45.636,290.574,290.676,289.833,289.057,99768.333,288.631,100089.447,16.16
6/1/2004 8:05,289.245,288.328,45.275,290.586,290.669,289.88,289.178,99768.653,288.653,100089.411,16.095
6/1/2004 8:10,289.383,288.364,46.626,290.706,290.704,289.962,289.299,99768.972,288.701,100089.361,16.233
6/1/2004 8:15,289.331,288.402,46.444,290.804,290.697,290.014,289.42,99769.292,288.734,100089.316,16.181
6/1/2004 8:20,289.484,288.443,47.921,290.869,290.738,290.103,289.541,99769.611,288.789,100089.258,16.334
6/1/2004 8:25,289.459,288.485,47.623,290.932,290.743,290.165,289.663,99769.931,288.835,100089.204,16.309
6/1/2004 8:30,289.673,288.529,49.788,291.085,290.807,290.308,289.784,99770.25,288.914,100089.133,16.523
6/1/2004 8:35,289.661,288.575,49.73,291.175,290.828,290.424,289.905,99770.569,288.976,100089.067,16.511
6/1/2004 8:40,289.894,288.622,52.078,291.439,290.902,290.597,290.026,99770.889,289.066,100088.988,16.744
6/1/2004 8:45,289.884,288.67,52.096,291.583,290.93,290.732,290.148,99771.208,289.137,100088.915,16.734
6/1/2004 8:50,290.14,288.72,54.605,291.751,291.015,290.926,290.269,99771.528,289.234,100088.83,16.99
6/1/2004 8:55,290.11,288.772,54.479,291.86,291.045,291.069,290.39,99771.847,289.308,100088.753,16.96
6/1/2004 9:00,290.373,288.825,56.348,292.027,291.138,291.281,290.511,99772.167,289.406,100088.665,17.223
6/1/2004 9:05,290.341,288.913,56.198,292.126,291.172,291.437,290.634,99772.333,289.502,100088.554,17.191
6/1/2004 9:10,290.633,289.001,58.64,292.291,291.276,291.67,290.757,99772.5,289.629,100088.425,17.483
6/1/2004 9:15,290.585,289.089,58.495,292.378,291.311,291.833,290.879,99772.667,289.734,100088.307,17.435
6/1/2004 9:20,290.879,289.179,60.992,292.534,291.421,292.078,291.002,99772.833,289.859,100088.179,17.729
6/1/2004 9:25,290.821,289.269,60.832,292.608,291.458,292.246,291.125,99773,289.963,100088.059,17.671
6/1/2004 9:30,291.13,289.36,63.463,292.736,291.571,292.482,291.248,99773.167,290.092,100087.929,17.98
6/1/2004 9:35,291.055,289.451,62.915,292.771,291.601,292.624,291.37,99773.333,290.197,100087.809,17.905
6/1/2004 9:40,291.363,289.543,65.54,292.889,291.718,292.856,291.493,99773.5,290.321,100087.68,18.213
6/1/2004 9:45,291.278,289.636,65.007,292.909,291.747,292.992,291.616,99773.667,290.425,100087.559,18.128
6/1/2004 9:50,291.589,289.73,67.377,293.014,291.866,293.225,291.739,99773.833,290.548,100087.43,18.439
6/1/2004 9:55,291.494,289.824,66.921,293.02,291.895,293.357,291.861,99774,290.653,100087.308,18.344
6/1/2004 10:00,291.812,289.919,70.167,293.114,292.017,293.588,291.984,99774.167,290.778,100087.177,18.662
6/1/2004 10:05,291.685,289.946,69.305,293.1,292.038,293.704,292.045,99773.639,290.844,100087.117,18.535
6/1/2004 10:10,291.977,289.975,71.517,293.177,292.156,293.92,292.106,99773.111,290.917,100087.061,18.827
6/1/2004 10:15,291.834,290.004,70.434,293.146,292.172,294.018,292.167,99772.583,290.971,100087.012,18.684
6/1/2004 10:20,292.13,290.034,72.579,293.212,292.291,294.226,292.228,99772.056,291.044,100086.953,18.98
6/1/2004 10:25,291.971,290.065,71.384,293.164,292.303,294.309,292.289,99771.528,291.098,100086.901,18.821
6/1/2004 10:30,292.27,290.098,73.509,293.224,292.426,294.523,292.35,99771,291.169,100086.842,19.12
6/1/2004 10:35,292.102,290.131,72.235,293.167,292.437,294.609,292.411,99770.472,291.224,100086.789,18.952
6/1/2004 10:40,292.409,290.165,74.365,293.216,292.562,294.825,292.472,99769.944,291.296,100086.728,19.259
6/1/2004 10:45,292.232,290.2,73.043,293.144,292.572,294.906,292.533,99769.417,291.353,100086.672,19.082
6/1/2004 10:50,292.541,290.236,75.149,293.183,292.698,295.123,292.594,99768.889,291.423,100086.61,19.391
6/1/2004 10:55,292.354,290.273,73.76,293.096,292.705,295.196,292.655,99768.361,291.48,100086.554,19.204
6/1/2004 11:00,292.665,290.311,76.418,292.831,293.127,295.411,292.715,99767.833,291.551,100086.49,19.515
6/1/2004 11:05,292.492,290.387,75.172,292.91,293.097,295.483,292.812,99766.264,291.633,100086.397,19.342
6/1/2004 11:10,292.82,290.463,77.268,293.111,293.188,295.709,292.909,99764.694,291.729,100086.293,19.67
6/1/2004 11:15,292.659,290.541,76.003,293.214,293.173,295.794,293.005,99763.125,291.814,100086.193,19.509
6/1/2004 11:20,292.986,290.619,78.05,293.436,293.275,296.03,293.102,99761.556,291.912,100086.088,19.836
6/1/2004 11:25,292.84,290.699,77.166,293.56,293.27,296.125,293.198,99759.986,292.003,100085.986,19.69
6/1/2004 11:30,293.163,290.779,79.442,293.802,293.39,296.361,293.295,99758.417,292.106,100085.877,20.013
6/1/2004 11:35,293.036,290.86,78.549,293.943,293.396,296.462,293.391,99756.847,292.201,100085.771,19.886
6/1/2004 11:40,293.345,290.943,80.464,294.194,293.508,296.696,293.488,99755.278,292.304,100085.661,20.195
6/1/2004 11:45,293.237,291.026,79.584,294.352,293.522,296.804,293.584,99753.708,292.4,100085.553,20.087
6/1/2004 11:50,293.528,291.111,81.342,294.611,293.635,297.034,293.681,99752.139,292.504,100085.44,20.378
6/1/2004 11:55,293.44,291.196,80.668,294.786,293.656,297.148,293.777,99750.569,292.602,100085.33,20.29
6/1/2004 12:00,293.713,291.283,82.381,295.053,293.768,297.369,293.874,99749,292.706,100085.217,20.563
6/1/2004 12:05,293.628,291.328,81.68,295.24,293.791,297.479,293.961,99745.653,292.779,100085.144,20.478
6/1/2004 12:10,293.866,291.376,83.092,295.509,293.897,297.684,294.048,99742.306,292.852,100085.075,20.716
6/1/2004 12:15,293.8,291.425,82.527,295.71,293.926,297.794,294.136,99738.958,292.921,100085.005,20.65
6/1/2004 12:20,294.031,291.477,83.907,295.986,294.031,297.993,294.223,99735.611,292.998,100084.93,20.881
6/1/2004 12:25,293.977,291.53,83.388,296.199,294.064,298.103,294.31,99732.264,293.071,100084.856,20.827
6/1/2004 12:30,294.196,291.585,84.675,296.515,294.178,298.337,294.397,99728.917,293.149,100084.778,21.046
6/1/2004 12:35,294.169,291.643,84.322,296.782,294.23,298.503,294.485,99725.569,293.233,100084.695,21.019
6/1/2004 12:40,294.396,291.702,85.687,297.115,294.348,298.756,294.572,99722.222,293.325,100084.607,21.246
6/1/2004 12:45,294.39,291.763,85.094,297.407,294.41,298.939,294.659,99718.875,293.417,100084.518,21.24
6/1/2004 12:50,294.61,291.826,86.115,297.758,294.531,299.196,294.746,99715.528,293.513,100084.426,21.46
6/1/2004 12:55,294.618,291.89,85.821,298.071,294.6,299.387,294.834,99712.181,293.608,100084.332,21.468
6/1/2004 13:00,294.831,291.957,85.113,298.437,294.721,299.643,294.921,99708.833,293.709,100084.235,21.681
6/1/2004 13:05,294.843,292.003,84.924,298.765,294.794,299.833,294.933,99706.833,293.789,100084.161,21.693
6/1/2004 13:10,295.055,292.048,86.3,299.145,294.918,300.076,294.946,99704.833,293.89,100084.079,21.905
6/1/2004 13:15,295.108,292.094,86.631,299.497,295.004,300.263,294.958,99702.833,294,100083.991,21.958
6/1/2004 13:20,295.319,292.141,87.825,299.891,295.13,300.494,294.971,99700.833,294.108,100083.902,22.169
6/1/2004 13:25,295.369,292.188,87.902,300.254,295.218,300.664,294.983,99698.833,294.206,100083.818,22.219
6/1/2004 13:30,295.553,292.235,89.294,300.574,295.323,300.804,294.995,99696.833,294.299,100083.736,22.403
6/1/2004 13:35,295.582,292.283,89.456,300.852,295.387,300.873,295.008,99694.833,294.375,100083.663,22.432
6/1/2004 13:40,295.721,292.332,90.712,301.156,295.48,300.965,295.02,99692.833,294.442,100083.595,22.571
6/1/2004 13:45,295.743,292.381,90.885,301.417,295.539,301.008,295.032,99690.833,294.506,100083.527,22.593
6/1/2004 13:50,295.864,292.43,92.093,301.7,295.623,301.077,295.045,99688.833,294.566,100083.462,22.714
6/1/2004 13:55,295.883,292.479,92.247,301.947,295.677,301.105,295.057,99686.833,294.624,100083.397,22.733
6/1/2004 14:00,295.989,292.529,92.917,302.204,295.755,301.163,295.07,99684.833,294.678,100083.335,22.839
6/1/2004 14:05,295.999,292.571,92.774,302.425,295.806,301.183,294.96,99685.083,294.725,100083.28,22.849
6/1/2004 14:10,296.072,292.612,93.747,302.659,295.874,301.235,294.851,99685.333,294.758,100083.235,22.922
6/1/2004 14:15,296.07,292.651,94.049,302.86,295.918,301.266,294.742,99685.583,294.792,100083.191,22.92
6/1/2004 14:20,296.146,292.69,95.178,303.079,295.982,301.331,294.632,99685.833,294.83,100083.145,22.996
6/1/2004 14:25,296.161,292.727,95.745,303.27,296.028,301.378,294.523,99686.083,294.874,100083.098,23.011
6/1/2004 14:30,296.244,292.764,96.937,303.271,296.019,301.265,294.414,99686.333,294.918,100083.051,23.094
6/1/2004 14:35,296.208,292.799,97.193,303.147,295.993,301.064,294.305,99686.583,294.922,100083.024,23.058
6/1/2004 14:40,296.202,292.834,97.824,303.025,295.976,300.843,294.195,99686.833,294.908,100083.008,23.052
6/1/2004 14:45,296.134,292.867,97.911,302.815,295.929,300.578,294.086,99687.083,294.887,100082.996,22.984
6/1/2004 14:50,296.105,292.899,98.352,302.611,295.892,300.312,293.977,99687.333,294.859,100082.988,22.955
6/1/2004 14:55,296.016,292.93,98.254,302.478,295.833,300.01,293.867,99687.583,294.826,100082.984,22.866
6/1/2004 15:00,295.983,292.959,100.354,302.074,295.783,299.715,293.758,99687.833,294.789,100082.983,22.833
6/1/2004 15:05,295.862,292.948,100.169,301.627,295.7,299.379,293.731,99688.792,294.728,100083.019,22.712
6/1/2004 15:10,295.787,292.939,100.234,301.078,295.626,299.036,293.705,99689.75,294.658,100083.062,22.637
6/1/2004 15:15,295.63,292.929,99.537,300.594,295.523,298.65,293.678,99690.708,294.577,100083.11,22.48
6/1/2004 15:20,295.529,292.92,99.196,300.195,295.436,298.274,293.651,99691.667,294.49,100083.16,22.379
6/1/2004 15:25,295.362,292.912,98.325,299.79,295.321,297.869,293.624,99692.625,294.398,100083.212,22.212
6/1/2004 15:30,295.264,292.903,97.9,299.622,295.268,297.656,293.598,99693.583,294.306,100083.265,22.114
6/1/2004 15:35,295.149,292.895,97.304,299.465,295.207,297.475,293.571,99694.542,294.25,100083.3,21.999
6/1/2004 15:40,295.127,292.887,97.348,299.332,295.17,297.351,293.544,99695.5,294.21,100083.326,21.977
6/1/2004 15:45,295.037,292.879,96.931,299.214,295.121,297.219,293.517,99696.458,294.175,100083.35,21.887
6/1/2004 15:50,295.03,292.871,97.076,299.119,295.094,297.126,293.491,99697.417,294.143,100083.371,21.88
6/1/2004 15:55,294.95,292.863,96.721,298.991,295.051,297.016,293.464,99698.375,294.113,100083.391,21.8
6/1/2004 16:00,294.948,292.856,96.568,298.849,295.029,296.937,293.437,99699.333,294.087,100083.41,21.798
6/1/2004 16:05,294.853,292.812,95.996,298.685,294.983,296.829,293.365,99702.056,294.036,100083.463,21.703
6/1/2004 16:10,294.81,292.768,95.776,298.592,294.952,296.756,293.292,99704.778,293.967,100083.528,21.66
6/1/2004 16:15,294.716,292.724,95.672,298.489,294.907,296.674,293.219,99707.5,293.903,100083.593,21.566
6/1/2004 16:20,294.697,292.679,95.964,298.406,294.882,296.625,293.146,99710.222,293.851,100083.651,21.547
6/1/2004 16:25,294.621,292.634,95.709,298.317,294.842,296.562,293.074,99712.944,293.802,100083.708,21.471
6/1/2004 16:30,294.606,292.589,95.783,298.199,294.81,296.486,293.001,99715.667,293.752,100083.766,21.456
6/1/2004 16:35,294.516,292.542,95.314,298.062,294.756,296.378,292.928,99718.389,293.692,100083.829,21.366
6/1/2004 16:40,294.48,292.496,95.17,297.941,294.718,296.283,292.855,99721.111,293.627,100083.895,21.33
6/1/2004 16:45,294.382,292.449,94.61,297.799,294.66,296.166,292.782,99723.833,293.559,100083.963,21.232
6/1/2004 16:50,294.34,292.401,94.433,297.658,294.618,296.063,292.71,99726.556,293.492,100084.032,21.19
6/1/2004 16:55,294.235,292.353,93.8,297.476,294.557,295.939,292.637,99729.278,293.418,100084.103,21.085
6/1/2004 17:00,294.182,292.304,84.833,297.331,294.512,295.833,292.564,99732,293.344,100084.176,21.032
6/1/2004 17:05,294.035,292.284,83.824,297.156,294.44,295.697,292.447,99736.292,293.245,100084.243,20.885
6/1/2004 17:10,293.965,292.172,83.495,297.006,294.388,295.572,292.33,99740.583,293.139,100084.371,20.815
6/1/2004 17:15,293.842,292.06,82.892,296.841,294.32,295.429,292.213,99744.875,293.032,100084.504,20.692
6/1/2004 17:20,293.769,291.949,82.548,296.692,294.266,295.293,292.096,99749.167,292.92,100084.639,20.619
6/1/2004 17:25,293.625,291.838,81.803,296.527,294.191,295.131,291.979,99753.458,292.8,100084.777,20.475
6/1/2004 17:30,293.545,291.726,81.407,296.387,294.136,294.991,291.862,99757.75,292.682,100084.915,20.395
6/1/2004 17:35,293.402,291.615,80.642,296.235,294.072,294.834,291.744,99762.042,292.563,100085.053,20.252
6/1/2004 17:40,293.326,291.504,80.249,296.12,294.015,294.697,291.627,99766.333,292.447,100085.189,20.176
6/1/2004 17:45,293.182,291.393,79.469,295.989,293.941,294.541,291.51,99770.625,292.328,100085.327,20.032
6/1/2004 17:50,293.109,291.282,79.08,295.878,293.886,294.406,291.393,99774.917,292.213,100085.463,19.959
6/1/2004 17:55,292.965,291.171,78.273,295.753,293.812,294.251,291.276,99779.208,292.094,100085.601,19.815
6/1/2004 18:00,292.893,291.06,77.525,295.635,293.754,294.121,291.159,99783.5,291.979,100085.738,19.743
6/1/2004 18:05,292.793,291.053,76.689,295.512,293.688,293.987,291.147,99786.653,291.926,100085.778,19.643
6/1/2004 18:10,292.769,291.045,76.397,295.409,293.641,293.884,291.134,99789.806,291.889,100085.802,19.619
6/1/2004 18:15,292.673,291.037,75.399,295.29,293.577,293.768,291.122,99792.958,291.847,100085.828,19.523
6/1/2004 18:20,292.648,291.03,74.954,295.191,293.532,293.678,291.109,99796.111,291.81,100085.853,19.498
6/1/2004 18:25,292.56,291.022,73.91,295.079,293.472,293.574,291.097,99799.264,291.772,100085.879,19.41
6/1/2004 18:30,292.539,291.015,73.442,294.99,293.43,293.499,291.084,99802.417,291.738,100085.902,19.389
6/1/2004 18:35,292.454,291.008,72.398,294.885,293.374,293.41,291.072,99805.569,291.703,100085.926,19.304
6/1/2004 18:40,292.434,291.001,71.947,294.796,293.334,293.343,291.06,99808.722,291.672,100085.948,19.284
6/1/2004 18:45,292.351,290.994,70.905,294.694,293.28,293.262,291.047,99811.875,291.637,100085.971,19.201
6/1/2004 18:50,292.33,290.987,70.452,294.61,293.242,293.199,291.035,99815.028,291.607,100085.992,19.18
6/1/2004 18:55,292.248,290.98,69.422,294.516,293.189,293.123,291.022,99818.181,291.573,100086.015,19.098
6/1/2004 19:00,292.226,290.974,68.967,294.444,293.152,293.062,291.01,99821.333,291.543,100086.036,19.076
6/1/2004 19:05,292.146,290.97,68.354,294.362,293.101,292.988,290.981,99825.708,291.511,100086.055,18.996
6/1/2004 19:10,292.145,290.964,67.959,294.302,293.07,292.934,290.951,99830.083,291.495,100086.069,18.995
6/1/2004 19:15,291.814,290.956,65.571,294.161,292.958,292.858,290.921,99834.458,291.335,100086.155,18.664
6/1/2004 19:20,291.755,290.947,65.088,294.09,292.914,292.817,290.892,99838.833,291.268,100086.201,18.605
6/1/2004 19:25,291.744,290.938,64.597,294.026,292.875,292.804,290.862,99843.208,291.272,100086.208,18.594
6/1/2004 19:30,291.902,290.93,65.485,294.009,292.879,292.805,290.833,99847.583,291.307,100086.198,18.752
6/1/2004 19:35,291.841,290.921,65.075,293.95,292.839,292.769,290.803,99851.958,291.315,100086.199,18.691
6/1/2004 19:40,291.906,290.912,65.53,293.917,292.832,292.746,290.774,99856.333,291.312,100086.207,18.756
6/1/2004 19:45,291.803,290.903,64.52,293.874,292.774,292.695,290.744,99860.708,291.291,100086.223,18.653
6/1/2004 19:50,291.845,290.894,64.61,293.842,292.763,292.664,290.715,99865.083,291.278,100086.236,18.695
6/1/2004 19:55,291.759,290.885,64.008,293.784,292.72,292.616,290.685,99869.458,291.26,100086.252,18.609
6/1/2004 20:00,291.802,290.876,63.913,293.729,292.712,292.567,290.656,99873.833,291.252,100086.262,18.652
6/1/2004 20:05,291.717,290.851,63.156,293.661,292.665,292.494,290.624,99878.583,291.223,100086.293,18.567
6/1/2004 20:10,291.738,290.827,63.223,293.621,292.643,292.429,290.593,99883.333,291.199,100086.323,18.588
6/1/2004 20:15,291.651,290.803,62.638,293.552,292.594,292.347,290.561,99888.083,291.165,100086.357,18.501
6/1/2004 20:20,291.667,290.779,62.75,293.509,292.571,292.28,290.53,99892.833,291.14,100086.386,18.517
