cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,298.851,0.010,100575.489,130.298,4288548.527,0.000,871547.539,8215.058,300.000,300.000,300.000,291.250,99200.000,299.157,100695.750,
2004-06-01 00:05:00,295.331,0.011,100596.850,0.258,0.000,0.000,675703.823,8215.058,299.932,299.932,298.677,291.258,99200.000,295.950,100719.269,
2004-06-01 00:10:00,292.770,0.011,100601.746,0.258,0.000,0.000,675703.823,8215.058,299.828,299.828,297.490,291.267,99200.000,292.999,100725.164,
2004-06-01 00:15:00,292.356,0.011,100602.486,0.258,0.000,0.000,675703.823,8215.058,299.572,299.572,296.173,291.275,99200.000,292.497,100726.057,
2004-06-01 00:20:00,292.433,0.011,100602.384,0.258,0.000,0.000,675703.823,8215.058,299.257,299.257,295.004,291.283,99200.000,292.588,100725.926,
2004-06-01 00:25:00,292.572,0.011,100602.172,0.258,0.000,0.000,675703.823,8215.058,298.983,298.983,294.079,291.292,99200.000,292.751,100725.664,
2004-06-01 00:30:00,292.680,0.011,100601.981,0.258,0.000,0.000,675703.823,8215.058,298.768,298.768,293.355,291.300,99200.000,292.878,100725.432,
2004-06-01 00:35:00,292.731,0.011,100601.884,0.258,0.000,0.000,675703.823,8215.058,298.597,298.597,292.781,291.308,99200.000,292.936,100725.314,
2004-06-01 00:40:00,292.740,0.011,100601.849,0.258,0.000,0.000,675703.823,8215.058,298.459,298.459,292.317,291.317,99200.000,292.946,100725.276,
2004-06-01 00:45:00,292.727,0.012,100601.862,0.258,0.000,0.000,675703.823,8215.058,298.342,298.342,291.935,291.325,99200.000,292.930,100725.294,
2004-06-01 00:50:00,292.708,0.012,100601.882,0.258,0.000,0.000,675703.823,8215.058,298.240,298.240,291.610,291.333,99200.000,292.908,100725.319,
2004-06-01 00:55:00,292.692,0.012,100601.903,0.258,0.000,0.000,675703.823,8215.058,298.148,298.148,291.326,291.342,99200.000,292.888,100725.347,
2004-06-01 01:00:00,292.681,0.012,100601.912,0.258,0.000,0.000,675703.823,8215.058,298.064,298.064,291.077,291.350,99200.000,292.874,100725.360,
2004-06-01 01:05:00,292.671,0.012,100601.932,0.258,0.000,0.000,675703.823,8215.058,297.987,297.987,290.859,291.350,99200.000,292.863,100725.384,
2004-06-01 01:10:00,292.662,0.012,100601.951,0.258,0.000,0.000,675703.823,8215.058,297.915,297.915,290.664,291.350,99200.000,292.852,100725.406,
2004-06-01 01:15:00,292.653,0.012,100601.972,0.258,0.000,0.000,675703.823,8215.058,297.848,297.848,290.490,291.350,99200.000,292.842,100725.431,
2004-06-01 01:20:00,292.644,0.012,100601.990,0.258,0.000,0.000,675703.823,8215.058,297.786,297.786,290.335,291.350,99200.000,292.832,100725.452,
2004-06-01 01:25:00,292.636,0.012,100602.009,0.258,0.000,0.000,675703.823,8215.058,297.727,297.727,290.196,291.350,99200.000,292.822,100725.474,
2004-06-01 01:30:00,292.628,0.012,100602.025,0.258,0.000,0.000,675703.823,8215.058,297.670,297.670,290.071,291.350,99200.000,292.813,100725.494,
2004-06-01 01:35:00,292.620,0.011,100602.043,0.258,0.000,0.000,675703.823,8215.058,297.617,297.617,289.960,291.350,99200.000,292.804,100725.514,
2004-06-01 01:40:00,292.613,0.011,100602.058,0.258,0.000,0.000,675703.823,8215.058,297.566,297.566,289.859,291.350,99200.000,292.796,100725.532,
2004-06-01 01:45:00,292.606,0.011,100602.074,0.258,0.000,0.000,675703.823,8215.058,297.517,297.517,289.769,291.350,99200.000,292.788,100725.551,
2004-06-01 01:50:00,292.599,0.011,100602.088,0.258,0.000,0.000,675703.823,8215.058,297.470,297.470,289.688,291.350,99200.000,292.780,100725.568,
2004-06-01 01:55:00,292.593,0.011,100602.103,0.258,0.000,0.000,675703.823,8215.058,297.425,297.425,289.614,291.350,99200.000,292.773,100725.585,
2004-06-01 02:00:00,292.587,0.011,100602.117,0.258,0.000,0.000,675703.823,8215.058,297.381,297.381,289.548,291.350,99200.000,292.765,100725.601,
2004-06-01 02:05:00,292.582,0.011,100602.116,0.258,0.000,0.000,675703.823,8215.058,297.340,297.340,289.488,291.358,99208.333,292.760,100725.602,
2004-06-01 02:10:00,292.580,0.011,100602.108,0.258,0.000,0.000,675703.823,8215.058,297.299,297.299,289.437,291.367,99216.667,292.756,100725.594,
2004-06-01 02:15:00,292.579,0.011,100602.097,0.258,0.000,0.000,675703.823,8215.058,297.260,297.260,289.394,291.375,99225.000,292.754,100725.584,
2004-06-01 02:20:00,292.578,0.011,100602.085,0.258,0.000,0.000,675703.823,8215.058,297.223,297.223,289.357,291.383,99233.333,292.753,100725.571,
2004-06-01 02:25:00,292.578,0.011,100602.073,0.258,0.000,0.000,675703.823,8215.058,297.187,297.187,289.327,291.392,99241.667,292.752,100725.559,
2004-06-01 02:30:00,292.577,0.011,100602.060,0.258,0.000,0.000,675703.823,8215.058,297.152,297.152,289.302,291.400,99250.000,292.750,100725.546,
2004-06-01 02:35:00,292.577,0.011,100602.047,0.258,0.000,0.000,675703.823,8215.058,297.118,297.118,289.282,291.408,99258.333,292.749,100725.534,
2004-06-01 02:40:00,292.576,0.011,100602.034,0.258,0.000,0.000,675703.823,8215.058,297.086,297.086,289.266,291.417,99266.667,292.748,100725.520,
2004-06-01 02:45:00,292.576,0.011,100602.020,0.258,0.000,0.000,675703.823,8215.058,297.054,297.054,289.254,291.425,99275.000,292.746,100725.507,
2004-06-01 02:50:00,292.576,0.011,100602.006,0.258,0.000,0.000,675703.823,8215.058,297.023,297.023,289.246,291.433,99283.333,292.745,100725.492,
2004-06-01 02:55:00,292.576,0.011,100601.992,0.258,0.000,0.000,675703.823,8215.058,296.993,296.993,289.240,291.442,99291.667,292.745,100725.477,
