cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,298.876,0.010,100575.447,131.158,4316925.574,0.000,872843.424,8215.058,300.000,300.000,300.000,291.250,99200.000,299.188,100695.699,
2004-06-01 00:05:00,295.470,0.011,100596.755,0.258,0.000,0.000,675703.823,8215.058,299.946,299.946,298.677,291.258,99200.000,296.139,100719.128,
2004-06-01 00:10:00,292.908,0.011,100601.633,0.258,0.000,0.000,675703.823,8215.058,299.855,299.855,297.489,291.267,99200.000,293.185,100725.009,
2004-06-01 00:15:00,292.526,0.011,100602.292,0.258,0.000,0.000,675703.823,8215.058,299.615,299.615,296.171,291.275,99200.000,292.712,100725.804,
2004-06-01 00:20:00,292.658,0.011,100602.105,0.258,0.000,0.000,675703.823,8215.058,299.316,299.316,295.004,291.283,99200.000,292.868,100725.569,
2004-06-01 00:25:00,292.827,0.011,100601.851,0.258,0.000,0.000,675703.823,8215.058,299.054,299.054,294.082,291.292,99200.000,293.069,100725.250,
2004-06-01 00:30:00,292.947,0.011,100601.643,0.258,0.000,0.000,675703.823,8215.058,298.851,298.851,293.363,291.300,99200.000,293.211,100724.997,
2004-06-01 00:35:00,292.992,0.011,100601.556,0.258,0.000,0.000,675703.823,8215.058,298.691,298.691,292.792,291.308,99200.000,293.262,100724.892,
2004-06-01 00:40:00,292.993,0.011,100601.536,0.258,0.000,0.000,675703.823,8215.058,298.562,298.562,292.331,291.317,99200.000,293.262,100724.871,
2004-06-01 00:45:00,292.971,0.011,100601.562,0.258,0.000,0.000,675703.823,8215.058,298.452,298.452,291.950,291.325,99200.000,293.236,100724.904,
2004-06-01 00:50:00,292.949,0.012,100601.587,0.258,0.000,0.000,675703.823,8215.058,298.356,298.356,291.624,291.333,99200.000,293.209,100724.938,
2004-06-01 00:55:00,292.930,0.012,100601.611,0.258,0.000,0.000,675703.823,8215.058,298.268,298.268,291.339,291.342,99200.000,293.186,100724.970,
2004-06-01 01:00:00,292.917,0.012,100601.621,0.258,0.000,0.000,675703.823,8215.058,298.188,298.188,291.089,291.350,99200.000,293.170,100724.984,
2004-06-01 01:05:00,292.906,0.012,100601.643,0.258,0.000,0.000,675703.823,8215.058,298.114,298.114,290.869,291.350,99200.000,293.157,100725.010,
2004-06-01 01:10:00,292.895,0.012,100601.662,0.258,0.000,0.000,675703.823,8215.058,298.045,298.045,290.674,291.350,99200.000,293.145,100725.033,
2004-06-01 01:15:00,292.885,0.012,100601.685,0.258,0.000,0.000,675703.823,8215.058,297.981,297.981,290.500,291.350,99200.000,293.132,100725.060,
2004-06-01 01:20:00,292.874,0.012,100601.705,0.258,0.000,0.000,675703.823,8215.058,297.921,297.921,290.344,291.350,99200.000,293.120,100725.084,
2004-06-01 01:25:00,292.864,0.012,100601.726,0.258,0.000,0.000,675703.823,8215.058,297.864,297.864,290.204,291.350,99200.000,293.108,100725.109,
2004-06-01 01:30:00,292.855,0.011,100601.744,0.258,0.000,0.000,675703.823,8215.058,297.810,297.810,290.080,291.350,99200.000,293.097,100725.130,
2004-06-01 01:35:00,292.846,0.011,100601.763,0.258,0.000,0.000,675703.823,8215.058,297.758,297.758,289.968,291.350,99200.000,293.087,100725.153,
2004-06-01 01:40:00,292.838,0.011,100601.779,0.258,0.000,0.000,675703.823,8215.058,297.709,297.709,289.867,291.350,99200.000,293.077,100725.172,
2004-06-01 01:45:00,292.830,0.011,100601.797,0.258,0.000,0.000,675703.823,8215.058,297.662,297.662,289.777,291.350,99200.000,293.068,100725.193,
2004-06-01 01:50:00,292.822,0.011,100601.812,0.258,0.000,0.000,675703.823,8215.058,297.616,297.616,289.695,291.350,99200.000,293.058,100725.211,
2004-06-01 01:55:00,292.814,0.011,100601.828,0.258,0.000,0.000,675703.823,8215.058,297.573,297.573,289.622,291.350,99200.000,293.050,100725.230,
2004-06-01 02:00:00,292.807,0.011,100601.843,0.258,0.000,0.000,675703.823,8215.058,297.531,297.531,289.556,291.350,99200.000,293.041,100725.247,
2004-06-01 02:05:00,292.801,0.011,100601.843,0.258,0.000,0.000,675703.823,8215.058,297.490,297.490,289.496,291.358,99208.333,293.034,100725.250,
2004-06-01 02:10:00,292.798,0.011,100601.836,0.258,0.000,0.000,675703.823,8215.058,297.451,297.451,289.444,291.367,99216.667,293.029,100725.243,
2004-06-01 02:15:00,292.796,0.011,100601.826,0.258,0.000,0.000,675703.823,8215.058,297.413,297.413,289.401,291.375,99225.000,293.026,100725.234,
2004-06-01 02:20:00,292.795,0.011,100601.815,0.258,0.000,0.000,675703.823,8215.058,297.377,297.377,289.364,291.383,99233.333,293.024,100725.223,
2004-06-01 02:25:00,292.793,0.011,100601.804,0.258,0.000,0.000,675703.823,8215.058,297.342,297.342,289.334,291.392,99241.667,293.021,100725.212,
2004-06-01 02:30:00,292.791,0.011,100601.792,0.258,0.000,0.000,675703.823,8215.058,297.308,297.308,289.309,291.400,99250.000,293.018,100725.201,
2004-06-01 02:35:00,292.790,0.011,100601.781,0.258,0.000,0.000,675703.823,8215.058,297.275,297.275,289.289,291.408,99258.333,293.016,100725.190,
2004-06-01 02:40:00,292.788,0.011,100601.769,0.258,0.000,0.000,675703.823,8215.058,297.243,297.243,289.273,291.417,99266.667,293.013,100725.178,
