cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,298.876,0.010,100575.447,131.158,4316925.574,0.000,872843.424,8215.058,300.000,300.000,300.000,291.250,99200.000,299.188,100695.699,
2004-06-01 00:05:00,295.470,0.011,100596.755,0.258,0.000,0.000,675703.823,8215.058,299.946,299.946,298.677,291.258,99200.000,296.139,100719.128,
2004-06-01 00:10:00,292.908,0.011,100601.633,0.258,0.000,0.000,675703.823,8215.058,299.855,299.855,297.489,291.267,99200.000,293.185,100725.009,
2004-06-01 00:15:00,292.526,0.011,100602.291,0.258,0.000,0.000,675703.823,8215.058,299.614,299.614,296.171,291.275,99200.000,292.712,100725.804,
2004-06-01 00:20:00,292.661,0.011,100602.102,0.258,0.000,0.000,675703.823,8215.058,299.313,299.313,295.004,291.283,99200.000,292.872,100725.564,
2004-06-01 00:25:00,292.832,0.011,100601.844,0.258,0.000,0.000,675703.823,8215.058,299.050,299.050,294.083,291.292,99200.000,293.076,100725.243,
2004-06-01 00:30:00,292.955,0.011,100601.635,0.258,0.000,0.000,675703.823,8215.058,298.847,298.847,293.363,291.300,99200.000,293.220,100724.987,
2004-06-01 00:35:00,293.000,0.011,100601.546,0.258,0.000,0.000,675703.823,8215.058,298.687,298.687,292.793,291.308,99200.000,293.272,100724.880,
2004-06-01 00:40:00,293.000,0.011,100601.526,0.258,0.000,0.000,675703.823,8215.058,298.558,298.558,292.331,291.317,99200.000,293.272,100724.859,
2004-06-01 00:45:00,292.979,0.012,100601.552,0.258,0.000,0.000,675703.823,8215.058,298.448,298.448,291.950,291.325,99200.000,293.246,100724.893,
2004-06-01 00:50:00,292.956,0.012,100601.577,0.258,0.000,0.000,675703.823,8215.058,298.352,298.352,291.624,291.333,99200.000,293.218,100724.926,
2004-06-01 00:55:00,292.938,0.012,100601.601,0.258,0.000,0.000,675703.823,8215.058,298.264,298.264,291.339,291.342,99200.000,293.196,100724.957,
2004-06-01 01:00:00,292.925,0.012,100601.611,0.258,0.000,0.000,675703.823,8215.058,298.184,298.184,291.089,291.350,99200.000,293.180,100724.971,
2004-06-01 01:05:00,292.915,0.012,100601.632,0.258,0.000,0.000,675703.823,8215.058,298.111,298.111,290.870,291.350,99200.000,293.168,100724.996,
2004-06-01 01:10:00,292.905,0.012,100601.651,0.258,0.000,0.000,675703.823,8215.058,298.042,298.042,290.674,291.350,99200.000,293.156,100725.019,
2004-06-01 01:15:00,292.894,0.012,100601.673,0.258,0.000,0.000,675703.823,8215.058,297.978,297.978,290.500,291.350,99200.000,293.144,100725.046,
2004-06-01 01:20:00,292.884,0.012,100601.693,0.258,0.000,0.000,675703.823,8215.058,297.918,297.918,290.344,291.350,99200.000,293.132,100725.069,
2004-06-01 01:25:00,292.874,0.012,100601.714,0.258,0.000,0.000,675703.823,8215.058,297.861,297.861,290.204,291.350,99200.000,293.121,100725.094,
2004-06-01 01:30:00,292.865,0.012,100601.731,0.258,0.000,0.000,675703.823,8215.058,297.808,297.808,290.080,291.350,99200.000,293.110,100725.115,
2004-06-01 01:35:00,292.857,0.011,100601.750,0.258,0.000,0.000,675703.823,8215.058,297.756,297.756,289.968,291.350,99200.000,293.100,100725.137,
2004-06-01 01:40:00,292.848,0.011,100601.766,0.258,0.000,0.000,675703.823,8215.058,297.707,297.707,289.867,291.350,99200.000,293.090,100725.156,
2004-06-01 01:45:00,292.840,0.011,100601.784,0.258,0.000,0.000,675703.823,8215.058,297.660,297.660,289.777,291.350,99200.000,293.081,100725.177,
2004-06-01 01:50:00,292.833,0.011,100601.799,0.258,0.000,0.000,675703.823,8215.058,297.615,297.615,289.695,291.350,99200.000,293.072,100725.195,
2004-06-01 01:55:00,292.825,0.011,100601.815,0.258,0.000,0.000,675703.823,8215.058,297.572,297.572,289.622,291.350,99200.000,293.063,100725.213,
2004-06-01 02:00:00,292.818,0.011,100601.829,0.258,0.000,0.000,675703.823,8215.058,297.530,297.530,289.556,291.350,99200.000,293.055,100725.231,
2004-06-01 02:05:00,292.813,0.011,100601.829,0.258,0.000,0.000,675703.823,8215.058,297.489,297.489,289.496,291.358,99208.333,293.048,100725.233,
2004-06-01 02:10:00,292.809,0.011,100601.822,0.258,0.000,0.000,675703.823,8215.058,297.450,297.450,289.444,291.367,99216.667,293.043,100725.226,
2004-06-01 02:15:00,292.808,0.011,100601.812,0.258,0.000,0.000,675703.823,8215.058,297.413,297.413,289.401,291.375,99225.000,293.040,100725.217,
2004-06-01 02:20:00,292.806,0.011,100601.801,0.258,0.000,0.000,675703.823,8215.058,297.377,297.377,289.364,291.383,99233.333,293.038,100725.205,
2004-06-01 02:25:00,292.805,0.011,100601.789,0.258,0.000,0.000,675703.823,8215.058,297.342,297.342,289.334,291.392,99241.667,293.035,100725.195,
2004-06-01 02:30:00,292.803,0.011,100601.778,0.258,0.000,0.000,675703.823,8215.058,297.308,297.308,289.309,291.400,99250.000,293.033,100725.183,
2004-06-01 02:35:00,292.802,0.011,100601.766,0.258,0.000,0.000,675703.823,8215.058,297.275,297.275,289.289,291.408,99258.333,293.030,100725.172,
2004-06-01 02:40:00,292.801,0.011,100601.754,0.258,0.000,0.000,675703.823,8215.058,297.244,297.244,289.273,291.417,99266.667,293.028,100725.160,
