Time,VAV_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_1:DesPer 1:Des Heat Cap [W],VAV_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_1:DesPer 1:Des Sens Cool Cap [W],VAV_1:DesPer 1:Des Tot Cool Cap [W],VAV_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_1:DesPer 2:Des Heat Cap [W],VAV_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_1:DesPer 2:Des Sens Cool Cap [W],VAV_1:DesPer 2:Des Tot Cool Cap [W],VAV_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_2:DesPer 1:Des Heat Cap [W],VAV_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_2:DesPer 1:Des Sens Cool Cap [W],VAV_2:DesPer 1:Des Tot Cool Cap [W],VAV_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_2:DesPer 2:Des Heat Cap [W],VAV_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_2:DesPer 2:Des Sens Cool Cap [W],VAV_2:DesPer 2:Des Tot Cool Cap [W],VAV_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_3:DesPer 1:Des Heat Cap [W],VAV_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_3:DesPer 1:Des Sens Cool Cap [W],VAV_3:DesPer 1:Des Tot Cool Cap [W],VAV_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_3:DesPer 2:Des Heat Cap [W],VAV_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_3:DesPer 2:Des Sens Cool Cap [W],VAV_3:DesPer 2:Des Tot Cool Cap [W]
00:05:00,2.251816E+00,4.519313E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.263741E+04,4.277700E+04,2.368160E+00,4.469096E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.263741E+04,4.277700E+04,3.388280E+00,4.028676E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.482422E+00,1.611244E+04,4.679346E+04
00:10:00,2.251870E+00,4.519290E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.256678E+04,4.250924E+04,2.368250E+00,4.469057E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.256678E+04,4.250924E+04,3.389567E+00,4.028120E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.482552E+00,1.604653E+04,4.652853E+04
00:15:00,2.251924E+00,4.519266E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.249615E+04,4.224209E+04,2.368341E+00,4.469018E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.249615E+04,4.224209E+04,3.390841E+00,4.027570E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.482309E+00,1.597343E+04,4.625592E+04
00:20:00,2.251978E+00,4.519243E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.242552E+04,4.197554E+04,2.368432E+00,4.468979E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.242552E+04,4.197554E+04,3.392097E+00,4.027028E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481737E+00,1.589402E+04,4.597666E+04
00:25:00,2.252031E+00,4.519220E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.235489E+04,4.170958E+04,2.368523E+00,4.468939E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.235489E+04,4.170958E+04,3.393335E+00,4.026493E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.480878E+00,1.580904E+04,4.569161E+04
00:30:00,2.252084E+00,4.519197E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.228426E+04,4.144423E+04,2.368614E+00,4.468900E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.228426E+04,4.144423E+04,3.394553E+00,4.025967E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.479764E+00,1.571914E+04,4.540155E+04
00:35:00,2.252142E+00,4.519172E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.221363E+04,4.117948E+04,2.368715E+00,4.468856E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.316900E+00,1.228337E+04,4.126158E+04,3.395769E+00,4.025442E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.480367E+00,1.566260E+04,4.515045E+04
00:40:00,2.252199E+00,4.519148E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.214300E+04,4.091532E+04,2.368817E+00,4.468813E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.321372E+00,1.231300E+04,4.111534E+04,3.396966E+00,4.024925E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.480812E+00,1.560306E+04,4.489653E+04
00:45:00,2.252256E+00,4.519123E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.207237E+04,4.065175E+04,2.368918E+00,4.468769E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.325714E+00,1.233952E+04,4.096588E+04,3.398145E+00,4.024416E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481091E+00,1.554039E+04,4.463962E+04
00:50:00,2.252313E+00,4.519099E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.200174E+04,4.038878E+04,2.369019E+00,4.468725E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.329935E+00,1.236319E+04,4.081349E+04,3.399305E+00,4.023915E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481221E+00,1.547487E+04,4.438006E+04
00:55:00,2.252369E+00,4.519074E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.193111E+04,4.012640E+04,2.369120E+00,4.468682E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.334046E+00,1.238424E+04,4.065847E+04,3.400448E+00,4.023421E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481215E+00,1.540677E+04,4.411816E+04
01:00:00,2.252425E+00,4.519050E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.186048E+04,3.986460E+04,2.369221E+00,4.468638E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.338054E+00,1.240291E+04,4.050108E+04,3.401574E+00,4.022935E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481085E+00,1.533634E+04,4.385423E+04
01:05:00,2.252481E+00,4.519026E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.181340E+04,3.969040E+04,2.369321E+00,4.468595E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.341969E+00,1.244290E+04,4.042852E+04,3.402683E+00,4.022457E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.480867E+00,1.528765E+04,4.367592E+04
01:10:00,2.252536E+00,4.519002E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.176631E+04,3.951646E+04,2.369421E+00,4.468552E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.345796E+00,1.248083E+04,4.035367E+04,3.403774E+00,4.021985E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481360E+00,1.525386E+04,4.351535E+04
01:15:00,2.252591E+00,4.518979E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.171922E+04,3.934277E+04,2.369521E+00,4.468509E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.349543E+00,1.251687E+04,4.027672E+04,3.404850E+00,4.021521E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.481875E+00,1.522058E+04,4.335575E+04
01:20:00,2.252645E+00,4.518955E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.167214E+04,3.916935E+04,2.369621E+00,4.468465E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.353217E+00,1.255114E+04,4.019784E+04,3.405909E+00,4.021064E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.482318E+00,1.518588E+04,4.319486E+04
01:25:00,2.252700E+00,4.518932E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.162505E+04,3.899619E+04,2.369721E+00,4.468423E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.356823E+00,1.258378E+04,4.011719E+04,3.406952E+00,4.020613E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.482698E+00,1.514986E+04,4.303280E+04
