Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 06/02  20:00:00,285610969.2680945,0.0,73646897.19713145,57896985.85326433,39970800.0,101118800.59793137,12947101.280943727,30384.338823529408,3972626.742780816,0.0,3972626.742780816 
 06/02  21:00:00,278598338.4740351,2380350.918606117,55554139.6602902,57896985.85326433,53294400.0,96494976.42210722,12947101.280943727,30384.338823529408,72000.0,0.0,72000.0 
 06/02  22:00:00,149819760.76093072,0.0,0.0,19298995.284421433,53294400.0,77195981.13768573,0.0,30384.338823529408,3970957.3519877596,0.0,3970957.3519877596 
 06/02  23:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/02  24:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970376.3002311927,0.0,3970376.3002311927 
 06/03  01:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  02:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  03:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970463.8938455065,0.0,3970463.8938455065 
 06/03  04:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  05:00:00,114290160.76093072,0.0,0.0,19298995.284421433,17764800.0,77195981.13768573,0.0,30384.338823529408,3970926.7165574157,0.0,3970926.7165574157 
 06/03  06:00:00,148505188.83119935,10696860.716341216,27841961.22061504,19298995.284421433,0.0,77195981.13768573,13441006.133312378,30384.338823529408,72000.0,0.0,72000.0 
 06/03  07:00:00,247982918.59053874,11246265.530791512,48049826.03973255,57896985.85326433,0.0,117654442.67614728,13105014.151779424,30384.338823529408,3972843.958647121,0.0,3972843.958647121 
 06/03  08:00:00,521535710.336612,599278.117633904,77868324.54450035,173690957.55979297,0.0,253451924.59275988,15894841.183101343,30384.338823529408,7879239.486071896,0.0,7879239.486071896 
 06/03  09:00:00,510365262.85027933,0.0,97445715.94858383,173690957.55979297,0.0,223397067.44990274,15801137.553176243,30384.338823529408,7880139.579057399,0.0,7880139.579057399 
 06/03  10:00:00,517858590.2624156,0.0,111854484.29057895,173690957.55979297,0.0,216461331.18616644,15821432.887053572,30384.338823529408,7880440.6244487,0.0,7880440.6244487 
 06/03  11:00:00,535611878.3694194,0.0,121705924.21605575,173690957.55979297,0.0,223397067.44990274,16787544.80484438,30384.338823529408,7883075.743469335,0.0,7883075.743469335 
 06/03  12:00:00,538944635.3220365,0.0,127588992.2331175,173690957.55979297,0.0,221437412.82482204,16196888.3654803,30384.338823529408,11793445.469998602,0.0,11793445.469998602 
 06/03  13:00:00,573222493.8949128,0.0,151602319.11026743,173690957.55979297,0.0,229176847.66968298,18721985.216345865,30384.338823529408,7885409.8806965165,0.0,7885409.8806965165 
 06/03  14:00:00,570807082.6249979,0.0,161339425.25982708,173690957.55979297,0.0,216461331.18616644,19284984.28038779,30384.338823529408,7878818.244332837,0.0,7878818.244332837 
 06/03  15:00:00,560349290.510225,0.0,150891857.0602538,173690957.55979297,0.0,216461331.18616644,19274760.36518825,30384.338823529408,7878468.847637881,0.0,7878468.847637881 
 06/03  16:00:00,559044887.3612853,0.0,137950851.0146369,173690957.55979297,0.0,226864935.58177087,20507758.86626095,30384.338823529408,7882084.378382174,0.0,7882084.378382174 
 06/03  17:00:00,503033208.82838726,0.0,121836871.57791658,135092966.99095008,0.0,226061237.00064614,20011748.920050528,30384.338823529408,3974212.5183294285,0.0,3974212.5183294285 
 06/03  18:00:00,342173685.0658369,0.0,100801039.69685358,96494976.42210722,0.0,129665444.23400117,15181840.374051392,30384.338823529408,3973324.782411608,0.0,3973324.782411608 
 06/03  19:00:00,318169101.97746396,0.0,87186539.21499152,96494976.42210722,0.0,120417795.88235287,14039406.119188773,30384.338823529408,3972147.1379436073,0.0,3972147.1379436073 
 06/03  20:00:00,280337066.756024,0.0,68365923.39829794,57896985.85326433,39970800.0,101118800.59793137,12954172.567706827,30384.338823529408,3972620.3561293096,0.0,3972620.3561293096 
 06/03  21:00:00,277251712.2022377,681027.1593429178,55906837.147755995,57896985.85326433,53294400.0,96494976.42210722,12947101.280943727,30384.338823529408,3971402.69181073,0.0,3971402.69181073 
 06/03  22:00:00,149819760.76093072,0.0,0.0,19298995.284421433,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  23:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  24:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970655.3005967312,0.0,3970655.3005967312 
 06/04  01:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  02:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970726.774192587,0.0,3970726.774192587 
 06/04  03:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  04:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970805.819890834,0.0,3970805.819890834 
 06/04  05:00:00,114290160.76093072,0.0,0.0,19298995.284421433,17764800.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  06:00:00,175703837.3188609,2502993.2548440564,63019752.87944897,19298995.284421433,0.0,77195981.13768573,13655730.423637126,30384.338823529408,3970949.143555894,0.0,3970949.143555894 
 06/04  07:00:00,267284270.67618993,3272161.803215267,75456270.68840876,57896985.85326433,0.0,117654442.67614728,12974025.316330636,30384.338823529408,3972866.9638362806,0.0,3972866.9638362806 
 06/04  08:00:00,544027128.1119392,0.0,100998127.9371063,173690957.55979297,0.0,253451924.59275988,15855733.683456507,30384.338823529408,7879193.549043413,0.0,7879193.549043413 
 06/04  09:00:00,536676278.71090484,0.0,122951041.49281646,173690957.55979297,0.0,223397067.44990274,16606827.869569028,30384.338823529408,3976029.124395323,0.0,3976029.124395323 
 06/04  10:00:00,550150982.904089,0.0,142235707.59918135,173690957.55979297,0.0,216461331.18616644,17732602.220124654,30384.338823529408,7880379.141369604,0.0,7880379.141369604 
 06/04  11:00:00,577713177.0146977,0.0,161253754.41817072,173690957.55979297,0.0,223397067.44990274,19341013.248007607,30384.338823529408,7883016.191730369,0.0,7883016.191730369 
 06/04  12:00:00,580663894.3998544,0.0,166756723.52795184,173690957.55979297,0.0,221437412.82482204,18748416.148463827,30384.338823529408,11793181.268042538,0.0,11793181.268042538 
 06/04  13:00:00,595769911.0995293,0.0,172432519.56579,173690957.55979297,0.0,229176847.66968298,20439201.96543965,30384.338823529408,11791914.450434405,0.0,11791914.450434405 
 06/04  14:00:00,580147126.0822438,0.0,170054142.62935176,173690957.55979297,0.0,216461331.18616644,19910310.368109036,30384.338823529408,3975320.746942145,0.0,3975320.746942145 
 06/04  15:00:00,587937605.5394995,0.0,176846027.93806773,173690957.55979297,0.0,216461331.18616644,20908904.516648773,30384.338823529408,7878455.909698976,0.0,7878455.909698976 
 06/04  16:00:00,599777975.8147852,0.0,177684881.85279512,173690957.55979297,0.0,226864935.58177087,21506816.481602717,30384.338823529408,7882033.560969936,0.0,7882033.560969936 
 06/04  17:00:00,539640002.945494,0.0,159732226.87514496,135092966.99095008,0.0,226061237.00064614,18723187.73992891,30384.338823529408,3973291.6306714728,0.0,3973291.6306714728 
 06/04  18:00:00,363698920.6943888,0.0,123508708.6182267,96494976.42210722,0.0,129665444.23400117,13999407.081230132,30384.338823529408,7874543.855929393,0.0,7874543.855929393 
 06/04  19:00:00,344035520.64084715,0.0,113606048.43957636,96494976.42210722,0.0,120417795.88235287,13486315.557987249,30384.338823529408,72000.0,0.0,72000.0 
 06/04  20:00:00,314272961.6491841,0.0,102305102.04382327,57896985.85326433,39970800.0,101118800.59793137,12950888.815341502,30384.338823529408,3972624.7487640358,0.0,3972624.7487640358 
 06/04  21:00:00,314584550.92096573,0.0,93920703.02582695,57896985.85326433,53294400.0,96494976.42210722,12947101.280943727,30384.338823529408,3971106.7654803903,0.0,3971106.7654803903 
 06/04  22:00:00,149819760.76093072,0.0,0.0,19298995.284421433,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  23:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970944.0428532865,0.0,3970944.0428532865 
 06/04  24:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  01:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,3970448.879797556,0.0,3970448.879797556 
 06/05  02:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  03:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,3970597.348908205,0.0,3970597.348908205 
 06/05  04:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  05:00:00,85341667.83429855,0.0,0.0,9649497.642210716,17764800.0,57896985.85326433,0.0,30384.338823529408,3971193.7479193104,0.0,3971193.7479193104 
 06/05  06:00:00,183704961.5212449,3102898.1878580246,70457249.31540275,19298995.284421433,0.0,77195981.13768573,13619453.257053442,30384.338823529408,72000.0,0.0,72000.0 
 06/05  07:00:00,196354468.35225362,6140757.187155165,61980721.89346666,19298995.284421433,0.0,95691277.84098245,13212331.807404388,30384.338823529408,3971875.97708165,0.0,3971875.97708165 
 06/05  08:00:00,282155113.9530784,2788766.764142349,56846893.88409722,96494976.42210722,0.0,112678361.03749181,13315731.506416284,30384.338823529408,3972457.8177452036,0.0,3972457.8177452036 
 06/05  09:00:00,287701174.5800791,1419206.3454256032,55466550.922108255,96494976.42210722,0.0,120770053.34518413,13520003.206430312,30384.338823529408,3973122.2763647223,0.0,3973122.2763647223 
 06/05  10:00:00,284969712.92432696,926698.0618571923,56966432.59845913,96494976.42210722,0.0,117302185.21331601,13249036.289763894,30384.338823529408,3972944.6905497513,0.0,3972944.6905497513 
 06/05  11:00:00,305106660.75470144,381189.3306176466,69800904.9722542,96494976.42210722,0.0,125393877.52100833,13005328.169890586,30384.338823529408,3973732.3444868885,0.0,3973732.3444868885 
 06/05  12:00:00,318697531.52264524,0.0,88346015.65981689,96494976.42210722,0.0,120770053.34518413,13056101.75671352,30384.338823529408,3973117.667099866,0.0,3973117.667099866 
 06/05  13:00:00,311558546.0276364,0.0,90541236.80977054,96494976.42210722,0.0,111522404.99353582,12969543.46339937,30384.338823529408,3973073.3820760567,0.0,3973073.3820760567 
 06/05  14:00:00,206078811.74115607,0.0,87358701.34763323,28948492.926632166,0.0,76794131.8471234,12947101.280943727,30384.338823529408,3972210.4173625093,0.0,3972210.4173625093 
 06/05  15:00:00,202314851.66065893,0.0,88210141.94255108,28948492.926632166,0.0,72170307.67129923,12955524.781352945,30384.338823529408,3972168.172539142,0.0,3972168.172539142 
 06/05  16:00:00,203240786.74544287,0.0,87514421.649886,28948492.926632166,0.0,73326263.71525528,13421224.114845905,30384.338823529408,3972251.3103722106,0.0,3972251.3103722106 
 06/05  17:00:00,164019413.26293072,205437.18030242555,75504719.10667941,9649497.642210716,0.0,64832722.11700059,13796652.877914054,30384.338823529408,72000.0,0.0,72000.0 
 06/05  18:00:00,116041847.02164195,0.0,39085185.107331395,9649497.642210716,0.0,57896985.85326433,9379794.080011982,30384.338823529408,3971178.769906258,0.0,3971178.769906258 
 06/05  19:00:00,96673279.39359353,0.0,21787138.228115756,9649497.642210716,0.0,57896985.85326433,7309273.331179223,30384.338823529408,72000.0,0.0,72000.0 
 06/05  20:00:00,107547667.83429855,0.0,0.0,9649497.642210716,39970800.0,57896985.85326433,0.0,30384.338823529408,3971068.5066932137,0.0,3971068.5066932137 
 06/05  21:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  22:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,3970581.23628385,0.0,3970581.23628385 
 06/05  23:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  24:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,3970478.961158081,0.0,3970478.961158081 
 06/06  01:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  02:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  03:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,3970553.9070103983,0.0,3970553.9070103983 
 06/06  04:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  05:00:00,85341667.83429855,0.0,0.0,9649497.642210716,17764800.0,57896985.85326433,0.0,30384.338823529408,3970932.478865934,0.0,3970932.478865934 
 06/06  06:00:00,67576867.83429857,0.0,0.0,9649497.642210716,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  07:00:00,87366807.29890604,0.0,13651899.212049264,9649497.642210716,0.0,57896985.85326433,6138040.252558199,30384.338823529408,3970819.521898884,0.0,3970819.521898884 
 06/06  08:00:00,121514674.10825473,0.0,44730745.895118855,9649497.642210716,0.0,57896985.85326433,9207060.378837299,30384.338823529408,72000.0,0.0,72000.0 
 06/06  09:00:00,162252799.58737767,0.0,83533071.81196123,9649497.642210716,0.0,57896985.85326433,11142859.941117851,30384.338823529408,72000.0,0.0,72000.0 
 06/06  10:00:00,151136425.30596006,0.0,73828643.77159369,9649497.642210716,0.0,57896985.85326433,9730913.700067801,30384.338823529408,3970238.0069351816,0.0,3970238.0069351816 
 06/06  11:00:00,153750431.72276878,0.0,76656559.3682971,9649497.642210716,0.0,57896985.85326433,9517004.52017311,30384.338823529408,72000.0,0.0,72000.0 
 06/06  12:00:00,109458535.65314941,0.0,37577162.1422618,9649497.642210716,0.0,57896985.85326433,4304505.676589058,30384.338823529408,3971099.2964914637,0.0,3971099.2964914637 
 06/06  13:00:00,145777497.11897767,0.0,70583901.06577301,9649497.642210716,0.0,57896985.85326433,7616728.218906111,30384.338823529408,72000.0,0.0,72000.0 
 06/06  14:00:00,161796617.85026506,0.0,85335753.75699827,9649497.642210716,0.0,57896985.85326433,8883996.258968258,30384.338823529408,3970963.791867913,0.0,3970963.791867913 
 06/06  15:00:00,173701428.73941275,0.0,96269556.7434185,9649497.642210716,0.0,57896985.85326433,9855004.161695702,30384.338823529408,72000.0,0.0,72000.0 
 06/06  16:00:00,182690794.6784013,0.0,104489941.71699756,9649497.642210716,0.0,57896985.85326433,10623985.1271052,30384.338823529408,3970538.544392447,0.0,3970538.544392447 
 06/06  17:00:00,189967960.67090222,0.0,110821800.0242946,9649497.642210716,0.0,57896985.85326433,11569292.812309057,30384.338823529408,72000.0,0.0,72000.0 
 06/06  18:00:00,180244540.37474975,0.0,101541031.4697763,9649497.642210716,0.0,57896985.85326433,11126641.070674907,30384.338823529408,72000.0,0.0,72000.0 
 06/06  19:00:00,155253295.02055907,0.0,78647752.72630434,9649497.642210716,0.0,57896985.85326433,9028674.459956162,30384.338823529408,3970549.328867449,0.0,3970549.328867449 
 06/06  20:00:00,162471988.96607953,0.0,49111834.25270078,9649497.642210716,39970800.0,57896985.85326433,5812486.879080233,30384.338823529408,72000.0,0.0,72000.0 
 06/06  21:00:00,125682755.89714846,0.0,4434802.196216244,9649497.642210716,53294400.0,57896985.85326433,376685.8666336724,30384.338823529408,3970813.474664895,0.0,3970813.474664895 
 06/06  22:00:00,141393968.39647532,0.0,18639271.229008388,9649497.642210716,53294400.0,57896985.85326433,1883429.3331683618,30384.338823529408,72000.0,0.0,72000.0 
 06/06  23:00:00,120871267.83429855,0.0,0.0,9649497.642210716,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  24:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970903.8269397146,0.0,3970903.8269397146 
 06/07  01:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  02:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970523.372906133,0.0,3970523.372906133 
 06/07  03:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  04:00:00,140170263.11871997,0.0,0.0,9649497.642210716,53294400.0,77195981.13768573,0.0,30384.338823529408,3970709.3459123266,0.0,3970709.3459123266 
 06/07  05:00:00,114290160.76093072,0.0,0.0,19298995.284421433,17764800.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  06:00:00,256130346.85607135,93030.91765467374,145604475.901851,19298995.284421433,0.0,77195981.13768573,13907479.275634963,30384.338823529408,3970832.4577072253,0.0,3970832.4577072253 
 06/07  07:00:00,326606564.9886156,218472.27806397105,137859178.56137255,57896985.85326433,0.0,117654442.67614728,12947101.280943727,30384.338823529408,3973033.0090698227,0.0,3973033.0090698227 
 06/07  08:00:00,587030761.5105777,0.0,145837019.02973497,173690957.55979297,0.0,253451924.59275988,14020475.989466298,30384.338823529408,3975442.28025032,0.0,3975442.28025032 
 06/07  09:00:00,587649446.3820028,0.0,176643606.02150893,173690957.55979297,0.0,223397067.44990274,13887431.01197456,30384.338823529408,7879856.690078787,0.0,7879856.690078787 
 06/07  10:00:00,570236264.1055408,0.0,165784211.35308653,173690957.55979297,0.0,216461331.18616644,14269379.66767126,30384.338823529408,7880287.946371531,0.0,7880287.946371531 
 06/07  11:00:00,574589445.5667384,0.0,162885072.02971134,173690957.55979297,0.0,223397067.44990274,14585964.188507652,30384.338823529408,7882839.357398817,0.0,7882839.357398817 
 06/07  12:00:00,547266803.5747967,0.0,137744394.78783208,173690957.55979297,0.0,221437412.82482204,14363654.063525876,30384.338823529408,11792742.50771273,0.0,11792742.50771273 
 06/07  13:00:00,587585175.3150918,0.0,169092171.667297,173690957.55979297,0.0,229176847.66968298,15594814.079495272,30384.338823529408,7885123.739125619,0.0,7885123.739125619 
 06/07  14:00:00,585551337.8775854,0.0,179951983.87000385,173690957.55979297,0.0,216461331.18616644,15416680.922798485,30384.338823529408,7879247.177823141,0.0,7879247.177823141 
 06/07  15:00:00,569228096.0520692,0.0,163356287.29257286,173690957.55979297,0.0,216461331.18616644,15689135.674713286,30384.338823529408,7878308.384277655,0.0,7878308.384277655 
