Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE 1:Zone Outdoor Air Drybulb Temperature [C](Hourly),SURFACE 2:Surface Outside Face Temperature [C](TimeStep),SURFACE 4:Surface Outside Face Temperature [C](TimeStep),SURFACE 5:Surface Outside Face Temperature [C](TimeStep),SURFACE 6:Surface Outside Face Temperature [C](TimeStep),SURFACE 1:Surface Outside Face Temperature [C](TimeStep),SURFACE 3:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 2:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 4:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 1:Surface Outside Face Temperature [C](TimeStep) 
 06/07  20:15:00,,,26.431966452123863,26.214572142991035,25.733314906973046,29.251713662845287,18.0,21.526326384623736,22.57952446295519,22.62446625343705,22.61382375348228 
 06/07  20:20:00,,,26.335171934079717,26.139602012388337,25.66169348418796,29.099993913576824,18.0,21.426489957961174,22.51785482785425,22.563144377944127,22.55261726894753 
 06/07  20:25:00,,,26.238302950761533,26.06459311919619,25.590041453231606,28.948073033590408,18.0,21.326644183652874,22.45735183036254,22.502929430852305,22.492522739083427 
 06/07  20:30:00,,,26.14938191403694,25.99398631676398,25.52236370290607,28.810382197072578,18.0,21.23179559199373,22.39696742490713,22.442845224801715,22.43254570568456 
 06/07  20:35:00,,,26.0604084048096,25.923353766216405,25.454665065128133,28.67254282506119,18.0,21.13693647728193,22.33748530035257,22.38361845776518,22.373431631656103 
 06/07  20:40:00,,,25.97740054383217,25.85588011477046,25.389871959596263,28.545836086855473,18.0,21.04552520707473,22.27810011423611,22.324497502657437,22.314413615123158 
 06/07  20:45:00,,,25.894353170152996,25.7883875253733,25.325063221107044,28.419014018836883,18.0,20.95410260195159,22.219467653580864,22.266093322753022,22.256117340524497 
 06/07  20:50:00,,,25.8159738188507,25.723301546490532,25.262495744051055,28.301192528775356,18.0,20.86510597342329,22.16086686732092,22.20773052132597,22.197853508727576 
 06/07  20:55:00,,,25.73756343604879,25.658200791625447,25.19991593153059,28.18327849518705,18.0,20.776097507596727,22.102837812619782,22.149913221694987,22.140138295425345 
 06/07  21:00:00,23.575000000000003,23.38663094777276,25.662911451077584,25.59500399742551,25.13912400999771,28.072810814998356,18.0,20.6888284100964,22.04487731854624,22.092169163655456,22.082490768850278 
 06/07  21:05:00,,,25.59832648011325,25.542242766880587,25.088739679722906,27.972513003017525,18.0,20.625226976860773,22.025600285957353,22.0735675341586,22.063995718652677 
 06/07  21:10:00,,,25.538911586722293,25.493166158520715,25.041954455778615,27.880556867972818,18.0,20.567704761777737,22.00795129932004,22.056481616805513,22.046911691876517 
 06/07  21:15:00,,,25.479459610626314,25.44406536201462,24.995147759931786,27.788513656730654,18.0,20.510176481536618,21.990991568104505,22.040094828700944,22.030534834560456 
 06/07  21:20:00,,,25.425970948537188,25.399706935414972,24.953011435573597,27.70521844845331,18.0,20.4611792168931,21.974102024590934,22.02379780894273,22.014247719314085 
 06/07  21:25:00,,,25.372443373364476,25.355320545826224,24.910850324731182,27.621837799523295,18.0,20.412184720893983,21.95767589336134,22.00793688150287,21.99840264207222 
 06/07  21:30:00,,,25.323233653674926,25.31418006852224,24.87187889086196,27.545201767205114,18.0,20.368474876621363,21.94126265580951,21.992101322009603,21.98258072058485 
 06/07  21:35:00,,,25.273995173657184,25.273019780703113,24.832889923178822,27.468499476913234,18.0,20.324764736721622,21.925208150176672,21.97660146056404,21.967097368098848 
 06/07  21:40:00,,,25.22816183556951,25.234330099743175,24.796325431411155,27.397336024494628,18.0,20.284521843606658,21.909158646428182,21.961115734052328,21.951626208272216 
 06/07  21:45:00,,,25.182305548335705,25.19562494416099,24.759747260091785,27.32611822120575,18.0,20.244277037087663,21.89340255637785,21.9459044107183,21.936431012920764 
 06/07  21:50:00,,,25.139255781802927,25.158909887122068,24.725119792729693,27.259595413219998,18.0,20.206386984730205,21.877650870401453,21.930704643521835,21.921245896541507 
 06/07  21:55:00,,,25.09618695207244,25.1221820976115,24.690481083425578,27.193026708441536,18.0,20.168494086220615,21.862143212925844,21.915733102750835,21.906289775389382 
 06/07  22:00:00,23.300000000000008,23.111630947772763,25.05549202174867,25.08711223237544,24.65746565858767,27.13051137117634,18.0,20.1322491827148,21.8466402385543,21.900771979847832,21.891342976170677 
 06/07  22:05:00,,,25.008612657923063,25.040280260817187,24.615809021514725,27.052692475559933,18.0,20.175343852127224,21.85486703175104,21.917207883113406,21.907972828559423 
 06/07  22:10:00,,,24.96312096884278,24.99318518865959,24.574411706678163,26.976352503830665,18.0,20.232489127149215,21.8854115962514,21.95846199476341,21.949466543595406 
 06/07  22:15:00,,,24.918206984677692,24.946816785434073,24.533656070989558,26.900993041012157,18.0,20.28663852409612,21.924075800998708,22.005367500789134,21.996615771149095 
 06/07  22:20:00,,,24.87393310095934,24.89899566848818,24.49229177526076,26.825268648762645,18.0,20.360244418340827,21.964263176617465,22.052707790294562,22.044163070982336 
 06/07  22:25:00,,,24.830176587678675,24.851902843049746,24.45155740335314,26.750446294931926,18.0,20.430351150403737,22.00399443889404,22.098737311197,22.090333446519594 
 06/07  22:30:00,,,24.78783467177195,24.80504283933213,24.411451352568278,26.677200927382557,18.0,20.507263252753937,22.041279740404775,22.141723361060485,22.133407217732213 
 06/07  22:35:00,,,24.745949127682852,24.758875286029653,24.371938021341908,26.60475638310858,18.0,20.58074058561201,22.07739150258101,22.182787040482935,22.17458662177114 
 06/07  22:40:00,,,24.7057361050183,24.713691734314796,24.333581822515708,26.53463449709038,18.0,20.654625321931533,22.110577390642618,22.220476945646965,22.21238373239862 
 06/07  22:45:00,,,24.6659282415329,24.669158828631854,24.295777779688795,26.465228851969538,18.0,20.72538642278763,22.14265090948777,22.25643952834531,22.24846689219055 
 06/07  22:50:00,,,24.627851341571212,24.62597378347274,24.25936730130688,26.398421280383563,18.0,20.793482597360626,22.172312711928157,22.289632986917354,22.281771881660006 
 06/07  22:55:00,,,24.59013610483364,24.58339582691768,24.22346825633824,26.33225758725179,18.0,20.858840933305704,22.2007414140258,22.32111809970405,22.313376524709838 
 06/07  23:00:00,23.300000000000008,23.111630947772763,24.554122460196133,24.542337719536974,24.189055922837156,26.268753276013886,18.0,20.920303145797792,22.227173986148443,22.350318279305384,22.342689868497814 
 06/07  23:05:00,,,24.528670196643265,24.51707540932398,24.16750070360216,26.22346414307324,18.0,20.948387472147083,22.252955745996644,22.37217924235813,22.36450169526597 
 06/07  23:10:00,,,24.506542962468643,24.495694963474975,24.149305075425275,26.183644762836746,18.0,20.969756994011057,22.27602727075589,22.39108965064014,22.38336097046556 
 06/07  23:15:00,,,24.484369004010986,24.47423494493386,24.131042250556828,26.143735918417665,18.0,20.991304203130138,22.297235283077157,22.40830819975065,22.40052463460586 
 06/07  23:20:00,,,24.466492665305967,24.45807154213991,24.117254542099467,26.111018581472354,18.0,21.004490927569297,22.317466939366454,22.42470032507447,22.416865941164133 
 06/07  23:25:00,,,24.448574413783277,24.44184218905664,24.103411665880266,26.078217020070014,18.0,21.01778052143125,22.33132261691992,22.435452430034957,22.42756403383339 
 06/07  23:30:00,,,24.43349138122036,24.428838041802944,24.092333430239208,26.050114282240685,18.0,21.02692817573062,22.34519193633048,22.44637916638908,22.43844952985927 
 06/07  23:35:00,,,24.418376193915055,24.415783949454532,24.081213110940674,26.021947697506636,18.0,21.036146542609714,22.358690660266802,22.457027879192992,22.449048528106744 
 06/07  23:40:00,,,24.405384167358683,24.405007415565315,24.072068110886253,25.997274098042794,18.0,21.0431773036812,22.372353198337976,22.467822131992136,22.459795515065025 
 06/07  23:45:00,,,24.392366049430073,24.394190818010138,24.062889306931883,25.97254863966654,18.0,21.050261652372058,22.385417237333854,22.478158731644726,22.470076142444384 
 06/07  23:50:00,,,24.38105221826796,24.385126074073735,24.05524378644785,25.950611590081294,18.0,21.05616380221103,22.398544067452406,22.488558497551992,22.48042276940123 
 06/07  23:55:00,,,24.369716686979647,24.37602832124251,24.047570482458983,25.928631017469176,18.0,21.06211043398548,22.411211424598207,22.49861122968764,22.4904168020949 
 06/07  24:00:00,23.300000000000008,23.111630947772763,24.35980796828751,24.368352558298007,24.041150536058538,25.908974236215155,18.0,21.06741759822969,22.42393574220273,22.508729355746254,22.500478298755013 
 06/08  00:05:00,,,24.32290396268588,24.331465086526133,24.00553933876671,25.862182636631402,18.0,21.000084804369592,22.350776411862228,22.434951033277684,22.42663472996867 
 06/08  00:10:00,,,24.28190231406593,24.29028373287678,23.96549213721447,25.812082476600082,18.0,20.920358360538014,22.2679488939134,22.350252629519105,22.342001585295975 
 06/08  00:15:00,,,24.241015697460742,24.24928933920743,23.925634996541923,25.76208717673888,18.0,20.840710850029083,22.183847854238536,22.26409699467382,22.25591524299898 
 06/08  00:20:00,,,24.192669488472117,24.20058967230408,23.877958447748668,25.705290583914124,18.0,20.74243448758684,22.09962614340725,22.177792380247126,22.169676775381845 
 06/08  00:25:00,,,24.144437345903945,24.152062256753613,23.830455782850855,25.648604583848684,18.0,20.644041730471713,22.014956422265413,22.09110384463179,22.083046161249626 
 06/08  00:30:00,,,24.091973974493825,24.09931035974825,23.778630106529146,25.58827548008961,18.0,20.535439684684142,21.930269425284735,22.0044086603948,21.99641204978559 
 06/08  00:35:00,,,24.039608253520058,24.046708399874202,23.72695662284624,25.52803684304715,18.0,20.42662540156379,21.8452664416331,21.917451450906242,21.909511124473397 
 06/08  00:40:00,,,23.984471771985504,23.9914225860488,23.67251280862376,25.465554695294788,18.0,20.311591371533506,21.760303269440158,21.83054134184374,21.82265997045897 
 06/08  00:45:00,,,23.929424413222712,23.936274466470206,23.618209076182428,25.40315341745246,18.0,20.19627960469254,21.675063700447936,21.7434031243439,21.73557672165009 
 06/08  00:50:00,,,23.872399184129456,23.879266663673338,23.56196888981011,25.33924836707644,18.0,20.076844577211723,21.589863911970383,21.6563125382703,21.648543404388022 
 06/08  00:55:00,,,23.815458038742193,23.82238892566829,23.505861129036056,25.275419012218578,18.0,19.957083056529807,21.504438554015906,21.56903721675974,21.561322313885853 
 06/08  01:00:00,22.704166666666666,22.51579761443942,23.757023558624354,23.764150364181496,23.44832357336887,25.126681116009596,18.0,19.834341031479575,21.419053636488798,21.481810929311507,21.47415215514377 
 06/08  01:05:00,,,23.719470028636405,23.72757162378078,23.412438577989708,25.167015679325015,18.0,19.773897626976833,21.405471922401375,21.464818211514512,21.45722049038801 
 06/08  01:10:00,,,23.684921097201734,23.69414435891889,23.379647873908624,25.126059658609382,18.0,19.722468257886636,21.39535016297259,21.450925662871214,21.44329038294785 
 06/08  01:15:00,,,23.650383456259807,23.66073834699191,23.34688149074784,25.085559910085646,18.0,19.670927533623782,21.386195759310624,21.43804390176757,21.430360933303973 
 06/08  01:20:00,,,23.62164156810931,23.63324900205745,23.319976230470704,25.051068333224098,18.0,19.635116466048306,21.377550115476936,21.425746985437968,21.41801603096428 
 06/08  01:25:00,,,23.592912824179567,23.605792714688974,23.29310785906124,25.01657408280528,18.0,19.599374800556028,21.369277959551823,21.413913620171,21.4061374739789 
 06/08  01:30:00,,,23.56758741589901,23.581787987000958,23.269640264614665,24.985820038531283,18.0,19.57239071193106,21.361311508173458,21.40249300092728,21.394670545022564 
 06/08  01:35:00,,,23.542292312029016,23.557837396836188,23.246229794239397,24.955084040490988,18.0,19.545564471172895,21.353630690606906,21.391467836050367,21.38359937726011 
 06/08  01:40:00,,,23.51933711017711,23.536266846550813,23.22515243330743,24.926984070359364,18.0,19.524125872592485,21.346235938754205,21.380844530330933,21.372928386083572 
 06/08  01:45:00,,,23.496422179025288,23.514763050516127,23.204144392769642,24.898914497466023,18.0,19.502903369608518,21.339118767700995,21.370617045247343,21.362652542693013 
 06/08  01:50:00,,,23.47528326337289,23.495082768903202,23.184915979163947,24.872890792321442,18.0,19.485265377121213,21.332296543413577,21.36080593951283,21.35279124043251 
 06/08  01:55:00,,,23.454191630402626,23.475478187780244,23.16576557879677,24.846906011580913,18.0,19.467885770882468,21.32576082147807,21.351406068811798,21.343339957297644 
 06/08  02:00:00,21.929166666666664,21.74079761443942,23.43454101425771,23.457373370141244,23.148073650488353,24.822611452658382,18.0,19.45309334948432,21.31953511974109,21.34244325000168,21.334323719019892 
 06/08  02:05:00,,,23.420832486543485,23.440796436363435,23.134081404294744,24.798620635141297,18.0,19.50990423355276,21.362556354542903,21.38435246244228,21.376353176747443 
 06/08  02:10:00,,,23.409923681091193,23.42634556901933,23.122583248359984,24.776624557204496,18.0,19.58082315793792,21.41134899406984,21.433358552336472,21.425407905748898 
 06/08  02:15:00,,,23.399413261668982,23.41250678953767,23.11166477976605,24.755141750214673,18.0,19.650695490656922,21.460672410133043,21.482998918067665,21.475105856773837 
 06/08  02:20:00,,,23.39244714383791,23.448047306795296,23.103772892235774,24.655529102452757,18.0,19.73962856935627,21.509876412607127,21.520552805409125,21.524626406322 
 06/08  02:25:00,,,23.385831699375608,23.43947315325831,23.09641273204588,24.63199940037343,18.0,19.827016804543426,21.558948034674756,21.56875540400847,21.57392401737036 
 06/08  02:30:00,,,23.382039461594974,23.44338395851165,23.091710573216094,24.593579089368564,18.0,19.922924332890176,21.60791375737324,21.61755805784952,21.623021478812348 
 06/08  02:35:00,,,23.37856396296241,23.44753832383303,23.087499602740102,24.55605875876027,18.0,20.017122756000553,21.656611593037837,21.666225784391713,21.67177933840685 
 06/08  02:40:00,,,23.377516349032497,23.450443805991018,23.08572067491523,24.526390007001467,18.0,20.114380763632337,21.705524162287816,21.715103614666532,21.720628171359635 
 06/08  02:45:00,,,23.376755981480798,23.453627660692568,23.08439549146609,24.49743990566698,18.0,20.209949919996966,21.753940066324162,21.763517070386,21.768950407710236 
 06/08  02:50:00,,,23.378157411637815,23.45734477902953,23.085327339700463,24.47309095722073,18.0,20.30569386726478,21.802625178421522,21.812172602557325,21.817413909403683 
 06/08  02:55:00,,,23.379820383727466,23.461317494664122,23.086678399385818,24.449409818895393,18.0,20.39985267059931,21.850790524661647,21.86033834029456,21.86534571818288 
 06/08  03:00:00,21.97083333333333,21.782464281106087,23.383443815561158,23.466365058760314,23.090135594309647,24.429186222070584,18.0,20.492736533002745,21.89924745456068,21.90876756342766,21.913441625481767 
 06/08  03:05:00,,,23.370031570709738,23.454744458342795,23.0768056533864,24.4031548161996,18.0,20.494134189246267,21.87889776455262,21.88853836080807,21.894002236083736 
 06/08  03:10:00,,,23.354848076501764,23.44088848633975,23.06196808293128,24.378354234115477,18.0,20.481235196310763,21.842061504878302,21.85170833079485,21.85557249778708 
 06/08  03:15:00,,,23.339785589913877,23.427160684795975,23.047320066021676,24.353676245273974,18.0,20.468806790190257,21.807772464324444,21.81743243977826,21.819963891716043 
 06/08  03:20:00,,,23.32070932082152,23.4091765810086,23.029057413468117,24.329011393355746,18.0,20.43501633320914,21.773550640771305,21.783243023624095,21.784518500508057 
 06/08  03:25:00,,,23.3017493602645,23.391314956422104,23.010967729186884,24.30447509438434,18.0,20.40129676080422,21.739413090356948,21.749132147317823,21.749206281373233 
 06/08  03:30:00,,,23.28073196620128,23.371212089046892,22.99116372912598,24.28037507077527,18.0,20.35645137178394,21.70541756670582,21.715163754866467,21.71407221847096 
 06/08  03:35:00,,,23.259822359287266,23.35122239511755,22.971520977865794,24.256407745557013,18.0,20.311486074560236,21.67138621323926,21.681163484286003,21.678961018744246 
 06/08  03:40:00,,,23.237722757467143,23.329902774744486,22.950983645479056,24.233030262720963,18.0,20.25999643587081,21.637458111835997,21.647268004820432,21.643994196976223 
 06/08  03:45:00,,,23.215728338978167,23.308693199781604,22.930603099349778,24.20979148628272,18.0,20.20825941799753,21.603536366326352,21.613399171027766,21.609102190700867 
 06/08  03:50:00,,,23.193009870882914,23.2866512266585,22.909761696062883,24.18721647254856,18.0,20.152295296677,21.569743248623638,21.57963724527326,21.57436700268778 
 06/08  03:55:00,,,23.17039693676921,23.264719293779667,22.889076204885683,24.164786967243696,18.0,20.095988022600878,21.535982222751954,21.545908324577226,21.53972099274887 
 06/08  04:00:00,21.929166666666664,21.74079761443942,23.147344870461907,23.242263057683346,22.86819361226759,24.143067591173114,18.0,20.036629213351784,21.502335561819336,21.51229509121663,21.50524146963528 
 06/08  04:05:00,,,23.12181134138485,23.21744526628349,22.84568193455278,24.122375173284063,18.0,19.953749975162957,21.453165298145905,21.4632021603079,21.456125622788818 
 06/08  04:10:00,,,23.095636169907618,23.191946995935126,22.82297223011835,24.102821556746445,18.0,19.863308256067903,21.402366104754037,21.412460778812488,21.40527320814465 
 06/08  04:15:00,,,23.069715620730722,23.16671264786524,22.800605029648302,24.083650677316967,18.0,19.7712752700323,21.35127464409021,21.36143495150202,21.35410053639606 
 06/08  04:20:00,,,23.043065176141237,23.140741290252937,22.77806829551724,24.065911177940883,18.0,19.668584098951154,21.30012840978884,21.31035879921228,21.302853007730278 
 06/08  04:25:00,,,23.494453245424037,23.846186662231375,22.85403568066145,24.14658173641364,18.0,19.748266185344452,21.658209715020803,21.854133191981077,21.349515530975623 
 06/08  04:30:00,,,23.600678760580614,24.042556060233238,22.863912440111413,24.162330497125975,18.0,19.698299736964806,21.677945935100638,21.901160183034904,21.35120747451134 
 06/08  04:35:00,,,23.964240438364186,24.68401471112254,22.89499177872441,24.199389816626603,18.0,19.70369429798252,21.89520398913146,22.282542216859156,21.351603840217365 
 06/08  04:40:00,,,24.490843144760195,25.65948741297924,22.938910349566694,24.25023936796968,18.0,19.72579658795444,22.2616433970137,22.929389752245243,21.38922756006457 
 06/08  04:45:00,,,24.88858240356475,26.44325366974339,22.976750465008784,24.295039749458947,18.0,19.764933114001487,22.54100746464161,23.438357810294292,21.43266607042733 
 06/08  04:50:00,,,25.387023558999463,27.46407463868915,23.02690711056582,24.353028154478103,18.0,19.845372517274935,22.8152357404648,23.987603318383776,21.473263198713255 
 06/08  04:55:00,,,25.826588512041067,28.399207663187514,23.07931384270584,24.413256157729556,18.0,19.94632809552376,23.051840688229845,24.46790424647753,21.52035193742904 
 06/08  05:00:00,21.375,21.186630947772755,26.248550185156624,29.35821962155379,23.14101800966878,24.483520125068946,18.0,20.10028684407979,23.25139075175656,24.88190255551433,21.56491347156873 
 06/08  05:05:00,,,26.66087709215322,30.304784880074383,23.21411909388887,24.55253078969558,18.0,20.364929320959842,23.513338408349398,25.32179098617246,21.70898978454062 
 06/08  05:10:00,,,27.055151144037758,31.276369099652975,23.298007440870677,24.63031837293811,18.0,20.697434081982365,23.775528301031557,25.761272300684254,21.861306409693213 
 06/08  05:15:00,,,27.438683045876115,32.2474239436397,23.383383851267794,24.709597759336475,18.0,21.038535220145857,24.030317570732848,26.195680013029346,22.016746104889194 
 06/08  05:20:00,,,27.805181125693885,33.24536233256777,23.48029470444358,24.796722630199387,18.0,21.45132263876886,24.26461313825348,26.623278376252188,22.172783464581585 
 06/08  05:25:00,,,28.252889499966724,34.412791385694575,23.619531195773213,24.926155426248123,18.0,21.870136000548676,24.56860370509014,27.19151549212546,22.372567155363413 
 06/08  05:30:00,,,28.608632320966773,35.472402415027204,23.737703559067636,25.0324061149815,18.0,22.35006213651464,24.781886574862824,27.61026619510767,22.540524897486648 
 06/08  05:35:00,,,28.874532254187365,36.341063109377224,23.84075117775837,25.123688323292797,18.0,22.77172188643354,24.902932176482068,27.885519004150524,22.685753104111768 
 06/08  05:40:00,,,29.098421142060857,37.17829624354933,23.945906387607142,25.21578364042041,18.0,23.21883565703128,25.006382777883914,28.15004469995432,22.820925182322583 
 06/08  05:45:00,,,29.315741961255256,38.010138112559474,24.051856573721118,25.308773419031148,18.0,23.667220862442477,25.100578355556536,28.41018468557752,22.956272333815946 
 06/08  05:50:00,,,29.485601346143348,38.788664695269794,24.15868324820997,25.40181279416913,18.0,24.121878705929806,25.186302050644485,28.666588196770135,23.092007483120938 
 06/08  05:55:00,,,29.646542917294802,39.55376684754381,24.265893811509947,25.495344404973583,18.0,24.577378115854337,25.26002772432105,28.91205661585127,23.226404840119244 
 06/08  06:00:00,22.02083333333333,21.832464281106084,29.77477519606617,40.29492047834914,24.376262478121625,25.59149410350629,18.0,25.03895615337045,25.328353340630485,29.16624938573176,23.3618058013501 
 06/08  06:05:00,,,29.919213674328052,41.06491169253833,24.50482703650202,25.708538914776017,18.0,25.55837376716541,25.448476300711434,29.488078604682528,23.552556022442047 
 06/08  06:10:00,,,30.038270178441188,41.819555704860356,24.640402226080624,25.832672026309705,18.0,26.097786844438744,25.431635886163406,29.630465576491474,23.670436020827765 
 06/08  06:15:00,,,30.151336395824295,42.56869184496748,24.77659331299957,25.9574514033692,18.0,26.641336577014922,25.411243718605988,29.808139889409574,23.75707884902829 
 06/08  06:20:00,,,30.244357748164614,43.30974317811537,24.922080851654883,26.092020894125433,18.0,27.211463200085735,25.45799488965838,30.07703016367435,23.892010771487833 
 06/08  06:25:00,,,30.331533976768426,44.04459881768853,25.06812531475101,26.227172584941396,18.0,27.785181662743884,25.542688095606707,30.38149821147124,24.06877846590811 
 06/08  06:30:00,,,30.397479696880307,44.76796358810023,25.221310039715434,26.369704432927147,18.0,28.37856223122333,25.61444194528383,30.67079131897185,24.242856674565815 
 06/08  06:35:00,,,30.446744773636745,45.36706118603464,25.389075210306903,26.526829789225104,18.0,28.942678612598723,25.67428402702774,30.86953818985205,24.425875127388792 
 06/08  06:40:00,,,30.475284406174623,45.93061874319181,25.564823464817067,26.69206469408794,18.0,29.51121335537868,25.73119236677769,31.07090109983119,24.605874004838938 
 06/08  06:45:00,,,30.501341349868365,46.487685322350906,25.740159437710528,26.856918570908807,18.0,30.077547345884724,25.790291105327015,31.27042663854411,24.78694100002292 
 06/08  06:50:00,,,30.50722613476077,46.992562575833134,25.9239183103093,27.03029235108033,18.0,30.639744106717576,25.850981702535933,31.465976399785575,24.96741978072339 
 06/08  06:55:00,,,30.510877458114514,47.49145171131849,26.107218696639727,27.203238926391776,18.0,31.19963098436975,25.91541580709412,31.65825016970723,25.148298858594956 
 06/08  07:00:00,23.991666666666664,23.80329761443942,30.497644351940547,47.95135182363455,26.296229111392467,27.381985691971597,18.0,31.75531806326572,25.98376794257507,31.84630833141864,25.32864522817431 
 06/08  07:05:00,,,30.506597959340237,48.46082865180049,26.504182893572214,27.583471268118693,18.0,32.420434266815676,26.112991966219056,32.131518889457084,25.57602878754068 
 06/08  07:10:00,,,30.504663628029608,48.9479466506714,26.720174665606436,27.793747195595945,18.0,33.10933529275682,26.248799907241562,32.40328223039489,25.81264509213048 
 06/08  07:15:00,,,30.500006102958967,49.42920281920019,26.9356139275252,28.00344389437248,18.0,33.8038810699102,26.391070857133286,32.66992680216589,26.047651972821598 
 06/08  07:20:00,,,30.488372568580417,49.89842080597628,27.16044465718267,28.223712077639114,18.0,34.53755076338685,26.541400556300573,32.931974137111865,26.282062760697443 
 06/08  07:25:00,,,30.474141406590505,50.36138785046314,27.38472676713215,28.443404953891893,18.0,35.27703406186807,26.7015999433836,33.18962888946464,26.516279101875227 
 06/08  07:30:00,,,30.450587971327664,50.807221650688604,27.615371246635494,28.67016510425713,18.0,36.045871339217506,26.872820022239694,33.442515987375145,26.750010534689807 
 06/08  07:35:00,,,30.39308746007817,51.134803813583964,27.816330323829476,28.867251658122587,18.0,36.726167715895116,27.031388182183377,33.60168067809366,26.948606283628465 
 06/08  07:40:00,,,30.321717199565573,51.424645634895086,28.016328278632052,29.06390961318851,18.0,37.410686132018085,27.200563676667684,33.76366011639669,27.1528476185797 
 06/08  07:45:00,,,30.316604566322642,51.710543377321805,28.280750282820556,29.26013668788566,18.0,38.09803813638828,27.395754172883585,33.92374152003606,27.370303647954188 
 06/08  07:50:00,,,30.38008364336148,51.94388655052357,28.6234372321852,29.45135002334823,18.0,38.775025034965154,27.60037036626187,34.08165833549117,27.619506163690744 
 06/08  07:55:00,,,30.442519090898877,52.173695562424854,28.96458729585043,29.64212692573986,18.0,39.45462574606846,27.80487815946219,34.2358591591759,27.870171816025504 
 06/08  08:00:00,26.516666666666666,26.32829761443942,30.543950690370334,52.36464798812607,29.351931135483895,29.83068533480077,18.0,40.1321254681962,28.009231106371033,34.386503385287824,28.131910642433013 
 06/08  08:05:00,,,30.604667418733257,52.46991522714275,29.69527590668185,29.975212919108046,18.0,40.58962361990899,28.136881491964232,34.41417071139972,28.308821338908444 
 06/08  08:10:00,,,30.678183148136153,52.52820758712226,30.055035985554724,30.109832924575755,18.0,41.000363431169866,28.226800360953234,34.40619517385801,28.466817957913463 
 06/08  08:15:00,,,30.751363231145938,52.583115129520664,30.411744077037984,30.24401545233816,18.0,41.406335557266004,28.306668150581004,34.385156353316404,28.622748440402574 
 06/08  08:20:00,,,30.82463151605738,52.58415310781061,30.769774451856122,30.363579937198082,18.0,41.74022967893275,28.38647831453551,34.363479745970665,28.78361565011835 
 06/08  08:25:00,,,30.897625770973526,52.582147614472554,31.124721852816528,30.48278166524566,18.0,42.07027793236602,28.465184688505985,34.33940026537056,28.947173449039383 
 06/08  08:30:00,,,30.971630265484176,52.5387302762826,31.48021616555317,30.59301682738968,18.0,42.354843161872594,28.54377240167912,34.313912523744875,29.113208211611322 
 06/08  08:35:00,,,31.065472593301976,52.57478567389182,31.862697024399495,30.72257457400359,18.0,42.72092289129294,28.63825897845652,34.34393055180476,29.30800455577662 
 06/08  08:40:00,,,31.16416010784246,52.58803081395112,32.251751768430985,30.849546947062336,18.0,43.07169609011969,28.73555580407981,34.37397130883198,29.5006527766393 
 06/08  08:45:00,,,31.26237859144995,52.595008744042346,32.63901127573253,30.975970425344272,18.0,43.4195121408969,28.83229259568685,34.39650544366043,29.69381587889461 
 06/08  08:50:00,,,31.367553168447976,52.5921063247843,33.03570508872,31.10348122837386,18.0,43.769205181032035,28.928511769733234,34.419958506704006,29.887125755487943 
 06/08  08:55:00,,,31.472223880152196,52.58258709756967,33.430334773818245,31.230417955765446,18.0,44.11566168009181,29.02438830133258,34.44186091250208,30.080181381107934 
 06/08  09:00:00,28.39583333333333,28.207464281106084,31.581003128552204,52.55425121915728,33.82995575128031,31.356822866532372,18.0,44.4583468732104,29.119702498630545,34.46147387827773,30.272281964932745 
 06/08  09:05:00,,,31.679541373235534,52.49099466046232,34.209936360647525,31.46999382835978,18.0,44.70823169683028,29.191953165205916,34.44793627504578,30.424257583846497 
 06/08  09:10:00,,,31.778616878665922,52.4003977216968,34.58767203462108,31.57922388138757,18.0,44.935107038735254,29.26091264562001,34.42027233237093,30.58211702669678 
 06/08  09:15:00,,,31.877047387423765,52.30393616680327,34.96179701454192,31.687569296835797,18.0,45.15761343995321,29.328754287765946,34.3913561391131,30.726326687082747 
 06/08  09:20:00,,,31.973855559949513,52.17493663169103,35.329100209822705,31.790127227013006,18.0,45.3473189047253,29.395602670975336,34.35982144296577,30.87728517958635 
 06/08  09:25:00,,,32.07004126697984,52.0402536536788,35.69271519466516,31.891860526480738,18.0,45.53328415992176,29.46152278661225,34.325381217159816,31.014230249839272 
 06/08  09:30:00,,,32.165131133605044,51.87576717418225,36.04956891399049,31.989150853649434,18.0,45.6971651269346,29.52646700672085,34.28761702060581,31.157658510283795 
 06/08  09:35:00,,,32.27117548031294,51.47805832591507,36.31324196821036,32.09680691895372,18.0,45.554438153278134,29.599527195219366,34.08423800330257,31.2323552731483 
 06/08  09:40:00,,,32.37587946813025,51.022917239438,36.54348632047453,32.20023845899509,18.0,45.343234986567886,29.663684858388933,33.88071313541735,31.29454951868206 
 06/08  09:45:00,,,32.47744774917192,50.57507513373425,36.76123673947554,32.30045400218624,18.0,45.12719866342638,29.724627335384582,33.67822182314285,31.346110770803534 
 06/08  09:50:00,,,32.57763481732533,50.05036860728742,36.93075593627206,32.39678899528892,18.0,44.821214077514206,29.7827217941624,33.47729078232419,31.38784153717279 
