Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE 1:Zone Outdoor Air Drybulb Temperature [C](Hourly),SURFACE 2:Surface Outside Face Temperature [C](TimeStep),SURFACE 4:Surface Outside Face Temperature [C](TimeStep),SURFACE 5:Surface Outside Face Temperature [C](TimeStep),SURFACE 6:Surface Outside Face Temperature [C](TimeStep),SURFACE 1:Surface Outside Face Temperature [C](TimeStep),SURFACE 3:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 2:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 4:Surface Outside Face Temperature [C](TimeStep),SUB SURFACE 1:Surface Outside Face Temperature [C](TimeStep) 
 06/01  01:20:00,,,18.809977562766107,19.586603244881715,19.65463488231473,21.7363068215055,18.0,16.860885091668052,18.38307182481708,18.449996599815222,18.442599862724308 
 06/01  01:25:00,,,18.85202918049907,19.63159602561418,19.703415996602434,21.754773695450954,18.0,16.952487861015733,18.400833125861993,18.466794939189242,18.45939007410493 
 06/01  01:30:00,,,18.88199167297934,19.66346791452592,19.73762619820905,21.761878208121963,18.0,17.011532065386195,18.413837868972337,18.48151314729222,18.47413037573375 
 06/01  01:35:00,,,18.911950985787797,19.6953579350732,19.77185754143091,21.769020260692685,18.0,17.070355196712917,18.42805058891929,18.498996482626865,18.49162203144192 
 06/01  01:40:00,,,18.93457966898411,19.719070810142302,19.797082403000957,21.769566193005687,18.0,17.11128645975112,18.442376162959363,18.512822478379462,18.50543046881478 
 06/01  01:45:00,,,18.95720596386178,19.742795302537214,19.822320688817673,21.77013849670429,18.0,17.152092413241103,18.456248547603423,18.52758320069711,18.52020450141731 
 06/01  01:50:00,,,18.97494428949147,19.760948746047376,19.841471932656617,21.766521379707036,18.0,17.182653809022426,18.46989850095588,18.54224520197016,18.534868313359084 
 06/01  01:55:00,,,18.992681268915444,19.77911065422521,19.860632827583625,21.762925469942854,18.0,17.213138682822233,18.48321466079574,18.556538006482015,18.549155666847582 
 06/01  02:00:00,18.154166666666665,17.96579761443942,19.00694558123806,19.793243632604522,19.796789411352123,21.75650755324744,18.0,17.237538790295837,18.496295989166015,18.570571430484165,18.50156162269434 
 06/01  02:05:00,,,19.018768516004837,19.80517248982641,19.888203280616736,21.748554048925193,18.0,17.25452573952743,18.502860845534713,18.57754880774678,18.565539453574843 
 06/01  02:10:00,,,19.02754027226169,19.813617869080932,19.89694447416205,21.738313653618945,18.0,17.26661270639429,18.50871079723447,18.583937599051126,18.574249049765626 
 06/01  02:15:00,,,19.036315165097843,19.82207075084162,19.905873382532004,21.728080228146414,18.0,17.27868400722537,18.51307922315226,18.588831442748415,18.58047520143583 
 06/01  02:20:00,,,19.042368175566995,19.82745064796409,19.911511078737387,21.71593256219644,18.0,17.286655040963275,18.516986183877293,18.59328404614007,18.585506051750826 
 06/01  02:25:00,,,19.0484240688573,19.832837278132292,19.917156246766616,21.703790616586623,18.0,17.294613778393764,18.52052416255998,18.597337715743265,18.589795248694145 
 06/01  02:30:00,,,19.052474449059442,19.83590190855486,19.920364065021452,21.690295001636617,18.0,17.300130315715826,18.523864779520977,18.601182830502182,18.593737355863084 
 06/01  02:35:00,,,19.056526988537666,19.83897167426422,19.9235774678885,21.676803296803055,18.0,17.305639676846706,18.52693192537447,18.60471393008504,18.597307005714413 
 06/01  02:40:00,,,19.059014386847114,19.84020005464156,19.92485791299331,21.66230856160267,18.0,17.309600701440026,18.52984758477828,18.608079160074567,18.600689289922514 
 06/01  02:45:00,,,19.061503490256108,19.841432529486198,19.926142811152605,21.647816596502867,18.0,17.313557248565896,18.53252415129174,18.611165806521058,18.603782505395998 
 06/01  02:50:00,,,19.062732047595535,19.841164698925898,19.925855083557074,21.632563516842282,18.0,17.316487787141543,18.53507107305427,18.614109631735232,18.60673050156879 
 06/01  02:55:00,,,19.063961988426723,19.840900210125405,19.92557098506915,21.617312418265644,18.0,17.319415395423352,18.53740234275932,18.616801127746783,18.60942366637795 
 06/01  03:00:00,18.199999999999996,18.01163094777275,19.064155997596263,19.839391649858904,19.923985158900507,21.601476507347506,18.0,17.321636642949674,18.539619401108098,18.619366864987455,18.61199168004174 
 06/01  03:05:00,,,19.06677728838502,19.84009123360438,19.924593068794955,21.587248663273428,18.0,17.331157014393714,18.54718142238056,18.627720729014868,18.62034927723812 
 06/01  03:10:00,,,19.06900933935686,19.84019312496842,19.924553686724646,21.572891788173695,18.0,17.341336656039378,18.556407815986177,18.637637053273238,18.63025904346557 
 06/01  03:15:00,,,19.07124594306236,19.84029950949128,19.92451901563396,21.558549827874778,18.0,17.351514475315252,18.566076882485163,18.647896284824242,18.640510820398617 
 06/01  03:20:00,,,19.073499081694568,19.840232195338963,19.92426801585485,21.54436871273339,18.0,17.363035063477916,18.575893933168743,18.65826270931541,18.65087160297543 
 06/01  03:25:00,,,19.075756312422598,19.84016848169649,19.924020797390956,21.53020154053394,18.0,17.374553146733188,18.585670596857994,18.66855125110851,18.66115490307527 
 06/01  03:30:00,,,19.07784873261799,19.839793584938324,19.92342834833161,21.516090452725127,18.0,17.38666468498406,18.595419729125297,18.678800395719918,18.67139973634096 
 06/01  03:35:00,,,19.079945537071378,19.839422676695104,19.922840070021717,21.501993565839246,18.0,17.39877057593753,18.6050412761561,18.688893402757344,18.681487619252266 
 06/01  03:40:00,,,19.081837548517864,19.838725593449304,19.921897781943176,21.487936103252405,18.0,17.41114168696359,18.614633136356417,18.698956465204787,18.691547013276477 
 06/01  03:45:00,,,19.08373410930657,19.838032622509107,19.920959783512366,21.47389284939452,18.0,17.423505783407236,18.624121359461924,18.708895754408672,18.70148223403646 
 06/01  03:50:00,,,19.08543047263607,19.837036235657642,19.91969533647363,21.45989863700716,18.0,17.435977470671535,18.63355646269156,18.718776965870006,18.711359881276167 
 06/01  03:55:00,,,19.087131500286098,19.83604399626074,19.91843520809654,21.445918560456906,18.0,17.44844154360471,18.642900862699435,18.728551585206333,18.721130683619094 
 06/01  04:00:00,18.254166666666666,18.065797614439422,19.088652493844663,19.83478315700722,19.91688728163913,21.432005236086507,18.0,17.46093657176025,18.652197682744827,18.73827440368308,18.730850110645974 
 06/01  04:05:00,,,19.07789181605031,19.822742724871848,19.904644211289483,21.410347170760552,18.0,17.43839003832559,18.633744170745956,18.718528293064708,18.71108553116312 
 06/01  04:10:00,,,19.06469582835003,19.8083569334888,19.89005738279087,21.387344671719934,18.0,17.410433342115404,18.597826216939552,18.682861760356616,18.675449007250393 
 06/01  04:15:00,,,19.051598993389423,19.794031207981714,19.875530658087396,21.36441170943905,18.0,17.38258131935907,18.572765204501593,18.650165434939424,18.642778646568445 
 06/01  04:20:00,,,19.034780343024885,19.776140348681988,19.857452557573918,21.33931656836036,18.0,17.34660758085946,18.533654445382467,18.6177601434822,18.610401407172503 
 06/01  04:25:00,,,19.13666194239793,19.915314328762076,19.916400752042623,21.38807497042761,18.0,17.447670129689538,18.58230862863809,18.70401897899103,18.641555010312402 
 06/01  04:30:00,,,19.130479166557727,19.903358643806726,19.92035057039908,21.384423200107566,18.0,17.442893272482213,18.561584302724782,18.666966531557364,18.630255295037728 
 06/01  04:35:00,,,19.1624805679076,19.94986007373571,19.939376311332104,21.395319162186485,18.0,17.46677309658358,18.549930833661506,18.66552845622175,18.619325198447427 
 06/01  04:40:00,,,19.18359111843723,19.97858181367222,19.957026861286614,21.405462381833825,18.0,17.486842130710738,18.539807256974996,18.662296506037137,18.61031656140608 
 06/01  04:45:00,,,19.203540642582794,20.00486709935506,19.974920811259082,21.41590436745171,18.0,17.507389365288216,18.52913557499403,18.65661056228305,18.60139029999982 
 06/01  04:50:00,,,19.22570733163383,20.033586422917775,19.99593300220642,21.429788972161248,18.0,17.531416005441983,18.51816387947349,18.649642894555654,18.59254841277766 
 06/01  04:55:00,,,19.24744214347745,20.061030518172455,20.017103378897595,21.44389440660093,18.0,17.5568085156263,18.50718298191441,18.641883040840526,18.58407324827681 
 06/01  05:00:00,18.02916666666667,17.840797614439424,19.267731512168034,20.083190932105058,20.040523408391017,21.460588620236614,18.0,17.585169119001932,18.494818882951733,18.63004286905209,18.575607210223325 
 06/01  05:05:00,,,19.242637586897672,20.06754802441427,20.024466472617224,21.404694336362322,18.0,17.54967896197463,18.375332754033366,18.52076797397956,18.47064181360645 
 06/01  05:10:00,,,19.207074854044603,20.04285018436826,20.00110652614091,21.33536535921203,18.0,17.49992116238391,18.250275081588654,18.408754600679288,18.36159758980125 
 06/01  05:15:00,,,19.17002347992715,20.018321742482993,19.976812218447126,21.264847222177963,18.0,17.445370307814102,18.12502451808325,18.297650874691158,18.252610379356042 
 06/01  05:20:00,,,19.117223619075236,19.981226551350485,19.939825996739867,21.172422333453483,18.0,17.37059680545277,17.99923961429556,18.18657733575492,18.142981769710616 
 06/01  05:25:00,,,19.063092473966986,19.944058045139045,19.902097736977783,21.079299880021605,18.0,17.29248144914917,17.872579568319566,18.074981634805454,18.032313839793687 
 06/01  05:30:00,,,18.99843483003325,19.899228191546943,19.85609032361841,20.973016440866047,18.0,17.201571166084403,17.744888383457237,17.962576850289565,17.920432485252945 
 06/01  05:35:00,,,18.946676958760936,19.875852898188093,19.821180889531515,20.877236549108975,18.0,17.127586326607645,17.62492420594424,17.864600312984123,17.8163572130415 
 06/01  05:40:00,,,18.88847118754374,19.849723325769613,19.782198399364223,20.7742085789775,18.0,17.046883108918934,17.50470910069106,17.766324417535998,17.712390953983515 
 06/01  05:45:00,,,18.82833657000372,19.82201943534981,19.742484282840447,20.6706211304143,18.0,16.96345453880868,17.38320040573433,17.666489604247772,17.60742858183994 
 06/01  05:50:00,,,18.764240784985507,19.794586932093825,19.70109317214861,20.563090060196963,18.0,16.876584858726314,17.2603759904124,17.56506195278166,17.501396931403747 
 06/01  05:55:00,,,18.699318250198125,19.77051793708062,19.658434324443867,20.454550915386147,18.0,16.78740311207189,17.136977147131915,17.465275427465485,17.394295642119516 
 06/01  06:00:00,16.879166666666666,16.690797614439422,18.628656950404626,19.740135976514917,19.61382739975828,20.342610520285657,18.0,16.69417943946626,17.012027628326962,17.36116229781919,17.28659073410131 
 06/01  06:05:00,,,18.610856457423843,19.750458133282894,19.6098835112288,20.29688076872274,18.0,16.684685684264675,16.980036177616682,17.34686492096057,17.268350004068566 
 06/01  06:10:00,,,18.59854801708487,19.766032698337828,19.611773984251716,20.25964782548765,18.0,16.68394620015678,16.926815609483697,17.297912584258427,17.215070358835533 
 06/01  06:15:00,,,18.585911292194808,19.781190879358984,19.613557766756472,20.222354085450878,18.0,16.68297443986796,16.894257585282617,17.27503094826227,17.188557653655607 
 06/01  06:20:00,,,18.584455234930154,19.80654503143639,19.625893982271577,20.200194394927223,18.0,16.695467696175207,16.88339620510044,17.27496505933641,17.18576981043151 
 06/01  06:25:00,,,18.582661644185205,19.831507423117372,19.63809263290708,20.177914865849388,18.0,16.707682438865305,16.86810201955541,17.277258343954827,17.184295628576933 
 06/01  06:30:00,,,18.58622199724705,19.861902518042868,19.656083567436184,20.16332727848684,18.0,16.725360971833528,16.851515689811606,17.274597075129577,17.1827365751285 
 06/01  06:35:00,,,18.68330398120987,20.191497108011948,19.732245603033537,20.20159953121077,18.0,16.88304984759792,16.881134663468288,17.456274670948574,17.210596045099123 
 06/01  06:40:00,,,18.831129774097302,20.81806129994194,19.828379572055955,20.258318499571384,18.0,17.064893970225402,16.938663537913783,17.80300606076355,17.259792243778293 
 06/01  06:45:00,,,18.932135275461018,21.224034426989732,19.916634723279167,20.307806438382027,18.0,17.250352138720952,16.975356986887277,18.016438427997514,17.306201628413703 
 06/01  06:50:00,,,19.05517569867117,21.766960770476096,20.024897836712476,20.37426979783223,18.0,17.466123788670384,17.002498866886413,18.223046807769833,17.347522446908783 
 06/01  06:55:00,,,19.170398234544578,22.304370095307902,20.132549780401494,20.44009334251151,18.0,17.685276275027356,17.02604214633442,18.429676082901437,17.390305349231255 
 06/01  07:00:00,15.829166666666667,15.640797614439427,19.282751389511883,22.87363948735573,20.250577564671364,20.51419283425359,18.0,17.92110719315435,17.04504999208359,18.63430313374033,17.432484968744802 
 06/01  07:05:00,,,19.492751679170375,23.846654832724944,20.427028143292766,20.67426764951828,18.0,18.269998670182602,17.20318717382753,19.194509824279805,17.59233045668566 
 06/01  07:10:00,,,19.668065181933,24.56843170426737,20.605256252656943,20.840135035534768,18.0,18.65344521878371,17.342634303735394,19.53883899706102,17.7448336202508 
 06/01  07:15:00,,,19.83698942297759,25.288186215104293,20.783580994410123,21.006442000228816,18.0,19.049936761425993,17.476900028180467,19.867293448569455,17.893302057891447 
 06/01  07:20:00,,,20.00848698199473,26.011729683091946,20.979257461373127,21.195983298447633,18.0,19.489474402253933,17.60981089509903,20.19050059274855,18.042146422334895 
 06/01  07:25:00,,,20.1736976740319,26.73116244441068,21.175112352352123,21.38621711197169,18.0,19.944040367942275,17.74341063175723,20.511141303102875,18.193007097973236 
 06/01  07:30:00,,,20.335343174773527,27.460128893402032,21.383453023173686,21.592168562216436,18.0,20.43549805818531,17.877531139479288,20.828389782530564,18.34502212593236 
 06/01  07:35:00,,,20.414820541044804,28.24435476841077,21.502513472807202,21.716247336582953,18.0,20.889543002293692,17.953654606098212,21.171141559172213,18.425608259040132 
 06/01  07:40:00,,,20.48254631421156,29.43736737107909,21.61289011524916,21.83613777360401,18.0,21.37987284017363,18.04783389852298,21.762086508178527,18.513466703168604 
 06/01  07:45:00,,,20.55632643735905,30.241238456977268,21.785187228420664,21.95156540702197,18.0,21.89610754280893,18.145964033803352,22.111172262492516,18.626565408268903 
 06/01  07:50:00,,,20.63612169224569,31.15064837216843,21.96800364057893,22.052678508290796,18.0,22.45118674283751,18.241081595892183,22.45415146301883,18.727026074515322 
 06/01  07:55:00,,,20.726691555793458,32.465033984382366,22.198189129928764,22.164907819800636,18.0,23.034561425269832,18.349559333382444,23.06297447803047,18.873439259903876 
 06/01  08:00:00,16.195833333333333,16.00746428110609,20.808039102037775,33.431503221818176,22.437521342751577,22.26086816721994,18.0,23.6695122861261,18.452147348717858,23.41141059289555,19.001439339768467 
 06/01  08:05:00,,,20.885284901451993,34.34701883475982,22.689877733712617,22.341838135958216,18.0,24.23595513942243,18.620828518462986,23.767904337557923,19.225348087501345 
 06/01  08:10:00,,,20.961147624468296,35.20111029380544,22.974356024291637,22.41676880804932,18.0,24.825171116215586,18.767797895780575,24.093538500417708,19.43992418918026 
 06/01  08:15:00,,,21.066178733470387,36.230876039763835,23.31984898810055,22.520868540465784,18.0,25.423277956324625,18.930654184031823,24.52664383735197,19.68935014041142 
 06/01  08:20:00,,,21.14188074906542,37.060598979441124,23.657516361401115,22.591403725164813,18.0,26.0313642135938,19.073536962977187,24.832363952691367,19.927668166426372 
 06/01  08:25:00,,,21.219478507215555,37.86985195591026,24.006106788755147,22.66389248333316,18.0,26.64734521833011,19.212803740044023,25.11946978986515,20.16257784670347 
 06/01  08:30:00,,,21.294303779142574,38.614502024422634,24.38437699403212,22.73136482425752,18.0,27.27718412591406,19.354129337351083,25.393418413936615,20.40771738733872 
 06/01  08:35:00,,,21.395754208729343,39.05307413415009,24.74813635630339,22.825475816748703,18.0,27.71337962105926,19.511676331706155,25.473553507203633,20.65986398011762 
 06/01  08:40:00,,,21.500967564596472,39.39808245496313,25.129456905059584,22.921995496061346,18.0,28.126327916204456,19.66378337117476,25.55258257952073,20.90933602559437 
 06/01  08:45:00,,,21.6063125211289,39.73742663848296,25.50989040788931,23.018676238931523,18.0,28.537337103847875,19.814223875314042,25.6282866223288,21.158770210692296 
 06/01  08:50:00,,,21.718624548176674,39.95845267555382,25.90003099811471,23.121466867662868,18.0,28.90966912464994,19.964133798390662,25.701703117430156,21.408756795483498 
 06/01  08:55:00,,,21.892720315018046,40.07898650645172,26.31151262757208,23.28602368024567,18.0,29.280129284834516,20.14928417090539,25.717917933566355,21.6740136098731 
 06/01  09:00:00,17.891666666666666,17.70329761443942,22.019253888566993,40.20376944740378,26.709198951878466,23.402437975929644,18.0,29.630838034221764,20.298186823918854,25.78706540756332,21.921885194327274 
 06/01  09:05:00,,,22.149039301113525,40.37430667908883,27.11947388521827,23.530774901267684,18.0,30.13960614999672,20.41587949863083,25.879427017084822,22.161845269097455 
 06/01  09:10:00,,,22.276774658005696,40.50518961113879,27.536811199987532,23.658189039476685,18.0,30.671280915426582,20.550511778074224,25.971950467405236,22.40277256911486 
 06/01  09:15:00,,,22.404737459167798,40.63012921189201,27.95453059142781,23.785835179484575,18.0,31.213550305818075,20.66786860602656,26.06167889068604,22.64412332850077 
 06/01  09:20:00,,,22.53377874587561,40.725622520730354,28.38215462482267,23.91671513708458,18.0,31.799471743227066,20.792912681626717,26.148558726204442,22.886276830958536 
 06/01  09:25:00,,,22.663048582196307,40.81484217949337,28.809955529572086,24.047841507350103,18.0,32.39745176712335,20.91900181543531,26.231607118980946,23.128429355864455 
 06/01  09:30:00,,,22.79390288583233,40.87202893565078,29.246252720102916,24.18179828183216,18.0,33.03037700360164,21.045812145523712,26.31085744300276,23.370932630354503 
 06/01  09:35:00,,,22.909403514363937,40.858730195594475,29.645135138389595,24.300448140330058,18.0,33.597347761885814,21.162149190912316,26.342423062576472,23.586310669050135 
 06/01  09:40:00,,,23.023659865183777,40.8042452953968,30.042786307325294,24.418765046171472,18.0,34.18207072296233,21.275953948292567,26.36613106284318,23.797883342049772 
 06/01  09:45:00,,,23.138048689677973,40.746136128328075,30.43881181634885,24.537262726695612,18.0,34.77761582570293,21.389197391922607,26.383820190418987,24.006967585808525 
 06/01  09:50:00,,,23.249492787509663,40.64069813695432,30.827350658244804,24.653560612088935,18.0,35.383604433160954,21.502717475095437,26.395599740741545,24.214316121925094 
 06/01  09:55:00,,,23.3610665507601,40.531704080079436,31.214230681007635,24.7700472014015,18.0,36.00106067670329,21.61570572110361,26.399726736648972,24.419026342706502 
 06/01  10:00:00,19.495833333333334,19.30746428110609,23.471502377959222,40.384685307739936,31.596564170530712,24.88605686450518,18.0,36.63787486481228,21.72900566746091,26.396052536473746,24.62193842446527 
 06/01  10:05:00,,,23.538691233936913,40.12152704414788,31.906090456272164,24.94433973343147,18.0,36.77164402187365,21.774161657513332,26.26505510221881,24.71662983070439 
 06/01  10:10:00,,,23.597481085615634,39.807825579339195,32.19601879822832,24.992206225072668,18.0,36.833099793650206,21.811665391989095,26.11239708092421,24.807039990570388 
 06/01  10:15:00,,,23.6566001814344,39.49387250076028,32.481834476534246,25.04054149222515,18.0,36.89284603768446,21.84874352375266,25.957796089952126,24.89330667068657 
 06/01  10:20:00,,,23.703309137421453,39.120838855007634,32.738470861109214,25.07288388573041,18.0,36.83934180229195,21.887036375673404,25.79786932963384,24.976373972648105 
 06/01  10:25:00,,,23.75050203776954,38.74806770889418,32.991246233410074,25.105892318189994,18.0,36.787136712332355,21.925993577582858,25.631462016133582,25.055594417508644 
 06/01  10:30:00,,,23.791085691802323,38.33418252623183,33.22242396171549,25.130507418301395,18.0,36.68097167995362,21.966257439062076,25.45903357904001,25.131805417601413 
 06/01  10:35:00,,,23.84916682771142,37.924102896519756,33.454351408846506,25.172787507454107,18.0,36.5671034325337,22.018502536025267,25.28236225861815,25.207286143792828 
 06/01  10:40:00,,,23.90578740266309,37.484303396432175,33.66782545920035,25.212622088636518,18.0,36.42568083157141,22.072506973048235,25.10200811288638,25.279983890192966 
 06/01  10:45:00,,,23.962290660070725,37.04610888111972,33.87651630813832,25.25251929946048,18.0,36.286789111672604,22.126911991989516,24.917738833390445,25.348873581982616 
 06/01  10:50:00,,,24.020302014978405,36.58553047691658,34.06857697463248,25.29338975612996,18.0,36.13417927226055,22.181918326477216,24.730977259100996,25.41445656529129 
 06/01  10:55:00,,,24.078277282404425,36.12682919491157,34.25604452189234,25.334400624955805,18.0,35.98436124197391,22.23741734445167,24.543032435881628,25.476755378994596 
 06/01  11:00:00,20.59583333333333,20.407464281106087,24.13650542246444,35.65055885669258,34.42705849132269,25.375403772855396,18.0,35.82953841665053,22.293580062252204,24.35592760746715,25.53612287048412 
 06/01  11:05:00,,,24.22996242286729,35.248290734892606,34.66295205812376,25.463481795443748,18.0,36.05574432588503,22.39168767699954,24.230869351142076,25.66570291358005 
 06/01  11:10:00,,,24.32949113232146,34.84061860220112,34.89637046001014,25.559400403574728,18.0,36.33276259555551,22.496493829746328,24.10831231537827,25.801015806448106 
 06/01  11:15:00,,,24.428969041716627,34.43058224977927,35.12633598264444,25.655232807368588,18.0,36.6113236430448,22.60241316135557,23.988034507469536,25.934895556309584 
 06/01  11:20:00,,,24.5382094726568,34.02407318981848,35.36274496170483,25.763852144675056,18.0,36.97011675114634,22.708845323932678,23.87487125734549,26.066574904149206 
 06/01  11:25:00,,,24.64762288378202,33.61550944976126,35.59573651383128,25.872628446849227,18.0,37.33261868048204,22.815796453076473,23.770705429098257,26.19602690802992 
 06/01  11:30:00,,,24.762966539646857,33.20223464945352,35.827572612894784,25.989028220214504,18.0,37.7389953408093,22.923316010461576,23.68221305590714,26.323297784372357 
 06/01  11:35:00,,,24.84819876817835,32.74042903566737,35.94751207087304,26.075347758516088,18.0,37.940431897588404,23.011497410535753,23.586233452919373,26.37257754547295 
 06/01  11:40:00,,,24.932123328609542,32.271472057490655,36.04225802132801,26.161547489793648,18.0,38.13358703593455,23.094756379290743,23.516741324260067,26.412326079040668 
 06/01  11:45:00,,,24.98539392830999,31.783984968373286,36.21795518988503,26.21714805435898,18.0,38.32621347866869,23.16184490437331,23.46780523272696,26.500801701301043 
 06/01  11:50:00,,,25.05855853991004,31.31140149521492,36.28674400315353,26.29357528212951,18.0,38.483834896513436,23.245768952354638,23.47882842499007,26.53725461414774 
 06/01  11:55:00,,,25.131853526787175,31.05548100224101,36.35357932703932,26.586283705864762,18.0,38.64047260265005,23.329808295460566,23.548791075943655,26.569421303870172 
 06/01  12:00:00,21.695833333333336,21.507464281106092,25.20556205957587,30.871265386810098,36.38552682563271,26.93926753192978,18.0,38.77871542331294,23.414879317444957,23.62233573639122,26.599058578737186 
 06/01  12:05:00,,,25.22948815299778,30.614730565910634,36.30072734788389,27.204046512647505,18.0,38.21342441273379,23.42115531605822,23.63013907086207,26.495392150174098 
 06/01  12:10:00,,,25.245905295660968,30.423570334691902,36.17304288070754,27.50983079970842,18.0,37.56553939759678,23.42971581024807,23.6421868927672,26.398975177073225 
 06/01  12:15:00,,,25.26441697232424,30.23579868411013,36.0466771911373,27.801182574464285,18.0,36.95377735475031,23.44824443478842,23.6653208914953,26.310394977244755 
 06/01  12:20:00,,,25.271512479473092,30.07375779770418,35.87108796536244,28.08649367963074,18.0,36.233748268176164,23.483258418650962,23.704695882948272,26.2261235021291 
 06/01  12:25:00,,,25.280849241473256,29.915007121095496,35.69758125461948,28.358142280132405,18.0,35.55209237932036,23.505473756152924,23.72891288503149,26.146198200897288 
 06/01  12:30:00,,,25.286057703484012,29.777369489998268,35.49419597390693,28.61509071439603,18.0,34.85926137272946,23.53495893357683,23.76001478661607,26.07087634617085 
 06/01  12:35:00,,,25.32853624087943,29.680428088331592,35.460174945740015,28.961409723523744,18.0,34.507910231332694,23.60478819769628,23.835761669334886,26.1119895475191 
 06/01  12:40:00,,,25.375562427475064,29.60761440896773,35.43305829343488,29.31852501477278,18.0,34.20999910545553,23.67317950801896,23.909901886013188,26.1618000646165 
 06/01  12:45:00,,,25.423673221046663,29.53674177627833,35.40391787541967,29.67528084630812,18.0,33.92735952902791,23.741971568213444,23.984264006764136,26.21201122895559 
 06/01  12:50:00,,,25.480734903571708,28.930953439106176,35.403721690482925,30.71973946073944,18.0,33.720689382879556,23.811599655986242,23.829765481994855,26.261036090372272 
 06/01  12:55:00,,,25.538589699137482,28.874962931820672,35.40070788515227,31.155374210644283,18.0,33.524690211062996,23.882042981820632,23.88345074153517,26.30849141375876 
 06/01  13:00:00,22.795833333333334,22.60746428110609,25.601554060123433,28.735680127813723,35.40758232644081,31.749005085944415,18.0,33.37014719391547,23.954092825606438,23.952588303489733,26.355250664724394 
 06/01  13:05:00,,,25.680479330172545,28.666862160734507,35.49173149495514,32.39666946321326,18.0,33.59711548018512,24.012992222893104,24.01104787990721,26.431583841671852 
 06/01  13:10:00,,,25.766530832467897,29.183725576900052,35.59200172409501,32.194378395900934,18.0,33.899889081264995,24.06097386901456,24.317150308391376,26.496674405695103 
 06/01  13:15:00,,,25.854167976004526,29.150716171456423,35.689136511411476,32.8381463621414,18.0,34.21371883274187,24.10781784108019,24.371590539910926,26.55778780058438 
 06/01  13:20:00,,,25.95042031332126,29.263692144608687,35.807299610948085,33.35642811810973,18.0,34.62445618398754,24.15564861438554,24.420937516741617,26.616126840684274 
