cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.499,0.051,299.903,299.903,298.677,291.258,99200.000,291.863,99386.359,
2004-06-01 00:10:00,292.390,0.051,299.642,299.642,289.394,291.267,99200.000,291.568,99386.441,
2004-06-01 00:15:00,292.571,0.051,299.197,299.197,289.853,291.275,99200.000,291.578,99386.439,
2004-06-01 00:20:00,292.441,0.051,298.827,298.827,289.830,291.283,99200.000,291.571,99386.439,
2004-06-01 00:25:00,292.603,0.051,298.514,298.514,289.930,291.292,99200.000,291.592,99386.432,
2004-06-01 00:30:00,292.291,0.051,298.281,298.281,290.019,291.300,99200.000,291.565,99386.438,
2004-06-01 00:35:00,292.455,0.051,298.074,298.074,290.163,291.308,99200.000,291.587,99386.430,
2004-06-01 00:40:00,292.152,0.051,297.908,297.908,290.071,291.317,99200.000,291.557,99386.437,
2004-06-01 00:45:00,292.393,0.051,297.749,297.749,290.221,291.325,99200.000,291.588,99386.427,
2004-06-01 00:50:00,292.091,0.051,297.621,297.621,290.089,291.333,99200.000,291.558,99386.433,
2004-06-01 00:55:00,292.385,0.051,297.495,297.495,290.271,291.342,99200.000,291.595,99386.422,
2004-06-01 01:00:00,292.038,0.051,297.394,297.394,290.135,291.350,99200.000,291.561,99386.429,
2004-06-01 01:05:00,292.378,0.051,297.289,297.289,290.289,291.350,99200.000,291.597,99386.420,
2004-06-01 01:10:00,291.989,0.051,297.205,297.205,290.180,291.350,99200.000,291.555,99386.431,
2004-06-01 01:15:00,292.371,0.051,297.115,297.115,290.294,291.350,99200.000,291.594,99386.421,
2004-06-01 01:20:00,292.253,0.051,297.044,297.044,290.111,291.350,99200.000,291.538,99386.436,
2004-06-01 01:25:00,292.673,0.051,296.962,296.962,290.287,291.350,99200.000,291.580,99386.426,
2004-06-01 01:30:00,292.179,0.051,296.927,296.927,290.207,291.350,99200.000,291.512,99386.444,
2004-06-01 01:35:00,292.504,0.051,296.859,296.859,290.448,291.350,99200.000,291.583,99386.426,
2004-06-01 01:40:00,291.824,0.051,296.827,296.827,290.123,291.350,99200.000,291.518,99386.444,
2004-06-01 01:45:00,292.137,0.051,296.741,296.741,290.482,291.350,99200.000,291.575,99386.428,
