Date/Time,EAST:Surface Outside Face Temperature [C](TimeStep),NORTH:Surface Outside Face Temperature [C](TimeStep),SOUTH:Surface Outside Face Temperature [C](TimeStep),WEST:Surface Outside Face Temperature [C](TimeStep),FLOOR:Surface Outside Face Temperature [C](TimeStep),ROOF:Surface Outside Face Temperature [C](TimeStep),EAST_WINDOW:Surface Outside Face Temperature [C](TimeStep),NORTH_WINDOW:Surface Outside Face Temperature [C](TimeStep),SOUTH_WINDOW:Surface Outside Face Temperature [C](TimeStep),WEST_WINDOW:Surface Outside Face Temperature [C](TimeStep) 
 06/02  05:20:00,25.293747140386664,18.686528440739135,13.692984743731913,13.698225575864058,18.0,12.573602695331903,17.208709280326275,15.425027588460694,14.175262382351661,14.157990747851045 
 06/02  05:25:00,26.58907223691238,19.26923447474649,14.040602868853364,14.045674065856856,18.0,13.02201297940831,17.555560811313057,15.641148917926216,14.369629384446853,14.351434018747568 
 06/02  05:30:00,27.81469724953562,19.804219758418057,14.39559861708334,14.400545736367622,18.0,13.52882987688232,17.910662959122362,15.846844758859788,14.555738205504895,14.536974560760314 
 06/02  05:35:00,28.962398524573793,20.265630364457262,14.715538912356184,14.720405854869783,18.0,14.008947281676026,18.24337712996237,16.02747543941382,14.721266647788013,14.701566312928662 
 06/02  05:40:00,30.08685079086615,20.689775480116094,15.024993645580023,15.029817740532168,18.0,14.53695433345704,18.583918926191814,16.20357015112404,14.88617074618287,14.865723057034131 
 06/02  05:45:00,31.20287521228789,21.08608930011923,15.329773576557335,15.334581693204678,18.0,15.078996195849806,18.931213937661994,16.375167568865436,15.051962916057505,15.030967433717251 
 06/02  05:50:00,32.316936399359136,21.458919117555126,15.632794037951125,15.637601356842262,18.0,15.665481982520202,19.283961196761425,16.541271628972368,15.218685719864538,15.197357739472068 
 06/02  05:55:00,33.43486891410264,21.80994450835445,15.933744456590565,15.938554661877795,18.0,16.265396455944828,19.642737854568395,16.70166106519656,15.385076179107159,15.363637877808742 
 06/02  06:00:00,34.55133205978553,22.140916935401183,16.23740208389411,16.242208363590755,18.0,16.916882050037948,20.002877999360635,16.853976433939692,15.558457665677224,15.537123675358771 
 06/02  06:05:00,35.60628789156182,22.4471453885621,16.567549077239786,16.572306645176408,18.0,17.55036779960838,20.38960632976,17.066900754748985,15.801609431338193,15.780900660442057 
 06/02  06:10:00,36.633727317478474,22.731588307861678,16.909673994714534,16.914348344843877,18.0,18.220674029010148,20.876712190634407,17.32213445481773,16.137144794356004,16.117642233860693 
 06/02  06:15:00,38.468625066953884,23.236348109281284,17.31940646991163,17.3239620570095,18.0,18.89197309035828,21.71807811236272,17.677525937607186,16.436335555006167,16.41768614548897 
 06/02  06:20:00,39.733590011922786,23.56044312957609,17.69969690575024,17.70410032677769,18.0,19.587062220500297,22.078318970801206,17.85423862489006,16.677269994386904,16.65989010392377 
 06/02  06:25:00,40.866604290863215,23.825201369542405,18.075786731288662,18.080007447256197,18.0,20.28266628362245,22.454040189965554,18.02843198149708,16.91922526357746,16.90321083942831 
 06/02  06:30:00,41.92181929451061,24.049003668810922,18.450860325290517,18.454870216554884,18.0,20.997053341901516,22.82712330934862,18.199094318905395,17.163846397698194,17.149258725217294 
 06/02  06:35:00,43.17768998305633,24.300984822581057,18.843046962670805,18.846820708008675,18.0,21.79429468102034,23.324795187623295,18.39691328117226,17.41931554133771,17.405951667071463 
 06/02  06:40:00,44.46722624196822,24.540474995058002,19.24310338904883,19.2466192588023,18.0,22.62832265511952,23.81515164067696,18.59041879496675,17.681532171682534,17.66946403076861 
 06/02  06:45:00,45.76097824906648,24.759240705143256,19.648853783539103,19.65209417284512,18.0,23.4648964922104,24.298374223773408,18.7762207529139,17.945813162640206,17.9351907266622 
 06/02  06:50:00,47.04443416201783,24.953515536059307,20.059095314161958,20.062046799330446,18.0,24.349233892528353,24.774191063450075,18.95569750694864,18.212316390293438,18.203229329929854 
 06/02  06:55:00,48.30861275754724,25.1212240720133,20.472977428671797,20.475630675697772,18.0,25.234570013653816,25.242899082544795,19.13182183416268,18.481993495105883,18.474481568205306 
 06/02  07:00:00,49.547595191033494,25.26125540117198,20.88985312960377,20.892202673932925,18.0,26.1540144471008,25.70408097525899,19.30662759832626,18.755295736755613,18.749437095162307 
 06/02  07:05:00,51.20933586678816,25.483148321677554,21.384683318860905,21.38673531059481,18.0,27.118916951008735,26.41001046011047,19.57988445603968,19.122030556526397,19.117826795998326 
 06/02  07:10:00,52.57116817528141,25.57966539295895,21.8073160479505,21.809072738627425,18.0,28.12760866258555,26.85663512287431,19.730153323817433,19.37109863033595,19.36772673984501 
 06/02  07:15:00,53.85669249271919,25.61939535629654,22.210209216638617,22.211673916535702,18.0,29.145082240843475,27.264354086254116,19.839581009432607,19.57429167992302,19.572415469858583 
 06/02  07:20:00,55.08757299333792,25.61333218253446,22.602813379448726,22.603990637417255,18.0,30.212464921561757,27.665445502786497,19.95769555393514,19.77888244584915,19.77804780436327 
 06/02  07:25:00,56.27108181438249,25.566114158417186,22.98925576224578,22.990151859758313,18.0,31.287512836379292,28.055459810282514,20.083480703805037,19.980927855347545,19.98096096141836 
 06/02  07:30:00,57.41065363473227,25.480536206849603,23.37198041639844,23.372603675789833,18.0,32.40684605637353,28.43586410533692,20.222434881305162,20.18275542931258,20.183380730099998 
 06/02  07:35:00,58.044648221169766,25.368989271858627,23.768495227452565,23.768856178348152,18.0,33.347151131570826,28.58112049433913,20.384225518082758,20.390819175446723,20.391797776931753 
 06/02  07:40:00,58.511664351268905,25.37422942023833,24.26887316843069,24.167235412628205,18.0,34.27785978121171,28.722933211681607,20.590123230857614,20.609639558221375,20.593869664844078 
 06/02  07:45:00,58.871853513226924,25.535354413131586,24.93075733181446,24.565026797702597,18.0,35.20493970849252,28.85813488023308,20.79064984747049,20.83350050905392,20.794035851560295 
 06/02  07:50:00,59.155353457772485,25.761294359081756,25.689439621768805,24.960855899874655,18.0,36.08247173927338,28.987174103772304,20.98920162133345,21.089831129127447,20.992557198425516 
 06/02  07:55:00,59.380154361369435,26.026804789211813,26.498721434139213,25.353857727551933,18.0,36.95764240929297,29.109612682635884,21.18549914196251,21.360321739912592,21.188756298187627 
 06/02  08:00:00,59.55757486907165,26.31818958940608,27.338639406125743,25.743452034691735,18.0,37.79788019736037,29.226333322985965,21.380445119210492,21.643166732248233,21.383492393889583 
 06/02  08:05:00,59.71366360182824,26.624916186231598,28.193475272330733,26.126831883788356,18.0,38.67392910070655,29.601279882762753,21.869060939055203,22.232518585851835,21.871792253385593 
 06/02  08:10:00,59.840089187446736,26.94263409948294,29.05805728467918,26.505778577055185,18.0,39.53345480403471,29.84966846586758,22.22443625113806,22.683501474662933,22.22548181412924 
 06/02  08:15:00,59.938012362675025,27.267702261318725,29.92735642702599,26.880622606803293,18.0,40.392266797426096,30.00794350442584,22.46763421729497,23.039364899488646,22.46897789817092 
 06/02  08:20:00,60.00872970519967,27.59747401748453,30.797585163563603,27.25148959383656,18.0,41.247107977665216,30.165818527099532,22.71322879127979,23.405161612853817,22.714229666700817 
 06/02  08:25:00,60.0533279262164,27.93002298744973,31.665907103276158,27.61844055490373,18.0,42.10053775525591,30.313066165034,22.951200275365238,23.76867841286986,22.951968579345646 
 06/02  08:30:00,60.072692427169116,28.263934643051773,32.53017497803417,27.98151323553825,18.0,42.9492884172001,30.452613860084625,23.1847166615853,24.131643061189493,23.18526092199727 
 06/02  08:35:00,60.089871007320234,28.53319298395858,33.34070733809712,28.275708422403326,18.0,43.77146700397003,30.593651505731486,23.377826970336514,24.463066509717805,23.3781119770872 
 06/02  08:40:00,60.08735960042494,28.77936970889531,34.131453669348474,28.54340484475189,18.0,44.586728578199306,30.72555376586928,23.56701322158574,24.794287341407653,23.56701945612531 
 06/02  08:45:00,60.06234063521951,29.01177061674847,34.90967739838334,28.79456278478175,18.0,45.4031597959173,30.84895023127291,23.75157725666793,25.123787667583883,23.75140236271153 
 06/02  08:50:00,60.01351084255272,29.23504162118194,35.67879911083415,29.03432883219997,18.0,46.209563964332936,30.96475996925426,23.932787645432427,25.451918405938045,23.932476962628982 
 06/02  08:55:00,59.94014520458348,29.452049166032616,36.440727875877016,29.26595904570577,18.0,47.01686361023084,31.055349265711982,24.094674165135302,25.76131265622189,24.094341055371842 
 06/02  09:00:00,59.841808832040954,29.664664423366318,37.33750037270771,29.491631304564127,18.0,47.818188846676044,31.13531712323106,24.247422647115798,26.148563468045495,24.247185117107847 
 06/02  09:05:00,59.5720168287769,29.809051759960475,38.04154717018058,29.64858101072921,18.0,48.3633969891726,31.080356835015493,24.302448007134785,26.340377857480405,24.30235096263567 
 06/02  09:10:00,59.23618759129225,29.92606924854297,38.682096759415224,29.777199142437176,18.0,48.85016674405139,31.036845806058295,24.37280306477078,26.54351260219761,24.372980837141426 
 06/02  09:15:00,58.85251348787507,30.025522555756762,39.280595748370466,29.887316497644235,18.0,49.331233814275436,30.996312123824623,24.450395185201955,26.749461732283635,24.45076082056778 
 06/02  09:20:00,58.43013623603872,30.112629620878046,39.84674792871562,29.984220246550098,18.0,49.708101383297766,30.951652165065184,24.52651964834115,26.950222341548397,24.52718016691449 
 06/02  09:25:00,57.974559174747625,30.190767757151868,40.386339961221864,30.07136321766832,18.0,50.082812395085064,30.9019470458108,24.600361276705428,27.144935633593036,24.60140587740341 
 06/02  09:30:00,57.48929248425304,30.26224467433616,40.903056962939466,30.151126327931998,18.0,50.384229835413706,30.848252093581436,24.673728574545066,27.335140723279892,24.675194476592935 
 06/02  09:35:00,56.90501625350425,30.373818479805795,41.390046919423995,30.270349968288798,18.0,50.619539219184574,30.75036379338843,24.768190886613183,27.514324497100006,24.770251304416092 
 06/02  09:40:00,56.27932870954111,30.495570532593387,41.849801931112616,30.399178756317106,18.0,50.78760127206856,30.650405514385398,24.860784514367992,27.68576778365201,24.863492079259572 
 06/02  09:45:00,55.6239876782474,30.620969272597364,42.283257517872414,30.531127265243345,18.0,50.950775530042556,30.54579749006632,24.95086870902469,27.84860154336991,24.9542363821148 
 06/02  09:50:00,54.945344113689366,30.746871108329415,42.691210013618445,30.663095771286415,18.0,51.048962405700735,30.436758149396667,25.039424309830622,28.003935525164422,25.043434209833322 
 06/02  09:55:00,54.24749923026417,30.871435428604492,43.074405891159685,30.793284117185486,18.0,51.1432763097149,30.32207585840888,25.12589441377463,28.15140401507915,25.130540115840745 
 06/02  10:00:00,53.53329702928679,30.993553275740403,43.43355725047268,30.92062036344373,18.0,51.18915839665006,30.201730879845513,25.21104592467077,28.291904050144126,25.216292561931994 
 06/02  10:05:00,52.94542881482981,31.2286184215589,43.92652344353506,31.12138285337922,18.0,51.57885878591606,30.152363713506134,25.366801152487255,28.515053197814154,25.35167296088889 
 06/02  10:10:00,52.38259472184603,31.456074834063166,44.45138949800901,31.346782553793197,18.0,51.99325399314143,30.101049501696252,25.504795127986313,28.741782399711326,25.493957072978276 
 06/02  10:15:00,51.82685623867903,31.68931190817657,44.98834930311055,31.58602313355766,18.0,52.40324690197421,30.041107634660364,25.642805848578973,28.96552310789616,25.637024938867057 
 06/02  10:20:00,51.26978012733808,31.926833493012627,45.52785731084108,31.833816717443703,18.0,52.89846904759782,29.97008802351536,25.779457332850313,29.184167921529138,25.77886875526167 
 06/02  10:25:00,50.706553594748584,32.166988270432995,46.06419106249389,32.086975234963276,18.0,53.38710953547458,29.887541718418674,25.91479989209438,29.3976048188876,25.919360120346482 
 06/02  10:30:00,50.13431088167723,32.40863576685262,46.593700477407175,32.343479725848475,18.0,53.92329922402993,29.79362714062927,26.0491967435795,29.60614655359342,26.058814573205723 
 06/02  10:35:00,49.497131053262024,32.64163207948308,47.05816023807458,32.59262106827892,18.0,54.3655733742657,29.65962253420605,26.177551657684944,29.780202402928126,26.19207698189058 
 06/02  10:40:00,48.836093745076006,32.87117186895246,47.49188734977527,32.83921119982092,18.0,54.81728103867859,29.517468785356698,26.30382074422971,29.947852575121715,26.323115158267456 
 06/02  10:45:00,48.159214053195655,33.098220212629464,47.90065415190731,33.08394952489441,18.0,55.26407695581114,29.368396526320453,26.42886595297756,30.10938294725389,26.452772734624375 
 06/02  10:50:00,47.4706583950581,33.323284170562765,48.28707046602202,33.32714916217588,18.0,55.69243758835289,29.214243320745595,26.55318860702755,30.265333147708077,26.58153992132202 
 06/02  10:55:00,46.882934803969086,33.72869471737885,48.73072252792666,33.751829137808144,18.0,56.11720546819483,29.112219192315365,26.76771505818408,30.45530669280072,26.801430770192837 
 06/02  11:00:00,46.23354657740469,34.02505624990734,49.11674422885134,34.06750816676898,18.0,56.525773246799595,28.967105077205133,26.89881043426749,30.61167141630932,26.93686285884087 
 06/02  11:05:00,45.40515404479552,34.192068062116576,49.24274480789947,34.22917570554773,18.0,56.4568263807419,28.70510725381945,26.931659659424213,30.6009694997,26.960616291238694 
 06/02  11:10:00,44.52271997733078,34.30797253769386,49.27068939655151,34.329479994311434,18.0,56.29044624616172,28.44386376203977,26.95424829636795,30.57469003672861,26.97336691289513 
 06/02  11:15:00,43.61332463858295,34.39226477733192,49.233308205568,34.39122922833556,18.0,56.12244172097253,28.192950142577388,26.97322641778908,30.538832796151723,26.98415464031683 
 06/02  11:20:00,42.6911090926376,34.45518496482559,49.1474649506765,34.42647313043523,18.0,55.784473233149356,27.9589487652338,26.99215256328182,30.48908191561827,26.993287920324974 
 06/02  11:25:00,41.765085828730356,34.50320976514173,49.02380254123169,34.44291221871766,18.0,55.45187802652708,27.74453211977425,27.010390432108977,30.443232919407592,27.001018168513383 
 06/02  11:30:00,40.84143593358233,34.54069077004626,48.869515510591555,34.44577843090688,18.0,55.01475835695115,27.553713722685018,27.028637146252322,30.395380322323376,27.008433548298854 
 06/02  11:35:00,39.902229783404195,34.52045819374353,48.78899673127682,34.38895789123972,18.0,54.750355761331605,27.367082732185622,27.02309490665982,30.40147025392082,26.992374800634934 
 06/02  11:40:00,38.94784388510326,34.477987797053274,48.71779168898592,34.308485792998965,18.0,54.44870997047049,27.20665480585035,27.017452694781525,30.403586933495717,26.97598643742731 
 06/02  11:45:00,37.97783799009799,34.42216617324832,48.64497163406964,34.213730914235065,18.0,54.148290858562156,27.07985341777203,27.01164425298964,30.40674978039283,26.959722016057754 
 06/02  11:50:00,37.030066753202846,34.35769141499247,48.5656885759616,34.147499169785824,18.0,53.85794006029835,27.00363264687411,27.006508655554967,30.404763392220275,26.951474768313233 
 06/02  11:55:00,36.47621011341182,34.28749788567339,48.477237197778194,34.48027695634922,18.0,53.567098763127376,27.001058616961927,27.00254625592754,30.3991310195845,27.014427452024677 
 06/02  12:00:00,36.060005349721585,34.213483156869266,48.378018765287294,34.955763395836826,18.0,53.279175272009816,26.99972606833626,27.000825900992027,30.391487026911477,27.120197582161722 
 06/02  12:05:00,35.59274558185083,33.99395167815414,48.392901014188226,35.4459849754992,18.0,53.41055935669997,26.918288845994937,26.91921934028784,30.412721138045413,27.21583685882814 
 06/02  12:10:00,35.342435078408826,33.933284618635845,48.53405920512786,36.174450460536455,18.0,53.61033860113756,26.94195765044219,26.94250322787343,30.505753121508633,27.445921079542927 
 06/02  12:15:00,35.17368279048503,33.914867460005475,48.71521858891883,37.01001517992363,18.0,53.80489947900862,26.989339329649965,26.989446150989124,30.60368106130096,27.71884285675651 
 06/02  12:20:00,35.055568129272416,33.91898606455671,48.91456406850167,37.920904835788406,18.0,54.12141367020755,27.032320940806244,27.031921875842045,30.69713332401352,28.01791847968275 
 06/02  12:25:00,34.9721625069656,33.93715411149682,49.12045024805355,38.89015250306922,18.0,54.43132893188228,27.075785989700307,27.074878202767252,30.78738722974117,28.340121249703998 
 06/02  12:30:00,34.91338235554778,33.964368785786164,49.32554977363438,39.906655025724916,18.0,54.809726904257516,27.119342517346468,27.117925564357392,30.873530118121835,28.680722447857192 
 06/02  12:35:00,34.86081844796679,33.985753189836124,49.24122526587296,40.795361792173395,18.0,54.74549798262329,27.157251656814537,27.155520423431312,30.809469778229413,28.964150562984514 
 06/02  12:40:00,34.81902371523651,34.008409581618615,49.063661237785006,41.62980194326355,18.0,54.64551694489221,27.191849649856522,27.189780853493517,30.740162116068348,29.232955521133988 
 06/02  12:45:00,34.786988098867305,34.03321620864177,48.82943772041765,42.41853488647978,18.0,54.543819524776715,27.226998492151324,27.224688411088323,30.667921759066076,29.487380150332797 
 06/02  12:50:00,34.76355086470974,34.06041908018236,48.55597294121318,43.16364879584013,18.0,54.32643346997626,27.26249249232285,27.260015898113352,30.592952169683144,29.724970191705097 
 06/02  12:55:00,34.905445603805354,34.248098654234205,48.28907735627019,43.92122546679673,18.0,54.109852797034186,27.37464783903596,27.371886747544636,30.533255890530768,29.971270836038798 
 06/02  13:00:00,34.94580160882061,34.330013064874215,47.97717729472039,44.58980779277368,18.0,53.82061489168356,27.410532179101438,27.40765162837681,30.456984286287252,30.170085438374713 
 06/02  13:05:00,34.92850441419987,34.351636318169575,47.55963278677404,45.12681065119826,18.0,53.37028672037769,27.429374768767047,27.42653508959654,30.339482452699883,30.31028816432729 
 06/02  13:10:00,34.89020346229852,34.349235159674855,47.101216093735964,45.58742265021543,18.0,52.84701248290093,27.433202496507192,27.43054524084721,30.204711369566667,30.41303465071678 
 06/02  13:15:00,34.840600415149176,34.33277399834355,46.61709690234397,45.98366571034665,18.0,52.327244450872044,27.425485236843087,27.42289096979391,30.060960539137795,30.48743779746394 
 06/02  13:20:00,34.784629159800566,34.30746312486684,46.11558497362333,46.321599511241836,18.0,51.727590875412,27.417982723029525,27.415545973216467,29.91795148969277,30.543613964693122 
 06/02  13:25:00,34.72522982871784,34.276493264650604,45.60219738258772,46.60496523714273,18.0,51.13218054681217,27.409585271178287,27.407303562758216,29.774406954665324,30.58112666952138 
 06/02  13:30:00,34.66424601427582,34.24192889406017,45.08089241840447,46.836250837198634,18.0,50.488493185316464,27.401386788902073,27.399274804434356,29.631672664496136,30.602114867515184 
 06/02  13:35:00,34.56500530585583,34.16724983312449,44.433966668970875,46.854430928565016,18.0,49.65582215253072,27.372613951563835,27.370748009296904,29.428666566358856,30.524542183631183 
 06/02  13:40:00,34.58116896436338,34.20640372013044,43.56518243277866,46.394810295446064,18.0,48.76187117847052,27.401711326064287,27.399757699881945,29.139905175633317,30.254795761416005 
 06/02  13:45:00,34.50333220893927,34.15006522324745,42.80575799731925,46.07042959049674,18.0,47.874662141236406,27.365474130905625,27.363417009249474,28.942463817923112,30.127762399922517 
 06/02  13:50:00,34.40201245240298,34.068787964864676,42.06469165194399,45.70613497726808,18.0,46.91208431229132,27.332135539346382,27.330153808623663,28.751085802625198,29.98490465136001 
 06/02  13:55:00,34.288960324137605,33.97446982292649,41.33575324602576,45.2854922683187,18.0,45.957337034947756,27.297649531351112,27.29562999007385,28.564067290684534,29.826107135949883 
 06/02  14:00:00,34.16926119170443,33.87231424095062,40.61908640111454,44.80426832606068,18.0,44.961584476549405,27.263401087600414,27.26129379982467,28.383197824041133,29.65340060138874 
 06/02  14:05:00,34.21888252579662,33.939080385063924,39.791529545305046,43.807207777193305,18.0,43.92924407394086,27.335322491889315,27.332812335803965,28.17650831872902,29.28006873779782 
 06/02  14:10:00,34.15615648933713,33.89267882835247,39.049493918866844,43.00266185941159,18.0,42.8787666366121,27.334021998483365,27.331049216764995,28.038585134446805,29.09331538717612 
 06/02  14:15:00,34.069098272174124,33.82100104732974,38.34141491345944,42.18468261510835,18.0,41.84595501662684,27.333016427266216,27.32980832242231,27.914407947023847,28.899936378234997 
 06/02  14:20:00,34.05892527808711,33.82536414325909,37.5296408281961,40.831019249153584,18.0,40.80956780521205,27.381602642835617,27.377938969902004,27.736213682379116,28.460270937042196 
 06/02  14:25:00,33.98282374102055,33.76296261617079,36.84195828007406,39.74977746219012,18.0,39.791748794129646,27.381297702376344,27.377150548367354,27.63187768647981,28.242710099275655 
 06/02  14:30:00,34.04978813123698,33.84287905623786,36.140676140981576,38.16221934623781,18.0,38.79210975707651,27.45848300801174,27.45377960445336,27.510401778519167,27.768894242546708 
 06/02  14:35:00,34.00363861474177,33.80893407605347,35.689381341148106,37.408327205345365,18.0,38.17223567538754,27.45896539758826,27.45397934691283,27.500903283802813,27.775156370410514 
 06/02  14:40:00,33.9286215712715,33.74535386469258,35.326188553033546,36.893710717688904,18.0,37.63888615030535,27.46190067768083,27.45698297475309,27.494516857359372,27.787071277347025 
 06/02  14:45:00,33.83841036829715,33.66587371505749,35.01551747006257,36.51172221897474,18.0,37.10897496952283,27.467228161712114,27.46231790235572,27.48941191421318,27.800255527708543 
 06/02  14:50:00,33.73869678262286,33.576235578716236,34.73979356439655,36.21465771082263,18.0,36.70907852389921,27.473483436800393,27.46858242066196,27.484793350973064,27.813768071369623 
 06/02  14:55:00,33.63274922813296,33.47975257921093,34.48830647718065,35.974694647511384,18.0,36.31143332867021,27.480292175112766,27.475407961748147,27.480382193849437,27.827620916430874 
 06/02  15:00:00,33.35740889723508,33.3785043865123,34.254124275591295,35.77442498269324,18.0,35.99329592208548,27.41033278128441,27.48222483674499,27.480120072857574,27.841444826895838 
 06/02  15:05:00,33.3425678460165,33.26480128013482,34.0490199580688,35.62840725456513,18.0,35.709049305116025,27.432786015141346,27.438012888873118,27.430966869808117,27.820895686416634 
 06/02  15:10:00,33.23857153089764,33.14453500606003,33.85661859296981,35.51049308608891,18.0,35.47713526837164,27.38809265577447,27.38481059446508,27.377288256057795,27.792375033539884 
 06/02  15:15:00,33.11807592343969,33.01928338736379,33.67160155141358,35.41159768336001,18.0,35.2417894713483,27.333837540963543,27.329230295366187,27.321565034047694,27.76202049140909 
 06/02  15:20:00,32.98939167028853,32.88990011931951,33.49081164259768,35.32629345087619,18.0,35.04375732103273,27.277679072000183,27.27287472827095,27.264676280419394,27.731207255416734 
 06/02  15:25:00,32.855055277050255,32.75692897497895,33.3121050833102,35.25095811981319,18.0,34.84264045486256,27.220367058102966,27.215528232571614,27.20635100959288,27.69971429299369 
 06/02  15:30:00,32.71636546471416,32.62073189339627,33.133949700819485,35.18307591424453,18.0,34.66252680797895,27.16245685997046,27.15761286623433,27.147039897662353,27.667925688692094 
 06/02  15:35:00,32.55312598875407,32.46059269404737,32.92852377935824,35.02487999457543,18.0,34.421250273996186,27.093221215961194,27.088379172164537,27.074872322984675,27.590353051494503 
 06/02  15:40:00,32.37924334384342,32.29011669109148,32.71428021901341,34.834447043944834,18.0,34.180100102435965,27.02184876551496,27.017009318284522,27.00105696015345,27.50936573565025 
 06/02  15:45:00,32.197969992936144,32.11237980232835,32.495093005557464,34.62307495753408,18.0,33.936821940342334,26.949350664654617,26.944520155194255,26.92659077506198,27.4258601715282 
 06/02  15:50:00,32.01093170385807,31.928900258354172,32.272761826076575,34.39578482876814,18.0,33.68014636876919,26.87606525101421,26.87125596002528,26.851790449862335,27.3401981223314 
 06/02  15:55:00,31.8191165417115,31.74060021909975,32.048338001395564,34.155393910961166,18.0,33.421245767285384,26.80150663574716,26.796716932073423,26.776121916734837,27.251897617470092 
 06/02  16:00:00,31.623155525777825,31.548070475684284,31.822480623620354,33.90356758534668,18.0,33.15224855038178,26.7261350649635,26.721377648982298,26.699993085970846,27.16139354925855 
 06/02  16:05:00,31.391414640699335,31.32840882683002,31.55613309841946,33.58079964430169,18.0,32.80293499254543,26.64267176794732,26.641010089511894,26.611924177087303,27.049106490666873 
 06/02  16:10:00,31.146167648009566,31.101699559673076,31.28101258122942,33.23000753797291,18.0,32.435152707931614,26.552291205361485,26.555717961989444,26.518968782942807,26.929051588891298 
 06/02  16:15:00,30.892848222503172,30.8682018148768,31.000202128837447,32.86154790067078,18.0,32.071411704622484,26.458330442125657,26.466445853071264,26.422509657832506,26.80504046095939 
 06/02  16:20:00,30.634282673759216,30.628954623023237,30.716200292035776,32.480817291414745,18.0,31.68404202550601,26.36473797576957,26.37710622114298,26.32660129084684,26.681050620387396 
 06/02  16:25:00,30.37225989224384,30.38468948772229,30.430661538517356,32.09123564774122,18.0,31.30098029931664,26.270889159529645,26.28690772187872,26.23060588352314,26.55651449457571 
 06/02  16:30:00,30.107979441351777,30.135894083852744,30.144697161371088,31.69510410680284,18.0,30.908754912879115,26.177220370523344,26.196183285265988,26.134964336086455,26.43188283234724 
 06/02  16:35:00,29.875246797848824,29.952499613269143,29.891582755173747,31.69988273119091,18.0,30.667159214596552,26.10019657594188,26.131243678064834,26.055772146499407,26.49473184893236 
 06/02  16:40:00,29.651170618835884,29.855850468997627,29.64847311128659,32.365421256579836,18.0,30.445053802113836,26.02907376524206,26.10748274013065,25.982673008466918,26.803131409107436 
 06/02  16:45:00,29.435980978298737,29.757405117163067,29.41550552205296,32.7683884947932,18.0,30.217849868208805,25.961960186302804,26.061390961821985,25.913652583077692,26.86834457712621 
 06/02  16:50:00,29.224669519385717,29.675569204693286,29.187668125807736,33.14684801202945,18.0,30.026529800458903,25.890197512504415,26.01893818219378,25.840184282355438,26.928228717131788 
 06/02  16:55:00,29.015241125330004,29.611373894619376,28.962958040498904,33.52221885042981,18.0,29.829763915929032,25.819065964370793,25.983125508166836,25.767551542355363,26.987233079747625 
 06/02  17:00:00,28.84435798358431,29.69788998456281,28.77727319177487,34.50450511583457,18.0,29.647463277275268,25.768518497150012,26.01819175932519,25.714910953867047,27.326094332952493 
 06/02  17:05:00,28.647244804094175,29.723166291055218,28.57230314709297,35.10090136430404,18.0,29.462456302258946,25.640829294849766,25.9421419245449,25.591316998053458,27.333228556499307 
 06/02  17:10:00,28.44237954362074,29.7481028169727,28.36248928624286,35.616058967707964,18.0,29.279200136974563,25.529008204781007,25.888038859645008,25.482643124982815,27.36063791558354 
 06/02  17:15:00,28.232152290068907,29.78123554832627,28.1492634414597,36.09203195421036,18.0,29.088870207452718,25.43633347552418,25.864158887474787,25.39299967472425,27.40396614047529 
 06/02  17:20:00,28.017294213444103,29.82555703955776,27.93287203094262,36.54350948895515,18.0,28.892671318259477,25.342325889191784,25.84188944042637,25.302136572788868,27.445116544213988 
 06/02  17:25:00,27.798139017222184,29.88260853796595,27.71334611118692,36.97775395213007,18.0,28.68935529433744,25.248754191127887,25.824735632121815,25.211823701824642,27.485658215266653 
 06/02  17:30:00,27.602279853406955,30.130773109299614,27.51752292000011,38.01387723312688,18.0,28.474611446294087,25.171178098543294,25.892437557945584,25.137014623090295,27.80931429355286 
 06/02  17:35:00,27.383520783935854,30.170070555086586,27.299825646198915,38.20001945467123,18.0,28.1772102356799,25.082320661375206,25.83669277521392,25.050654928355584,27.662538915001335 
 06/02  17:40:00,27.157596750593665,30.14761426079361,27.07575885726972,38.14878233610696,18.0,27.85916470207923,24.981543884660482,25.766912601758463,24.95246004133378,27.505763300363355 
 06/02  17:45:00,26.92726856369627,30.088307673818203,26.847967960663528,37.96577875230717,18.0,27.54335203299663,24.881644248094346,25.694833018505506,24.85510110546312,27.348075439121885 
 06/02  17:50:00,26.69564034342456,30.00271473412229,26.619433430992384,37.693670887272184,18.0,27.201657810985353,24.78247845764855,25.61941769252371,24.75838148536684,27.18748262724239 
 06/02  17:55:00,26.46038753465407,29.896027653811778,26.387813763889195,37.36405613681811,18.0,26.86228554841455,24.681802517609242,25.539790291369513,24.660133863348847,27.026437264285903 
 06/02  18:00:00,26.22281961994614,29.771996198260656,26.154360954735626,36.991914041750384,18.0,26.51039041705609,24.580980999357962,25.456613919655467,24.561668580462424,26.86411456730741 
 06/02  18:05:00,25.935978294489335,29.59887180268251,25.875407513623745,36.604469913049556,18.0,26.125000222301978,24.241340118809035,25.14108826934273,24.229693712449375,26.49813336286934 
 06/02  18:10:00,25.629031471678072,29.399971360180768,25.577741423961687,36.19510162227105,18.0,25.722478135603026,23.973285986236306,24.893086077197324,23.966785544160302,26.19985734112049 
