cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:05:00,289.028,286.997,0.000,288.066,287.023,284.471,286.917,97510.833,289.758,287.909,287.627,287.481,287.347,98056.342,97905.553,97824.129,97765.958,97707.784,
2002-06-10 00:10:00,287.904,286.966,0.000,287.956,286.939,284.600,286.883,97511.667,288.413,287.240,287.129,287.088,287.053,98057.345,97905.992,97824.402,97766.139,97707.893,
2002-06-10 00:15:00,288.043,286.933,0.000,288.051,287.046,284.728,286.850,97512.500,288.667,287.233,287.104,287.059,287.022,98057.333,97906.032,97824.436,97766.168,97707.916,
2002-06-10 00:20:00,288.391,286.901,0.000,288.191,287.196,284.896,286.817,97513.333,289.221,287.303,287.127,287.067,287.019,98057.180,97906.030,97824.445,97766.180,97707.929,
2002-06-10 00:25:00,288.273,286.869,0.000,288.249,287.271,285.078,286.783,97514.167,288.984,287.293,287.114,287.050,286.998,98057.249,97906.058,97824.471,97766.202,97707.947,
2002-06-10 00:30:00,288.377,286.837,0.000,288.343,287.379,285.289,286.750,97515.000,289.161,287.299,287.106,287.036,286.979,98057.232,97906.082,97824.494,97766.224,97707.965,
2002-06-10 00:35:00,288.146,286.805,0.000,288.377,287.430,285.492,286.717,97515.833,288.811,287.226,287.055,286.992,286.939,98057.392,97906.142,97824.537,97766.257,97707.990,
2002-06-10 00:40:00,288.197,286.774,0.000,288.452,287.521,285.709,286.683,97516.667,288.928,287.206,287.029,286.963,286.909,98057.417,97906.182,97824.570,97766.284,97708.011,
2002-06-10 00:45:00,287.996,286.741,0.000,288.482,287.567,285.907,286.650,97517.500,288.622,287.136,286.977,286.917,286.868,98057.566,97906.242,97824.614,97766.318,97708.036,
2002-06-10 00:50:00,288.076,286.710,0.000,288.557,287.657,286.120,286.617,97518.333,288.778,287.128,286.957,286.893,286.841,98057.572,97906.277,97824.644,97766.344,97708.057,
2002-06-10 00:55:00,287.898,286.678,0.000,288.587,287.704,286.315,286.583,97519.167,288.501,287.066,286.910,286.851,286.802,98057.705,97906.334,97824.686,97766.376,97708.081,
2002-06-10 01:00:00,287.991,286.646,0.000,288.634,287.761,286.469,286.550,97520.000,288.675,287.065,286.893,286.830,286.778,98057.702,97906.365,97824.714,97766.401,97708.101,
2002-06-10 01:05:00,287.824,286.637,0.000,288.632,287.769,286.579,286.542,97522.500,288.408,287.018,286.863,286.805,286.757,98057.803,97906.396,97824.734,97766.415,97708.111,
2002-06-10 01:10:00,287.940,286.629,0.000,288.673,287.820,286.692,286.533,97525.000,288.605,287.039,286.869,286.807,286.756,98057.756,97906.396,97824.737,97766.419,97708.114,
2002-06-10 01:15:00,287.782,286.620,0.000,288.665,287.821,286.770,286.525,97527.500,288.347,287.000,286.846,286.788,286.740,98057.846,97906.420,97824.753,97766.431,97708.122,
2002-06-10 01:20:00,287.908,286.612,0.000,288.703,287.866,286.860,286.517,97530.000,288.560,287.023,286.853,286.790,286.739,98057.794,97906.418,97824.755,97766.434,97708.126,
2002-06-10 01:25:00,287.745,286.603,0.000,288.689,287.861,286.917,286.508,97532.500,288.294,286.982,286.828,286.771,286.723,98057.887,97906.443,97824.772,97766.446,97708.134,
2002-06-10 01:30:00,287.876,286.595,0.000,288.722,287.902,286.991,286.500,97535.000,288.518,287.005,286.836,286.773,286.722,98057.832,97906.442,97824.774,97766.449,97708.138,
2002-06-10 01:35:00,287.709,286.587,0.000,288.703,287.891,287.033,286.492,97537.500,288.244,286.963,286.810,286.753,286.706,98057.928,97906.468,97824.791,97766.461,97708.146,
2002-06-10 01:40:00,287.848,286.578,0.000,288.735,287.930,287.096,286.483,97540.000,288.481,286.988,286.819,286.756,286.705,98057.870,97906.465,97824.793,97766.464,97708.149,
2002-06-10 01:45:00,287.676,286.570,0.000,288.712,287.914,287.125,286.475,97542.500,288.199,286.945,286.793,286.736,286.689,98057.967,97906.491,97824.809,97766.476,97708.158,
2002-06-10 01:50:00,287.822,286.562,0.000,288.741,287.951,287.179,286.467,97545.000,288.448,286.972,286.802,286.740,286.689,98057.905,97906.489,97824.811,97766.479,97708.161,
2002-06-10 01:55:00,287.644,286.553,0.000,288.715,287.931,287.198,286.458,97547.500,288.156,286.927,286.776,286.719,286.672,98058.005,97906.515,97824.828,97766.491,97708.169,
2002-06-10 02:00:00,287.797,286.545,0.000,288.745,287.968,287.247,286.450,97550.000,288.417,286.955,286.785,286.723,286.672,98057.940,97906.512,97824.829,97766.494,97708.172,
2002-06-10 02:05:00,287.610,286.528,0.000,288.717,287.946,287.261,286.433,97552.500,288.112,286.904,286.752,286.695,286.648,98058.055,97906.548,97824.855,97766.513,97708.186,
2002-06-10 02:10:00,287.764,286.511,0.000,288.746,287.980,287.305,286.417,97555.000,288.381,286.926,286.754,286.691,286.640,98058.002,97906.556,97824.865,97766.524,97708.195,
2002-06-10 02:15:00,287.564,286.494,0.000,288.713,287.953,287.313,286.400,97557.500,288.056,286.870,286.718,286.661,286.614,98058.125,97906.596,97824.892,97766.544,97708.210,
2002-06-10 02:20:00,287.719,286.477,0.000,288.740,287.985,287.352,286.383,97560.000,288.327,286.892,286.721,286.658,286.606,98058.072,97906.603,97824.903,97766.554,97708.219,
2002-06-10 02:25:00,287.511,286.460,0.000,288.705,287.956,287.354,286.367,97562.500,287.991,286.835,286.684,286.627,286.580,98058.199,97906.643,97824.930,97766.574,97708.233,
2002-06-10 02:30:00,287.670,286.443,0.000,288.731,287.987,287.390,286.350,97565.000,288.269,286.858,286.687,286.624,286.572,98058.143,97906.650,97824.940,97766.584,97708.242,
2002-06-10 02:35:00,287.458,286.426,0.000,288.694,287.955,287.386,286.333,97567.500,287.925,286.800,286.649,286.593,286.545,98058.272,97906.691,97824.967,97766.605,97708.257,
2002-06-10 02:40:00,287.621,286.409,0.000,288.719,287.984,287.418,286.317,97570.000,288.210,286.823,286.653,286.590,286.538,98058.215,97906.697,97824.977,97766.615,97708.266,
2002-06-10 02:45:00,287.405,286.392,0.000,288.680,287.950,287.410,286.300,97572.500,287.860,286.764,286.615,286.558,286.511,98058.346,97906.739,97825.005,97766.636,97708.281,
2002-06-10 02:50:00,287.572,286.375,0.000,288.704,287.979,287.440,286.283,97575.000,288.151,286.788,286.619,286.556,286.504,98058.286,97906.745,97825.015,97766.645,97708.289,
2002-06-10 02:55:00,287.352,286.358,0.000,288.664,287.943,287.427,286.267,97577.500,287.795,286.728,286.580,286.524,286.477,98058.420,97906.786,97825.043,97766.666,97708.304,
2002-06-10 03:00:00,287.523,286.341,0.000,288.685,287.970,287.454,286.250,97580.000,288.093,286.753,286.584,286.522,286.470,98058.358,97906.792,97825.052,97766.676,97708.313,
2002-06-10 03:05:00,287.295,286.315,0.000,288.638,287.930,287.435,286.217,97582.500,287.727,286.686,286.539,286.483,286.436,98058.507,97906.844,97825.089,97766.704,97708.334,
2002-06-10 03:10:00,287.461,286.289,0.000,288.657,287.954,287.458,286.183,97585.000,288.023,286.703,286.535,286.472,286.420,98058.460,97906.862,97825.108,97766.722,97708.349,
2002-06-10 03:15:00,287.227,286.263,0.000,288.607,287.911,287.434,286.150,97587.500,287.650,286.631,286.485,286.429,286.382,98058.615,97906.918,97825.147,97766.752,97708.370,
2002-06-10 03:20:00,287.399,286.236,0.000,288.625,287.935,287.456,286.117,97590.000,287.955,286.649,286.481,286.419,286.367,98058.566,97906.936,97825.167,97766.769,97708.385,
2002-06-10 03:25:00,287.164,286.210,0.000,288.572,287.890,287.429,286.083,97592.500,287.579,286.577,286.432,286.376,286.329,98058.722,97906.992,97825.206,97766.799,97708.407,
2002-06-10 03:30:00,287.342,286.183,0.000,288.591,287.914,287.449,286.050,97595.000,287.894,286.597,286.429,286.366,286.314,98058.669,97907.010,97825.225,97766.817,97708.422,
2002-06-10 03:35:00,287.102,286.157,0.000,288.536,287.867,287.419,286.017,97597.500,287.511,286.524,286.379,286.323,286.276,98058.827,97907.066,97825.265,97766.847,97708.444,
2002-06-10 03:40:00,287.284,286.130,0.000,288.554,287.891,287.438,285.983,97600.000,287.833,286.545,286.376,286.313,286.261,98058.773,97907.083,97825.284,97766.865,97708.459,
2002-06-10 03:45:00,287.040,286.103,0.000,288.497,287.841,287.406,285.950,97602.500,287.442,286.470,286.325,286.269,286.223,98058.934,97907.141,97825.324,97766.895,97708.481,
2002-06-10 03:50:00,287.226,286.076,0.000,288.515,287.865,287.424,285.917,97605.000,287.772,286.492,286.323,286.260,286.208,98058.877,97907.157,97825.343,97766.913,97708.496,
2002-06-10 03:55:00,286.977,286.049,0.000,288.456,287.813,287.389,285.883,97607.500,287.373,286.416,286.271,286.216,286.169,98059.040,97907.215,97825.383,97766.944,97708.518,
2002-06-10 04:00:00,287.168,286.022,0.000,288.473,287.835,287.401,285.850,97610.000,287.710,286.439,286.269,286.206,286.154,98058.982,97907.232,97825.402,97766.961,97708.534,
2002-06-10 04:05:00,286.915,285.996,0.000,288.410,287.778,287.357,285.825,97615.833,287.305,286.362,286.218,286.162,286.116,98059.147,97907.290,97825.442,97766.992,97708.556,
