cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,291.888,0.000,299.873,299.873,298.230,287.334,99731.472,290.080,100087.926,
2004-06-01 00:10:00,290.854,0.000,299.604,299.604,295.929,287.334,99729.111,289.683,100088.134,
2004-06-01 00:15:00,291.282,0.000,299.145,299.145,293.170,287.334,99726.750,289.705,100088.150,
2004-06-01 00:20:00,291.644,0.000,298.721,298.721,291.499,287.334,99724.389,289.767,100088.100,
2004-06-01 00:25:00,291.715,0.000,298.401,298.401,290.451,287.334,99722.028,289.778,100088.100,
2004-06-01 00:30:00,291.724,0.000,298.161,298.161,289.707,287.334,99719.667,289.797,100088.071,
2004-06-01 00:35:00,291.622,0.000,297.967,297.967,289.084,287.333,99717.306,289.706,100088.207,
2004-06-01 00:40:00,291.442,0.000,297.801,297.801,288.524,287.333,99714.944,289.541,100088.409,
2004-06-01 00:45:00,291.210,0.000,297.653,297.653,288.019,287.333,99712.583,289.360,100088.618,
2004-06-01 00:50:00,291.050,0.000,297.512,297.512,287.563,287.333,99710.222,289.218,100088.780,
2004-06-01 00:55:00,290.931,0.000,297.376,297.376,287.152,287.333,99707.861,289.099,100088.925,
2004-06-01 01:00:00,290.856,0.000,297.246,297.246,286.779,287.333,99705.500,289.006,100089.040,
2004-06-01 01:05:00,290.778,0.000,297.123,297.123,286.442,287.342,99703.931,288.932,100089.131,
2004-06-01 01:10:00,290.734,0.000,297.010,297.010,286.161,287.351,99702.361,288.874,100089.203,
2004-06-01 01:15:00,290.657,0.000,296.904,296.904,285.932,287.360,99700.792,288.812,100089.282,
2004-06-01 01:20:00,290.601,0.000,296.806,296.806,285.751,287.369,99699.222,288.755,100089.353,
2004-06-01 01:25:00,290.519,0.000,296.713,296.713,285.613,287.378,99697.653,288.692,100089.429,
2004-06-01 01:30:00,290.462,0.000,296.626,296.626,285.513,287.387,99696.083,288.635,100089.499,
2004-06-01 01:35:00,290.386,0.000,296.543,296.543,285.447,287.396,99694.514,288.575,100089.572,
2004-06-01 01:40:00,290.337,0.000,296.464,296.464,285.409,287.405,99692.944,288.520,100089.639,
2004-06-01 01:45:00,290.267,0.000,296.389,296.389,285.396,287.414,99691.375,288.463,100089.708,
2004-06-01 01:50:00,290.222,0.000,296.317,296.317,285.404,287.423,99689.806,288.411,100089.773,
2004-06-01 01:55:00,290.156,0.000,296.248,296.248,285.432,287.432,99688.236,288.357,100089.839,
2004-06-01 02:00:00,290.115,0.000,296.182,296.182,285.476,287.441,99686.667,288.308,100089.900,
2004-06-01 02:05:00,290.073,0.000,296.118,296.118,285.536,287.444,99685.875,288.286,100089.919,
2004-06-01 02:10:00,290.076,0.000,296.056,296.056,285.585,287.446,99685.083,288.279,100089.928,
2004-06-01 02:15:00,290.058,0.000,295.994,295.994,285.627,287.448,99684.292,288.272,100089.938,
2004-06-01 02:20:00,290.057,0.000,295.936,295.936,285.662,287.450,99683.500,288.265,100089.947,
2004-06-01 02:25:00,290.024,0.000,295.879,295.879,285.693,287.453,99682.708,288.254,100089.959,
2004-06-01 02:30:00,290.015,0.000,295.824,295.824,285.720,287.455,99681.917,288.246,100089.968,
2004-06-01 02:35:00,289.982,0.000,295.771,295.771,285.743,287.457,99681.125,288.235,100089.979,
2004-06-01 02:40:00,289.976,0.000,295.718,295.718,285.764,287.460,99680.333,288.228,100089.987,
2004-06-01 02:45:00,289.944,0.000,295.666,295.666,285.783,287.462,99679.542,288.219,100089.996,
2004-06-01 02:50:00,289.939,0.000,295.616,295.616,285.800,287.464,99678.750,288.213,100090.003,
2004-06-01 02:55:00,289.908,0.000,295.566,295.566,285.818,287.466,99677.958,288.204,100090.012,
2004-06-01 03:00:00,289.904,0.000,295.518,295.518,285.834,287.469,99677.167,288.198,100090.018,
2004-06-01 03:05:00,289.885,0.000,295.470,295.470,285.851,287.468,99678.042,288.208,100089.999,
2004-06-01 03:10:00,289.906,0.000,295.426,295.423,285.869,287.467,99678.917,288.229,100089.972,
2004-06-01 03:15:00,289.904,0.000,295.381,295.376,285.874,287.466,99679.792,288.249,100089.946,
2004-06-01 03:20:00,289.924,0.000,295.338,295.330,285.867,287.465,99680.667,288.270,100089.921,
