cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,294.642,292.250,0.000,293.424,295.481,285.661,292.250,99237.800,294.744,292.250,99445.879,99237.800,
2008-07-01 00:05:00,292.287,292.167,0.000,293.146,295.164,287.279,292.167,99240.400,292.314,292.167,99447.038,99237.800,
2008-07-01 00:10:00,293.147,292.083,0.000,293.262,295.285,289.475,292.083,99243.000,293.360,292.083,99446.857,99237.800,
2008-07-01 00:15:00,292.369,292.000,0.000,293.128,295.126,288.718,292.000,99245.600,292.404,292.000,99447.063,99237.800,
2008-07-01 00:20:00,293.473,291.917,0.000,293.228,295.229,288.847,291.917,99248.200,293.823,291.917,99446.848,99237.800,
2008-07-01 00:25:00,292.242,291.833,0.000,293.057,295.029,288.593,291.833,99250.800,292.300,291.833,99447.189,99237.800,
2008-07-01 00:30:00,293.090,291.750,0.000,293.151,295.123,289.119,291.750,99253.400,293.404,291.750,99447.034,99237.800,
2008-07-01 00:35:00,292.071,291.667,0.000,292.995,294.942,288.820,291.667,99256.000,292.134,291.667,99447.310,99237.800,
2008-07-01 00:40:00,292.828,291.583,0.000,293.072,295.015,289.083,291.583,99258.600,293.104,291.583,99447.167,99237.800,
2008-07-01 00:45:00,291.925,291.500,0.000,292.926,294.847,288.823,291.500,99261.200,291.997,291.500,99447.427,99237.800,
2008-07-01 00:50:00,292.574,291.417,0.000,292.990,294.904,289.071,291.417,99263.800,292.829,291.417,99447.310,99237.800,
2008-07-01 00:55:00,291.770,291.333,0.000,292.854,294.748,288.840,291.333,99266.400,291.848,291.333,99447.545,99237.800,
2008-07-01 01:00:00,292.360,291.250,0.000,292.906,294.795,289.010,291.250,99269.000,292.598,291.250,99447.438,99237.800,
2008-07-01 01:05:00,291.642,291.200,0.000,292.777,294.649,288.780,291.200,99269.667,291.723,291.200,99447.642,99237.800,
2008-07-01 01:10:00,292.198,291.150,0.000,292.824,294.691,288.938,291.150,99270.333,292.424,291.150,99447.530,99237.800,
2008-07-01 01:15:00,291.528,291.100,0.000,292.702,294.554,288.745,291.100,99271.000,291.610,291.100,99447.720,99237.800,
2008-07-01 01:20:00,292.045,291.050,0.000,292.743,294.590,288.895,291.050,99271.667,292.258,291.050,99447.615,99237.800,
2008-07-01 01:25:00,291.421,291.000,0.000,292.627,294.460,288.704,291.000,99272.333,291.502,291.000,99447.795,99237.800,
2008-07-01 01:30:00,291.907,290.950,0.000,292.664,294.493,288.838,290.950,99273.000,292.112,290.950,99447.696,99237.800,
2008-07-01 01:35:00,291.313,290.900,0.000,292.553,294.368,288.657,290.900,99273.667,291.394,290.900,99447.870,99237.800,
2008-07-01 01:40:00,291.775,290.850,0.000,292.587,294.398,288.783,290.850,99274.333,291.972,290.850,99447.777,99237.800,
2008-07-01 01:45:00,291.206,290.800,0.000,292.480,294.278,288.606,290.800,99275.000,291.286,290.800,99447.944,99237.800,
2008-07-01 01:50:00,291.649,290.750,0.000,292.511,294.305,288.725,290.750,99275.667,291.840,290.750,99447.856,99237.800,
2008-07-01 01:55:00,291.100,290.700,0.000,292.408,294.189,288.552,290.700,99276.333,291.180,290.700,99448.019,99237.800,
2008-07-01 02:00:00,291.526,290.650,0.000,292.436,294.213,288.666,290.650,99277.000,291.712,290.650,99447.934,99237.800,
2008-07-01 02:05:00,290.969,290.558,0.000,292.330,294.093,288.484,290.558,99279.350,291.048,290.558,99448.116,99237.800,
2008-07-01 02:10:00,291.358,290.467,0.000,292.354,294.112,288.566,290.467,99281.700,291.542,290.467,99448.057,99237.800,
2008-07-01 02:15:00,290.814,290.375,0.000,292.248,293.993,288.355,290.375,99284.050,290.896,290.375,99448.239,99237.800,
2008-07-01 02:20:00,291.201,290.283,0.000,292.270,294.011,288.414,290.283,99286.400,291.388,290.283,99448.182,99237.800,
