cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2.6],TempProf_cur[13.9],TempProf_cur[17.5],TempProf_cur[21.5],TempProf_cur[25.5],TempProf_cur[31.2],PresProf_cur[2.6],PresProf_cur[13.9],PresProf_cur[17.5],PresProf_cur[21.5],PresProf_cur[25.5],PresProf_cur[31.2],
2002-06-10 00:00:00,294.918,287.032,0.000,300.000,300.000,300.000,286.950,97510.000,295.392,294.207,293.281,292.695,292.114,291.088,98047.909,97923.160,97877.636,97832.016,97786.323,97717.624,
2002-06-10 00:05:00,289.288,286.997,0.000,300.000,300.000,300.000,286.917,97510.833,289.922,288.558,288.055,287.829,287.666,287.452,98056.062,97928.644,97882.186,97835.689,97789.177,97719.394,
2002-06-10 00:10:00,288.312,286.966,0.000,300.000,300.000,300.000,286.883,97511.667,288.742,287.847,287.538,287.392,287.299,287.189,98056.918,97929.067,97882.512,97835.937,97789.359,97719.497,
2002-06-10 00:15:00,288.790,286.933,0.000,300.000,300.000,300.000,286.850,97512.500,289.328,288.210,287.783,287.562,287.423,287.261,98056.573,97928.927,97882.421,97835.879,97789.325,97719.487,
2002-06-10 00:20:00,289.372,286.901,0.000,300.000,300.000,300.000,286.817,97513.333,290.048,288.636,288.070,287.766,287.576,287.354,98056.149,97928.753,97882.305,97835.802,97789.277,97719.468,
2002-06-10 00:25:00,289.257,286.869,0.000,300.000,300.000,300.000,286.783,97514.167,289.843,288.604,288.062,287.761,287.570,287.341,98056.215,97928.776,97882.325,97835.821,97789.295,97719.484,
2002-06-10 00:30:00,289.184,286.837,0.000,300.000,300.000,300.000,286.750,97515.000,289.788,288.517,287.988,287.700,287.516,287.296,98056.322,97928.849,97882.385,97835.870,97789.335,97719.512,
2002-06-10 00:35:00,288.988,286.805,0.000,300.000,300.000,300.000,286.717,97515.833,289.529,288.388,287.895,287.623,287.448,287.240,98056.494,97928.939,97882.457,97835.929,97789.382,97719.544,
2002-06-10 00:40:00,289.018,286.774,0.000,300.000,300.000,300.000,286.683,97516.667,289.593,288.384,287.878,287.600,287.423,287.211,98056.523,97928.977,97882.493,97835.961,97789.410,97719.566,
2002-06-10 00:45:00,288.915,286.741,0.000,300.000,300.000,300.000,286.650,97517.500,289.443,288.327,287.836,287.561,287.386,287.176,98056.618,97929.030,97882.539,97836.001,97789.444,97719.590,
2002-06-10 00:50:00,288.953,286.710,0.000,300.000,300.000,300.000,286.617,97518.333,289.517,288.330,287.825,287.544,287.365,287.152,98056.637,97929.063,97882.571,97836.030,97789.470,97719.611,
2002-06-10 00:55:00,288.840,286.678,0.000,300.000,300.000,300.000,286.583,97519.167,289.357,288.263,287.776,287.500,287.324,287.114,98056.741,97929.121,97882.620,97836.072,97789.505,97719.636,
2002-06-10 01:00:00,288.870,286.646,0.000,300.000,300.000,300.000,286.550,97520.000,289.422,288.259,287.759,287.479,287.301,287.088,98056.767,97929.158,97882.655,97836.103,97789.532,97719.658,
2002-06-10 01:05:00,288.810,286.637,0.000,300.000,300.000,300.000,286.542,97522.500,289.322,288.237,287.747,287.467,287.289,287.076,98056.807,97929.174,97882.669,97836.115,97789.543,97719.665,
2002-06-10 01:10:00,288.891,286.629,0.000,300.000,300.000,300.000,286.533,97525.000,289.448,288.276,287.766,287.478,287.296,287.078,98056.768,97929.167,97882.666,97836.116,97789.544,97719.668,
2002-06-10 01:15:00,288.781,286.620,0.000,300.000,300.000,300.000,286.525,97527.500,289.285,288.217,287.730,287.451,287.273,287.061,98056.843,97929.198,97882.690,97836.134,97789.558,97719.677,
2002-06-10 01:20:00,288.822,286.612,0.000,300.000,300.000,300.000,286.517,97530.000,289.360,288.227,287.729,287.448,287.269,287.055,98056.835,97929.205,97882.697,97836.141,97789.565,97719.682,
2002-06-10 01:25:00,288.718,286.603,0.000,300.000,300.000,300.000,286.508,97532.500,289.207,288.170,287.694,287.419,287.245,287.036,98056.908,97929.236,97882.721,97836.160,97789.580,97719.692,
2002-06-10 01:30:00,288.767,286.595,0.000,300.000,300.000,300.000,286.500,97535.000,289.292,288.184,287.696,287.418,287.242,287.031,98056.895,97929.242,97882.728,97836.166,97789.586,97719.697,
2002-06-10 01:35:00,288.680,286.587,0.000,300.000,300.000,300.000,286.492,97537.500,289.159,288.142,287.670,287.397,287.224,287.017,98056.954,97929.266,97882.747,97836.182,97789.598,97719.705,
2002-06-10 01:40:00,288.743,286.578,0.000,300.000,300.000,300.000,286.483,97540.000,289.263,288.166,287.678,287.401,287.225,287.014,98056.931,97929.267,97882.750,97836.186,97789.602,97719.710,
2002-06-10 01:45:00,288.655,286.570,0.000,300.000,300.000,300.000,286.475,97542.500,289.128,288.122,287.652,287.380,287.207,286.999,98056.990,97929.291,97882.769,97836.201,97789.615,97719.718,
