cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:05:00,289.559,0.000,299.871,299.871,299.726,286.917,97510.833,290.481,288.096,287.718,287.544,287.388,98056.019,97905.479,97824.091,97765.935,97707.771,
2002-06-10 00:10:00,288.416,0.000,299.555,299.555,299.364,286.883,97511.667,289.056,287.486,287.264,287.185,287.121,98056.982,97905.879,97824.340,97766.100,97707.871,
2002-06-10 00:15:00,288.804,0.000,298.950,298.950,298.838,286.850,97512.500,289.591,287.637,287.327,287.221,287.137,98056.769,97905.845,97824.333,97766.103,97707.879,
2002-06-10 00:20:00,289.342,0.000,298.415,298.415,298.352,286.817,97513.333,290.322,287.853,287.434,287.291,287.177,98056.446,97905.772,97824.303,97766.091,97707.878,
2002-06-10 00:25:00,289.211,0.000,298.001,298.001,297.910,286.783,97514.167,290.066,287.855,287.435,287.285,287.165,98056.509,97905.789,97824.320,97766.108,97707.894,
2002-06-10 00:30:00,289.206,0.000,297.701,297.701,297.512,286.750,97515.000,290.102,287.812,287.400,287.252,287.133,98056.566,97905.835,97824.355,97766.136,97707.915,
2002-06-10 00:35:00,288.956,0.000,297.448,297.448,297.143,286.717,97515.833,289.755,287.707,287.328,287.192,287.081,98056.758,97905.913,97824.409,97766.176,97707.944,
2002-06-10 00:40:00,288.968,0.000,297.230,297.230,296.803,286.683,97516.667,289.816,287.668,287.290,287.155,287.045,98056.810,97905.962,97824.447,97766.207,97707.967,
2002-06-10 00:45:00,288.803,0.000,297.031,297.031,296.485,286.650,97517.500,289.574,287.601,287.239,287.109,287.003,98056.943,97906.022,97824.491,97766.241,97707.993,
2002-06-10 00:50:00,288.846,0.000,296.855,296.855,296.192,286.617,97518.333,289.672,287.579,287.212,287.080,286.973,98056.971,97906.062,97824.524,97766.269,97708.014,
2002-06-10 00:55:00,288.693,0.000,296.693,296.693,295.918,286.583,97519.167,289.445,287.517,287.164,287.037,286.934,98057.096,97906.120,97824.566,97766.302,97708.038,
2002-06-10 01:00:00,288.733,0.000,296.547,296.547,295.662,286.550,97520.000,289.541,287.495,287.137,287.008,286.904,98057.125,97906.160,97824.600,97766.329,97708.060,
2002-06-10 01:05:00,288.594,0.000,296.411,296.411,295.422,286.542,97522.500,289.328,287.448,287.106,286.983,286.883,98057.216,97906.191,97824.620,97766.344,97708.070,
2002-06-10 01:10:00,288.660,0.000,296.284,296.284,295.196,286.533,97525.000,289.450,287.451,287.103,286.978,286.877,98057.199,97906.198,97824.627,97766.350,97708.075,
2002-06-10 01:15:00,288.535,0.000,296.166,296.166,294.982,286.525,97527.500,289.251,287.413,287.080,286.959,286.862,98057.276,97906.223,97824.643,97766.362,97708.083,
