cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:00:00,296.921,295.546,0.000,294.001,295.106,286.955,290.950,101390.000,296.980,295.546,101600.653,101390.000,
2008-07-01 00:05:00,295.538,295.193,0.000,293.964,295.086,286.126,290.992,101391.667,295.586,295.193,101601.504,101390.000,
2008-07-01 00:10:00,295.711,295.205,0.000,294.160,295.306,285.639,291.033,101393.333,295.804,295.205,101601.468,101390.000,
2008-07-01 00:15:00,295.867,295.077,0.000,294.218,295.385,285.248,291.075,101395.000,296.024,295.077,101601.485,101390.000,
2008-07-01 00:20:00,295.904,295.092,0.000,294.262,295.448,284.902,291.117,101396.667,296.055,295.092,101601.470,101390.000,
2008-07-01 00:25:00,295.768,295.017,0.000,294.262,295.467,284.583,291.158,101398.333,295.882,295.017,101601.517,101390.000,
2008-07-01 00:30:00,295.753,295.031,0.000,294.278,295.503,284.284,291.200,101400.000,295.875,295.031,101601.523,101390.000,
2008-07-01 00:35:00,295.614,294.983,0.000,294.258,295.501,283.994,291.242,101401.667,295.713,294.983,101601.573,101390.000,
2008-07-01 00:40:00,295.601,294.997,0.000,294.254,295.515,283.712,291.283,101403.333,295.706,294.997,101601.581,101390.000,
2008-07-01 00:45:00,295.495,294.964,0.000,294.226,295.505,283.431,291.325,101405.000,295.581,294.964,101601.619,101390.000,
2008-07-01 00:50:00,295.495,294.979,0.000,294.211,295.508,283.152,291.367,101406.667,295.587,294.979,101601.620,101390.000,
2008-07-01 00:55:00,295.411,294.957,0.000,294.181,295.494,282.872,291.408,101408.333,295.487,294.957,101601.648,101390.000,
2008-07-01 01:00:00,295.416,294.973,0.000,294.172,295.496,282.636,291.450,101410.000,295.497,294.973,101601.646,101390.000,
2008-07-01 01:05:00,295.337,294.920,0.000,294.153,295.487,282.422,291.375,101414.167,295.404,294.920,101601.682,101390.000,
2008-07-01 01:10:00,295.327,294.906,0.000,294.140,295.484,282.224,291.300,101418.333,295.400,294.906,101601.696,101390.000,
2008-07-01 01:15:00,295.249,294.866,0.000,294.121,295.472,282.039,291.225,101422.500,295.312,294.866,101601.731,101390.000,
2008-07-01 01:20:00,295.235,294.850,0.000,294.108,295.467,281.865,291.150,101426.667,295.303,294.850,101601.747,101390.000,
2008-07-01 01:25:00,295.165,294.812,0.000,294.089,295.454,281.701,291.075,101430.833,295.223,294.812,101601.779,101390.000,
2008-07-01 01:30:00,295.151,294.795,0.000,294.075,295.446,281.546,291.000,101435.000,295.213,294.795,101601.795,101390.000,
2008-07-01 01:35:00,295.087,294.759,0.000,294.056,295.432,281.398,290.925,101439.167,295.141,294.759,101601.825,101390.000,
2008-07-01 01:40:00,295.071,294.740,0.000,294.041,295.422,281.258,290.850,101443.333,295.129,294.740,101601.841,101390.000,
2008-07-01 01:45:00,295.012,294.706,0.000,294.022,295.407,281.124,290.775,101447.500,295.062,294.706,101601.870,101390.000,
2008-07-01 01:50:00,294.994,294.686,0.000,294.006,295.396,280.997,290.700,101451.667,295.048,294.686,101601.887,101390.000,
2008-07-01 01:55:00,294.939,294.652,0.000,293.987,295.379,280.876,290.625,101455.833,294.986,294.652,101601.914,101390.000,
2008-07-01 02:00:00,294.920,294.631,0.000,293.971,295.366,280.760,290.550,101460.000,294.970,294.631,101601.931,101390.000,
2008-07-01 02:05:00,294.876,294.630,0.000,293.952,295.349,280.649,290.483,101463.333,294.920,294.630,101601.946,101390.000,
2008-07-01 02:10:00,294.870,294.636,0.000,293.937,295.335,280.543,290.417,101466.667,294.916,294.636,101601.948,101390.000,
2008-07-01 02:15:00,294.838,294.626,0.000,293.920,295.319,280.441,290.350,101470.000,294.878,294.626,101601.960,101390.000,
2008-07-01 02:20:00,294.832,294.621,0.000,293.906,295.305,280.343,290.283,101473.333,294.873,294.621,101601.965,101390.000,
2008-07-01 02:25:00,294.684,294.122,0.000,293.877,295.275,280.248,290.217,101476.667,294.731,294.122,101602.157,101390.000,
2008-07-01 02:30:00,294.281,293.140,0.000,293.823,295.216,280.161,290.150,101480.000,294.365,293.140,101602.649,101390.000,
2008-07-01 02:35:00,293.681,292.464,0.000,293.742,295.119,280.103,290.083,101483.333,293.806,292.464,101603.169,101390.000,
2008-07-01 02:40:00,293.172,291.978,0.000,293.668,295.031,280.092,290.017,101486.667,293.328,291.978,101603.561,101390.000,
2008-07-01 02:45:00,292.809,291.608,0.000,293.587,294.935,280.102,289.950,101490.000,292.974,291.608,101603.838,101390.000,
2008-07-01 02:50:00,292.574,291.317,0.000,293.518,294.854,280.132,289.883,101493.333,292.751,291.317,101604.039,101390.000,
2008-07-01 02:55:00,292.339,291.078,0.000,293.446,294.769,280.217,289.817,101496.667,292.519,291.078,101604.213,101390.000,
2008-07-01 03:00:00,292.138,290.877,0.000,293.378,294.687,280.396,289.750,101500.000,292.324,290.877,101604.364,101390.000,
2008-07-01 03:05:00,291.889,290.639,0.000,293.305,294.598,280.656,289.667,101505.833,292.073,290.639,101604.540,101390.000,
2008-07-01 03:10:00,291.683,290.437,0.000,293.236,294.515,280.954,289.583,101511.667,291.874,290.437,101604.695,101390.000,
2008-07-01 03:15:00,291.474,290.258,0.000,293.164,294.427,281.231,289.500,101517.500,291.664,290.258,101604.839,101390.000,
