cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],TempProf_cur[20.0],PresProf_cur[1.2],PresProf_cur[20.0],
2008-07-01 00:05:00,295.650,0.011,299.399,299.399,299.886,290.992,101391.667,295.707,295.193,101601.469,101390.000,
2008-07-01 00:10:00,295.587,0.011,298.788,298.788,299.744,291.033,101393.333,295.643,295.205,101601.491,101390.000,
2008-07-01 00:15:00,295.590,0.011,298.176,298.176,299.587,291.075,101395.000,295.654,295.077,101601.535,101390.000,
2008-07-01 00:20:00,295.637,0.011,297.770,297.770,299.434,291.117,101396.667,295.708,295.092,101601.517,101390.000,
2008-07-01 00:25:00,295.530,0.011,297.501,297.501,299.283,291.158,101398.333,295.588,295.017,101601.573,101390.000,
2008-07-01 00:30:00,295.509,0.011,297.308,297.308,299.137,291.200,101400.000,295.568,295.031,101601.579,101390.000,
2008-07-01 00:35:00,295.430,0.011,297.155,297.155,298.992,291.242,101401.667,295.480,294.983,101601.619,101390.000,
2008-07-01 00:40:00,295.430,0.011,297.025,297.025,298.851,291.283,101403.333,295.482,294.997,101601.617,101390.000,
2008-07-01 00:45:00,295.374,0.011,296.913,296.913,298.712,291.325,101405.000,295.419,294.964,101601.644,101390.000,
2008-07-01 00:50:00,295.377,0.011,296.812,296.812,298.577,291.367,101406.667,295.423,294.979,101601.640,101390.000,
2008-07-01 00:55:00,295.331,0.011,296.721,296.721,298.444,291.408,101408.333,295.371,294.957,101601.661,101390.000,
2008-07-01 01:00:00,295.335,0.011,296.636,296.636,298.314,291.450,101410.000,295.377,294.973,101601.656,101390.000,
2008-07-01 01:05:00,295.274,0.011,296.558,296.558,298.187,291.375,101414.167,295.310,294.920,101601.693,101390.000,
2008-07-01 01:10:00,295.249,0.011,296.484,296.484,298.063,291.300,101418.333,295.288,294.906,101601.709,101390.000,
2008-07-01 01:15:00,295.441,0.011,296.413,296.413,297.941,291.225,101422.500,295.496,294.866,101601.662,101390.000,
2008-07-01 01:20:00,295.597,0.011,296.343,296.343,297.821,291.150,101426.667,295.665,294.850,101601.620,101390.000,
2008-07-01 01:25:00,295.569,0.011,296.298,296.298,297.705,291.075,101430.833,295.627,294.812,101601.631,101390.000,
2008-07-01 01:30:00,295.534,0.011,296.258,296.258,297.592,291.000,101435.000,295.594,294.795,101601.649,101390.000,
2008-07-01 01:35:00,295.455,0.011,296.216,296.216,297.480,290.925,101439.167,295.508,294.759,101601.685,101390.000,
2008-07-01 01:40:00,295.415,0.011,296.169,296.169,297.370,290.850,101443.333,295.470,294.740,101601.709,101390.000,
2008-07-01 01:45:00,295.350,0.011,296.118,296.118,297.262,290.775,101447.500,295.400,294.706,101601.742,101390.000,
2008-07-01 01:50:00,295.318,0.011,296.065,296.065,297.155,290.700,101451.667,295.371,294.686,101601.763,101390.000,
2008-07-01 01:55:00,295.261,0.011,296.012,296.012,297.050,290.625,101455.833,295.309,294.652,101601.792,101390.000,
2008-07-01 02:00:00,295.231,0.011,295.960,295.960,296.946,290.550,101460.000,295.280,294.631,101601.813,101390.000,
2008-07-01 02:05:00,295.185,0.011,295.908,295.908,296.844,290.483,101463.333,295.230,294.630,101601.829,101390.000,
2008-07-01 02:10:00,295.171,0.011,295.860,295.860,296.745,290.417,101466.667,295.216,294.636,101601.833,101390.000,
2008-07-01 02:15:00,295.137,0.011,295.817,295.817,296.647,290.350,101470.000,295.178,294.626,101601.846,101390.000,
2008-07-01 02:20:00,295.121,0.011,295.776,295.776,296.553,290.283,101473.333,295.163,294.621,101601.854,101390.000,
2008-07-01 02:25:00,294.951,0.011,295.738,295.738,296.460,290.217,101476.667,295.002,294.122,101602.063,101390.000,
2008-07-01 02:30:00,294.512,0.011,295.701,295.701,296.369,290.150,101480.000,294.602,293.140,101602.574,101390.000,
2008-07-01 02:35:00,293.927,0.011,295.656,295.656,296.278,290.083,101483.333,294.056,292.464,101603.083,101390.000,
2008-07-01 02:40:00,292.799,0.011,295.580,295.580,296.182,290.017,101486.667,292.899,291.978,101603.676,101390.000,
2008-07-01 02:45:00,292.102,0.011,295.472,295.472,296.077,289.950,101490.000,292.162,291.608,101604.054,101390.000,
2008-07-01 02:50:00,291.888,0.011,295.286,295.286,295.961,289.883,101493.333,291.961,291.317,101604.248,101390.000,
2008-07-01 02:55:00,291.753,0.011,295.096,295.096,295.843,289.817,101496.667,291.841,291.078,101604.392,101390.000,
2008-07-01 03:00:00,291.587,0.011,294.939,294.939,295.723,289.750,101500.000,291.677,290.877,101604.528,101390.000,
2008-07-01 03:05:00,291.366,0.011,294.814,294.814,295.603,289.667,101505.833,291.456,290.639,101604.695,101390.000,
2008-07-01 03:10:00,291.161,0.011,294.710,294.710,295.483,289.583,101511.667,291.251,290.437,101604.846,101390.000,
2008-07-01 03:15:00,290.985,0.011,294.614,294.614,295.362,289.500,101517.500,291.075,290.258,101604.977,101390.000,
2008-07-01 03:20:00,290.837,0.011,294.522,294.522,295.242,289.417,101523.333,290.928,290.096,101605.092,101390.000,
2008-07-01 03:25:00,290.692,0.011,294.434,294.434,295.121,289.333,101529.167,290.782,289.947,101605.201,101390.000,
2008-07-01 03:30:00,290.555,0.011,294.352,294.352,295.001,289.250,101535.000,290.644,289.808,101605.303,101390.000,
2008-07-01 03:35:00,290.416,0.011,294.275,294.275,294.881,289.167,101540.833,290.504,289.676,101605.402,101390.000,
2008-07-01 03:40:00,290.289,0.011,294.200,294.200,294.761,289.083,101546.667,290.376,289.550,101605.496,101390.000,
2008-07-01 03:45:00,290.159,0.011,294.129,294.129,294.642,289.000,101552.500,290.245,289.428,101605.588,101390.000,
2008-07-01 03:50:00,290.039,0.011,294.059,294.059,294.523,288.917,101558.333,290.124,289.311,101605.676,101390.000,
2008-07-01 03:55:00,289.916,0.011,293.992,293.992,294.405,288.833,101564.167,289.999,289.197,101605.764,101390.000,
2008-07-01 04:00:00,289.772,0.011,293.925,293.925,294.287,288.750,101570.000,289.855,289.050,101605.871,101390.000,
2008-07-01 04:05:00,289.799,0.011,295.255,293.876,294.202,288.708,101570.000,289.895,288.956,101605.902,101390.000,
