cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,296.075,0.010,100223.354,74.936,8982184.752,0.000,3127265.283,300.000,300.000,300.000,287.334,99733.833,294.154,100084.385,
2004-06-01 00:05:00,291.966,0.011,100229.129,23.645,2794616.637,0.000,1869126.433,299.872,299.872,298.230,287.334,99731.472,290.138,100087.901,
2004-06-01 00:10:00,290.824,0.011,100229.779,9.359,1071278.565,0.000,1518714.358,299.603,299.603,296.419,287.334,99729.111,289.662,100088.144,
2004-06-01 00:15:00,291.253,0.011,100229.689,13.241,1539607.792,0.000,1613941.301,299.145,299.145,294.521,287.334,99726.750,289.687,100088.159,
2004-06-01 00:20:00,291.681,0.011,100229.483,17.213,2018725.888,0.000,1711361.980,298.719,298.719,293.000,287.334,99724.389,289.793,100088.088,
2004-06-01 00:25:00,291.802,0.011,100229.414,17.742,2082583.620,0.000,1724346.386,298.396,298.396,291.813,287.334,99722.028,289.843,100088.069,
2004-06-01 00:30:00,291.787,0.011,100229.383,16.782,1966781.947,0.000,1700800.046,298.157,298.157,290.867,287.334,99719.667,289.862,100088.039,
2004-06-01 00:35:00,291.643,0.011,100229.590,14.418,1681590.800,0.000,1642811.179,297.967,297.967,290.086,287.333,99717.306,289.753,100088.184,
2004-06-01 00:40:00,291.435,0.011,100229.898,11.366,1313422.146,0.000,1567950.219,297.803,297.803,289.417,287.333,99714.944,289.573,100088.394,
2004-06-01 00:45:00,291.203,0.011,100230.217,8.093,918561.337,0.000,1487661.855,297.654,297.654,288.816,287.333,99712.583,289.382,100088.607,
2004-06-01 00:50:00,291.042,0.011,100230.459,5.673,626625.169,0.000,1428301.501,297.512,297.512,288.275,287.333,99710.222,289.234,100088.772,
2004-06-01 00:55:00,290.928,0.011,100230.665,2.146,230040.654,0.000,1246816.776,297.374,297.374,287.787,287.333,99707.861,289.111,100088.920,
