cur_datetime,canTemp,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,295.530,7.961,931606.881,0.000,2628123.225,300.000,300.000,300.000,291.250,99200.000,293.846,99385.460,
2004-06-01 00:05:00,293.084,0.051,0.000,0.000,2413257.665,299.845,299.845,298.677,291.258,99200.000,291.913,99386.346,
2004-06-01 00:10:00,291.907,0.051,0.000,0.000,2413257.665,299.511,299.511,289.634,291.267,99200.000,291.580,99386.438,
2004-06-01 00:15:00,292.422,0.051,0.000,0.000,2413257.665,298.973,298.973,289.817,291.275,99200.000,291.654,99386.418,
2004-06-01 00:20:00,291.806,0.051,0.000,0.000,2413257.665,298.561,298.561,289.793,291.283,99200.000,291.575,99386.438,
2004-06-01 00:25:00,292.653,0.051,0.000,0.000,2413257.665,298.159,298.159,289.922,291.292,99200.000,291.714,99386.399,
2004-06-01 00:30:00,292.056,0.051,0.000,0.000,2413257.665,297.922,297.922,289.895,291.300,99200.000,291.648,99386.414,
2004-06-01 00:35:00,292.934,0.051,0.000,0.000,2413257.665,297.636,297.636,290.170,291.308,99200.000,291.768,99386.381,
2004-06-01 00:40:00,292.002,0.051,0.000,0.000,2413257.665,297.525,297.525,290.192,291.317,99200.000,291.654,99386.408,
2004-06-01 00:45:00,292.768,0.051,0.000,0.000,2413257.665,297.299,297.299,290.654,291.325,99200.000,291.767,99386.377,
2004-06-01 00:50:00,291.862,0.051,0.000,0.000,2413257.665,297.236,297.236,290.342,291.333,99200.000,291.630,99386.411,
2004-06-01 00:55:00,292.740,0.051,0.000,0.000,2413257.665,297.022,297.022,290.734,291.342,99200.000,291.765,99386.375,
2004-06-01 01:00:00,291.805,0.051,0.000,0.000,2413257.665,296.986,296.986,290.332,291.350,99200.000,291.626,99386.409,
2004-06-01 01:05:00,292.750,0.051,0.000,0.000,2413257.665,296.786,296.786,290.738,291.350,99200.000,291.772,99386.371,
2004-06-01 01:10:00,291.760,0.051,0.000,0.000,2413257.665,296.775,296.775,290.348,291.350,99200.000,291.620,99386.411,
2004-06-01 01:15:00,292.744,0.051,0.000,0.000,2413257.665,296.584,296.584,290.765,291.350,99200.000,291.770,99386.373,
2004-06-01 01:20:00,291.705,0.051,0.000,0.000,2413257.665,296.591,296.591,290.309,291.350,99200.000,291.608,99386.415,
2004-06-01 01:25:00,292.733,0.051,0.000,0.000,2413257.665,296.404,296.404,290.754,291.350,99200.000,291.765,99386.375,
2004-06-01 01:30:00,291.656,0.051,0.000,0.000,2413257.665,296.424,296.424,290.253,291.350,99200.000,291.597,99386.419,
2004-06-01 01:35:00,292.718,0.051,0.000,0.000,2413257.665,296.241,296.241,290.693,291.350,99200.000,291.759,99386.377,
2004-06-01 01:40:00,291.611,0.051,0.000,0.000,2413257.665,296.270,296.270,290.208,291.350,99200.000,291.586,99386.422,
2004-06-01 01:45:00,292.700,0.051,0.000,0.000,2413257.665,296.091,296.091,290.633,291.350,99200.000,291.753,99386.379,
2004-06-01 01:50:00,291.569,0.051,0.000,0.000,2413257.665,296.129,296.129,290.136,291.350,99200.000,291.576,99386.426,
2004-06-01 01:55:00,292.678,0.051,0.000,0.000,2413257.665,295.952,295.952,290.599,291.350,99200.000,291.746,99386.382,
2004-06-01 02:00:00,291.527,0.051,0.000,0.000,2413257.665,295.997,295.997,290.079,291.350,99200.000,291.565,99386.429,
2004-06-01 02:05:00,292.656,0.051,0.000,0.000,2413257.665,295.821,295.821,290.531,291.358,99208.333,291.743,99386.381,
2004-06-01 02:10:00,291.494,0.051,0.000,0.000,2413257.665,295.873,295.873,290.038,291.367,99216.667,291.564,99386.426,
2004-06-01 02:15:00,292.638,0.051,0.000,0.000,2413257.665,295.700,295.700,290.510,291.375,99225.000,291.747,99386.376,
2004-06-01 02:20:00,291.469,0.051,0.000,0.000,2413257.665,295.757,295.757,289.992,291.383,99233.333,291.566,99386.422,
2004-06-01 02:25:00,292.615,0.051,0.000,0.000,2413257.665,295.588,295.588,290.452,291.392,99241.667,291.750,99386.371,
2004-06-01 02:30:00,291.443,0.051,0.000,0.000,2413257.665,295.650,295.650,289.956,291.400,99250.000,291.567,99386.417,
2004-06-01 02:35:00,292.592,0.051,0.000,0.000,2413257.665,295.483,295.483,290.395,291.408,99258.333,291.753,99386.366,
2004-06-01 02:40:00,291.420,0.051,0.000,0.000,2413257.665,295.549,295.549,289.889,291.417,99266.667,291.569,99386.413,
2004-06-01 02:45:00,292.568,0.051,0.000,0.000,2413257.665,295.385,295.385,290.361,291.425,99275.000,291.757,99386.361,
2004-06-01 02:50:00,291.401,0.051,0.000,0.000,2413257.665,295.453,295.453,289.866,291.433,99283.333,291.572,99386.408,
2004-06-01 02:55:00,292.543,0.051,0.000,0.000,2413257.665,295.292,295.292,290.310,291.442,99291.667,291.760,99386.356,
2004-06-01 03:00:00,291.384,0.051,0.000,0.000,2413257.665,295.364,295.364,289.806,291.450,99300.000,291.575,99386.403,
2004-06-01 03:05:00,292.491,0.051,0.000,0.000,2413257.665,295.206,295.206,290.277,291.408,99308.333,291.726,99386.379,
2004-06-01 03:10:00,291.322,0.051,0.000,0.000,2413257.665,295.279,295.279,289.758,291.367,99316.667,291.503,99386.454,
2004-06-01 03:15:00,292.393,0.051,0.000,0.000,2413257.665,295.124,295.124,290.205,291.325,99325.000,291.633,99386.438,
2004-06-01 03:20:00,291.250,0.051,0.000,0.000,2413257.665,295.199,295.199,289.719,291.283,99333.333,291.418,99386.511,
2004-06-01 03:25:00,292.297,0.051,0.000,0.000,2413257.665,295.045,295.045,290.142,291.242,99341.667,291.541,99386.496,
2004-06-01 03:30:00,291.182,0.051,0.000,0.000,2413257.665,295.119,295.119,289.670,291.200,99350.000,291.333,99386.568,
