cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.085,0.013,99549.179,0.051,0.000,0.000,2413257.665,299.824,299.824,298.677,291.258,99200.000,291.913,99386.346,
2004-06-01 00:10:00,291.906,0.012,99549.678,0.051,0.000,0.000,2413257.665,299.474,299.474,289.634,291.267,99200.000,291.580,99386.438,
2004-06-01 00:15:00,292.421,0.012,99549.527,0.051,0.000,0.000,2413257.665,298.920,298.920,289.817,291.275,99200.000,291.654,99386.418,
2004-06-01 00:20:00,291.804,0.012,99549.699,0.051,0.000,0.000,2413257.665,298.499,298.499,289.793,291.283,99200.000,291.575,99386.438,
2004-06-01 00:25:00,292.655,0.013,99549.432,0.051,0.000,0.000,2413257.665,298.086,298.086,289.923,291.292,99200.000,291.714,99386.399,
2004-06-01 00:30:00,292.049,0.012,99549.590,0.051,0.000,0.000,2413257.665,297.847,297.847,289.896,291.300,99200.000,291.646,99386.414,
2004-06-01 00:35:00,292.935,0.013,99549.334,0.051,0.000,0.000,2413257.665,297.552,297.552,290.173,291.308,99200.000,291.768,99386.381,
2004-06-01 00:40:00,292.001,0.012,99549.595,0.051,0.000,0.000,2413257.665,297.443,297.443,290.193,291.317,99200.000,291.654,99386.408,
2004-06-01 00:45:00,292.771,0.013,99549.364,0.051,0.000,0.000,2413257.665,297.211,297.211,290.655,291.325,99200.000,291.767,99386.377,
2004-06-01 00:50:00,291.859,0.012,99549.639,0.051,0.000,0.000,2413257.665,297.150,297.150,290.342,291.333,99200.000,291.630,99386.411,
2004-06-01 00:55:00,292.744,0.013,99549.366,0.051,0.000,0.000,2413257.665,296.930,296.930,290.738,291.342,99200.000,291.766,99386.374,
2004-06-01 01:00:00,291.802,0.012,99549.651,0.051,0.000,0.000,2413257.665,296.899,296.899,290.332,291.350,99200.000,291.626,99386.409,
2004-06-01 01:05:00,292.752,0.013,99549.359,0.051,0.000,0.000,2413257.665,296.692,296.692,290.740,291.350,99200.000,291.772,99386.371,
