cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.032,0.013,99549.187,0.051,0.000,0.000,2413257.665,299.797,299.797,298.677,291.258,99200.000,291.913,99386.346,
2004-06-01 00:10:00,291.868,0.012,99549.685,0.051,0.000,0.000,2413257.665,299.420,299.420,289.518,291.267,99200.000,291.579,99386.438,
2004-06-01 00:15:00,292.406,0.013,99549.520,0.051,0.000,0.000,2413257.665,298.841,298.841,289.737,291.275,99200.000,291.665,99386.415,
2004-06-01 00:20:00,291.965,0.012,99549.628,0.051,0.000,0.000,2413257.665,298.409,298.409,289.757,291.283,99200.000,291.619,99386.425,
2004-06-01 00:25:00,293.007,0.013,99549.308,0.051,0.000,0.000,2413257.665,297.975,297.975,289.922,291.292,99200.000,291.780,99386.382,
2004-06-01 00:30:00,292.069,0.012,99549.561,0.051,0.000,0.000,2413257.665,297.764,297.764,290.005,291.300,99200.000,291.679,99386.404,
2004-06-01 00:35:00,292.843,0.013,99549.327,0.051,0.000,0.000,2413257.665,297.467,297.467,290.549,291.308,99200.000,291.797,99386.372,
2004-06-01 00:40:00,291.884,0.012,99549.623,0.051,0.000,0.000,2413257.665,297.359,297.359,290.358,291.317,99200.000,291.645,99386.410,
2004-06-01 00:45:00,292.798,0.013,99549.341,0.051,0.000,0.000,2413257.665,297.096,297.096,290.741,291.325,99200.000,291.786,99386.372,
2004-06-01 00:50:00,291.803,0.012,99549.646,0.051,0.000,0.000,2413257.665,297.036,297.036,290.330,291.333,99200.000,291.633,99386.410,
2004-06-01 00:55:00,292.827,0.013,99549.323,0.051,0.000,0.000,2413257.665,296.794,296.794,290.762,291.342,99200.000,291.798,99386.366,
2004-06-01 01:00:00,291.758,0.012,99549.651,0.051,0.000,0.000,2413257.665,296.772,296.772,290.358,291.350,99200.000,291.635,99386.406,
2004-06-01 01:05:00,292.844,0.013,99549.313,0.051,0.000,0.000,2413257.665,296.547,296.547,290.809,291.350,99200.000,291.806,99386.362,
2004-06-01 01:10:00,291.704,0.012,99549.669,0.051,0.000,0.000,2413257.665,296.553,296.553,290.389,291.350,99200.000,291.626,99386.409,
2004-06-01 01:15:00,292.847,0.013,99549.314,0.051,0.000,0.000,2413257.665,296.335,296.335,290.847,291.350,99200.000,291.805,99386.363,
2004-06-01 01:20:00,291.653,0.012,99549.688,0.051,0.000,0.000,2413257.665,296.360,296.360,290.349,291.350,99200.000,291.615,99386.413,
2004-06-01 01:25:00,292.848,0.013,99549.316,0.051,0.000,0.000,2413257.665,296.147,296.147,290.837,291.350,99200.000,291.803,99386.364,
2004-06-01 01:30:00,291.596,0.012,99549.709,0.051,0.000,0.000,2413257.665,296.187,296.187,290.294,291.350,99200.000,291.603,99386.417,
2004-06-01 01:35:00,292.840,0.013,99549.322,0.051,0.000,0.000,2413257.665,295.974,295.974,290.780,291.350,99200.000,291.798,99386.366,
2004-06-01 01:40:00,291.552,0.012,99549.726,0.051,0.000,0.000,2413257.665,296.026,296.026,290.251,291.350,99200.000,291.593,99386.420,
2004-06-01 01:45:00,292.825,0.013,99549.330,0.051,0.000,0.000,2413257.665,295.816,295.816,290.723,291.350,99200.000,291.792,99386.369,
2004-06-01 01:50:00,291.499,0.012,99549.747,0.051,0.000,0.000,2413257.665,295.878,295.878,290.180,291.350,99200.000,291.580,99386.424,
2004-06-01 01:55:00,292.808,0.013,99549.338,0.051,0.000,0.000,2413257.665,295.667,295.667,290.689,291.350,99200.000,291.786,99386.371,
2004-06-01 02:00:00,291.456,0.012,99549.764,0.051,0.000,0.000,2413257.665,295.738,295.738,290.120,291.350,99200.000,291.569,99386.428,
2004-06-01 02:05:00,292.786,0.013,99549.344,0.051,0.000,0.000,2413257.665,295.529,295.529,290.621,291.358,99208.333,291.783,99386.370,
2004-06-01 02:10:00,291.420,0.012,99549.770,0.051,0.000,0.000,2413257.665,295.607,295.607,290.079,291.367,99216.667,291.568,99386.425,
2004-06-01 02:15:00,292.770,0.013,99549.341,0.051,0.000,0.000,2413257.665,295.401,295.401,290.603,291.375,99225.000,291.788,99386.365,
2004-06-01 02:20:00,291.392,0.012,99549.773,0.051,0.000,0.000,2413257.665,295.486,295.486,290.033,291.383,99233.333,291.569,99386.420,
2004-06-01 02:25:00,292.748,0.013,99549.340,0.051,0.000,0.000,2413257.665,295.283,295.283,290.544,291.392,99241.667,291.791,99386.360,
2004-06-01 02:30:00,291.364,0.012,99549.775,0.051,0.000,0.000,2413257.665,295.374,295.374,289.994,291.400,99250.000,291.570,99386.416,
2004-06-01 02:35:00,292.724,0.013,99549.340,0.051,0.000,0.000,2413257.665,295.174,295.174,290.490,291.408,99258.333,291.794,99386.355,
