cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:00:00,295.128,287.032,0.000,288.781,287.794,284.534,286.950,97510.000,295.712,293.495,292.497,291.753,290.876,98047.865,97900.460,97820.622,97763.459,97706.160,
2002-06-10 00:05:00,289.026,286.997,0.000,287.990,287.011,284.472,286.917,97510.833,289.755,287.908,287.626,287.481,287.346,98056.343,97905.554,97824.129,97765.958,97707.784,
2002-06-10 00:10:00,287.900,286.966,0.000,287.894,286.928,284.601,286.883,97511.667,288.408,287.239,287.129,287.087,287.053,98057.348,97905.993,97824.402,97766.139,97707.893,
2002-06-10 00:15:00,288.040,286.933,0.000,287.995,287.036,284.729,286.850,97512.500,288.665,287.233,287.103,287.058,287.022,98057.334,97906.033,97824.437,97766.168,97707.916,
2002-06-10 00:20:00,288.387,286.901,0.000,288.139,287.187,284.897,286.817,97513.333,289.217,287.301,287.127,287.066,287.018,98057.182,97906.030,97824.446,97766.180,97707.929,
2002-06-10 00:25:00,288.271,286.869,0.000,288.206,287.263,285.079,286.783,97514.167,288.981,287.292,287.113,287.049,286.998,98057.251,97906.059,97824.471,97766.203,97707.947,
2002-06-10 00:30:00,288.373,286.837,0.000,288.307,287.371,285.291,286.750,97515.000,289.157,287.298,287.105,287.036,286.979,98057.234,97906.083,97824.494,97766.224,97707.965,
2002-06-10 00:35:00,288.144,286.805,0.000,288.351,287.423,285.494,286.717,97515.833,288.809,287.225,287.055,286.991,286.939,98057.394,97906.142,97824.537,97766.257,97707.990,
2002-06-10 00:40:00,288.195,286.774,0.000,288.436,287.515,285.710,286.683,97516.667,288.926,287.205,287.028,286.963,286.909,98057.419,97906.182,97824.570,97766.284,97708.011,
2002-06-10 00:45:00,287.995,286.741,0.000,288.477,287.563,285.909,286.650,97517.500,288.621,287.135,286.977,286.917,286.868,98057.566,97906.243,97824.614,97766.318,97708.036,
2002-06-10 00:50:00,288.075,286.710,0.000,288.562,287.655,286.121,286.617,97518.333,288.776,287.127,286.956,286.893,286.841,98057.572,97906.277,97824.644,97766.344,97708.057,
2002-06-10 00:55:00,287.898,286.678,0.000,288.605,287.703,286.316,286.583,97519.167,288.502,287.066,286.910,286.851,286.802,98057.705,97906.334,97824.686,97766.376,97708.081,
2002-06-10 01:00:00,287.991,286.646,0.000,288.655,287.761,286.470,286.550,97520.000,288.675,287.065,286.893,286.830,286.778,98057.702,97906.365,97824.714,97766.401,97708.101,
2002-06-10 01:05:00,287.825,286.637,0.000,288.658,287.769,286.580,286.542,97522.500,288.410,287.019,286.863,286.805,286.757,98057.802,97906.396,97824.734,97766.415,97708.111,
2002-06-10 01:10:00,287.940,286.629,0.000,288.701,287.820,286.693,286.533,97525.000,288.606,287.039,286.869,286.807,286.756,98057.756,97906.395,97824.737,97766.419,97708.114,
2002-06-10 01:15:00,287.784,286.620,0.000,288.697,287.822,286.772,286.525,97527.500,288.350,287.000,286.846,286.788,286.740,98057.845,97906.419,97824.753,97766.430,97708.122,
2002-06-10 01:20:00,287.909,286.612,0.000,288.735,287.868,286.861,286.517,97530.000,288.561,287.023,286.853,286.791,286.739,98057.793,97906.418,97824.755,97766.434,97708.126,
2002-06-10 01:25:00,287.747,286.603,0.000,288.724,287.863,286.919,286.508,97532.500,288.297,286.982,286.829,286.771,286.723,98057.886,97906.443,97824.771,97766.446,97708.134,
2002-06-10 01:30:00,287.877,286.595,0.000,288.758,287.904,286.993,286.500,97535.000,288.519,287.006,286.836,286.774,286.722,98057.832,97906.442,97824.774,97766.449,97708.137,
2002-06-10 01:35:00,287.711,286.587,0.000,288.742,287.894,287.035,286.492,97537.500,288.247,286.964,286.811,286.753,286.706,98057.926,97906.467,97824.790,97766.461,97708.146,
2002-06-10 01:40:00,287.849,286.578,0.000,288.773,287.932,287.097,286.483,97540.000,288.483,286.989,286.819,286.757,286.705,98057.868,97906.465,97824.792,97766.464,97708.149,
2002-06-10 01:45:00,287.678,286.570,0.000,288.752,287.917,287.127,286.475,97542.500,288.202,286.946,286.793,286.736,286.689,98057.965,97906.491,97824.809,97766.476,97708.157,
2002-06-10 01:50:00,287.824,286.562,0.000,288.782,287.954,287.180,286.467,97545.000,288.450,286.973,286.802,286.740,286.689,98057.904,97906.488,97824.811,97766.479,97708.161,
2002-06-10 01:55:00,287.647,286.553,0.000,288.757,287.935,287.200,286.458,97547.500,288.160,286.929,286.776,286.719,286.672,98058.004,97906.515,97824.828,97766.491,97708.169,
2002-06-10 02:00:00,287.799,286.545,0.000,288.787,287.971,287.248,286.450,97550.000,288.419,286.956,286.785,286.723,286.672,98057.939,97906.511,97824.829,97766.494,97708.172,
2002-06-10 02:05:00,287.613,286.528,0.000,288.760,287.949,287.263,286.433,97552.500,288.116,286.905,286.753,286.696,286.648,98058.053,97906.548,97824.854,97766.513,97708.186,
2002-06-10 02:10:00,287.766,286.511,0.000,288.789,287.983,287.306,286.417,97555.000,288.383,286.927,286.755,286.692,286.640,98058.000,97906.556,97824.865,97766.523,97708.195,
2002-06-10 02:15:00,287.567,286.494,0.000,288.758,287.958,287.315,286.400,97557.500,288.060,286.871,286.719,286.662,286.614,98058.123,97906.595,97824.892,97766.544,97708.210,
2002-06-10 02:20:00,287.720,286.477,0.000,288.785,287.989,287.354,286.383,97560.000,288.329,286.893,286.721,286.658,286.606,98058.070,97906.603,97824.902,97766.554,97708.219,
2002-06-10 02:25:00,287.514,286.460,0.000,288.751,287.961,287.356,286.367,97562.500,287.995,286.836,286.685,286.627,286.580,98058.197,97906.643,97824.929,97766.574,97708.233,
2002-06-10 02:30:00,287.672,286.443,0.000,288.776,287.991,287.391,286.350,97565.000,288.271,286.859,286.687,286.624,286.572,98058.141,97906.650,97824.940,97766.584,97708.242,
2002-06-10 02:35:00,287.461,286.426,0.000,288.741,287.960,287.388,286.333,97567.500,287.930,286.801,286.650,286.593,286.546,98058.270,97906.690,97824.967,97766.605,97708.257,
2002-06-10 02:40:00,287.623,286.409,0.000,288.765,287.989,287.420,286.317,97570.000,288.212,286.824,286.653,286.590,286.538,98058.213,97906.697,97824.977,97766.615,97708.266,
2002-06-10 02:45:00,287.408,286.392,0.000,288.728,287.956,287.412,286.300,97572.500,287.864,286.765,286.615,286.559,286.512,98058.344,97906.738,97825.005,97766.636,97708.281,
2002-06-10 02:50:00,287.574,286.375,0.000,288.751,287.984,287.442,286.283,97575.000,288.154,286.789,286.619,286.556,286.505,98058.285,97906.744,97825.014,97766.645,97708.289,
2002-06-10 02:55:00,287.355,286.358,0.000,288.712,287.949,287.429,286.267,97577.500,287.800,286.729,286.581,286.524,286.477,98058.418,97906.786,97825.043,97766.666,97708.304,
