cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2.6],TempProf_cur[13.9],TempProf_cur[17.5],TempProf_cur[21.5],TempProf_cur[25.5],TempProf_cur[31.2],PresProf_cur[2.6],PresProf_cur[13.9],PresProf_cur[17.5],PresProf_cur[21.5],PresProf_cur[25.5],PresProf_cur[31.2],
2002-06-10 00:00:00,294.918,287.032,0.000,288.113,287.514,284.418,286.950,97510.000,295.392,294.207,293.281,292.695,292.114,291.088,98047.909,97923.160,97877.636,97832.016,97786.323,97717.624,
2002-06-10 00:05:00,288.810,286.997,0.000,287.318,286.724,284.354,286.917,97510.833,289.330,288.221,287.852,287.689,287.562,287.387,98056.400,97928.774,97882.273,97835.749,97789.218,97719.414,
2002-06-10 00:10:00,287.751,286.966,0.000,287.238,286.649,284.474,286.883,97511.667,288.103,287.390,287.217,287.157,287.118,287.069,98057.386,97929.285,97882.667,97836.047,97789.436,97719.538,
2002-06-10 00:15:00,287.872,286.933,0.000,287.339,286.752,284.596,286.850,97512.500,288.321,287.419,287.208,287.138,287.094,287.041,98057.375,97929.320,97882.703,97836.081,97789.465,97719.561,
2002-06-10 00:20:00,288.195,286.901,0.000,287.482,286.896,284.751,286.817,97513.333,288.811,287.571,287.276,287.179,287.119,287.047,98057.219,97929.297,97882.696,97836.082,97789.472,97719.571,
2002-06-10 00:25:00,288.106,286.869,0.000,287.558,286.974,284.918,286.783,97514.167,288.641,287.553,287.265,287.167,287.103,287.028,98057.279,97929.326,97882.723,97836.108,97789.496,97719.590,
2002-06-10 00:30:00,288.171,286.837,0.000,287.656,287.074,285.109,286.750,97515.000,288.747,287.574,287.266,287.160,287.092,287.010,98057.276,97929.349,97882.747,97836.131,97789.518,97719.609,
2002-06-10 00:35:00,287.975,286.805,0.000,287.706,287.128,285.298,286.717,97515.833,288.466,287.465,287.197,287.103,287.042,286.966,98057.429,97929.420,97882.804,97836.178,97789.556,97719.636,
2002-06-10 00:40:00,288.002,286.774,0.000,287.790,287.214,285.499,286.683,97516.667,288.535,287.453,287.173,287.076,287.013,286.936,98057.463,97929.462,97882.843,97836.213,97789.586,97719.659,
2002-06-10 00:45:00,287.835,286.741,0.000,287.839,287.267,285.691,286.650,97517.500,288.297,287.357,287.107,287.020,286.963,286.892,98057.602,97929.532,97882.900,97836.260,97789.625,97719.686,
2002-06-10 00:50:00,287.889,286.710,0.000,287.923,287.353,285.894,286.617,97518.333,288.401,287.363,287.094,287.001,286.940,286.866,98057.617,97929.567,97882.934,97836.291,97789.653,97719.708,
2002-06-10 00:55:00,287.740,286.678,0.000,287.972,287.406,286.090,286.583,97519.167,288.186,287.279,287.036,286.950,286.894,286.825,98057.742,97929.631,97882.988,97836.336,97789.690,97719.734,
2002-06-10 01:00:00,287.803,286.646,0.000,288.021,287.458,286.238,286.550,97520.000,288.302,287.291,287.026,286.934,286.874,286.801,98057.750,97929.663,97883.019,97836.365,97789.716,97719.755,
2002-06-10 01:05:00,287.667,286.637,0.000,288.031,287.473,286.352,286.542,97522.500,288.098,287.220,286.983,286.900,286.845,286.779,98057.844,97929.701,97883.048,97836.388,97789.733,97719.766,
2002-06-10 01:10:00,287.751,286.629,0.000,288.073,287.518,286.461,286.533,97525.000,288.235,287.254,286.996,286.906,286.848,286.777,98057.808,97929.699,97883.049,97836.391,97789.737,97719.770,
